,NPA,year,schoolage_proximate_units,high_school_diploma,library_card_prevalence,bachelors_degree_moe,library_card_holders,neighborhood_school_attendance,highschool_graduation_rate,high_school_diploma_moe,early_care_proximity,proficiency_elementary_school,proficiency_middle_school,schoolage_proximity,bachelors_degree,early_care_proximate_units,proficiency_high_school,student_absenteeism
2368,400,2016,,,,,,95.1,100.0,,,85.23,88.0,,,,92.7,3.0
2369,400,2014,,,,,,97.14,97.0,,,87.5,84.25925925925925,,,,96.7741935483871,2.0618556701030926
2370,401,2017,19.0,93.0,,9.0,,93.0,96.0,11.0,15.0,74.4,69.3,2.0,38.0,120.0,57.1,6.0
2371,401,2015,120.0,,22.0,,486.0,95.26,82.0,,15.0,77.027027027027,67.86,15.0,,120.0,81.82,7.66283524904215
2372,401,2013,19.0,,17.0,,382.0,95.94,89.0,,2.0,,,2.0,,19.0,,5.625
2373,401,2011,19.0,,,,,95.18,,,2.0,,,2.0,,19.0,,
2374,401,2016,,,,,,95.0,95.0,,,70.73,68.8,,,,81.0,7.0
2375,401,2014,,,,,,95.45,93.0,,,65.625,61.53846153846154,,,,52.94117647058824,6.273062730627306
2376,402,2017,0.0,94.0,,8.0,,95.0,91.0,14.0,0.0,79.4,67.4,0.0,28.0,0.0,75.0,6.0
2377,402,2015,0.0,,20.0,,315.0,95.18,95.0,,0.0,88.5714285714286,79.55,0.0,,0.0,69.23,10.9826589595376
2378,402,2013,0.0,,16.0,,257.0,93.07,92.0,,0.0,,,0.0,,0.0,,4.455445544554455
2379,402,2011,0.0,,,,,94.57,,,0.0,,,0.0,,0.0,,
2380,402,2016,,,,,,95.2,95.0,,,71.79,84.4,,,,58.3,6.0
2381,402,2014,,,,,,95.14,90.0,,,77.27272727272727,73.33333333333333,,,,63.63636363636363,7.731958762886598
2382,403,2017,101.0,100.0,,10.0,,91.0,92.0,11.0,14.0,86.5,79.3,14.0,57.0,101.0,68.8,6.0
2383,403,2015,100.0,,22.0,,431.0,92.25,100.0,,15.0,81.4285714285714,73.91,15.0,,100.0,69.23,5.0
2384,403,2013,141.0,,18.0,,306.0,94.89,96.0,,15.0,,,22.0,,100.0,,4.014598540145985
2385,403,2011,129.0,,,,,87.82,,,17.0,,,21.0,,102.0,,
2386,403,2016,,,,,,94.0,97.0,,,82.28,76.3,,,,64.3,4.0
2387,403,2014,,,,,,93.61,100.0,,,79.16666666666666,68.75,,,,58.333333333333336,2.9629629629629632
2388,404,2017,698.0,95.0,,10.0,,95.0,93.0,43.0,20.0,43.1,36.4,82.0,28.0,171.0,40.0,12.0
2389,404,2015,709.0,,22.0,,452.0,94.37,68.0,,52.0,35.4838709677419,39.66,84.0,,438.0,50.0,11.1570247933884
2390,404,2013,710.0,,14.0,,281.0,96.74,78.0,,52.0,,,84.0,,438.0,,11.074918566775244
2391,404,2011,710.0,,,,,94.96,,,78.0,,,84.0,,658.0,,
2392,404,2016,,,,,,91.8,78.0,,,36.23,34.5,,,,45.5,10.0
2393,404,2014,,,,,,94.12,78.0,,,45.07042253521127,41.37931034482759,,,,27.77777777777778,10.95890410958904
2394,405,2017,446.0,98.0,,8.0,,94.0,98.0,9.0,39.0,69.2,73.9,32.0,41.0,543.0,61.4,7.0
2395,405,2015,446.0,,19.0,,656.0,93.05,100.0,,39.0,60.655737704918,67.52,32.0,,544.0,57.5,8.58895705521472
2396,405,2013,690.0,,15.0,,505.0,96.92,83.0,,40.0,,,50.0,,545.0,,7.293354943273905
2397,405,2011,685.0,,,,,94.0,,,49.0,,,50.0,,672.0,,
2398,405,2016,,,,,,93.6,90.0,,,73.64,73.6,,,,59.4,9.0
2399,405,2014,,,,,,95.02,94.0,,,71.65354330708661,57.14285714285714,,,,60.0,9.764918625678119
2400,406,2017,210.0,94.0,,10.0,,78.0,100.0,6.0,24.0,57.7,48.7,23.0,41.0,223.0,76.9,4.0
2401,406,2015,308.0,,19.0,,410.0,78.91,79.0,,25.0,62.5,51.61,36.0,,214.0,70.0,8.95522388059701
2402,406,2013,508.0,,16.0,,322.0,87.5,85.0,,48.0,,,62.0,,390.0,,6.875000000000001
2403,406,2011,480.0,,,,,77.14,,,49.0,,,61.0,,383.0,,
2404,406,2016,,,,,,75.0,83.0,,,69.57,63.9,,,,60.0,16.0
2405,406,2014,,,,,,82.07,92.0,,,65.51724137931035,61.76470588235294,,,,50.0,8.904109589041095
2406,407,2017,116.0,93.0,,9.0,,87.0,93.0,13.0,10.0,76.1,50.0,16.0,21.0,73.0,,7.0
2407,407,2015,116.0,,22.0,,409.0,91.01,95.0,,10.0,52.2727272727273,74.51,16.0,,73.0,60.0,9.54773869346734
2408,407,2013,115.0,,16.0,,290.0,91.67,94.0,,10.0,,,16.0,,73.0,,10.227272727272728
2409,407,2011,115.0,,,,,86.04,,,43.0,,,16.0,,299.0,,
2410,407,2016,,,,,,88.7,100.0,,,68.18,61.1,,,,68.8,9.0
2411,407,2014,,,,,,90.17,96.0,,,62.22222222222222,64.40677966101694,,,,66.66666666666666,11.11111111111111
2412,408,2017,535.0,95.0,,7.0,,92.0,91.0,12.0,50.0,71.2,76.2,50.0,48.0,535.0,42.9,7.0
2413,408,2015,530.0,,24.0,,655.0,92.83,95.0,,49.0,81.0344827586207,73.77,49.0,,530.0,75.0,7.45098039215686
2414,408,2013,546.0,,18.0,,496.0,91.3,86.0,,51.0,,,51.0,,539.0,,5.279503105590062
2415,408,2011,509.0,,,,,82.29,,,49.0,,,50.0,,504.0,,
2416,408,2016,,,,,,91.4,100.0,,,81.25,74.2,,,,72.2,5.0
2417,408,2014,,,,,,90.7,90.0,,,86.20689655172413,57.14285714285714,,,,75.0,4.850746268656716
2418,409,2017,287.0,99.0,,9.0,,97.0,100.0,8.0,27.0,81.3,84.1,27.0,66.0,287.0,82.4,4.0
2419,409,2015,282.0,,16.0,,440.0,95.56,100.0,,27.0,85.0,87.23,27.0,,282.0,84.62,2.11640211640212
2420,409,2013,276.0,,11.0,,317.0,93.55,92.0,,27.0,,,27.0,,276.0,,2.0161290322580645
2421,409,2011,271.0,,,,,92.44,,,27.0,,,27.0,,278.0,,
2422,409,2016,,,,,,97.8,92.0,,,86.21,87.5,,,,61.9,5.0
2423,409,2014,,,,,,94.5,100.0,,,93.18181818181817,79.62962962962963,,,,63.63636363636363,4.954954954954955
2424,410,2017,204.0,100.0,,13.0,,87.0,,36.0,20.0,70.6,,20.0,44.0,204.0,,17.0
2425,410,2015,204.0,,11.0,,190.0,93.33,100.0,,20.0,66.6666666666667,50.0,20.0,,204.0,40.0,13.7254901960784
2426,410,2013,204.0,,10.0,,177.0,98.33,,,20.0,,,20.0,,204.0,,6.666666666666667
2427,410,2011,203.0,,,,,91.84,,,20.0,,,20.0,,203.0,,
2428,410,2016,,,,,,93.8,80.0,,,68.75,81.0,,,,80.0,9.0
2429,410,2014,,,,,,90.48,67.0,,,75.0,63.63636363636363,,,,,6.0
2430,411,2017,48.0,92.0,,7.0,,94.0,96.0,9.0,26.0,61.2,66.7,8.0,48.0,164.0,52.6,7.0
2431,411,2015,48.0,,21.0,,334.0,96.67,96.0,,26.0,63.7931034482759,57.81,8.0,,163.0,60.0,7.37327188940092
2432,411,2013,165.0,,16.0,,241.0,94.44,78.0,,27.0,,,27.0,,165.0,,6.666666666666667
2433,411,2011,154.0,,,,,93.81,,,80.0,,,25.0,,484.0,,
2434,411,2016,,,,,,95.4,100.0,,,67.8,65.8,,,,85.7,10.0
2435,411,2014,,,,,,95.34,100.0,,,55.55555555555556,63.829787234042556,,,,87.5,6.6115702479338845
2436,412,2017,4.0,95.0,,30.0,,97.0,,27.0,2.0,64.7,75.0,2.0,42.0,4.0,,2.0
2437,412,2015,4.0,,20.0,,133.0,94.0,88.0,,2.0,83.3333333333333,60.0,2.0,,4.0,,1.96078431372549
2438,412,2013,3.0,,17.0,,108.0,98.57,71.0,,1.0,,,1.0,,3.0,,5.714285714285714
2439,412,2011,3.0,,,,,94.29,,,11.0,,,1.0,,25.0,,
2440,412,2016,,,,,,93.7,100.0,,,91.67,77.8,,,,100.0,8.0
2441,412,2014,,,,,,98.33,86.0,,,85.71428571428571,57.14285714285714,,,,,4.838709677419355
2442,413,2017,12.0,97.0,,10.0,,96.0,95.0,11.0,1.0,90.7,86.2,1.0,61.0,12.0,79.6,4.0
2443,413,2015,12.0,,19.0,,735.0,98.02,95.0,,1.0,88.5245901639344,73.57,1.0,,12.0,80.0,2.85171102661597
2444,413,2013,12.0,,14.0,,535.0,95.89,87.0,,1.0,,,1.0,,12.0,,3.120567375886525
2445,413,2011,12.0,,,,,95.38,,,1.0,,,1.0,,17.0,,
2446,413,2016,,,,,,98.5,100.0,,,82.4,81.4,,,,76.7,3.0
2447,413,2014,,,,,,96.1,100.0,,,88.57142857142857,75.92592592592592,,,,77.41935483870968,3.1948881789137378
2448,416,2017,893.0,100.0,,11.0,,87.0,,13.0,100.0,63.6,56.0,100.0,49.0,893.0,,7.0
2449,416,2015,893.0,,19.0,,316.0,90.1,89.0,,100.0,58.8235294117647,45.45,100.0,,893.0,,7.61904761904762
2450,416,2013,893.0,,16.0,,257.0,89.62,90.0,,100.0,,,100.0,,893.0,,6.557377049180328
2451,416,2011,893.0,,,,,89.57,,,100.0,,,100.0,,893.0,,
2452,416,2016,,,,,,90.2,91.0,,,73.81,51.9,,,,80.0,6.0
2453,416,2014,,,,,,89.29,100.0,,,59.45945945945946,62.5,,,,62.5,15.436241610738255
2454,417,2017,523.0,98.0,,11.0,,86.0,88.0,13.0,51.0,67.1,62.2,66.0,59.0,400.0,80.0,6.0
2455,417,2015,575.0,,19.0,,386.0,87.08,86.0,,61.0,75.4716981132076,62.69,88.0,,399.0,62.5,10.9090909090909
2456,417,2013,570.0,,12.0,,240.0,91.23,84.0,,57.0,,,87.0,,369.0,,8.47953216374269
2457,417,2011,570.0,,,,,95.34,,,57.0,,,88.0,,368.0,,
2458,417,2016,,,,,,85.5,100.0,,,80.65,70.6,,,,77.8,7.0
2459,417,2014,,,,,,88.84,90.0,,,58.92857142857143,67.56756756756756,,,,53.333333333333336,12.890625
2460,418,2017,953.0,99.0,,9.0,,92.0,97.0,12.0,40.0,82.8,74.1,81.0,63.0,468.0,90.9,6.0
2461,418,2015,953.0,,20.0,,665.0,93.18,95.0,,40.0,80.6201550387597,80.0,81.0,,468.0,85.71,3.41463414634146
2462,418,2013,466.0,,15.0,,504.0,95.18,100.0,,40.0,,,40.0,,466.0,,6.358381502890173
2463,418,2011,469.0,,,,,93.79,,,40.0,,,40.0,,469.0,,
2464,418,2016,,,,,,92.3,97.0,,,79.84,85.4,,,,68.0,3.0
2465,418,2014,,,,,,94.87,95.0,,,76.38888888888889,86.81318681318682,,,,80.0,4.565217391304348
2466,419,2017,187.0,99.0,,13.0,,92.0,100.0,12.0,0.0,87.3,80.0,20.0,74.0,0.0,73.1,4.0
2467,419,2015,187.0,,23.0,,727.0,91.28,100.0,,0.0,72.2772277227723,84.71,20.0,,0.0,68.42,3.7037037037037
2468,419,2013,90.0,,18.0,,565.0,94.57,100.0,,0.0,,,9.0,,0.0,,3.549060542797495
2469,419,2011,90.0,,,,,93.87,,,0.0,,,9.0,,0.0,,
2470,419,2016,,,,,,92.5,100.0,,,87.5,82.5,,,,58.8,5.0
2471,419,2014,,,,,,92.75,100.0,,,76.06837606837607,83.9506172839506,,,,57.692307692307686,3.970223325062035
2472,420,2017,347.0,96.0,,6.0,,93.0,100.0,6.0,66.0,76.7,59.5,31.0,55.0,732.0,64.3,6.0
2473,420,2015,730.0,,19.0,,505.0,94.92,100.0,,66.0,71.4285714285714,66.67,66.0,,730.0,69.23,4.34782608695652
2474,420,2013,363.0,,16.0,,413.0,96.7,88.0,,69.0,,,33.0,,744.0,,4.029304029304029
2475,420,2011,355.0,,,,,94.72,,,68.0,,,33.0,,724.0,,
2476,420,2016,,,,,,93.5,100.0,,,75.0,66.7,,,,76.5,5.0
2477,420,2014,,,,,,94.02,91.0,,,73.46938775510205,67.3076923076923,,,,42.857142857142854,4.878048780487805
2478,421,2017,0.0,100.0,,9.0,,88.0,,11.0,0.0,62.1,71.8,0.0,59.0,0.0,,8.0
2479,421,2015,0.0,,18.0,,283.0,85.92,60.0,,0.0,69.5652173913043,68.57,0.0,,0.0,,6.84931506849315
2480,421,2013,336.0,,14.0,,193.0,92.11,100.0,,64.0,,,64.0,,336.0,,4.736842105263158
2481,421,2011,329.0,,,,,96.34,,,0.0,,,69.0,,0.0,,
2482,421,2016,,,,,,86.5,100.0,,,72.73,68.4,,,,50.0,5.0
2483,421,2014,,,,,,84.31,,,,78.57142857142857,55.55555555555556,,,,54.54545454545454,6.369426751592357
2484,422,2017,353.0,89.0,,10.0,,89.0,64.0,14.0,40.0,34.7,38.1,40.0,40.0,352.0,42.9,15.0
2485,422,2015,286.0,,14.0,,308.0,92.57,70.0,,35.0,45.4545454545455,37.33,35.0,,285.0,25.0,13.3802816901408
2486,422,2013,56.0,,14.0,,219.0,90.27,75.0,,9.0,,,10.0,,55.0,,12.462006079027356
2487,422,2011,57.0,,,,,89.55,,,14.0,,,10.0,,79.0,,
2488,422,2016,,,,,,88.1,82.0,,,38.67,41.5,,,,38.1,11.0
2489,422,2014,,,,,,92.17,80.0,,,33.78378378378378,39.34426229508197,,,,40.0,12.54237288135593
2490,423,2017,11.0,94.0,,6.0,,90.0,93.0,6.0,0.0,75.3,69.7,1.0,46.0,0.0,77.8,7.0
2491,423,2015,11.0,,22.0,,454.0,91.67,95.0,,0.0,81.8181818181818,81.36,1.0,,0.0,76.19,6.12244897959184
2492,423,2013,11.0,,15.0,,310.0,94.96,76.0,,0.0,,,2.0,,0.0,,8.273381294964029
2493,423,2011,11.0,,,,,88.37,,,18.0,,,2.0,,124.0,,
2494,423,2016,,,,,,93.2,95.0,,,77.94,71.0,,,,75.0,6.0
2495,423,2014,,,,,,92.31,88.0,,,72.88135593220339,68.96551724137932,,,,54.54545454545454,6.593406593406594
2496,424,2017,312.0,100.0,,12.0,,92.0,,36.0,59.0,66.7,62.5,40.0,57.0,463.0,,3.0
2497,424,2015,463.0,,14.0,,229.0,88.89,,,60.0,77.7777777777778,50.0,60.0,,463.0,,6.06060606060606
2498,424,2013,314.0,,13.0,,226.0,94.38,,,60.0,,,41.0,,463.0,,2.247191011235955
2499,424,2011,314.0,,,,,89.61,,,62.0,,,41.0,,479.0,,
2500,424,2016,,,,,,92.1,78.0,,,76.19,77.3,,,,,8.0
2501,424,2014,,,,,,89.16,100.0,,,85.18518518518519,81.81818181818183,,,,71.42857142857143,4.597701149425287
2502,425,2017,0.0,95.0,,10.0,,94.0,100.0,12.0,0.0,63.3,84.6,0.0,48.0,0.0,,5.0
2503,425,2015,0.0,,22.0,,270.0,92.31,100.0,,0.0,83.7837837837838,90.91,0.0,,0.0,75.0,4.79452054794521
2504,425,2013,0.0,,18.0,,222.0,97.06,100.0,,0.0,,,0.0,,0.0,,4.117647058823529
2505,425,2011,0.0,,,,,89.53,,,0.0,,,0.0,,0.0,,
2506,425,2016,,,,,,93.8,100.0,,,78.79,78.1,,,,70.0,3.0
2507,425,2014,,,,,,92.95,100.0,,,80.95238095238095,76.74418604651163,,,,80.0,5.128205128205128
2508,426,2017,446.0,97.0,,10.0,,92.0,97.0,12.0,55.0,61.0,53.9,55.0,52.0,446.0,63.2,7.0
2509,426,2015,447.0,,20.0,,414.0,89.34,95.0,,55.0,64.5833333333333,60.66,55.0,,447.0,73.91,7.25806451612903
2510,426,2013,447.0,,16.0,,320.0,93.33,88.0,,55.0,,,55.0,,447.0,,9.12280701754386
2511,426,2011,446.0,,,,,91.82,,,65.0,,,55.0,,523.0,,
2512,426,2016,,,,,,88.6,100.0,,,61.67,52.1,,,,48.0,6.0
2513,426,2014,,,,,,92.06,89.0,,,59.183673469387756,57.57575757575758,,,,55.00000000000001,5.681818181818182
2514,428,2017,5.0,86.0,,7.0,,80.0,96.0,13.0,0.0,48.8,35.9,1.0,24.0,0.0,61.5,15.0
2515,428,2015,5.0,,21.0,,308.0,87.68,92.0,,15.0,50.9803921568627,33.33,1.0,,81.0,61.54,5.55555555555556
2516,428,2013,85.0,,14.0,,197.0,90.16,89.0,,16.0,,,17.0,,80.0,,11.475409836065573
2517,428,2011,87.0,,,,,86.84,,,17.0,,,17.0,,87.0,,
2518,428,2016,,,,,,85.7,96.0,,,55.17,18.4,,,,55.0,13.0
2519,428,2014,,,,,,91.47,87.0,,,50.0,44.44444444444444,,,,80.0,8.88888888888889
2520,430,2017,1231.0,96.0,,13.0,,86.0,96.0,15.0,75.0,46.4,24.1,75.0,42.0,1230.0,28.0,12.0
2521,430,2015,1138.0,,14.0,,400.0,87.57,96.0,,73.0,33.7349397590361,36.99,73.0,,1137.0,41.67,10.9243697478992
2522,430,2013,1139.0,,10.0,,275.0,89.63,77.0,,74.0,,,75.0,,1125.0,,10.829493087557603
2523,430,2011,1137.0,,,,,87.19,,,87.0,,,88.0,,1123.0,,
2524,430,2016,,,,,,87.7,89.0,,,36.56,31.5,,,,39.0,12.0
2525,430,2014,,,,,,88.83,82.0,,,31.818181818181817,18.51851851851852,,,,34.48275862068966,10.704960835509137
2526,431,2017,10.0,93.0,,11.0,,79.0,88.0,32.0,1.0,61.0,37.5,1.0,34.0,10.0,56.5,16.0
2527,431,2015,11.0,,21.0,,386.0,85.47,88.0,,2.0,43.4782608695652,50.0,2.0,,11.0,54.55,12.1338912133891
2528,431,2013,10.0,,14.0,,249.0,84.21,85.0,,1.0,,,1.0,,10.0,,8.070175438596491
2529,431,2011,10.0,,,,,84.64,,,1.0,,,1.0,,10.0,,
2530,431,2016,,,,,,82.8,88.0,,,57.69,29.0,,,,41.7,12.0
2531,431,2014,,,,,,83.59,95.0,,,50.0,48.4375,,,,50.0,13.257575757575758
2532,432,2017,26.0,98.0,,7.0,,96.0,96.0,9.0,87.0,78.2,58.9,3.0,56.0,799.0,82.4,6.0
2533,432,2015,790.0,,24.0,,629.0,95.38,94.0,,88.0,73.4177215189873,69.62,88.0,,790.0,90.48,9.90990990990991
2534,432,2013,26.0,,20.0,,518.0,96.46,95.0,,88.0,,,3.0,,780.0,,8.726415094339622
2535,432,2011,26.0,,,,,96.67,,,88.0,,,3.0,,778.0,,
2536,432,2016,,,,,,94.5,88.0,,,68.29,63.6,,,,76.2,10.0
2537,432,2014,,,,,,95.2,95.0,,,74.32432432432432,78.2051282051282,,,,76.0,6.756756756756757
2538,433,2017,252.0,94.0,,13.0,,87.0,92.0,12.0,78.0,76.0,75.0,78.0,62.0,252.0,,2.0
2539,433,2015,91.0,,20.0,,200.0,93.33,92.0,,28.0,73.0769230769231,75.76,28.0,,91.0,100.0,5.6
2540,433,2013,91.0,,17.0,,167.0,95.29,95.0,,28.0,,,28.0,,91.0,,7.0588235294117645
2541,433,2011,91.0,,,,,97.84,,,28.0,,,28.0,,91.0,,
2542,433,2016,,,,,,90.2,100.0,,,85.71,66.7,,,,72.7,3.0
2543,433,2014,,,,,,95.21,100.0,,,74.28571428571429,83.33333333333334,,,,84.61538461538461,4.761904761904762
2544,434,2017,111.0,100.0,,8.0,,79.0,90.0,7.0,16.0,63.6,48.7,10.0,59.0,181.0,,7.0
2545,434,2015,83.0,,14.0,,441.0,80.11,82.0,,14.0,67.8571428571429,55.88,8.0,,154.0,61.54,5.3475935828877
2546,434,2013,155.0,,10.0,,291.0,85.77,86.0,,15.0,,,15.0,,155.0,,3.4615384615384617
2547,434,2011,144.0,,,,,80.59,,,16.0,,,16.0,,144.0,,
2548,434,2016,,,,,,80.5,95.0,,,69.81,37.9,,,,,5.0
2549,434,2014,,,,,,77.62,89.0,,,67.85714285714286,75.60975609756098,,,,76.92307692307693,5.0228310502283104
2550,435,2017,24.0,100.0,,12.0,,75.0,,62.0,4.0,,36.4,10.0,69.0,9.0,,16.0
2551,435,2015,24.0,,21.0,,127.0,76.6,100.0,,3.0,66.6666666666667,58.33,10.0,,8.0,,2.0
2552,435,2013,215.0,,20.0,,111.0,80.0,,,94.0,,,94.0,,215.0,,7.5
2553,435,2011,207.0,,,,,64.44,,,94.0,,,94.0,,207.0,,
2554,435,2016,,,,,,77.2,,,,60.0,70.0,,,,69.2,8.0
2555,435,2014,,,,,,76.74,,,,44.44444444444444,76.92307692307693,,,,,2.272727272727273
2556,436,2017,197.0,95.0,,9.0,,83.0,90.0,36.0,15.0,45.2,45.8,33.0,31.0,88.0,75.0,16.0
2557,436,2015,249.0,,23.0,,362.0,88.89,96.0,,23.0,50.0,33.96,41.0,,140.0,75.0,9.56937799043062
2558,436,2013,222.0,,15.0,,243.0,90.42,86.0,,23.0,,,37.0,,141.0,,7.083333333333333
2559,436,2011,221.0,,,,,83.46,,,37.0,,,37.0,,221.0,,
2560,436,2016,,,,,,81.9,100.0,,,55.0,35.3,,,,52.0,10.0
2561,436,2014,,,,,,89.16,86.0,,,50.0,44.642857142857146,,,,58.333333333333336,5.263157894736842
2562,437,2017,167.0,96.0,,7.0,,78.0,85.0,5.0,10.0,49.3,51.0,12.0,61.0,147.0,41.7,15.0
2563,437,2015,146.0,,18.0,,536.0,88.42,89.0,,10.0,60.377358490566,33.33,12.0,,126.0,23.53,12.7450980392157
2564,437,2013,140.0,,15.0,,361.0,87.76,63.0,,10.0,,,12.0,,120.0,,12.658227848101266
2565,437,2011,133.0,,,,,85.0,,,11.0,,,13.0,,113.0,,
2566,437,2016,,,,,,83.3,86.0,,,51.72,39.4,,,,15.8,11.0
2567,437,2014,,,,,,84.34,100.0,,,61.36363636363637,35.41666666666667,,,,40.0,10.0
2568,438,2017,518.0,98.0,,6.0,,92.0,92.0,5.0,1.0,75.0,75.0,47.0,70.0,11.0,81.8,11.0
2569,438,2015,405.0,,21.0,,403.0,96.11,100.0,,2.0,54.2857142857143,72.73,50.0,,13.0,75.0,5.37634408602151
2570,438,2013,360.0,,20.0,,253.0,96.64,73.0,,2.0,,,53.0,,13.0,,6.7114093959731544
2571,438,2011,256.0,,,,,97.62,,,43.0,,,62.0,,177.0,,
2572,438,2016,,,,,,93.5,95.0,,,64.86,70.2,,,,69.2,7.0
2573,438,2014,,,,,,97.65,88.0,,,64.70588235294117,75.55555555555556,,,,58.82352941176471,6.2857142857142865
2574,442,2017,432.0,89.0,,7.0,,82.0,97.0,6.0,94.0,50.5,29.6,58.0,24.0,707.0,44.8,15.0
2575,442,2015,676.0,,20.0,,407.0,87.22,83.0,,94.0,44.047619047619,32.61,93.0,,682.0,46.43,11.4130434782609
2576,442,2013,422.0,,13.0,,262.0,83.08,77.0,,71.0,,,59.0,,513.0,,10.256410256410255
2577,442,2011,420.0,,,,,82.53,,,82.0,,,59.0,,584.0,,
2578,442,2016,,,,,,85.1,89.0,,,40.66,22.1,,,,44.8,13.0
2579,442,2014,,,,,,84.62,87.0,,,48.484848484848484,37.77777777777778,,,,57.57575757575758,10.582010582010582
2580,443,2017,202.0,95.0,,9.0,,77.0,100.0,5.0,36.0,86.4,68.6,36.0,47.0,202.0,66.7,7.0
2581,443,2015,202.0,,10.0,,169.0,82.56,94.0,,36.0,76.9230769230769,62.79,36.0,,202.0,92.31,5.5
2582,443,2013,202.0,,9.0,,151.0,83.96,93.0,,36.0,,,36.0,,202.0,,8.55614973262032
2583,443,2011,199.0,,,,,84.87,,,71.0,,,36.0,,394.0,,
2584,443,2016,,,,,,80.7,100.0,,,71.7,68.6,,,,62.5,6.0
2585,443,2014,,,,,,84.8,94.0,,,64.44444444444444,63.888888888888886,,,,76.92307692307693,4.807692307692308
2586,444,2017,440.0,89.0,,14.0,,87.0,88.0,14.0,54.0,57.3,47.4,54.0,35.0,440.0,57.9,8.0
2587,444,2015,432.0,,16.0,,347.0,90.17,95.0,,53.0,46.6666666666667,52.5,53.0,,432.0,68.42,9.49720670391061
2588,444,2013,430.0,,12.0,,271.0,90.32,77.0,,53.0,,,53.0,,430.0,,9.429280397022332
2589,444,2011,431.0,,,,,89.47,,,53.0,,,53.0,,431.0,,
2590,444,2016,,,,,,87.2,100.0,,,51.28,40.4,,,,76.2,9.0
2591,444,2014,,,,,,89.4,85.0,,,45.05494505494506,53.62318840579711,,,,61.53846153846154,12.953367875647666
2592,445,2017,947.0,98.0,,7.0,,88.0,100.0,9.0,93.0,76.5,71.2,93.0,52.0,947.0,66.7,6.0
2593,445,2015,946.0,,20.0,,593.0,83.33,97.0,,93.0,71.4285714285714,77.01,93.0,,946.0,62.07,4.53074433656958
2594,445,2013,897.0,,17.0,,509.0,90.05,100.0,,87.0,,,88.0,,890.0,,5.450236966824645
2595,445,2011,897.0,,,,,90.6,,,90.0,,,88.0,,914.0,,
2596,445,2016,,,,,,86.9,93.0,,,70.91,81.7,,,,62.5,5.0
2597,445,2014,,,,,,84.57,97.0,,,72.52747252747253,68.42105263157895,,,,60.71428571428571,7.046070460704606
2598,446,2017,69.0,99.0,,9.0,,88.0,,5.0,13.0,64.4,62.9,13.0,54.0,69.0,60.0,8.0
2599,446,2015,69.0,,18.0,,251.0,83.44,100.0,,14.0,58.5365853658537,53.19,14.0,,69.0,66.67,5.06329113924051
2600,446,2013,69.0,,14.0,,181.0,88.24,91.0,,14.0,,,14.0,,69.0,,6.417112299465241
2601,446,2011,71.0,,,,,88.42,,,52.0,,,15.0,,252.0,,
2602,446,2016,,,,,,85.9,94.0,,,65.85,53.7,,,,45.5,6.0
2603,446,2014,,,,,,91.28,75.0,,,61.224489795918366,54.0,,,,46.15384615384615,9.89010989010989
2604,447,2017,390.0,100.0,,10.0,,89.0,100.0,12.0,0.0,59.4,61.8,39.0,59.0,0.0,75.0,8.0
2605,447,2015,365.0,,19.0,,470.0,88.64,90.0,,0.0,59.1836734693878,65.08,39.0,,0.0,42.86,6.16740088105727
2606,447,2013,361.0,,13.0,,307.0,89.23,89.0,,0.0,,,40.0,,0.0,,7.07070707070707
2607,447,2011,344.0,,,,,89.57,,,0.0,,,39.0,,0.0,,
2608,447,2016,,,,,,85.2,100.0,,,56.67,69.6,,,,50.0,6.0
2609,447,2014,,,,,,89.54,92.0,,,63.49206349206349,65.38461538461539,,,,60.0,9.163346613545817
2610,448,2017,638.0,98.0,,10.0,,94.0,93.0,10.0,42.0,73.1,60.0,39.0,57.0,690.0,56.5,11.0
2611,448,2015,623.0,,17.0,,541.0,91.98,91.0,,41.0,73.134328358209,70.69,41.0,,622.0,65.0,7.14285714285714
2612,448,2013,624.0,,13.0,,363.0,95.64,88.0,,42.0,,,42.0,,623.0,,9.883720930232558
2613,448,2011,624.0,,,,,94.14,,,48.0,,,48.0,,623.0,,
2614,448,2016,,,,,,93.0,96.0,,,72.41,63.6,,,,73.7,11.0
2615,448,2014,,,,,,95.02,88.0,,,63.63636363636363,67.64705882352942,,,,64.70588235294117,8.940397350993377
2616,449,2017,90.0,100.0,,9.0,,95.0,94.0,2.0,10.0,90.6,90.3,10.0,78.0,90.0,,6.0
2617,449,2015,90.0,,13.0,,314.0,94.62,93.0,,10.0,90.4761904761905,72.73,10.0,,90.0,,4.25531914893617
2618,449,2013,100.0,,10.0,,225.0,95.42,100.0,,11.0,,,11.0,,100.0,,1.5267175572519083
2619,449,2011,97.0,,,,,92.11,,,10.0,,,10.0,,97.0,,
2620,449,2016,,,,,,94.7,92.0,,,73.33,75.8,,,,100.0,4.0
2621,449,2014,,,,,,95.1,100.0,,,80.95238095238095,63.63636363636363,,,,,0.9433962264150944
2622,450,2017,272.0,98.0,,9.0,,89.0,96.0,10.0,12.0,62.1,66.3,20.0,52.0,166.0,60.0,5.0
2623,450,2015,259.0,,16.0,,636.0,90.0,95.0,,12.0,72.972972972973,74.74,20.0,,156.0,82.61,3.15457413249211
2624,450,2013,253.0,,13.0,,476.0,90.04,90.0,,12.0,,,20.0,,151.0,,5.530973451327434
