,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
3087,454,2017,29.0,,,,,1.03,66.0,5.0,1.1,5.36
3088,454,2018,27.0,,,,,1.03,,,1.1,5.01
3089,454,2016,29.0,,,,,1.03,,,1.1,5.36
3090,454,2015,29.0,,,,,1.03,,,1.1,5.36
3091,454,2013,29.0,,,,,1.08,,,1.2,5.37
3092,454,2011,29.0,,,,,,,,,5.34
3093,454,2014,,,,,,,,,,
3094,455,2017,0.0,,,,,1.07,71.0,23.0,1.1,0.0
3095,455,2018,0.0,,,,,1.07,,,1.1,0.0
3096,455,2016,0.0,,,,,1.07,,,1.1,0.0
3097,455,2015,0.0,,,,,1.07,,,1.1,0.0
3098,455,2013,0.0,0.0,0.0,,,1.15,,,1.2,0.0
3099,455,2011,135.0,,,,,,,,,17.95
3100,455,2014,,,,,,,,,,
3101,456,2017,399.0,,,,,1.25,95.0,58.0,1.3,100.0
3102,456,2018,409.0,,,,,1.26,,,1.3,100.0
3103,456,2016,545.0,,,,,1.25,,,1.3,99.63
3104,456,2015,544.0,137.0,274.0,,,1.28,,,1.3,99.63
3105,456,2013,550.0,188.0,376.0,,,1.29,,,1.4,99.64
3106,456,2011,195.0,,,,,,,,,97.5
3107,456,2014,,187.0,374.0,,,,,,,
3108,457,2017,184.0,,,,,1.0,48.0,13.0,1.0,50.14
3109,457,2018,184.0,,,,,1.0,,,1.0,49.86
3110,457,2016,186.0,,,,,1.0,,,1.0,50.96
3111,457,2015,184.0,0.0,0.0,,,1.0,,,1.0,50.41
3112,457,2013,176.0,,,,,1.0,,,1.1,48.09
3113,457,2011,0.0,,,,,,,,,0.0
3114,457,2014,,,,,,,,,,
3115,458,2017,161.0,,,,,1.2,64.0,45.0,1.2,40.86
3116,458,2018,161.0,,,,,1.2,,,1.2,40.86
3117,458,2016,178.0,,,,,1.2,,,1.2,45.18
3118,458,2015,161.0,1.0,1.0,,,1.2,,,1.2,40.86
3119,458,2013,161.0,1.0,1.0,,,1.33,,,1.5,40.86
3120,458,2011,150.0,,,,,,,,,38.27
3121,458,2014,,1.0,1.0,,,,,,,
3122,459,2017,125.0,,,,,1.04,74.0,7.0,1.1,12.82
3123,459,2018,125.0,,,,,1.04,,,1.1,12.81
3124,459,2016,125.0,,,,,1.04,,,1.1,12.83
3125,459,2015,125.0,,,,,1.04,,,1.1,12.82
3126,459,2013,126.0,,,,,1.05,,,1.1,12.92
3127,459,2011,125.0,,,,,,,,,12.82
3128,459,2014,,,,,,,,,,
3129,460,2017,411.0,,,,,1.16,62.0,11.0,1.2,37.99
3130,460,2018,412.0,,,,,1.16,,,1.2,38.01
3131,460,2016,411.0,,,,,1.16,,,1.2,37.95
3132,460,2015,411.0,10.0,21.0,,,1.15,,,1.2,37.92
3133,460,2013,408.0,9.0,19.0,,,1.17,,,1.2,38.06
3134,460,2011,408.0,,,,,,,,,38.6
3135,460,2014,,9.0,19.0,,,,,,,
3136,462,2017,200.0,,,,,1.22,62.0,15.0,1.3,23.23
3137,462,2018,81.0,,,,,1.22,,,1.3,8.67
3138,462,2016,198.0,,,,,1.24,,,1.3,24.6
3139,462,2015,201.0,11.0,32.0,26.3,7.9,1.23,,,1.3,26.38
3140,462,2013,445.0,3.0,30.0,,,1.37,,,1.5,59.81
3141,462,2011,400.0,,,,,,,,,57.72
3142,462,2014,,13.0,40.0,,,,,,,
3143,463,2017,1077.0,,,,,1.08,27.0,8.0,1.1,100.0
3144,463,2018,859.0,,,,,1.08,,,1.1,79.76
3145,463,2016,1009.0,,,,,1.08,,,1.2,100.0
3146,463,2015,1009.0,4.0,28.0,38.0,4.2,1.08,,,1.1,100.0
3147,463,2013,1011.0,9.0,80.0,,,1.09,,,1.1,100.0
3148,463,2011,1002.0,,,,,,,,,100.0
3149,463,2014,,8.0,63.0,,,,,,,
3150,464,2017,1291.0,,,,,1.33,68.0,12.0,1.4,90.09
3151,464,2018,941.0,,,,,1.33,,,1.4,57.69
3152,464,2016,1131.0,,,,,1.33,,,1.3,88.78
3153,464,2015,1131.0,16.0,186.0,53.6,12.0,1.32,,,1.3,88.85
3154,464,2013,1133.0,13.0,174.0,,,1.32,,,1.4,89.0
3155,464,2011,1108.0,,,,,,,,,90.45
3156,464,2014,,17.0,190.0,,,,,,,
3157,465,2017,2.0,,,,,1.11,61.0,11.0,1.2,0.4
3158,465,2018,2.0,,,,,1.11,,,1.2,0.4
3159,465,2016,2.0,,,,,1.11,,,1.2,0.4
3160,465,2015,2.0,,,,,1.11,,,1.2,0.4
3161,465,2013,0.0,,,,,1.14,,,1.2,0.0
3162,465,2011,0.0,,,,,,,,,0.0
3163,465,2014,,,,,,,,,,
3164,466,2017,86.0,,,,,1.25,68.0,10.0,1.3,8.89
3165,466,2018,86.0,,,,,1.25,,,1.3,8.83
3166,466,2016,85.0,,,,,1.29,,,1.3,8.85
3167,466,2015,85.0,,,24.3,6.9,1.29,,,1.3,8.96
3168,466,2013,86.0,,,,,1.32,,,1.4,9.14
3169,466,2011,86.0,,,,,,,,,9.23
3170,466,2014,,,,,,,,,,
3171,467,2017,506.0,,,,,1.16,58.0,8.0,1.3,70.97
3172,467,2018,122.0,,,,,1.17,,,1.3,17.11
3173,467,2016,506.0,,,,,1.16,,,1.3,70.97
3174,467,2015,504.0,3.0,10.0,62.7,6.9,1.16,,,1.2,70.89
3175,467,2013,410.0,11.0,34.0,,,1.19,,,1.2,57.67
3176,467,2011,407.0,,,,,,,,,59.94
3177,467,2014,,3.0,7.0,,,,,,,
3178,468,2017,48.0,,,,,0.98,13.0,8.0,1.1,55.81
3179,468,2018,35.0,,,,,0.98,,,1.1,39.77
3180,468,2016,48.0,,,,,0.98,,,1.2,55.81
3181,468,2015,50.0,3.0,6.0,24.9,1.7,1.0,,,1.2,56.82
3182,468,2013,49.0,2.0,4.0,,,1.05,,,1.1,56.32
3183,468,2011,49.0,,,,,,,,,56.32
3184,468,2014,,3.0,6.0,,,,,,,
3185,469,2017,0.0,,,,,1.25,52.0,11.0,1.3,0.0
3186,469,2018,0.0,,,,,1.24,,,1.3,0.0
3187,469,2016,0.0,,,,,1.25,,,1.3,0.0
3188,469,2015,0.0,,,29.7,6.0,1.25,,,1.3,0.0
3189,469,2013,0.0,,,,,1.37,,,1.4,0.0
3190,469,2011,0.0,,,,,,,,,0.0
3191,469,2014,,,,,,,,,,
3192,470,2017,527.0,,,,,1.07,74.0,33.0,1.1,51.07
3193,470,2018,529.0,,,,,1.07,,,1.1,50.33
3194,470,2016,529.0,,,,,1.07,,,1.1,51.41
3195,470,2015,527.0,,,,,1.07,,,1.1,51.21
3196,470,2013,532.0,,,,,1.09,,,1.1,51.65
3197,470,2011,523.0,,,,,,,,,50.83
3198,470,2014,,,,,,,,,,
3199,471,2017,1249.0,,,,,1.28,57.0,13.0,1.4,98.19
3200,471,2018,1541.0,,,,,1.29,,,1.4,98.47
3201,471,2016,1248.0,,,,,1.28,,,1.4,98.27
3202,471,2015,1248.0,35.0,461.0,,,1.28,,,1.4,98.19
3203,471,2013,1252.0,40.0,523.0,,,1.34,,,1.6,98.2
3204,471,2011,1248.0,,,,,,,,,98.27
3205,471,2014,,38.0,529.0,,,,,,,
3206,472,2017,48.0,,,,,1.12,61.0,9.0,1.4,8.73
3207,472,2018,46.0,,,,,1.13,,,1.4,8.21
3208,472,2016,50.0,,,,,1.13,,,1.3,9.23
3209,472,2015,49.0,,,,,1.13,,,1.4,9.09
3210,472,2013,49.0,,,,,1.13,,,1.7,9.14
3211,472,2011,42.0,,,,,,,,,7.91
3212,472,2014,,,,,,,,,,
3213,473,2017,1050.0,,,,,1.19,59.0,11.0,1.2,100.0
3214,473,2018,973.0,,,,,1.19,,,1.2,89.43
3215,473,2016,1038.0,,,,,1.19,,,1.2,100.0
3216,473,2015,1042.0,19.0,280.0,59.4,9.2,1.27,,,1.3,100.0
3217,473,2013,1028.0,21.0,316.0,,,1.3,,,1.3,100.0
3218,473,2011,1017.0,,,,,,,,,100.0
3219,473,2014,,23.0,343.0,,,,,,,
3220,474,2017,768.0,,,,,1.16,67.0,11.0,1.2,66.49
3221,474,2018,767.0,,,,,1.16,,,1.2,66.29
3222,474,2016,766.0,,,,,1.16,,,1.2,66.67
3223,474,2015,765.0,13.0,38.0,,,1.16,,,1.2,66.58
3224,474,2013,766.0,14.0,42.0,,,1.18,,,1.2,66.78
3225,474,2011,764.0,,,,,,,,,66.78
3226,474,2014,,15.0,46.0,,,,,,,
3227,475,2017,297.0,,,,,1.2,36.0,8.0,1.2,33.83
3228,475,2018,304.0,,,,,1.19,,,1.2,34.39
3229,475,2016,294.0,,,,,1.19,,,1.2,34.67
3230,475,2015,296.0,2.0,12.0,69.6,9.4,1.18,,,1.2,35.07
3231,475,2013,286.0,2.0,8.0,,,1.23,,,1.6,34.84
3232,475,2011,273.0,,,,,,,,,45.65
3233,475,2014,,2.0,14.0,,,,,,,
