,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
1334,194,2013,581.0,0.0,1.0,,,1.06,,,1.2,57.75
1335,194,2011,149.0,,,,,1.05,,,1.2,14.91
1336,194,2014,,4.0,17.0,,,,,,,
1337,195,2017,0.0,,,,,1.17,68.0,8.0,1.2,0.0
1338,195,2018,0.0,,,,,1.19,,,1.2,0.0
1339,195,2016,0.0,,,,,1.15,,,1.1,0.0
1340,195,2015,0.0,,,40.1,5.5,1.14,,,1.2,0.0
1341,195,2013,0.0,,,,,1.25,,,1.3,0.0
1342,195,2011,0.0,,,,,1.21,,,1.3,0.0
1343,195,2014,,,,,,,,,,
1344,196,2017,649.0,,,,,1.11,46.0,10.0,1.3,87.0
1345,196,2018,653.0,,,,,1.11,,,1.3,88.01
1346,196,2016,640.0,,,,,1.14,,,1.3,86.72
1347,196,2015,628.0,28.0,113.0,53.9,5.4,1.14,,,1.3,86.5
1348,196,2013,625.0,53.0,212.0,,,1.18,,,1.3,86.81
1349,196,2011,626.0,,,,,1.18,,,1.3,86.94
1350,196,2014,,54.0,218.0,,,,,,,
1351,197,2017,871.0,,,,,1.13,55.0,10.0,1.5,87.71
1352,197,2018,871.0,,,,,1.13,,,1.5,87.71
1353,197,2016,871.0,,,,,1.13,,,1.4,87.71
1354,197,2015,871.0,21.0,103.0,28.7,2.3,1.13,,,1.5,87.71
1355,197,2013,875.0,4.0,21.0,,,1.13,,,1.4,88.12
1356,197,2011,867.0,,,,,1.14,,,1.4,87.4
1357,197,2014,,21.0,106.0,,,,,,,
1358,198,2017,820.0,,,,,1.09,72.0,18.0,1.4,100.0
1359,198,2018,824.0,,,,,1.09,,,1.4,100.0
1360,198,2016,816.0,,,,,1.09,,,1.4,100.0
1361,198,2015,815.0,10.0,157.0,46.7,2.9,1.09,,,1.4,100.0
1362,198,2013,806.0,10.0,152.0,,,1.09,,,1.4,100.0
1363,198,2011,693.0,,,,,1.09,,,1.3,100.0
1364,198,2014,,11.0,158.0,,,,,,,
1365,199,2017,1296.0,,,,,1.16,42.0,14.0,1.3,100.0
1366,199,2018,1296.0,,,,,1.16,,,1.3,100.0
1367,199,2016,1296.0,,,,,1.16,,,1.3,100.0
1368,199,2015,1296.0,175.0,1578.0,41.0,4.3,1.16,,,1.3,100.0
1369,199,2013,1254.0,161.0,1449.0,,,1.18,,,1.4,100.0
1370,199,2011,1248.0,,,,,1.18,,,1.2,100.0
1371,199,2014,,176.0,1586.0,,,,,,,
1372,200,2017,425.0,,,,,1.18,54.0,15.0,1.6,100.0
1373,200,2018,425.0,,,,,1.22,,,1.6,100.0
1374,200,2016,240.0,,,,,1.18,,,1.5,100.0
1375,200,2015,240.0,55.0,387.0,94.1,1.9,1.18,,,1.3,100.0
1376,200,2013,235.0,51.0,357.0,,,1.28,,,1.4,100.0
1377,200,2011,235.0,,,,,1.28,,,1.4,100.0
1378,200,2014,,53.0,369.0,,,,,,,
1379,201,2017,1111.0,,,,,1.11,64.0,13.0,1.5,95.78
1380,201,2018,1127.0,,,,,1.11,,,1.5,95.83
1381,201,2016,1104.0,,,,,1.11,,,1.5,95.75
1382,201,2015,1108.0,4.0,24.0,40.4,6.2,1.13,,,1.4,95.76
1383,201,2013,576.0,0.0,1.0,,,1.14,,,1.4,49.87
1384,201,2011,552.0,,,,,1.13,,,1.4,47.92
1385,201,2014,,2.0,12.0,,,,,,,
1386,202,2017,705.0,,,,,1.0,71.0,24.0,1.3,98.88
1387,202,2018,705.0,,,,,1.0,,,1.3,98.88
1388,202,2016,705.0,,,,,1.0,,,1.3,98.88
1389,202,2015,706.0,79.0,551.0,45.8,2.6,1.0,,,1.3,98.88
1390,202,2013,706.0,88.0,967.0,,,1.01,,,1.3,98.88
1391,202,2011,704.0,,,,,1.02,,,1.3,98.74
1392,202,2014,,97.0,679.0,,,,,,,
1393,203,2017,0.0,,,,,1.16,70.0,13.0,1.5,0.0
1394,203,2018,0.0,,,,,1.16,,,1.5,0.0
1395,203,2016,0.0,,,,,1.16,,,1.6,0.0
1396,203,2015,0.0,,,42.7,4.6,1.13,,,1.4,0.0
1397,203,2013,0.0,,,,,1.14,,,1.5,0.0
1398,203,2011,0.0,,,,,1.14,,,1.5,0.0
1399,203,2014,,,,,,,,,,
1400,204,2017,0.0,,,,,1.12,62.0,8.0,1.3,0.0
1401,204,2018,0.0,,,,,1.14,,,1.3,0.0
1402,204,2016,0.0,,,,,1.12,,,1.3,0.0
1403,204,2015,0.0,,,74.1,4.6,1.12,,,1.3,0.0
1404,204,2013,0.0,,,,,1.12,,,1.3,0.0
1405,204,2011,0.0,,,,,1.15,,,1.3,0.0
1406,204,2014,,,,,,,,,,
1407,205,2017,180.0,,,,,1.04,69.0,13.0,1.2,56.6
1408,205,2018,184.0,,,,,1.04,,,1.2,56.97
1409,205,2016,177.0,,,,,1.04,,,1.2,56.19
1410,205,2015,172.0,8.0,15.0,33.2,2.4,1.04,,,1.2,55.48
1411,205,2013,164.0,10.0,21.0,,,1.04,,,1.2,53.25
1412,205,2011,104.0,,,,,1.0,,,1.2,33.77
1413,205,2014,,11.0,23.0,,,,,,,
1414,206,2017,565.0,,,,,1.12,70.0,10.0,1.4,100.0
1415,206,2018,565.0,,,,,1.12,,,1.4,100.0
1416,206,2016,566.0,,,,,1.12,,,1.4,100.0
1417,206,2015,566.0,61.0,304.0,84.1,4.5,1.12,,,1.4,100.0
1418,206,2013,553.0,80.0,320.0,,,1.12,,,1.4,97.7
1419,206,2011,505.0,,,,,1.12,,,1.4,89.22
1420,206,2014,,71.0,355.0,,,,,,,
1421,207,2017,1826.0,,,,,1.33,59.0,14.0,1.4,100.0
1422,207,2018,1854.0,,,,,1.33,,,1.4,100.0
1423,207,2016,1494.0,,,,,1.33,,,1.3,100.0
1424,207,2015,1515.0,51.0,461.0,30.8,4.0,1.33,,,1.4,100.0
1425,207,2013,1044.0,39.0,388.0,,,1.4,,,1.5,100.0
1426,207,2011,988.0,,,,,1.39,,,1.4,100.0
1427,207,2014,,41.0,406.0,,,,,,,
1428,208,2017,706.0,,,,,1.2,33.0,9.0,1.6,96.45
1429,208,2018,613.0,,,,,1.2,,,1.6,81.62
1430,208,2016,706.0,,,,,1.2,,,1.6,96.58
1431,208,2015,711.0,2.0,19.0,35.5,4.3,1.2,,,1.6,96.73
1432,208,2013,721.0,3.0,50.0,,,1.2,,,1.6,100.0
1433,208,2011,717.0,,,,,1.2,,,1.6,100.0
1434,208,2014,,3.0,32.0,,,,,,,
1435,209,2017,971.0,,,,,1.14,71.0,12.0,1.4,65.48
1436,209,2018,972.0,,,,,1.14,,,1.4,64.58
1437,209,2016,988.0,,,,,1.14,,,1.3,68.47
1438,209,2015,759.0,52.0,261.0,52.3,8.2,1.14,,,1.3,65.94
1439,209,2013,711.0,41.0,207.0,,,1.22,,,1.4,66.39
1440,209,2011,702.0,,,,,1.21,,,1.4,66.98
1441,209,2014,,47.0,234.0,,,,,,,
1442,210,2017,1112.0,,,,,1.08,54.0,12.0,1.7,73.74
1443,210,2018,1519.0,,,,,1.08,,,1.7,100.0
1444,210,2016,1108.0,,,,,1.08,,,1.7,73.67
1445,210,2015,869.0,29.0,29.0,51.1,2.7,1.1,,,1.7,68.7
1446,210,2013,872.0,27.0,27.0,,,1.1,,,1.7,68.77
1447,210,2011,872.0,,,,,1.1,,,1.1,68.77
1448,210,2014,,17.0,17.0,,,,,,,
1449,211,2017,0.0,,,,,1.07,74.0,8.0,1.5,0.0
1450,211,2018,0.0,,,,,1.07,,,1.5,0.0
1451,211,2016,0.0,,,,,1.07,,,1.5,0.0
1452,211,2015,0.0,,,49.5,5.8,1.07,,,1.5,0.0
1453,211,2013,0.0,,,,,1.08,,,1.4,0.0
1454,211,2011,0.0,,,,,1.08,,,1.4,0.0
1455,211,2014,,,,,,,,,,
1456,212,2017,499.0,,,,,1.27,41.0,14.0,1.6,100.0
1457,212,2018,499.0,,,,,1.27,,,1.6,100.0
1458,212,2016,499.0,,,,,1.27,,,1.6,100.0
1459,212,2015,499.0,406.0,4871.0,54.6,5.5,1.27,,,1.6,100.0
1460,212,2013,499.0,500.0,5002.0,,,1.2,,,1.6,100.0
1461,212,2011,499.0,,,,,1.2,,,1.6,100.0
1462,212,2014,,444.0,4882.0,,,,,,,
1463,213,2017,589.0,,,,,1.11,62.0,13.0,1.5,100.0
1464,213,2018,588.0,,,,,1.13,,,1.5,100.0
1465,213,2016,602.0,,,,,1.14,,,1.5,100.0
1466,213,2015,629.0,7.0,70.0,46.5,3.6,1.17,,,1.6,100.0
1467,213,2013,627.0,16.0,126.0,,,1.17,,,1.6,100.0
1468,213,2011,626.0,,,,,1.17,,,1.6,100.0
1469,213,2014,,8.0,78.0,,,,,,,
1470,215,2017,258.0,,,,,1.09,50.0,16.0,1.5,77.95
1471,215,2018,260.0,,,,,1.09,,,1.5,78.08
1472,215,2016,255.0,,,,,1.09,,,1.5,77.74
1473,215,2015,254.0,2.0,10.0,53.4,3.6,1.09,,,1.4,77.68
1474,215,2013,252.0,3.0,18.0,,,1.09,,,1.4,77.54
1475,215,2011,253.0,,,,,1.09,,,1.4,77.85
1476,215,2014,,3.0,16.0,,,,,,,
1477,216,2017,371.0,,,,,1.02,77.0,21.0,1.5,100.0
1478,216,2018,374.0,,,,,1.05,,,1.5,100.0
1479,216,2016,362.0,,,,,1.02,,,1.5,100.0
1480,216,2015,359.0,1.0,10.0,36.1,1.8,1.02,,,1.5,100.0
1481,216,2013,362.0,3.0,18.0,,,1.02,,,1.4,100.0
1482,216,2011,361.0,,,,,1.02,,,1.5,100.0
1483,216,2014,,2.0,16.0,,,,,,,
1484,217,2017,451.0,,,,,1.08,56.0,12.0,1.5,89.66
1485,217,2018,461.0,,,,,1.08,,,1.5,89.86
1486,217,2016,455.0,,,,,1.08,,,1.5,89.74
1487,217,2015,453.0,2.0,5.0,34.4,3.1,1.08,,,1.5,89.7
1488,217,2013,449.0,3.0,10.0,,,1.08,,,1.5,89.8
1489,217,2011,448.0,,,,,1.08,,,1.5,89.78
1490,217,2014,,4.0,11.0,,,,,,,
1491,218,2017,961.0,,,,,1.04,57.0,15.0,1.5,89.56
1492,218,2018,1114.0,,,,,1.04,,,1.5,90.86
1493,218,2016,963.0,,,,,1.04,,,1.5,89.66
1494,218,2015,1114.0,19.0,75.0,46.0,4.9,1.04,,,1.5,90.86
1495,218,2013,1118.0,28.0,84.0,,,1.06,,,1.6,91.27
1496,218,2011,1119.0,,,,,1.06,,,1.7,91.35
1497,218,2014,,20.0,79.0,,,,,,,
1498,219,2017,919.0,,,,,1.16,53.0,11.0,1.4,92.36
1499,219,2018,925.0,,,,,1.16,,,1.4,92.41
1500,219,2016,906.0,,,,,1.16,,,1.3,92.26
1501,219,2015,699.0,103.0,2368.0,27.5,5.4,1.16,,,1.3,88.71
1502,219,2013,701.0,94.0,2256.0,,,1.16,,,1.3,89.53
1503,219,2011,694.0,,,,,1.16,,,1.3,92.66
1504,219,2014,,97.0,2139.0,,,,,,,
1505,220,2017,344.0,,,,,1.11,80.0,35.0,1.5,52.2
1506,220,2018,344.0,,,,,1.11,,,1.5,52.12
1507,220,2016,341.0,,,,,1.11,,,1.5,51.67
1508,220,2015,344.0,,,,,1.11,,,1.5,52.12
1509,220,2013,344.0,,,,,1.19,,,1.5,51.96
1510,220,2011,344.0,,,,,1.19,,,1.3,51.96
1511,220,2014,,,,,,,,,,
1512,221,2017,594.0,,,,,1.15,46.0,22.0,1.2,50.38
1513,221,2018,593.0,,,,,1.15,,,1.2,50.21
1514,221,2016,594.0,,,,,1.15,,,1.2,50.51
1515,221,2015,442.0,,,28.5,2.6,1.15,,,1.2,43.16
1516,221,2013,427.0,,,,,1.16,,,1.2,42.79
1517,221,2011,422.0,,,,,1.18,,,1.2,42.24
1518,221,2014,,,,,,,,,,
1519,222,2017,607.0,,,,,1.11,75.0,11.0,1.6,89.26
1520,222,2018,607.0,,,,,1.11,,,1.6,89.26
1521,222,2016,601.0,,,,,1.11,,,1.5,89.17
1522,222,2015,599.0,8.0,23.0,35.8,2.9,1.11,,,1.6,89.14
1523,222,2013,600.0,6.0,19.0,,,1.11,,,1.5,89.15
1524,222,2011,601.0,,,,,1.11,,,1.5,89.17
1525,222,2014,,7.0,22.0,,,,,,,
1526,223,2017,655.0,,,,,1.22,59.0,7.0,1.5,99.7
1527,223,2018,496.0,,,,,1.22,,,1.5,75.61
1528,223,2016,665.0,,,,,1.22,,,1.5,99.7
1529,223,2015,673.0,17.0,135.0,40.0,3.1,1.22,,,1.5,99.7
1530,223,2013,673.0,24.0,192.0,,,1.22,,,1.5,99.7
1531,223,2011,676.0,,,,,1.22,,,1.5,99.71
1532,223,2014,,19.0,152.0,,,,,,,
1533,224,2017,1031.0,,,,,1.12,41.0,13.0,1.3,96.18
1534,224,2018,1031.0,,,,,1.12,,,1.3,96.18
1535,224,2016,1031.0,,,,,1.12,,,1.3,96.18
1536,224,2015,1031.0,9.0,9.0,46.8,4.2,1.12,,,1.3,96.18
1537,224,2013,302.0,,,,,1.12,,,1.4,28.17
1538,224,2011,300.0,,,,,1.12,,,1.4,27.99
1539,224,2014,,4.0,4.0,,,,,,,
1540,225,2017,0.0,,,,,1.16,78.0,14.0,1.4,0.0
1541,225,2018,0.0,,,,,1.16,,,1.4,0.0
1542,225,2016,0.0,,,,,1.17,,,1.4,0.0
1543,225,2015,0.0,,,14.1,1.3,1.15,,,1.4,0.0
1544,225,2013,0.0,,,,,1.19,,,1.6,0.0
1545,225,2011,0.0,,,,,1.18,,,1.2,0.0
1546,225,2014,,,,,,,,,,
1547,226,2017,477.0,,,,,1.11,52.0,19.0,1.5,100.0
1548,226,2018,477.0,,,,,1.11,,,1.5,100.0
1549,226,2016,476.0,,,,,1.11,,,1.5,100.0
1550,226,2015,476.0,14.0,42.0,44.7,1.5,1.11,,,1.5,100.0
1551,226,2013,476.0,32.0,96.0,,,1.11,,,1.5,100.0
1552,226,2011,477.0,,,,,1.11,,,1.5,100.0
1553,226,2014,,24.0,72.0,,,,,,,
1554,227,2017,382.0,,,,,1.04,77.0,3.0,1.3,45.48
1555,227,2018,383.0,,,,,1.04,,,1.3,45.54
1556,227,2016,382.0,,,,,1.04,,,1.2,45.48
1557,227,2015,382.0,0.0,0.0,32.4,3.2,1.04,,,1.2,45.48
1558,227,2013,382.0,0.0,0.0,,,1.07,,,1.2,45.58
1559,227,2011,0.0,,,,,1.07,,,1.2,0.0
1560,227,2014,,1.0,1.0,,,,,,,
1561,228,2017,0.0,,,,,1.2,64.0,17.0,1.5,0.0
1562,228,2018,0.0,,,,,1.2,,,1.4,0.0
1563,228,2016,0.0,,,,,1.25,,,1.5,0.0
1564,228,2015,0.0,,,30.3,2.4,1.28,,,1.5,0.0
1565,228,2013,0.0,,,,,1.32,,,1.7,0.0
1566,228,2011,0.0,,,,,1.39,,,1.4,0.0
1567,228,2014,,,,,,,,,,
1568,229,2017,135.0,,,,,1.19,77.0,31.0,1.3,14.15
1569,229,2018,135.0,,,,,1.19,,,1.3,12.59
1570,229,2016,138.0,,,,,1.19,,,1.2,16.03
1571,229,2015,136.0,0.0,0.0,17.1,4.0,1.19,,,1.2,17.66
1572,229,2013,135.0,0.0,0.0,,,1.21,,,1.2,19.2
1573,229,2011,74.0,,,,,1.2,,,1.2,12.31
1574,229,2014,,1.0,1.0,,,,,,,
1575,230,2017,1232.0,,,,,1.29,36.0,15.0,1.6,100.0
1576,230,2018,1231.0,,,,,1.29,,,1.6,100.0
1577,230,2016,1233.0,,,,,1.29,,,1.6,100.0
1578,230,2015,1234.0,17.0,168.0,44.9,3.2,1.28,,,1.6,100.0
1579,230,2013,1234.0,19.0,190.0,,,1.28,,,1.6,100.0
1580,230,2011,980.0,,,,,1.28,,,1.6,100.0
1581,230,2014,,20.0,195.0,,,,,,,
1582,231,2017,522.0,,,,,1.21,72.0,5.0,1.5,46.52
1583,231,2018,526.0,,,,,1.21,,,1.5,46.71
1584,231,2016,507.0,,,,,1.21,,,1.5,45.8
1585,231,2015,495.0,99.0,99.0,24.7,5.2,1.18,,,1.3,45.12
1586,231,2013,81.0,131.0,131.0,,,1.09,,,1.3,11.1
1587,231,2011,65.0,,,,,1.09,,,1.3,9.0
1588,231,2014,,99.0,99.0,,,,,,,
1589,232,2017,451.0,,,,,1.19,78.0,18.0,1.5,45.46
1590,232,2018,454.0,,,,,1.19,,,1.5,45.45
1591,232,2016,441.0,,,,,1.16,,,1.5,46.32
1592,232,2015,412.0,3.0,3.0,51.5,7.3,1.14,,,1.5,43.83
1593,232,2013,40.0,,,,,1.12,,,1.5,4.28
1594,232,2011,31.0,,,,,1.12,,,1.5,3.33
1595,232,2014,,,,,,,,,,
1596,233,2017,957.0,,,,,1.19,50.0,8.0,1.4,85.14
1597,233,2018,959.0,,,,,1.19,,,1.4,85.24
1598,233,2016,958.0,,,,,1.19,,,1.4,85.16
1599,233,2015,823.0,14.0,58.0,21.3,3.5,1.2,,,1.4,73.09
1600,233,2013,824.0,19.0,75.0,,,1.2,,,1.5,73.11
1601,233,2011,818.0,,,,,1.18,,,1.4,72.58
1602,233,2014,,20.0,79.0,,,,,,,
1603,234,2017,477.0,,,,,1.13,52.0,14.0,1.6,51.9
1604,234,2018,469.0,,,,,1.13,,,1.5,51.15
1605,234,2016,473.0,,,,,1.12,,,1.5,51.36
1606,234,2015,473.0,95.0,665.0,18.6,3.9,1.14,,,1.5,51.41
1607,234,2013,604.0,116.0,813.0,,,1.14,,,1.5,65.37
1608,234,2011,587.0,,,,,1.16,,,1.5,64.65
1609,234,2014,,114.0,797.0,,,,,,,
1610,235,2017,700.0,,,,,1.13,58.0,17.0,1.4,76.92
1611,235,2018,703.0,,,,,1.13,,,1.4,76.75
1612,235,2016,694.0,,,,,1.13,,,1.4,76.69
1613,235,2015,705.0,4.0,21.0,38.1,4.6,1.14,,,1.4,77.81
1614,235,2013,708.0,6.0,29.0,,,1.14,,,1.4,78.23
1615,235,2011,704.0,,,,,1.14,,,1.4,77.88
1616,235,2014,,6.0,32.0,,,,,,,
1617,236,2017,251.0,,,,,1.08,57.0,16.0,1.3,55.41
1618,236,2018,235.0,,,,,1.08,,,1.3,53.78
1619,236,2016,247.0,,,,,1.08,,,1.3,54.77
1620,236,2015,246.0,33.0,99.0,49.9,4.5,1.08,,,1.3,54.55
1621,236,2013,247.0,25.0,76.0,,,1.1,,,1.3,55.38
1622,236,2011,247.0,,,,,1.11,,,1.3,55.88
1623,236,2014,,31.0,93.0,,,,,,,
1624,237,2017,732.0,,,,,1.17,61.0,8.0,1.6,68.8
1625,237,2018,1080.0,,,,,1.17,,,1.6,95.32
1626,237,2016,731.0,,,,,1.17,,,1.7,71.25
1627,237,2015,710.0,21.0,234.0,34.2,6.0,1.17,,,1.6,71.36
1628,237,2013,639.0,30.0,269.0,,,1.18,,,1.4,65.07
1629,237,2011,604.0,,,,,1.19,,,1.5,63.85
1630,237,2014,,16.0,239.0,,,,,,,
1631,238,2017,663.0,,,,,1.16,53.0,9.0,1.5,75.34
1632,238,2018,661.0,,,,,1.16,,,1.5,75.28
1633,238,2016,673.0,,,,,1.16,,,1.6,76.39
1634,238,2015,665.0,,,32.5,4.0,1.16,,,1.5,75.4
1635,238,2013,664.0,,,,,1.17,,,1.5,75.37
1636,238,2011,663.0,,,,,1.17,,,1.4,75.26
1637,238,2014,,,,,,,,,,
1638,240,2017,888.0,,,,,1.2,46.0,9.0,1.5,100.0
1639,240,2018,885.0,,,,,1.19,,,1.5,100.0
1640,240,2016,888.0,,,,,1.19,,,1.5,100.0
1641,240,2015,888.0,175.0,1047.0,55.8,6.0,1.21,,,1.5,100.0
1642,240,2013,889.0,144.0,1154.0,,,1.26,,,1.5,100.0
1643,240,2011,879.0,,,,,1.26,,,1.5,98.99
1644,240,2014,,133.0,1064.0,,,,,,,
1645,241,2017,401.0,,,,,1.09,58.0,9.0,1.5,54.04
1646,241,2018,409.0,,,,,1.09,,,1.5,54.46
1647,241,2016,403.0,,,,,1.09,,,1.5,54.53
1648,241,2015,401.0,0.0,0.0,52.1,6.3,1.09,,,1.5,54.34
1649,241,2013,402.0,0.0,0.0,,,1.09,,,1.5,54.4
1650,241,2011,402.0,,,,,1.09,,,1.5,54.47
1651,241,2014,,0.0,0.0,,,,,,,
1652,242,2017,0.0,,,,,1.14,84.0,13.0,1.7,0.0
1653,242,2018,0.0,,,,,1.14,,,1.7,0.0
1654,242,2016,0.0,,,,,1.14,,,1.6,0.0
1655,242,2015,0.0,,,80.1,4.5,1.14,,,1.7,0.0
1656,242,2013,0.0,,,,,1.25,,,1.7,0.0
1657,242,2011,0.0,,,,,1.25,,,1.2,0.0
1658,242,2014,,,,,,,,,,
1659,243,2017,2.0,,,,,1.23,45.0,75.0,1.8,4.35
1660,243,2018,2.0,,,,,1.23,,,1.8,4.26
1661,243,2016,2.0,,,,,1.14,,,2.1,4.35
1662,243,2015,2.0,,,0.0,0.0,1.14,,,2.2,4.35
1663,243,2013,2.0,,,,,1.33,,,2.4,4.35
1664,243,2011,2.0,,,,,1.33,,,1.3,4.26
1665,243,2014,,,,,,,,,,
1666,244,2017,60.0,,,,,1.05,82.0,10.0,1.4,8.65
1667,244,2018,60.0,,,,,1.05,,,1.4,8.66
1668,244,2016,60.0,,,,,1.05,,,1.5,8.65
1669,244,2015,60.0,,,37.3,3.8,1.05,,,1.4,8.66
1670,244,2013,60.0,,,,,1.08,,,1.4,8.66
1671,244,2011,60.0,,,,,1.09,,,1.4,8.66
1672,244,2014,,,,,,,,,,
1673,245,2017,646.0,,,,,1.18,59.0,24.0,1.3,100.0
1674,245,2018,646.0,,,,,1.18,,,1.3,100.0
1675,245,2016,646.0,,,,,1.18,,,1.3,100.0
1676,245,2015,646.0,106.0,532.0,45.3,2.1,1.18,,,1.3,100.0
1677,245,2013,646.0,63.0,316.0,,,1.18,,,1.3,100.0
1678,245,2011,646.0,,,,,1.18,,,1.3,100.0
1679,245,2014,,76.0,382.0,,,,,,,
1680,246,2017,1206.0,,,,,1.2,66.0,13.0,1.5,100.0
1681,246,2018,1204.0,,,,,1.2,,,1.5,100.0
1682,246,2016,1206.0,,,,,1.2,,,1.5,100.0
1683,246,2015,1206.0,60.0,664.0,42.5,3.2,1.2,,,1.5,100.0
1684,246,2013,1206.0,90.0,899.0,,,1.2,,,1.5,100.0
1685,246,2011,1206.0,,,,,1.2,,,1.5,100.0
1686,246,2014,,86.0,857.0,,,,,,,
1687,247,2017,453.0,,,,,1.21,91.0,54.0,1.3,100.0
1688,247,2018,453.0,,,,,1.21,,,1.3,100.0
1689,247,2016,453.0,,,,,1.21,,,1.3,100.0
1690,247,2015,453.0,42.0,292.0,71.8,2.2,1.21,,,1.3,100.0
1691,247,2013,454.0,145.0,1016.0,,,1.21,,,1.3,100.0
1692,247,2011,454.0,,,,,1.21,,,1.3,100.0
1693,247,2014,,43.0,304.0,,,,,,,
1694,248,2017,836.0,,,,,1.07,60.0,13.0,1.3,100.0
1695,248,2018,836.0,,,,,1.07,,,1.3,100.0
1696,248,2016,836.0,,,,,1.07,,,1.3,100.0
1697,248,2015,836.0,142.0,711.0,47.9,1.4,1.15,,,1.4,100.0
1698,248,2013,836.0,143.0,716.0,,,1.15,,,1.4,100.0
1699,248,2011,836.0,,,,,1.15,,,1.4,100.0
1700,248,2014,,163.0,817.0,,,,,,,
1701,249,2017,531.0,,,,,1.05,76.0,33.0,1.5,100.0
1702,249,2018,531.0,,,,,1.0,,,1.5,100.0
1703,249,2016,531.0,,,,,1.05,,,1.6,100.0
1704,249,2015,531.0,11.0,107.0,79.2,1.8,1.05,,,1.5,100.0
1705,249,2013,531.0,15.0,150.0,,,1.05,,,1.5,100.0
1706,249,2011,531.0,,,,,1.05,,,1.5,100.0
1707,249,2014,,15.0,154.0,,,,,,,
1708,250,2017,225.0,,,,,1.02,78.0,16.0,1.2,33.38
1709,250,2018,261.0,,,,,1.02,,,1.2,38.78
1710,250,2016,225.0,,,,,1.02,,,1.1,33.38
1711,250,2015,191.0,,,39.8,3.0,1.02,,,1.2,28.34
1712,250,2013,183.0,,,,,1.05,,,1.2,27.15
1713,250,2011,168.0,,,,,1.05,,,1.2,25.0
1714,250,2014,,,,,,,,,,
1715,251,2017,269.0,,,,,1.1,62.0,9.0,1.5,39.91
1716,251,2018,271.0,,,,,1.1,,,1.5,39.33
1717,251,2016,269.0,,,,,1.12,,,1.4,40.03
1718,251,2015,266.0,,,58.4,4.4,1.09,,,1.4,39.94
1719,251,2013,210.0,,,,,1.13,,,1.5,32.66
1720,251,2011,219.0,,,,,1.13,,,1.4,36.2
1721,251,2014,,,,,,,,,,
1722,252,2017,0.0,,,,,0.98,54.0,12.0,1.4,0.0
1723,252,2018,0.0,,,,,0.98,,,1.4,0.0
1724,252,2016,0.0,,,,,0.98,,,1.4,0.0
1725,252,2015,0.0,,,43.4,2.0,1.0,,,1.4,0.0
1726,252,2013,0.0,,,,,1.0,,,1.4,0.0
1727,252,2011,0.0,,,,,1.0,,,1.4,0.0
1728,252,2014,,,,,,,,,,
1729,253,2017,732.0,,,,,1.15,60.0,8.0,1.5,84.53
1730,253,2018,732.0,,,,,1.16,,,1.5,84.53
1731,253,2016,732.0,,,,,1.15,,,1.5,84.53
1732,253,2015,213.0,74.0,149.0,49.8,6.2,1.16,,,1.4,24.6
1733,253,2013,229.0,60.0,120.0,,,1.23,,,1.5,26.47
1734,253,2011,207.0,,,,,1.19,,,1.5,23.99
1735,253,2014,,81.0,162.0,,,,,,,
1736,254,2017,621.0,,,,,1.23,57.0,30.0,1.4,99.52
1737,254,2018,652.0,,,,,1.24,,,1.4,100.0
1738,254,2016,567.0,,,,,1.23,,,1.3,99.47
1739,254,2015,326.0,53.0,1016.0,21.4,3.5,1.23,,,1.3,99.09
1740,254,2013,326.0,72.0,1359.0,,,1.26,,,1.5,99.09
1741,254,2011,326.0,,,,,1.26,,,1.5,98.79
1742,254,2014,,71.0,1413.0,,,,,,,
1743,255,2017,894.0,,,,,1.05,65.0,8.0,1.4,72.56
1744,255,2018,893.0,,,,,1.04,,,1.3,62.67
1745,255,2016,897.0,,,,,1.05,,,1.4,72.81
1746,255,2015,775.0,,,53.2,6.3,1.05,,,1.3,62.91
1747,255,2013,763.0,,,,,1.04,,,1.3,61.93
1748,255,2011,552.0,,,,,1.04,,,1.3,44.81
1749,255,2014,,,,,,,,,,
1750,256,2017,0.0,,,,,1.1,76.0,7.0,1.1,0.0
1751,256,2018,0.0,,,,,1.12,,,1.1,0.0
1752,256,2016,0.0,,,,,1.09,,,1.1,0.0
1753,256,2015,0.0,,,26.3,14.6,1.09,,,1.1,0.0
1754,256,2013,0.0,,,,,1.12,,,1.1,0.0
1755,256,2011,0.0,,,,,1.1,,,1.1,0.0
1756,256,2014,,,,,,,,,,
1757,257,2017,0.0,,,,,1.26,75.0,10.0,1.5,0.0
1758,257,2018,0.0,,,,,1.26,,,1.5,0.0
1759,257,2016,0.0,,,,,1.26,,,1.5,0.0
1760,257,2015,0.0,,,57.9,9.5,1.27,,,1.5,0.0
1761,257,2013,0.0,,,,,1.3,,,1.5,0.0
1762,257,2011,0.0,,,,,1.3,,,1.5,0.0
1763,257,2014,,,,,,,,,,
1764,258,2017,939.0,,,,,1.13,43.0,10.0,1.4,87.43
1765,258,2018,989.0,,,,,1.13,,,1.4,87.99
1766,258,2016,895.0,,,,,1.13,,,1.3,86.81
1767,258,2015,1009.0,24.0,118.0,57.5,8.9,1.13,,,1.4,100.0
1768,258,2013,1009.0,25.0,153.0,,,1.13,,,1.4,100.0
1769,258,2011,1010.0,,,,,1.13,,,1.3,100.0
