,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
905,117,2017,1992.0,1475.0,1.0,97.0,101,276.0,0.0,8,0.85,12.0,9.0,96.0,0.81,80.0,10.2,,0.0,24.0,1.5,1173.0,13.0,0.0,1265.0,0.0,54.0,,
906,117,2016,1999.0,1479.0,1.0,,34,274.0,1.3,4,0.86,,,,0.4,78.0,3.43,6.0,,24.0,1.5,1158.0,12.0,15.0,,,,0.41,
907,117,2015,1990.0,1453.0,1.0,,20,270.0,3.4,9,0.88,,,,0.91,78.0,2.02,9.0,,24.0,1.5,1135.0,11.0,38.0,,,,0.62,118329.0
908,117,2013,1988.0,1410.0,0.0,,49,242.0,3.2,0,0.0,,,,0.0,77.0,4.95,1.0,0.0,22.0,1.4,1092.0,10.0,35.0,,0.0,,0.07,101197.0
909,117,2011,1997.0,1354.0,1.0,,19,,2.9,3,0.97,,,,0.3,77.0,1.92,3.0,,,1.4,1036.0,8.0,30.0,,,,0.22,
910,117,2014,,,,,37,,,4,,,,,0.4,,3.74,,,,,,,,,,,,
911,117,2012,,,,,27,,,5,,,,,0.5,,2.73,,,,,,,,,,,,
912,118,2018,2696.0,444.0,2.0,,3,49.0,,10,4.5,,,,3.13,100.0,0.94,,,11.0,1.4,444.0,31.0,,,,,,
913,118,2017,2696.0,443.0,0.0,93.0,0,45.0,0.0,13,0.0,16.0,6.0,,4.07,100.0,0.0,,0.0,10.0,1.4,443.0,30.0,0.0,,0.0,93.0,,
914,118,2016,2730.0,432.0,0.0,,0,48.0,0.2,16,0.0,,,,5.0,100.0,0.0,1.0,,11.0,1.4,432.0,30.0,1.0,,,,0.23,
915,118,2015,2662.0,426.0,0.0,,11,42.0,0.9,15,0.0,,,,4.69,100.0,3.44,1.0,,10.0,1.3,426.0,30.0,4.0,,,,0.23,369141.0
916,118,2013,2640.0,416.0,1.0,,10,40.0,0.0,9,2.4,,,,2.81,100.0,3.13,0.0,0.0,10.0,1.3,416.0,28.0,0.0,,0.0,,0.0,315407.0
917,118,2011,2605.0,416.0,0.0,,0,,0.0,13,0.0,,,,4.07,100.0,0.0,2.0,,,1.3,416.0,27.0,0.0,,,,0.48,
918,118,2014,,,,,8,,,9,,,,,2.81,,2.5,,,,,,,,,,,,
919,118,2012,,,,,1,,,11,,,,,3.44,,0.31,,,,,,,,,,,,
920,119,2018,1600.0,466.0,0.0,,0,92.0,,5,0.0,,,,0.49,100.0,0.0,1.0,,20.0,0.5,466.0,45.0,,,,,0.21,
921,119,2017,1598.0,467.0,0.0,100.0,1,87.0,0.0,5,0.0,0.0,18.0,168.0,0.49,100.0,0.1,,0.0,19.0,0.5,467.0,44.0,0.0,1060.0,0.0,74.0,,
922,119,2016,1590.0,467.0,0.0,,0,92.0,0.4,5,0.0,,,,0.49,100.0,0.0,9.0,,20.0,0.5,467.0,43.0,2.0,,,,1.93,
923,119,2015,1587.0,467.0,0.0,,0,91.0,1.3,6,0.0,,,,0.59,100.0,0.0,7.0,,19.0,0.5,467.0,42.0,6.0,,,,1.5,109133.0
924,119,2013,1586.0,468.0,0.0,,0,88.0,0.2,1,0.0,,,,0.1,100.0,0.0,3.0,0.0,19.0,0.5,468.0,40.0,1.0,,0.0,,0.64,98818.0
925,119,2011,1583.0,469.0,1.0,,0,,1.5,5,2.13,,,,0.49,100.0,0.0,1.0,,,0.5,469.0,38.0,7.0,,,,0.21,
926,119,2014,,,,,0,,,5,,,,,0.49,,0.0,,,,,,,,,,,,
927,119,2012,,,,,0,,,3,,,,,0.29,,0.0,,,,,,,,,,,,
928,120,2018,1141.0,611.0,1.0,,11,167.0,,6,3.44,,,,1.57,48.0,2.87,6.0,,57.0,1.6,291.0,45.0,,,,,0.98,
929,120,2017,1157.0,584.0,1.0,90.0,4,160.0,0.0,6,3.48,1.0,8.0,63.0,1.57,49.0,1.05,,308.0,56.0,1.5,287.0,44.0,0.0,795.0,53.0,26.0,,
930,120,2016,1137.0,579.0,0.0,,3,159.0,0.4,8,0.0,,,,2.09,49.0,0.78,23.0,,57.0,1.5,281.0,44.0,1.0,,,,3.97,
931,120,2015,1137.0,598.0,0.0,,6,148.0,1.6,8,0.0,,,,2.09,46.0,1.57,28.0,,53.0,1.6,278.0,44.0,4.0,,,,4.68,78375.0
932,120,2013,1149.0,594.0,0.0,,4,163.0,2.0,1,0.0,,,,0.26,46.0,1.04,24.0,312.0,59.0,1.6,274.0,44.0,5.0,,53.0,,4.04,78083.0
933,120,2011,1148.0,596.0,0.0,,5,,2.4,0,0.0,,,,0.0,46.0,1.31,12.0,,,1.6,276.0,43.0,6.0,,,,2.01,
934,120,2014,,,,,3,,,4,,,,,1.05,,0.78,,,,,,,,,,,,
935,120,2012,,,,,2,,,4,,,,,1.05,,0.52,,,,,,,,,,,,
936,121,2018,1227.0,826.0,1.0,,0,233.0,,8,1.68,,,,1.73,72.0,0.0,1.0,,39.0,1.8,597.0,53.0,,,,,0.12,
937,121,2017,1225.0,825.0,0.0,95.0,0,236.0,0.1,8,0.0,6.0,11.0,230.0,1.73,72.0,0.0,,49.0,40.0,1.8,596.0,52.0,1.0,879.0,6.0,55.0,,
938,121,2016,1226.0,824.0,0.0,,0,237.0,1.0,7,0.0,,,,1.51,72.0,0.0,4.0,,40.0,1.8,594.0,51.0,8.0,,,,0.49,
939,121,2015,1226.0,826.0,0.0,,0,236.0,2.7,7,0.0,,,,1.51,72.0,0.0,5.0,,40.0,1.8,597.0,50.0,21.0,,,,0.61,74135.0
940,121,2013,1219.0,825.0,0.0,,1,229.0,0.7,9,0.0,,,,1.95,72.0,0.22,17.0,49.0,38.0,1.8,596.0,48.0,5.0,,6.0,,2.06,58000.0
941,121,2011,1219.0,826.0,0.0,,0,,2.8,8,0.0,,,,1.73,72.0,0.0,10.0,,,1.8,597.0,46.0,22.0,,,,1.21,
942,121,2014,,,,,1,,,10,,,,,2.16,,0.22,,,,,,,,,,,,
943,121,2012,,,,,0,,,6,,,,,1.3,,0.0,,,,,,,,,,,,
944,122,2018,,0.0,,,0,,,0,,,,,0.0,,0.0,,,,0.0,,,,,,,,
945,122,2017,,0.0,,,0,,,0,,,,,0.0,,0.0,,,,0.0,,,,,,,,
946,122,2016,,0.0,,,0,,,0,,,,,0.0,,0.0,,,,0.0,,,,,,,,
947,122,2015,,0.0,,,0,,,0,,,,,0.0,,0.0,,,,0.0,,,,,,,,
948,122,2013,,0.0,,,0,,,1,,,,,0.03,,0.0,,,,0.0,,,,,,,,
949,122,2011,,0.0,,,0,,,0,,,,,0.0,,0.0,,,,0.0,,,,,,,,
950,122,2014,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
951,122,2012,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
952,123,2018,1472.0,1088.0,0.0,,1,252.0,,9,0.0,,,,0.74,74.0,0.08,9.0,,31.0,0.9,808.0,43.0,,,,,0.83,
953,123,2017,1472.0,1088.0,0.0,95.0,1,249.0,0.0,7,0.0,6.0,8.0,25.0,0.58,74.0,0.08,,99.0,31.0,0.9,808.0,42.0,0.0,775.0,9.0,52.0,,
954,123,2016,1472.0,1088.0,0.0,,0,245.0,0.8,15,0.0,,,,1.24,74.0,0.0,16.0,,30.0,0.9,808.0,41.0,6.0,,,,1.47,
955,123,2015,1472.0,1088.0,0.0,,0,213.0,1.0,11,0.0,,,,0.91,74.0,0.0,14.0,,26.0,0.9,808.0,40.0,8.0,,,,1.29,63400.0
956,123,2013,1468.0,1089.0,2.0,,0,209.0,1.0,5,2.47,,,,0.41,74.0,0.0,8.0,99.0,26.0,0.9,809.0,38.0,8.0,,9.0,,0.73,58056.0
957,123,2011,1466.0,1089.0,1.0,,0,,1.0,10,1.24,,,,0.82,74.0,0.0,9.0,,,0.9,809.0,36.0,8.0,,,,0.83,
958,123,2014,,,,,0,,,9,,,,,0.74,,0.0,,,,,,,,,,,,
959,123,2012,,,,,0,,,6,,,,,0.49,,0.0,,,,,,,,,,,,
960,124,2018,1148.0,885.0,0.0,,0,263.0,,17,0.0,,,,2.4,63.0,0.0,13.0,,47.0,1.3,557.0,67.0,,,,,1.47,
961,124,2017,1148.0,885.0,0.0,85.0,0,285.0,0.0,10,0.0,9.0,8.0,,1.41,63.0,0.0,,0.0,51.0,1.3,557.0,66.0,0.0,836.0,0.0,31.0,,
962,124,2016,1147.0,888.0,2.0,,0,283.0,0.9,8,3.57,,,,1.13,63.0,0.0,15.0,,51.0,1.3,560.0,65.0,6.0,,,,1.69,
963,124,2015,1147.0,890.0,1.0,,0,250.0,1.4,6,1.78,,,,0.85,63.0,0.0,24.0,,44.0,1.3,562.0,64.0,9.0,,,,2.7,60667.0
964,124,2013,1147.0,890.0,0.0,,0,282.0,1.6,8,0.0,,,,1.13,63.0,0.0,16.0,0.0,50.0,1.3,562.0,62.0,10.0,,0.0,,1.8,70062.0
965,124,2011,1145.0,890.0,0.0,,0,,1.4,4,0.0,,,,0.57,63.0,0.0,12.0,,,1.3,562.0,60.0,9.0,,,,1.35,
966,124,2014,,,,,0,,,9,,,,,1.27,,0.0,,,,,,,,,,,,
967,124,2012,,,,,0,,,6,,,,,0.85,,0.0,,,,,,,,,,,,
968,125,2018,1462.0,1228.0,2.0,,2,273.0,,7,2.1,,,,0.69,78.0,0.2,8.0,,29.0,1.2,952.0,27.0,,,,,0.65,
969,125,2017,1463.0,1190.0,0.0,95.0,12,263.0,0.0,4,0.0,4.0,10.0,68.0,0.39,78.0,1.18,,0.0,28.0,1.2,929.0,27.0,0.0,1095.0,0.0,50.0,,
970,125,2016,1459.0,1073.0,0.0,,17,261.0,1.0,4,0.0,,,,0.39,87.0,1.67,4.0,,28.0,1.1,929.0,26.0,10.0,,,,0.37,
971,125,2015,1455.0,1068.0,1.0,,1,250.0,2.2,8,1.08,,,,0.78,87.0,0.1,3.0,,27.0,1.1,927.0,25.0,21.0,,,,0.28,101512.0
972,125,2013,1443.0,1047.0,1.0,,13,247.0,2.2,4,1.1,,,,0.39,87.0,1.27,6.0,0.0,27.0,1.0,906.0,24.0,21.0,,0.0,,0.57,92431.0
973,125,2011,1437.0,1029.0,0.0,,11,,2.1,8,0.0,,,,0.78,86.0,1.08,3.0,,,1.0,888.0,22.0,19.0,,,,0.29,
974,125,2014,,,,,13,,,6,,,,,0.59,,1.27,,,,,,,,,,,,
975,125,2012,,,,,9,,,7,,,,,0.69,,0.88,,,,,,,,,,,,
976,126,2018,2222.0,417.0,0.0,,6,3.0,,7,0.0,,,,4.98,28.0,4.27,0.0,,3.0,3.0,115.0,8.0,,,,,0.0,
977,126,2017,2238.0,343.0,0.0,91.0,45,4.0,0.0,23,0.0,11.0,20.0,96.0,16.37,31.0,32.02,,144.0,4.0,2.4,107.0,7.0,0.0,753.0,42.0,43.0,,
978,126,2016,2221.0,290.0,1.0,,62,7.0,0.0,48,11.9,,,,34.15,29.0,44.12,2.0,,8.0,2.1,84.0,8.0,0.0,,,,0.69,
979,126,2015,2139.0,251.0,0.0,,58,6.0,0.0,54,0.0,,,,38.42,22.0,41.13,1.0,,11.0,1.8,56.0,11.0,0.0,,,,0.4,218393.0
980,126,2013,1886.0,189.0,0.0,,63,2.0,0.0,63,0.0,,,,44.83,11.0,44.68,2.0,144.0,10.0,1.3,20.0,24.0,0.0,,76.0,,1.06,202314.0
981,126,2011,1247.0,41.0,0.0,,0,,0.0,0,0.0,,,,0.0,22.0,0.0,0.0,,,0.3,9.0,73.0,0.0,,,,0.0,
982,126,2014,,,,,49,,,48,,,,,34.15,,34.75,,,,,,,,,,,,
983,126,2012,,,,,17,,,17,,,,,12.1,,12.06,,,,,,,,,,,,
984,127,2018,1593.0,1124.0,0.0,,0,96.0,,7,0.0,,,,1.56,30.0,0.0,13.0,,29.0,2.5,334.0,40.0,,,,,1.16,
985,127,2017,1596.0,989.0,0.0,96.0,1,98.0,0.0,3,0.0,5.0,7.0,43.0,0.67,34.0,0.22,,6.0,30.0,2.2,332.0,39.0,0.0,927.0,1.0,19.0,,
986,127,2016,1595.0,989.0,0.0,,0,91.0,0.6,3,0.0,,,,0.67,34.0,0.0,8.0,,27.0,2.2,332.0,38.0,2.0,,,,0.81,
987,127,2015,1594.0,988.0,0.0,,0,87.0,0.9,4,0.0,,,,0.89,34.0,0.0,6.0,,26.0,2.2,331.0,37.0,3.0,,,,0.61,107800.0
988,127,2013,1592.0,989.0,0.0,,0,88.0,1.5,5,0.0,,,,1.11,34.0,0.0,5.0,6.0,27.0,2.2,332.0,35.0,5.0,,1.0,,0.51,91600.0
989,127,2011,1588.0,988.0,0.0,,1,,1.8,4,0.0,,,,0.89,34.0,0.22,2.0,,,2.2,333.0,33.0,6.0,,,,0.2,
990,127,2014,,,,,0,,,1,,,,,0.22,,0.0,,,,,,,,,,,,
991,127,2012,,,,,1,,,3,,,,,0.67,,0.22,,,,,,,,,,,,
992,128,2018,1107.0,1018.0,0.0,,0,256.0,,17,0.0,,,,6.33,53.0,0.0,5.0,,48.0,3.8,535.0,59.0,,,,,0.49,
993,128,2017,1101.0,1018.0,0.0,92.0,0,263.0,0.0,17,0.0,6.0,7.0,78.0,6.33,52.0,0.0,,10.0,49.0,3.8,534.0,58.0,0.0,740.0,1.0,24.0,,
994,128,2016,1104.0,1042.0,0.0,,0,261.0,0.2,18,0.0,,,,6.7,51.0,0.0,46.0,,49.0,3.9,535.0,57.0,1.0,,,,4.41,
995,128,2015,1103.0,1043.0,1.0,,0,262.0,1.5,8,1.87,,,,2.98,51.0,0.0,32.0,,49.0,3.9,536.0,56.0,8.0,,,,3.07,47632.0
996,128,2013,1098.0,1044.0,1.0,,0,263.0,1.5,5,1.86,,,,1.86,51.0,0.0,30.0,10.0,49.0,3.9,537.0,54.0,8.0,,1.0,,2.87,66500.0
997,128,2011,1097.0,1045.0,0.0,,0,,3.0,7,0.0,,,,2.6,51.0,0.0,30.0,,,3.9,538.0,52.0,16.0,,,,2.87,
998,128,2014,,,,,0,,,12,,,,,4.46,,0.0,,,,,,,,,,,,
999,128,2012,,,,,0,,,7,,,,,2.6,,0.0,,,,,,,,,,,,
1000,129,2018,2591.0,869.0,0.0,,0,45.0,,26,0.0,,,,5.36,82.0,0.0,0.0,,6.0,1.8,713.0,33.0,,,,,0.0,
1001,129,2017,2590.0,869.0,0.0,96.0,0,40.0,0.0,28,0.0,3.0,4.0,184.0,5.77,82.0,0.0,,0.0,6.0,1.8,713.0,32.0,0.0,1101.0,0.0,91.0,,
1002,129,2016,2589.0,869.0,0.0,,0,39.0,0.1,29,0.0,,,,5.98,82.0,0.0,1.0,,5.0,1.8,713.0,31.0,1.0,,,,0.12,
1003,129,2015,2587.0,869.0,0.0,,0,36.0,0.1,21,0.0,,,,4.33,82.0,0.0,1.0,,5.0,1.8,713.0,30.0,1.0,,,,0.12,342696.0
1004,129,2013,2582.0,869.0,0.0,,0,35.0,0.4,22,0.0,,,,4.53,82.0,0.0,0.0,0.0,5.0,1.8,713.0,28.0,3.0,,0.0,,0.0,274506.0
1005,129,2011,2579.0,869.0,0.0,,0,,0.1,21,0.0,,,,4.33,82.0,0.0,0.0,,,1.8,713.0,26.0,1.0,,,,0.0,
1006,129,2014,,,,,0,,,29,,,,,5.98,,0.0,,,,,,,,,,,,
1007,129,2012,,,,,0,,,26,,,,,5.36,,0.0,,,,,,,,,,,,
1008,130,2018,3361.0,833.0,4.0,,53,112.0,,27,5.7,,,,0.75,84.0,1.46,0.0,,16.0,0.2,702.0,27.0,,,,,0.0,
1009,130,2017,3357.0,769.0,1.0,88.0,58,112.0,0.2,25,1.57,6.0,6.0,1082.0,0.69,83.0,1.6,,0.0,18.0,0.2,637.0,29.0,2.0,1458.0,0.0,91.0,,
1010,130,2016,3338.0,766.0,0.0,,39,111.0,0.3,16,0.0,,,,0.44,82.0,1.08,2.0,,18.0,0.2,630.0,28.0,2.0,,,,0.26,
1011,130,2015,3302.0,766.0,0.0,,6,115.0,0.5,22,0.0,,,,0.61,83.0,0.17,2.0,,18.0,0.2,635.0,27.0,4.0,,,,0.26,379228.0
1012,130,2013,3286.0,762.0,0.0,,2,114.0,0.9,16,0.0,,,,0.44,83.0,0.06,0.0,0.0,18.0,0.2,631.0,26.0,7.0,,0.0,,0.0,313902.0
1013,130,2011,3284.0,756.0,0.0,,1,,1.1,19,0.0,,,,0.53,83.0,0.03,0.0,,,0.2,625.0,24.0,8.0,,,,0.0,
1014,130,2014,,,,,6,,,18,,,,,0.5,,0.17,,,,,,,,,,,,
1015,130,2012,,,,,6,,,16,,,,,0.44,,0.17,,,,,,,,,,,,
1016,131,2018,1635.0,803.0,0.0,,0,126.0,,5,0.0,,,,1.85,93.0,0.0,1.0,,17.0,3.0,746.0,25.0,,,,,0.12,
1017,131,2017,1635.0,803.0,1.0,98.0,0,118.0,0.0,6,1.34,4.0,9.0,138.0,2.22,93.0,0.0,,0.0,16.0,3.0,746.0,24.0,0.0,1283.0,0.0,74.0,,
1018,131,2016,1636.0,802.0,0.0,,0,112.0,0.9,2,0.0,,,,0.74,93.0,0.0,2.0,,15.0,3.0,745.0,23.0,7.0,,,,0.25,
1019,131,2015,1631.0,791.0,0.0,,0,102.0,1.6,7,0.0,,,,2.59,93.0,0.0,3.0,,14.0,2.9,734.0,22.0,13.0,,,,0.38,137734.0
1020,131,2013,1614.0,755.0,0.0,,37,84.0,2.0,3,0.0,,,,1.11,92.0,13.7,3.0,0.0,12.0,2.8,698.0,21.0,15.0,,0.0,,0.4,128110.0
1021,131,2011,1594.0,709.0,0.0,,14,,1.0,13,0.0,,,,4.81,92.0,5.19,0.0,,,2.6,652.0,20.0,7.0,,,,0.0,
1022,131,2014,,,,,24,,,9,,,,,3.33,,8.89,,,,,,,,,,,,
1023,131,2012,,,,,21,,,0,,,,,0.0,,7.78,,,,,,,,,,,,
1024,132,2018,1255.0,275.0,7.0,,5,103.0,,6,25.64,,,,3.18,99.0,2.65,0.0,,38.0,1.5,273.0,66.0,,,,,0.0,
1025,132,2017,1246.0,279.0,0.0,84.0,2,104.0,0.0,20,0.0,12.0,21.0,373.0,10.6,99.0,1.06,,0.0,38.0,1.5,277.0,65.0,0.0,892.0,0.0,61.0,,
1026,132,2016,1233.0,281.0,1.0,,0,110.0,0.5,10,3.58,,,,5.3,99.0,0.0,2.0,,39.0,1.5,279.0,64.0,1.0,,,,0.71,
1027,132,2015,1222.0,281.0,0.0,,0,85.0,0.0,10,0.0,,,,5.3,99.0,0.0,1.0,,30.0,1.5,279.0,63.0,0.0,,,,0.36,208396.0
1028,132,2013,1192.0,279.0,0.0,,1,117.0,0.9,10,0.0,,,,5.3,100.0,0.53,3.0,0.0,42.0,1.5,278.0,61.0,2.0,,0.0,,1.08,206812.0
1029,132,2011,1180.0,280.0,0.0,,0,,0.0,8,0.0,,,,4.24,100.0,0.0,0.0,,,1.5,280.0,59.0,0.0,,,,0.0,
1030,132,2014,,,,,0,,,9,,,,,4.77,,0.0,,,,,,,,,,,,
1031,132,2012,,,,,0,,,9,,,,,4.77,,0.0,,,,,,,,,,,,
1032,133,2018,2517.0,549.0,3.0,,2,26.0,,17,12.05,,,,10.72,45.0,1.26,0.0,,10.0,3.5,249.0,52.0,,,,,0.0,
1033,133,2017,2508.0,627.0,1.0,87.0,1,31.0,0.0,20,4.08,22.0,5.0,72.0,12.61,39.0,0.63,,0.0,13.0,4.0,245.0,52.0,0.0,931.0,0.0,52.0,,
1034,133,2016,2481.0,627.0,1.0,,1,37.0,0.0,23,4.08,,,,14.5,39.0,0.63,0.0,,15.0,3.9,245.0,52.0,0.0,,,,0.0,
1035,133,2015,2426.0,626.0,0.0,,2,29.0,0.0,12,0.0,,,,7.57,39.0,1.26,2.0,,12.0,4.0,244.0,51.0,0.0,,,,0.32,562263.0
1036,133,2013,2367.0,627.0,1.0,,4,33.0,0.6,18,4.08,,,,11.35,39.0,2.52,1.0,0.0,13.0,4.0,245.0,50.0,3.0,,0.0,,0.16,320790.0
1037,133,2011,2323.0,626.0,0.0,,0,,0.2,6,0.0,,,,3.78,39.0,0.0,0.0,,,4.0,244.0,48.0,1.0,,,,0.0,
1038,133,2014,,,,,3,,,27,,,,,17.03,,1.89,,,,,,,,,,,,
1039,133,2012,,,,,1,,,10,,,,,6.31,,0.63,,,,,,,,,,,,
1040,134,2018,1600.0,449.0,0.0,,0,48.0,,2,0.0,,,,1.73,41.0,0.0,0.0,,26.0,3.9,185.0,37.0,,,,,0.0,
1041,134,2017,1600.0,449.0,0.0,100.0,28,46.0,0.0,2,0.0,0.0,11.0,94.0,1.73,41.0,24.23,,0.0,25.0,3.9,185.0,36.0,0.0,1063.0,0.0,34.0,,
1042,134,2016,1600.0,449.0,0.0,,0,48.0,1.1,2,0.0,,,,1.73,41.0,0.0,0.0,,26.0,3.9,185.0,35.0,2.0,,,,0.0,
1043,134,2015,1593.0,449.0,0.0,,0,46.0,1.6,4,0.0,,,,3.46,41.0,0.0,2.0,,25.0,3.9,185.0,34.0,3.0,,,,0.45,
1044,134,2013,1590.0,449.0,0.0,,0,42.0,2.7,2,0.0,,,,1.73,41.0,0.0,3.0,0.0,23.0,3.9,185.0,32.0,5.0,,0.0,,0.67,
1045,134,2011,1590.0,449.0,0.0,,0,,2.7,1,0.0,,,,0.87,41.0,0.0,1.0,,,3.9,185.0,30.0,5.0,,,,0.22,
1046,134,2014,,,,,0,,,5,,,,,4.33,,0.0,,,,,,,,,,,,
1047,134,2012,,,,,0,,,1,,,,,0.87,,0.0,,,,,,,,,,,,
1048,135,2018,,555.0,,,0,,,1,,,,,0.71,0.0,0.0,14.0,,,3.9,0.0,,,,,,2.52,
1049,135,2017,,555.0,,89.0,0,,0.0,0,,3.0,7.0,81.0,0.0,0.0,0.0,,0.0,,3.9,0.0,,0.0,833.0,0.0,11.0,,
1050,135,2016,,555.0,,,0,,2.7,0,,,,,0.0,0.0,0.0,12.0,,,3.9,0.0,,3.0,,,,2.16,
1051,135,2015,,555.0,,,0,,0.0,1,,,,,0.71,0.0,0.0,3.0,,,3.9,0.0,,0.0,,,,0.54,
1052,135,2013,,555.0,,,0,,3.6,0,,,,,0.0,0.0,0.0,10.0,0.0,,3.9,0.0,,4.0,,0.0,,1.8,
1053,135,2011,,554.0,,,0,,3.6,0,,,,,0.0,0.0,0.0,5.0,,,3.9,0.0,,4.0,,,,0.9,
1054,135,2014,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
1055,135,2012,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
1056,136,2018,2134.0,844.0,1.0,,3,168.0,,11,1.18,,,,1.6,100.0,0.44,2.0,,20.0,1.2,844.0,17.0,,,,,0.24,
1057,136,2017,2154.0,826.0,0.0,92.0,0,164.0,0.0,5,0.0,9.0,7.0,669.0,0.73,100.0,0.0,,0.0,20.0,1.2,826.0,16.0,0.0,1657.0,0.0,90.0,,
1058,136,2016,2158.0,821.0,0.0,,8,158.0,1.0,9,0.0,,,,1.31,98.0,1.16,1.0,,20.0,1.2,808.0,15.0,8.0,,,,0.12,
1059,136,2015,2139.0,806.0,0.0,,14,142.0,1.4,7,0.0,,,,1.02,100.0,2.03,1.0,,18.0,1.2,806.0,14.0,11.0,,,,0.12,172357.0
1060,136,2013,2143.0,789.0,0.0,,12,113.0,2.2,3,0.0,,,,0.44,100.0,1.74,3.0,0.0,14.0,1.1,789.0,12.0,17.0,,0.0,,0.38,156796.0
1061,136,2011,2139.0,763.0,0.0,,16,,0.7,10,0.0,,,,1.45,100.0,2.32,1.0,,,1.1,763.0,11.0,5.0,,,,0.13,
1062,136,2014,,,,,16,,,5,,,,,0.73,,2.32,,,,,,,,,,,,
1063,136,2012,,,,,11,,,7,,,,,1.02,,1.6,,,,,,,,,,,,
1064,137,2018,1584.0,554.0,6.0,,0,195.0,,3,10.83,,,,0.43,100.0,0.0,3.0,,35.0,0.8,554.0,23.0,,,,,0.54,
1065,137,2017,1584.0,553.0,1.0,81.0,0,200.0,0.0,2,1.81,18.0,17.0,106.0,0.29,100.0,0.0,,0.0,36.0,0.8,553.0,22.0,0.0,1135.0,0.0,37.0,,
1066,137,2016,1584.0,547.0,0.0,,1,197.0,0.9,1,0.0,,,,0.14,99.0,0.14,3.0,,36.0,0.8,543.0,21.0,5.0,,,,0.55,
1067,137,2015,1582.0,548.0,0.0,,6,187.0,3.5,0,0.0,,,,0.0,100.0,0.82,4.0,,34.0,0.8,548.0,20.0,19.0,,,,0.73,107420.0
1068,137,2013,1579.0,551.0,0.0,,1,184.0,3.1,3,0.0,,,,0.41,100.0,0.14,4.0,0.0,33.0,0.8,551.0,18.0,17.0,,0.0,,0.73,95688.0
1069,137,2011,1572.0,545.0,1.0,,3,,1.5,2,1.83,,,,0.27,100.0,0.41,2.0,,,0.8,545.0,17.0,8.0,,,,0.37,
1070,137,2014,,,,,0,,,1,,,,,0.14,,0.0,,,,,,,,,,,,
1071,137,2012,,,,,5,,,5,,,,,0.69,,0.69,,,,,,,,,,,,
1072,138,2018,1144.0,249.0,2.0,,4,109.0,,8,8.03,,,,1.57,100.0,0.79,0.0,,44.0,0.5,249.0,57.0,,,,,0.0,
1073,138,2017,1142.0,250.0,0.0,100.0,2,112.0,0.0,4,0.0,0.0,11.0,211.0,0.79,100.0,0.39,,0.0,45.0,0.5,250.0,56.0,0.0,904.0,0.0,42.0,,
1074,138,2016,1145.0,251.0,0.0,,0,110.0,0.0,4,0.0,,,,0.79,100.0,0.0,7.0,,44.0,0.5,251.0,55.0,0.0,,,,2.79,
1075,138,2015,1139.0,251.0,1.0,,0,106.0,0.0,3,3.98,,,,0.59,100.0,0.0,14.0,,42.0,0.5,251.0,54.0,0.0,,,,5.58,52167.0
1076,138,2013,1138.0,251.0,0.0,,0,116.0,1.7,3,0.0,,,,0.59,100.0,0.0,9.0,0.0,46.0,0.5,251.0,52.0,4.0,,0.0,,3.59,
1077,138,2011,1139.0,252.0,2.0,,0,,0.4,5,7.94,,,,0.98,100.0,0.0,2.0,,,0.5,252.0,50.0,1.0,,,,0.79,
1078,138,2014,,,,,0,,,8,,,,,1.57,,0.0,,,,,,,,,,,,
1079,138,2012,,,,,0,,,3,,,,,0.59,,0.0,,,,,,,,,,,,
1080,139,2018,1291.0,658.0,0.0,,0,165.0,,4,0.0,,,,0.63,76.0,0.0,2.0,,33.0,1.0,500.0,28.0,,,,,0.3,
1081,139,2017,1287.0,660.0,2.0,91.0,5,164.0,0.0,2,3.98,10.0,13.0,392.0,0.31,76.0,0.78,,0.0,33.0,1.0,502.0,27.0,0.0,947.0,0.0,35.0,,
1082,139,2016,1292.0,660.0,0.0,,0,166.0,1.8,8,0.0,,,,1.25,76.0,0.0,9.0,,33.0,1.0,500.0,26.0,9.0,,,,1.36,
1083,139,2015,1293.0,660.0,0.0,,0,165.0,1.8,0,0.0,,,,0.0,76.0,0.0,5.0,,33.0,1.0,502.0,25.0,9.0,,,,0.76,60167.0
1084,139,2013,1289.0,661.0,1.0,,0,164.0,1.4,4,1.99,,,,0.63,76.0,0.0,5.0,0.0,33.0,1.0,503.0,24.0,7.0,,0.0,,0.76,81500.0
1085,139,2011,1290.0,558.0,0.0,,0,,1.6,7,0.0,,,,1.1,91.0,0.0,2.0,,,0.9,506.0,22.0,8.0,,,,0.36,
1086,139,2014,,,,,0,,,2,,,,,0.31,,0.0,,,,,,,,,,,,
1087,139,2012,,,,,0,,,1,,,,,0.16,,0.0,,,,,,,,,,,,
