,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
2171,277,2015,2113.0,665.0,0.0,,57,113.0,1.5,2,0.0,,,,0.22,100.0,6.19,1.0,,17.0,0.7,665.0,14.0,10.0,,,,0.15,185769.0
2172,277,2013,2099.0,602.0,0.0,,50,100.0,1.0,3,0.0,,,,0.33,100.0,5.43,0.0,0.0,17.0,0.7,602.0,14.0,6.0,,0.0,,0.0,180875.0
2173,277,2011,2037.0,533.0,0.0,,24,,1.5,6,0.0,,,,0.65,100.0,2.61,0.0,,,0.6,533.0,13.0,8.0,,,,0.0,
2174,277,2014,,,,,76,,,2,,,,,0.22,,8.25,,,,,,,,,,,,
2175,277,2012,,,,,39,,,2,,,,,0.22,,4.23,,,,,,,,,,,,
2176,278,2018,2140.0,852.0,0.0,,9,39.0,,1,0.0,,,,0.58,18.0,5.19,0.0,,25.0,4.9,156.0,16.0,,,,,0.0,
2177,278,2017,2140.0,852.0,0.0,88.0,0,36.0,0.0,1,0.0,7.0,9.0,43.0,0.58,18.0,0.0,,0.0,23.0,4.9,156.0,15.0,0.0,1068.0,0.0,24.0,,
2178,278,2016,2143.0,852.0,0.0,,0,34.0,1.9,1,0.0,,,,0.58,18.0,0.0,0.0,,22.0,4.9,155.0,13.0,3.0,,,,0.0,
2179,278,2015,2140.0,852.0,0.0,,0,29.0,1.9,0,0.0,,,,0.0,18.0,0.0,1.0,,19.0,4.9,156.0,13.0,3.0,,,,0.12,153083.0
2180,278,2013,2140.0,852.0,0.0,,1,20.0,1.9,0,0.0,,,,0.0,18.0,0.58,2.0,0.0,13.0,4.9,156.0,11.0,3.0,,0.0,,0.23,147938.0
2181,278,2011,2114.0,841.0,0.0,,16,,2.1,2,0.0,,,,1.15,17.0,9.25,0.0,,,4.9,145.0,9.0,3.0,,,,0.0,
2182,278,2014,,,,,0,,,1,,,,,0.58,,0.0,,,,,,,,,,,,
2183,278,2012,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
2184,279,2018,,870.0,,,0,,,0,,,,,0.0,0.0,0.0,0.0,,,7.4,0.0,,,,,,0.0,
2185,279,2017,,870.0,,88.0,0,,0.0,0,,8.0,7.0,48.0,0.0,0.0,0.0,,0.0,,7.4,0.0,,0.0,1112.0,0.0,18.0,,
2186,279,2016,,870.0,,,0,,0.8,1,,,,,0.85,0.0,0.0,1.0,,,7.4,0.0,,3.0,,,,0.11,
2187,279,2015,,870.0,,,0,,1.1,0,,,,,0.0,0.0,0.0,1.0,,,7.4,0.0,,4.0,,,,0.11,106594.0
2188,279,2013,,870.0,,,0,,0.8,0,,,,,0.0,0.0,0.0,2.0,0.0,,7.4,0.0,,3.0,,0.0,,0.23,105393.0
2189,279,2011,,870.0,,,0,,2.1,0,,,,,0.0,0.0,0.0,0.0,,,7.4,0.0,,8.0,,,,0.0,
2190,279,2014,,,,,0,,,0,,,,,0.0,,0.0,,,,,,,,,,,,
2191,279,2012,,,,,0,,,96,,,,,81.32,,0.0,,,,,,,,,,,,
2192,280,2018,1526.0,411.0,1.0,,1,147.0,,1,2.43,,,,0.11,100.0,0.11,8.0,,36.0,0.5,411.0,25.0,,,,,1.95,
2193,280,2017,1524.0,408.0,0.0,92.0,1,148.0,0.0,3,0.0,7.0,9.0,93.0,0.33,100.0,0.11,,0.0,36.0,0.5,408.0,25.0,0.0,842.0,0.0,49.0,,
2194,280,2016,1559.0,409.0,1.0,,1,120.0,2.5,9,2.94,,,,0.98,83.0,0.11,10.0,,35.0,0.4,340.0,22.0,10.0,,,,2.44,
2195,280,2015,1525.0,408.0,0.0,,0,147.0,3.9,7,0.0,,,,0.76,100.0,0.0,8.0,,36.0,0.5,408.0,23.0,16.0,,,,1.96,85500.0
2196,280,2013,1513.0,398.0,1.0,,1,141.0,2.5,2,2.51,,,,0.22,100.0,0.11,5.0,0.0,35.0,0.4,398.0,21.0,10.0,,0.0,,1.26,72033.0
2197,280,2011,1502.0,401.0,0.0,,0,,2.8,2,0.0,,,,0.22,100.0,0.0,1.0,,,0.4,401.0,20.0,11.0,,,,0.25,
2198,280,2014,,,,,2,,,3,,,,,0.33,,0.22,,,,,,,,,,,,
