,NPA,year,hispanic_latino_moe,asian_population_moe,age_of_residents_moe,youth_population,black_population_moe,white_population_moe,all_other_races,white_population,youth_population_moe,all_other_races_moe,hispanic_latino,vacant_land_area,age_of_residents,black_population,asian_population,vacant_land,older_adult_population,area,population_density,population,older_adult_population_moe
2019,342,2017,10.0,6.0,,5.0,14.0,22.0,16.0,53.0,7.0,26.0,9.0,4.0,29.0,14.0,8.0,1.4,7.0,,2.0,616.0,10.0
2020,342,2016,,,,,,,,,,,,4.0,,,,1.4,,,2.0,615.0,
2021,342,2011,,,,,,,,,,,,4.0,,,,1.4,,,,,
2022,343,2015,,,,,,,,,,,,10.84,,,,4.2,,260.0,6.0,1618.0,
2023,343,2013,,,,,,,,,,,,12.0,,,,4.7,,260.0,7.0,1728.0,
2024,343,2018,,,,,,,,,,,,11.0,,,,4.2,,,8.0,2109.0,
2025,343,2017,9.0,5.0,3.0,14.0,8.0,7.0,4.0,61.0,6.0,7.0,13.0,11.0,34.0,16.0,5.0,4.2,2.0,,6.0,1643.0,2.0
2026,343,2016,,,,,,,,,,,,11.0,,,,4.2,,,6.0,1637.0,
2027,343,2011,,,,,,,,,,,,12.0,,,,4.7,,,,,
2028,344,2015,,,,,,,,,,,,36.38,,,,13.9,,262.0,6.0,1640.0,
2029,344,2013,,,,,,,,,,,,36.0,,,,13.9,,262.0,6.0,1486.0,
2030,344,2018,,,,,,,,,,,,36.0,,,,13.9,,,7.0,1841.0,
2031,344,2017,11.0,2.0,2.0,13.0,11.0,9.0,2.0,50.0,5.0,5.0,17.0,36.0,33.0,30.0,2.0,13.9,6.0,,7.0,1771.0,3.0
2032,344,2016,,,,,,,,,,,,36.0,,,,13.9,,,6.0,1668.0,
2033,344,2011,,,,,,,,,,,,36.0,,,,13.9,,,,,
2034,345,2015,,,,,,,,,,,,160.61,,,,24.0,,655.0,1.0,933.0,
2035,345,2013,,,,,,,,,,,,161.0,,,,24.0,,668.0,1.0,927.0,
2036,345,2018,,,,,,,,,,,,161.0,,,,24.5,,,1.0,947.0,
2037,345,2017,6.0,1.0,4.0,30.0,33.0,14.0,4.0,56.0,2.0,8.0,5.0,161.0,25.0,35.0,0.0,24.5,4.0,,1.0,939.0,3.0
2038,345,2016,,,,,,,,,,,,161.0,,,,24.5,,,1.0,937.0,
2039,345,2011,,,,,,,,,,,,161.0,,,,24.0,,,,,
2040,346,2015,,,,,,,,,,,,55.62,,,,7.6,,730.0,4.0,2850.0,
2041,346,2013,,,,,,,,,,,,56.0,,,,7.6,,730.0,4.0,2811.0,
2042,346,2018,,,,,,,,,,,,56.0,,,,7.6,,,4.0,2887.0,
2043,346,2017,7.0,2.0,4.0,28.0,12.0,3.0,1.0,9.0,7.0,2.0,7.0,56.0,31.0,70.0,13.0,7.6,8.0,,4.0,2891.0,2.0
2044,346,2016,,,,,,,,,,,,56.0,,,,7.6,,,4.0,2882.0,
2045,346,2011,,,,,,,,,,,,56.0,,,,7.6,,,,,
2046,347,2015,,,,,,,,,,,,22.19,,,,15.9,,140.0,6.0,864.0,
2047,347,2013,,,,,,,,,,,,23.0,,,,16.7,,140.0,5.0,660.0,
2048,347,2018,,,,,,,,,,,,22.0,,,,15.9,,,6.0,893.0,
2049,347,2017,2.0,2.0,6.0,25.0,17.0,6.0,4.0,6.0,10.0,10.0,1.0,22.0,27.0,89.0,0.0,15.9,4.0,,6.0,871.0,5.0
2050,347,2016,,,,,,,,,,,,22.0,,,,15.9,,,6.0,865.0,
2051,347,2011,,,,,,,,,,,,23.0,,,,16.7,,,,,
2052,348,2015,,,,,,,,,,,,277.16,,,,17.4,,1591.0,2.0,3200.0,
2053,348,2013,,,,,,,,,,,,277.0,,,,17.4,,1591.0,2.0,3170.0,
2054,348,2018,,,,,,,,,,,,277.0,,,,17.4,,,2.0,3247.0,
2055,348,2017,6.0,2.0,,30.0,13.0,6.0,4.0,52.0,6.0,4.0,5.0,277.0,36.0,38.0,1.0,17.4,13.0,,2.0,3240.0,2.0
2056,348,2016,,,,,,,,,,,,277.0,,,,17.4,,,2.0,3206.0,
2057,348,2011,,,,,,,,,,,,277.0,,,,17.4,,,,,
2058,349,2015,,,,,,,,,,,,8.15,,,,2.7,,297.0,7.0,2030.0,
2059,349,2013,,,,,,,,,,,,8.0,,,,2.7,,297.0,7.0,2002.0,
2060,349,2018,,,,,,,,,,,,7.0,,,,2.3,,,5.0,1600.0,
2061,349,2017,17.0,9.0,4.0,23.0,8.0,17.0,1.0,52.0,6.0,4.0,13.0,7.0,31.0,19.0,15.0,2.3,8.0,,5.0,1621.0,4.0
2062,349,2016,,,,,,,,,,,,7.0,,,,2.3,,,7.0,2037.0,
2063,349,2011,,,,,,,,,,,,8.0,,,,2.7,,,,,
2064,350,2015,,,,,,,,,,,,0.53,,,,0.2,,312.0,5.0,1581.0,
2065,350,2013,,,,,,,,,,,,1.0,,,,0.2,,312.0,5.0,1559.0,
2066,350,2018,,,,,,,,,,,,0.0,,,,0.0,,,5.0,1505.0,
2067,350,2017,4.0,2.0,4.0,21.0,1.0,10.0,0.0,94.0,7.0,3.0,5.0,0.0,40.0,0.0,1.0,0.0,14.0,,5.0,1501.0,6.0
2068,350,2016,,,,,,,,,,,,0.0,,,,0.0,,,5.0,1586.0,
2069,350,2011,,,,,,,,,,,,1.0,,,,0.2,,,,,
2070,351,2015,,,,,,,,,,,,19.11,,,,9.5,,202.0,6.0,1201.0,
2071,351,2013,,,,,,,,,,,,19.0,,,,9.5,,202.0,5.0,1093.0,
2072,351,2018,,,,,,,,,,,,19.0,,,,9.4,,,6.0,1240.0,
2073,351,2017,4.0,4.0,5.0,29.0,14.0,9.0,0.0,75.0,7.0,4.0,4.0,19.0,37.0,18.0,3.0,9.4,15.0,,6.0,1226.0,5.0
2074,351,2016,,,,,,,,,,,,19.0,,,,9.5,,,6.0,1210.0,
2075,351,2011,,,,,,,,,,,,19.0,,,,9.2,,,,,
2076,352,2015,,,,,,,,,,,,4.76,,,,1.9,,254.0,10.0,2501.0,
2077,352,2013,,,,,,,,,,,,5.0,,,,1.9,,254.0,10.0,2499.0,
2078,352,2018,,,,,,,,,,,,5.0,,,,1.9,,,10.0,2501.0,
2079,352,2017,2.0,10.0,7.0,28.0,3.0,7.0,3.0,76.0,6.0,5.0,3.0,5.0,37.0,7.0,12.0,1.9,11.0,,10.0,2501.0,4.0
2080,352,2016,,,,,,,,,,,,5.0,,,,1.9,,,10.0,2501.0,
2081,352,2011,,,,,,,,,,,,5.0,,,,1.9,,,,,
2082,353,2015,,,,,,,,,,,,14.07,,,,2.1,,686.0,4.0,2610.0,
2083,353,2013,,,,,,,,,,,,14.0,,,,2.1,,686.0,4.0,2552.0,
2084,353,2018,,,,,,,,,,,,14.0,,,,2.1,,,4.0,2610.0,
2085,353,2017,6.0,4.0,4.0,23.0,3.0,6.0,1.0,87.0,6.0,3.0,4.0,14.0,39.0,2.0,7.0,2.1,17.0,,4.0,2605.0,6.0
2086,353,2016,,,,,,,,,,,,14.0,,,,2.1,,,4.0,2613.0,
2087,353,2011,,,,,,,,,,,,14.0,,,,2.1,,,,,
2088,354,2015,,,,,,,,,,,,3.71,,,,1.5,,256.0,7.0,1791.0,
2089,354,2013,,,,,,,,,,,,4.0,,,,1.5,,256.0,7.0,1791.0,
2090,354,2018,,,,,,,,,,,,4.0,,,,1.4,,,7.0,1791.0,
2091,354,2017,2.0,8.0,2.0,17.0,20.0,7.0,4.0,55.0,11.0,6.0,3.0,4.0,30.0,28.0,10.0,1.4,8.0,,7.0,1791.0,3.0
2092,354,2016,,,,,,,,,,,,4.0,,,,1.5,,,7.0,1791.0,
2093,354,2011,,,,,,,,,,,,4.0,,,,1.5,,,,,
2094,355,2015,,,,,,,,,,,,12.22,,,,1.9,,637.0,3.0,2119.0,
2095,355,2013,,,,,,,,,,,,12.0,,,,1.9,,634.0,3.0,2119.0,
2096,355,2018,,,,,,,,,,,,12.0,,,,1.9,,,3.0,2119.0,
2097,355,2017,3.0,13.0,1.0,23.0,8.0,9.0,6.0,38.0,7.0,9.0,3.0,12.0,33.0,5.0,47.0,1.9,5.0,,3.0,2119.0,3.0
2098,355,2016,,,,,,,,,,,,12.0,,,,1.9,,,3.0,2119.0,
2099,355,2011,,,,,,,,,,,,12.0,,,,1.9,,,,,
2100,356,2015,,,,,,,,,,,,61.23,,,,6.3,,976.0,5.0,4825.0,
2101,356,2013,,,,,,,,,,,,65.0,,,,6.6,,977.0,5.0,4806.0,
2102,356,2018,,,,,,,,,,,,61.0,,,,6.3,,,5.0,4939.0,
2103,356,2017,6.0,5.0,,30.0,8.0,4.0,2.0,69.0,4.0,3.0,10.0,61.0,41.0,9.0,11.0,6.3,9.0,,5.0,4852.0,2.0
2104,356,2016,,,,,,,,,,,,61.0,,,,6.3,,,5.0,4847.0,
2105,356,2011,,,,,,,,,,,,57.0,,,,5.8,,,,,
2106,357,2015,,,,,,,,,,,,9.3,,,,2.7,,346.0,8.0,2687.0,
2107,357,2013,,,,,,,,,,,,9.0,,,,2.7,,346.0,7.0,2583.0,
2108,357,2018,,,,,,,,,,,,9.0,,,,2.7,,,8.0,2719.0,
2109,357,2017,6.0,9.0,,12.0,9.0,13.0,2.0,67.0,5.0,3.0,7.0,9.0,41.0,15.0,9.0,2.7,15.0,,8.0,2701.0,3.0
2110,357,2016,,,,,,,,,,,,9.0,,,,2.7,,,8.0,2692.0,
2111,357,2011,,,,,,,,,,,,9.0,,,,2.7,,,,,
2112,358,2015,,,,,,,,,,,,6.08,,,,0.7,,823.0,4.0,3203.0,
2113,358,2013,,,,,,,,,,,,6.0,,,,0.7,,823.0,4.0,3173.0,
2114,358,2018,,,,,,,,,,,,5.0,,,,0.6,,,5.0,4100.0,
2115,358,2017,1.0,1.0,,22.0,3.0,2.0,2.0,92.0,4.0,4.0,1.0,5.0,41.0,4.0,1.0,0.6,18.0,,4.0,2991.0,4.0
2116,358,2016,,,,,,,,,,,,5.0,,,,0.6,,,4.0,3559.0,
2117,358,2011,,,,,,,,,,,,14.0,,,,1.7,,,,,
2118,359,2015,,,,,,,,,,,,15.29,,,,3.7,,416.0,5.0,2252.0,
2119,359,2013,,,,,,,,,,,,17.0,,,,4.0,,416.0,5.0,2245.0,
2120,359,2018,,,,,,,,,,,,13.0,,,,3.0,,,5.0,2273.0,
2121,359,2017,7.0,1.0,,21.0,1.0,7.0,1.0,90.0,7.0,3.0,9.0,13.0,48.0,0.0,0.0,3.0,28.0,,5.0,2256.0,6.0
2122,359,2016,,,,,,,,,,,,13.0,,,,3.0,,,5.0,2257.0,
2123,359,2011,,,,,,,,,,,,17.0,,,,4.0,,,,,
2124,360,2015,,,,,,,,,,,,385.52,,,,27.2,,1419.0,3.0,4396.0,
2125,360,2013,,,,,,,,,,,,386.0,,,,27.2,,1419.0,3.0,4230.0,
2126,360,2018,,,,,,,,,,,,386.0,,,,27.2,,,3.0,4531.0,
2127,360,2017,6.0,4.0,,32.0,8.0,6.0,2.0,31.0,5.0,3.0,15.0,385.0,33.0,46.0,6.0,27.2,5.0,,3.0,4432.0,2.0
2128,360,2016,,,,,,,,,,,,386.0,,,,27.2,,,3.0,4411.0,
2129,360,2011,,,,,,,,,,,,386.0,,,,27.2,,,,,
2130,361,2015,,,,,,,,,,,,98.16,,,,19.8,,496.0,2.0,1140.0,
2131,361,2013,,,,,,,,,,,,99.0,,,,20.0,,496.0,2.0,1124.0,
2132,361,2018,,,,,,,,,,,,104.0,,,,20.9,,,4.0,2175.0,
2133,361,2017,5.0,2.0,,13.0,13.0,6.0,6.0,14.0,6.0,11.0,7.0,104.0,37.0,73.0,1.0,20.9,10.0,,4.0,1903.0,6.0
2134,361,2016,,,,,,,,,,,,104.0,,,,20.9,,,3.0,1509.0,
2135,361,2011,,,,,,,,,,,,99.0,,,,20.0,,,,,
2136,362,2015,,,,,,,,,,,,22.41,,,,2.8,,814.0,4.0,3184.0,
2137,362,2013,,,,,,,,,,,,22.0,,,,2.8,,814.0,4.0,3089.0,
2138,362,2018,,,,,,,,,,,,22.0,,,,2.8,,,4.0,3156.0,
2139,362,2017,5.0,3.0,,26.0,5.0,1.0,1.0,1.0,4.0,3.0,7.0,22.0,40.0,89.0,2.0,2.8,13.0,,4.0,3159.0,3.0
2140,362,2016,,,,,,,,,,,,22.0,,,,2.8,,,4.0,3174.0,
2141,362,2011,,,,,,,,,,,,22.0,,,,2.8,,,,,
2142,363,2015,,,,,,,,,,,,262.12,,,,19.3,,1361.0,2.0,2967.0,
2143,363,2013,,,,,,,,,,,,262.0,,,,19.3,,1361.0,2.0,2912.0,
2144,363,2018,,,,,,,,,,,,262.0,,,,19.3,,,2.0,2981.0,
2145,363,2017,1.0,1.0,,20.0,19.0,4.0,12.0,6.0,5.0,11.0,1.0,262.0,34.0,81.0,1.0,19.3,13.0,,2.0,2963.0,3.0
2146,363,2016,,,,,,,,,,,,262.0,,,,19.3,,,2.0,2983.0,
2147,363,2011,,,,,,,,,,,,262.0,,,,19.3,,,,,
2148,364,2015,,,,,,,,,,,,19.38,,,,4.0,,483.0,6.0,2852.0,
2149,364,2013,,,,,,,,,,,,19.0,,,,4.0,,483.0,6.0,2745.0,
2150,364,2018,,,,,,,,,,,,19.0,,,,4.0,,,6.0,2946.0,
2151,364,2017,1.0,1.0,,30.0,1.0,1.0,2.0,96.0,5.0,4.0,1.0,19.0,43.0,0.0,1.0,4.0,21.0,,6.0,2875.0,4.0
2152,364,2016,,,,,,,,,,,,19.0,,,,4.0,,,6.0,2864.0,
2153,364,2011,,,,,,,,,,,,19.0,,,,4.0,,,,,
2154,365,2015,,,,,,,,,,,,10.06,,,,3.8,,270.0,6.0,1686.0,
2155,365,2013,,,,,,,,,,,,10.0,,,,3.8,,269.0,6.0,1657.0,
2156,365,2018,,,,,,,,,,,,10.0,,,,3.8,,,6.0,1699.0,
2157,365,2017,12.0,1.0,,18.0,14.0,7.0,1.0,56.0,7.0,5.0,15.0,10.0,36.0,29.0,0.0,3.8,13.0,,6.0,1700.0,5.0
2158,365,2016,,,,,,,,,,,,10.0,,,,3.7,,,6.0,1710.0,
2159,365,2011,,,,,,,,,,,,10.0,,,,3.8,,,,,
2160,366,2015,,,,,,,,,,,,12.53,,,,3.6,,348.0,2.0,796.0,
2161,366,2013,,,,,,,,,,,,13.0,,,,3.6,,348.0,2.0,738.0,
2162,366,2018,,,,,,,,,,,,13.0,,,,3.6,,,2.0,781.0,
2163,366,2017,10.0,3.0,,17.0,8.0,13.0,5.0,61.0,6.0,11.0,14.0,13.0,37.0,19.0,2.0,3.6,5.0,,2.0,784.0,4.0
2164,366,2016,,,,,,,,,,,,13.0,,,,3.6,,,2.0,784.0,
2165,366,2011,,,,,,,,,,,,13.0,,,,3.6,,,,,
2166,367,2015,,,,,,,,,,,,19.16,,,,2.6,,731.0,7.0,4866.0,
2167,367,2013,,,,,,,,,,,,18.0,,,,2.5,,731.0,6.0,4469.0,
2168,367,2018,,,,,,,,,,,,19.0,,,,2.6,,,8.0,5607.0,
2169,367,2017,1.0,1.0,,15.0,3.0,4.0,3.0,88.0,3.0,3.0,2.0,19.0,32.0,6.0,2.0,2.6,5.0,,8.0,5556.0,2.0
2170,367,2016,,,,,,,,,,,,19.0,,,,2.6,,,8.0,5562.0,
2171,367,2011,,,,,,,,,,,,18.0,,,,2.5,,,,,
2172,368,2015,,,,,,,,,,,,50.79,,,,4.6,,1111.0,3.0,3038.0,
2173,368,2013,,,,,,,,,,,,51.0,,,,4.6,,1111.0,3.0,3038.0,
2174,368,2018,,,,,,,,,,,,51.0,,,,4.6,,,3.0,3038.0,
2175,368,2017,7.0,5.0,,19.0,4.0,6.0,2.0,59.0,5.0,3.0,20.0,51.0,35.0,13.0,6.0,4.6,11.0,,3.0,3038.0,3.0
2176,368,2016,,,,,,,,,,,,51.0,,,,4.6,,,3.0,3038.0,
2177,368,2011,,,,,,,,,,,,51.0,,,,4.6,,,,,
2178,369,2015,,,,,,,,,,,,28.22,,,,8.6,,329.0,3.0,1022.0,
2179,369,2013,,,,,,,,,,,,28.0,,,,8.6,,329.0,4.0,1269.0,
2180,369,2018,,,,,,,,,,,,28.0,,,,8.6,,,3.0,1118.0,
2181,369,2017,6.0,1.0,,29.0,9.0,7.0,2.0,7.0,5.0,6.0,9.0,28.0,33.0,82.0,0.0,8.6,11.0,,3.0,1109.0,3.0
2182,369,2016,,,,,,,,,,,,28.0,,,,8.6,,,3.0,1144.0,
2183,369,2011,,,,,,,,,,,,28.0,,,,8.6,,,,,
2184,370,2015,,,,,,,,,,,,46.48,,,,9.9,,472.0,7.0,3218.0,
2185,370,2013,,,,,,,,,,,,46.0,,,,9.9,,472.0,7.0,3134.0,
2186,370,2018,,,,,,,,,,,,47.0,,,,9.9,,,7.0,3332.0,
2187,370,2017,3.0,1.0,,42.0,6.0,3.0,2.0,5.0,5.0,3.0,4.0,47.0,24.0,88.0,1.0,9.9,6.0,,7.0,3274.0,2.0
2188,370,2016,,,,,,,,,,,,46.0,,,,9.9,,,7.0,3257.0,
2189,370,2011,,,,,,,,,,,,46.0,,,,9.9,,,,,
2190,371,2015,,,,,,,,,,,,107.75,,,,7.7,,1395.0,4.0,5976.0,
2191,371,2013,,,,,,,,,,,,108.0,,,,7.7,,1395.0,4.0,5765.0,
2192,371,2018,,,,,,,,,,,,108.0,,,,7.7,,,4.0,6038.0,
2193,371,2017,7.0,0.0,,27.0,5.0,3.0,1.0,6.0,4.0,2.0,25.0,108.0,37.0,67.0,0.0,7.7,14.0,,4.0,6056.0,2.0
2194,371,2016,,,,,,,,,,,,108.0,,,,7.7,,,4.0,6089.0,
2195,371,2011,,,,,,,,,,,,108.0,,,,7.7,,,,,
2196,372,2015,,,,,,,,,,,,107.66,,,,5.5,,1956.0,6.0,11779.0,
2197,372,2013,,,,,,,,,,,,108.0,,,,5.5,,1967.0,6.0,11745.0,
2198,372,2018,,,,,,,,,,,,108.0,,,,5.5,,,6.0,11922.0,
2199,372,2017,2.0,1.0,,30.0,3.0,3.0,3.0,58.0,3.0,2.0,6.0,108.0,38.0,31.0,2.0,5.5,12.0,,6.0,11919.0,1.0
2200,372,2016,,,,,,,,,,,,108.0,,,,5.5,,,6.0,11854.0,
2201,372,2011,,,,,,,,,,,,134.0,,,,6.8,,,,,
2202,373,2015,,,,,,,,,,,,19.19,,,,2.3,,855.0,3.0,2513.0,
2203,373,2013,,,,,,,,,,,,11.0,,,,1.3,,855.0,3.0,2500.0,
2204,373,2018,,,,,,,,,,,,19.0,,,,2.3,,,3.0,2589.0,
2205,373,2017,3.0,3.0,,20.0,1.0,5.0,1.0,92.0,6.0,3.0,4.0,19.0,46.0,1.0,2.0,2.3,18.0,,3.0,2550.0,3.0
2206,373,2016,,,,,,,,,,,,19.0,,,,2.3,,,3.0,2549.0,
2207,373,2011,,,,,,,,,,,,11.0,,,,1.3,,,,,
2208,374,2015,,,,,,,,,,,,58.3,,,,14.0,,417.0,6.0,2487.0,
2209,374,2013,,,,,,,,,,,,58.0,,,,14.0,,417.0,6.0,2483.0,
2210,374,2018,,,,,,,,,,,,58.0,,,,14.0,,,6.0,2558.0,
2211,374,2017,9.0,1.0,,24.0,6.0,2.0,0.0,2.0,6.0,3.0,15.0,58.0,41.0,81.0,0.0,14.0,14.0,,6.0,2557.0,4.0
2212,374,2016,,,,,,,,,,,,58.0,,,,14.0,,,6.0,2520.0,
2213,374,2011,,,,,,,,,,,,58.0,,,,14.0,,,,,
2214,375,2015,,,,,,,,,,,,19.04,,,,1.9,,990.0,2.0,2401.0,
2215,375,2013,,,,,,,,,,,,19.0,,,,1.9,,990.0,2.0,2371.0,
2216,375,2018,,,,,,,,,,,,19.0,,,,1.9,,,3.0,2587.0,
2217,375,2017,2.0,1.0,,33.0,17.0,22.0,1.0,85.0,8.0,3.0,1.0,19.0,41.0,12.0,1.0,1.9,19.0,,2.0,2407.0,3.0
2218,375,2016,,,,,,,,,,,,19.0,,,,1.9,,,2.0,2407.0,
2219,375,2011,,,,,,,,,,,,19.0,,,,1.9,,,,,
2220,376,2015,,,,,,,,,,,,190.86,,,,16.6,,1151.0,3.0,3995.0,
2221,376,2013,,,,,,,,,,,,191.0,,,,16.6,,1151.0,3.0,3940.0,
2222,376,2018,,,,,,,,,,,,191.0,,,,16.6,,,4.0,4158.0,
2223,376,2017,3.0,2.0,,24.0,8.0,5.0,5.0,47.0,4.0,4.0,3.0,191.0,38.0,42.0,3.0,16.6,9.0,,4.0,4155.0,3.0
2224,376,2016,,,,,,,,,,,,191.0,,,,16.6,,,4.0,4161.0,
2225,376,2011,,,,,,,,,,,,191.0,,,,16.6,,,,,
2226,377,2015,,,,,,,,,,,,104.79,,,,9.7,,1081.0,5.0,5595.0,
2227,377,2013,,,,,,,,,,,,105.0,,,,9.7,,1081.0,5.0,5510.0,
2228,377,2018,,,,,,,,,,,,105.0,,,,9.7,,,5.0,5772.0,
2229,377,2017,13.0,4.0,,31.0,11.0,5.0,3.0,22.0,6.0,4.0,14.0,105.0,33.0,58.0,3.0,9.7,5.0,,5.0,5769.0,2.0
2230,377,2016,,,,,,,,,,,,105.0,,,,9.7,,,5.0,5686.0,
2231,377,2011,,,,,,,,,,,,105.0,,,,9.7,,,,,
2232,378,2015,,,,,,,,,,,,33.12,,,,3.6,,914.0,5.0,4350.0,
2233,378,2013,,,,,,,,,,,,34.0,,,,3.7,,914.0,5.0,4233.0,
2234,378,2018,,,,,,,,,,,,33.0,,,,3.6,,,5.0,4883.0,
2235,378,2017,1.0,1.0,,19.0,3.0,3.0,3.0,91.0,4.0,4.0,0.0,33.0,35.0,4.0,1.0,3.6,9.0,,5.0,4384.0,3.0
2236,378,2016,,,,,,,,,,,,33.0,,,,3.6,,,5.0,4397.0,
2237,378,2011,,,,,,,,,,,,33.0,,,,3.7,,,,,
2238,379,2015,,,,,,,,,,,,29.17,,,,2.7,,1074.0,4.0,4202.0,
2239,379,2013,,,,,,,,,,,,59.0,,,,5.5,,1074.0,4.0,4160.0,
2240,379,2018,,,,,,,,,,,,29.0,,,,2.7,,,4.0,4335.0,
2241,379,2017,2.0,3.0,,32.0,4.0,5.0,1.0,84.0,4.0,2.0,3.0,30.0,45.0,4.0,8.0,2.8,10.0,,4.0,4293.0,3.0
2242,379,2016,,,,,,,,,,,,29.0,,,,2.7,,,4.0,4212.0,
2243,379,2011,,,,,,,,,,,,59.0,,,,5.5,,,,,
2244,380,2015,,,,,,,,,,,,53.26,,,,2.8,,1882.0,3.0,5726.0,
2245,380,2013,,,,,,,,,,,,53.0,,,,2.8,,1881.0,3.0,5700.0,
2246,380,2018,,,,,,,,,,,,53.0,,,,2.8,,,3.0,5763.0,
2247,380,2017,2.0,2.0,,31.0,2.0,5.0,2.0,85.0,3.0,2.0,4.0,53.0,40.0,4.0,6.0,2.8,11.0,,3.0,5739.0,2.0
2248,380,2016,,,,,,,,,,,,53.0,,,,2.8,,,3.0,5722.0,
2249,380,2011,,,,,,,,,,,,54.0,,,,2.9,,,,,
2250,381,2015,,,,,,,,,,,,7.92,,,,1.6,,492.0,6.0,3092.0,
2251,381,2013,,,,,,,,,,,,8.0,,,,1.6,,493.0,6.0,3071.0,
2252,381,2018,,,,,,,,,,,,8.0,,,,1.6,,,7.0,3450.0,
2253,381,2017,7.0,1.0,,14.0,5.0,2.0,3.0,77.0,4.0,5.0,8.0,8.0,33.0,10.0,2.0,1.6,8.0,,7.0,3547.0,3.0
2254,381,2016,,,,,,,,,,,,8.0,,,,1.6,,,7.0,3662.0,
2255,381,2011,,,,,,,,,,,,13.0,,,,2.6,,,,,
2256,382,2015,,,,,,,,,,,,48.99,,,,11.3,,434.0,7.0,3050.0,
2257,382,2013,,,,,,,,,,,,49.0,,,,11.3,,434.0,7.0,3015.0,
2258,382,2018,,,,,,,,,,,,49.0,,,,11.3,,,7.0,3087.0,
2259,382,2017,3.0,1.0,,17.0,11.0,5.0,2.0,18.0,5.0,3.0,4.0,49.0,24.0,74.0,1.0,11.3,9.0,,7.0,3005.0,3.0
2260,382,2016,,,,,,,,,,,,49.0,,,,11.3,,,7.0,3033.0,
2261,382,2011,,,,,,,,,,,,50.0,,,,11.5,,,,,
2262,383,2015,,,,,,,,,,,,17.41,,,,2.8,,618.0,7.0,4093.0,
2263,383,2013,,,,,,,,,,,,17.0,,,,2.8,,618.0,7.0,4077.0,
2264,383,2018,,,,,,,,,,,,17.0,,,,2.8,,,7.0,4141.0,
2265,383,2017,9.0,2.0,,30.0,4.0,6.0,1.0,36.0,4.0,2.0,51.0,17.0,30.0,11.0,2.0,2.8,8.0,,7.0,4140.0,2.0
2266,383,2016,,,,,,,,,,,,17.0,,,,2.8,,,7.0,4136.0,
2267,383,2011,,,,,,,,,,,,17.0,,,,2.8,,,,,
2268,384,2015,,,,,,,,,,,,10.91,,,,3.1,,347.0,11.0,3661.0,
2269,384,2013,,,,,,,,,,,,23.0,,,,6.7,,347.0,9.0,3122.0,
2270,384,2018,,,,,,,,,,,,11.0,,,,3.1,,,15.0,5235.0,
2271,384,2017,2.0,3.0,,7.0,6.0,11.0,5.0,67.0,4.0,7.0,6.0,11.0,28.0,17.0,5.0,3.1,6.0,,14.0,4844.0,3.0
2272,384,2016,,,,,,,,,,,,11.0,,,,3.1,,,11.0,3648.0,
2273,384,2011,,,,,,,,,,,,19.0,,,,5.5,,,,,
2274,385,2015,,,,,,,,,,,,68.1,,,,8.6,,792.0,6.0,4811.0,
2275,385,2013,,,,,,,,,,,,68.0,,,,8.6,,792.0,6.0,4371.0,
2276,385,2018,,,,,,,,,,,,68.0,,,,8.6,,,6.0,4979.0,
2277,385,2017,5.0,3.0,,30.0,8.0,4.0,2.0,10.0,4.0,3.0,8.0,68.0,30.0,76.0,4.0,8.6,10.0,,6.0,4927.0,2.0
2278,385,2016,,,,,,,,,,,,68.0,,,,8.6,,,6.0,4853.0,
2279,385,2011,,,,,,,,,,,,68.0,,,,8.6,,,,,
2280,386,2015,,,,,,,,,,,,22.71,,,,8.2,,278.0,7.0,1955.0,
2281,386,2013,,,,,,,,,,,,24.0,,,,8.6,,278.0,7.0,1898.0,
2282,386,2018,,,,,,,,,,,,23.0,,,,8.2,,,7.0,2027.0,
2283,386,2017,3.0,3.0,,16.0,12.0,5.0,1.0,25.0,5.0,4.0,3.0,23.0,35.0,68.0,2.0,8.2,9.0,,7.0,1920.0,3.0
2284,386,2016,,,,,,,,,,,,23.0,,,,8.2,,,7.0,1958.0,
2285,386,2011,,,,,,,,,,,,24.0,,,,8.6,,,,,
2286,387,2015,,,,,,,,,,,,313.3,,,,17.5,,1780.0,1.0,2327.0,
2287,387,2013,,,,,,,,,,,,313.0,,,,17.5,,1788.0,1.0,2282.0,
2288,387,2018,,,,,,,,,,,,313.0,,,,17.6,,,1.0,2339.0,
2289,387,2017,5.0,1.0,,26.0,10.0,6.0,3.0,14.0,5.0,5.0,5.0,313.0,36.0,78.0,0.0,17.6,13.0,,1.0,2307.0,3.0
2290,387,2016,,,,,,,,,,,,313.0,,,,17.6,,,1.0,2299.0,
2291,387,2011,,,,,,,,,,,,313.0,,,,17.5,,,,,
2292,388,2015,,,,,,,,,,,,27.85,,,,7.0,,398.0,5.0,2053.0,
2293,388,2013,,,,,,,,,,,,20.0,,,,5.0,,398.0,4.0,1728.0,
2294,388,2018,,,,,,,,,,,,28.0,,,,7.0,,,8.0,3079.0,
2295,388,2017,1.0,1.0,,16.0,14.0,4.0,1.0,46.0,4.0,3.0,1.0,28.0,32.0,52.0,2.0,7.0,8.0,,8.0,3045.0,3.0
2296,388,2016,,,,,,,,,,,,28.0,,,,7.0,,,5.0,2075.0,
2297,388,2011,,,,,,,,,,,,22.0,,,,5.6,,,,,
