,NPA,year,hispanic_latino_moe,asian_population_moe,age_of_residents_moe,youth_population,black_population_moe,white_population_moe,all_other_races,white_population,youth_population_moe,all_other_races_moe,hispanic_latino,vacant_land_area,age_of_residents,black_population,asian_population,vacant_land,older_adult_population,area,population_density,population,older_adult_population_moe
285,49,2017,1.0,5.0,5.0,25.0,24.0,18.0,4.0,36.0,8.0,7.0,0.0,151.0,41.0,51.0,9.0,12.6,10.0,,2.0,2670.0,3.0
286,49,2016,,,,,,,,,,,,151.0,,,,12.6,,,2.0,2663.0,
287,49,2011,,,,,,,,,,,,151.0,,,,12.6,,,,,
288,50,2015,,,,,,,,,,,,3.16,,,,1.2,,268.0,12.0,3078.0,
289,50,2013,,,,,,,,,,,,3.0,,,,1.2,,268.0,11.0,3016.0,
290,50,2018,,,,,,,,,,,,3.0,,,,1.2,,,12.0,3086.0,
291,50,2017,11.0,20.0,4.0,32.0,12.0,3.0,5.0,14.0,3.0,7.0,20.0,3.0,31.0,37.0,25.0,1.2,8.0,,12.0,3090.0,3.0
292,50,2016,,,,,,,,,,,,3.0,,,,1.2,,,11.0,3071.0,
293,50,2011,,,,,,,,,,,,3.0,,,,1.2,,,,,
294,51,2015,,,,,,,,,,,,23.55,,,,8.4,,282.0,5.0,1384.0,
295,51,2013,,,,,,,,,,,,24.0,,,,8.4,,282.0,5.0,1368.0,
296,51,2018,,,,,,,,,,,,24.0,,,,8.3,,,8.0,2172.0,
297,51,2017,2.0,5.0,1.0,6.0,7.0,11.0,3.0,64.0,3.0,4.0,3.0,24.0,33.0,26.0,5.0,8.3,5.0,,5.0,1447.0,3.0
298,51,2016,,,,,,,,,,,,24.0,,,,8.4,,,5.0,1457.0,
299,51,2011,,,,,,,,,,,,24.0,,,,8.6,,,,,
300,52,2015,,,,,,,,,,,,16.92,,,,3.4,,501.0,3.0,1457.0,
301,52,2013,,,,,,,,,,,,17.0,,,,3.4,,501.0,5.0,2365.0,
302,52,2018,,,,,,,,,,,,17.0,,,,3.4,,,4.0,2033.0,
303,52,2017,15.0,13.0,5.0,38.0,8.0,4.0,7.0,9.0,6.0,11.0,44.0,17.0,25.0,28.0,12.0,3.4,2.0,,3.0,1620.0,2.0
304,52,2016,,,,,,,,,,,,17.0,,,,3.4,,,3.0,1458.0,
305,52,2011,,,,,,,,,,,,17.0,,,,3.4,,,,,
306,53,2015,,,,,,,,,,,,70.01,,,,16.0,,437.0,8.0,3491.0,
307,53,2013,,,,,,,,,,,,69.0,,,,15.9,,437.0,7.0,2980.0,
308,53,2018,,,,,,,,,,,,70.0,,,,16.0,,,7.0,3070.0,
309,53,2017,9.0,0.0,4.0,35.0,6.0,2.0,4.0,6.0,6.0,7.0,38.0,70.0,30.0,53.0,0.0,16.0,9.0,,7.0,3035.0,3.0
310,53,2016,,,,,,,,,,,,70.0,,,,16.0,,,8.0,3511.0,
311,53,2011,,,,,,,,,,,,69.0,,,,15.9,,,,,
312,54,2015,,,,,,,,,,,,271.33,,,,32.6,,834.0,2.0,1771.0,
313,54,2013,,,,,,,,,,,,271.0,,,,32.6,,833.0,2.0,1764.0,
314,54,2018,,,,,,,,,,,,271.0,,,,32.5,,,2.0,1824.0,
315,54,2017,38.0,1.0,8.0,24.0,21.0,8.0,5.0,13.0,8.0,8.0,48.0,271.0,36.0,34.0,0.0,32.5,12.0,,2.0,1813.0,7.0
316,54,2016,,,,,,,,,,,,271.0,,,,32.6,,,2.0,1780.0,
317,54,2011,,,,,,,,,,,,271.0,,,,32.6,,,,,
318,55,2015,,,,,,,,,,,,38.64,,,,7.0,,553.0,4.0,2020.0,
319,55,2013,,,,,,,,,,,,39.0,,,,7.0,,553.0,4.0,2001.0,
320,55,2018,,,,,,,,,,,,39.0,,,,7.0,,,4.0,2026.0,
321,55,2017,5.0,21.0,6.0,19.0,3.0,18.0,9.0,56.0,5.0,12.0,6.0,39.0,45.0,3.0,27.0,7.0,23.0,,4.0,2028.0,5.0
322,55,2016,,,,,,,,,,,,39.0,,,,7.0,,,4.0,2028.0,
323,55,2011,,,,,,,,,,,,39.0,,,,7.0,,,,,
324,56,2015,,,,,,,,,,,,41.59,,,,14.2,,293.0,3.0,775.0,
325,56,2013,,,,,,,,,,,,42.0,,,,14.2,,293.0,3.0,765.0,
326,56,2018,,,,,,,,,,,,42.0,,,,14.2,,,3.0,775.0,
327,56,2017,5.0,7.0,10.0,24.0,5.0,3.0,10.0,75.0,7.0,18.0,3.0,42.0,46.0,5.0,6.0,14.2,20.0,,3.0,775.0,7.0
328,56,2016,,,,,,,,,,,,42.0,,,,14.2,,,3.0,775.0,
329,56,2011,,,,,,,,,,,,42.0,,,,14.2,,,,,
330,57,2015,,,,,,,,,,,,15.83,,,,9.4,,168.0,10.0,1611.0,
331,57,2013,,,,,,,,,,,,16.0,,,,9.4,,168.0,10.0,1597.0,
332,57,2018,,,,,,,,,,,,16.0,,,,9.4,,,10.0,1632.0,
333,57,2017,15.0,11.0,7.0,27.0,10.0,12.0,4.0,24.0,7.0,8.0,39.0,16.0,28.0,18.0,16.0,9.4,7.0,,10.0,1638.0,4.0
334,57,2016,,,,,,,,,,,,16.0,,,,9.4,,,10.0,1635.0,
335,57,2011,,,,,,,,,,,,16.0,,,,9.4,,,,,
336,58,2015,,,,,,,,,,,,6.39,,,,2.9,,219.0,7.0,1508.0,
337,58,2013,,,,,,,,,,,,6.0,,,,2.9,,219.0,7.0,1521.0,
338,58,2018,,,,,,,,,,,,6.0,,,,2.9,,,7.0,1530.0,
339,58,2017,16.0,19.0,4.0,28.0,12.0,3.0,1.0,9.0,2.0,3.0,31.0,6.0,30.0,36.0,24.0,2.9,5.0,,7.0,1523.0,3.0
340,58,2016,,,,,,,,,,,,6.0,,,,2.9,,,7.0,1519.0,
341,58,2011,,,,,,,,,,,,6.0,,,,2.9,,,,,
342,59,2015,,,,,,,,,,,,50.83,,,,14.8,,345.0,7.0,2515.0,
343,59,2013,,,,,,,,,,,,51.0,,,,14.8,,345.0,7.0,2383.0,
344,59,2018,,,,,,,,,,,,51.0,,,,14.7,,,8.0,2643.0,
345,59,2017,17.0,2.0,2.0,26.0,8.0,3.0,4.0,17.0,6.0,6.0,30.0,51.0,31.0,47.0,2.0,14.7,8.0,,8.0,2646.0,3.0
346,59,2016,,,,,,,,,,,,51.0,,,,14.8,,,7.0,2568.0,
347,59,2011,,,,,,,,,,,,51.0,,,,14.8,,,,,
348,60,2015,,,,,,,,,,,,182.75,,,,22.8,,801.0,4.0,3544.0,
349,60,2013,,,,,,,,,,,,186.0,,,,23.2,,801.0,4.0,3225.0,
350,60,2018,,,,,,,,,,,,183.0,,,,22.8,,,7.0,5314.0,
351,60,2017,3.0,5.0,1.0,7.0,8.0,9.0,6.0,33.0,3.0,6.0,9.0,183.0,23.0,44.0,9.0,22.8,1.0,,7.0,5314.0,1.0
352,60,2016,,,,,,,,,,,,183.0,,,,22.8,,,5.0,4352.0,
353,60,2011,,,,,,,,,,,,186.0,,,,23.2,,,,,
354,61,2015,,,,,,,,,,,,48.03,,,,16.0,,301.0,4.0,1200.0,
355,61,2013,,,,,,,,,,,,48.0,,,,16.0,,301.0,4.0,1199.0,
356,61,2018,,,,,,,,,,,,48.0,,,,15.9,,,4.0,1202.0,
357,61,2017,1.0,8.0,3.0,19.0,20.0,10.0,5.0,45.0,3.0,8.0,0.0,48.0,24.0,44.0,6.0,15.9,2.0,,4.0,1202.0,3.0
358,61,2016,,,,,,,,,,,,48.0,,,,16.0,,,4.0,1202.0,
359,61,2011,,,,,,,,,,,,48.0,,,,16.0,,,,,
360,62,2015,,,,,,,,,,,,0.0,,,,0.0,,291.0,19.0,5404.0,
361,62,2013,,,,,,,,,,,,0.0,,,,0.0,,291.0,18.0,5127.0,
362,62,2018,,,,,,,,,,,,0.0,,,,0.0,,,20.0,5727.0,
363,62,2017,2.0,2.0,,0.0,5.0,6.0,4.0,60.0,1.0,4.0,4.0,0.0,19.0,26.0,5.0,0.0,0.0,,19.0,5491.0,1.0
364,62,2016,,,,,,,,,,,,0.0,,,,0.0,,,19.0,5491.0,
365,62,2011,,,,,,,,,,,,0.0,,,,0.0,,,,,
366,64,2015,,,,,,,,,,,,35.4,,,,9.3,,382.0,12.0,4491.0,
367,64,2013,,,,,,,,,,,,36.0,,,,9.5,,382.0,11.0,4335.0,
368,64,2018,,,,,,,,,,,,35.0,,,,9.3,,,14.0,5457.0,
369,64,2017,6.0,4.0,,9.0,18.0,6.0,4.0,37.0,5.0,5.0,8.0,35.0,28.0,44.0,7.0,9.3,5.0,,14.0,5463.0,2.0
370,64,2016,,,,,,,,,,,,35.0,,,,9.3,,,12.0,4523.0,
371,64,2011,,,,,,,,,,,,36.0,,,,9.5,,,,,
372,65,2015,,,,,,,,,,,,156.95,,,,43.5,,361.0,6.0,2212.0,
373,65,2013,,,,,,,,,,,,139.0,,,,38.5,,361.0,5.0,1777.0,
374,65,2018,,,,,,,,,,,,157.0,,,,43.5,,,6.0,2230.0,
375,65,2017,1.0,18.0,2.0,20.0,13.0,8.0,10.0,27.0,7.0,14.0,0.0,139.0,28.0,22.0,41.0,38.5,1.0,,6.0,2225.0,2.0
376,65,2016,,,,,,,,,,,,139.0,,,,38.5,,,5.0,1701.0,
377,65,2011,,,,,,,,,,,,139.0,,,,38.5,,,,,
378,66,2015,,,,,,,,,,,,19.51,,,,5.3,,368.0,7.0,2725.0,
379,66,2013,,,,,,,,,,,,20.0,,,,5.3,,365.0,7.0,2557.0,
380,66,2018,,,,,,,,,,,,20.0,,,,5.3,,,7.0,2746.0,
381,66,2017,5.0,9.0,4.0,7.0,10.0,13.0,4.0,42.0,4.0,7.0,6.0,20.0,29.0,26.0,22.0,5.3,9.0,,7.0,2736.0,4.0
382,66,2016,,,,,,,,,,,,20.0,,,,5.3,,,7.0,2737.0,
383,66,2011,,,,,,,,,,,,20.0,,,,5.3,,,,,
384,67,2015,,,,,,,,,,,,38.49,,,,38.9,,99.0,12.0,1169.0,
385,67,2013,,,,,,,,,,,,38.0,,,,38.9,,99.0,6.0,565.0,
386,67,2018,,,,,,,,,,,,39.0,,,,38.9,,,12.0,1148.0,
387,67,2017,10.0,20.0,8.0,11.0,9.0,28.0,11.0,51.0,7.0,16.0,11.0,39.0,25.0,12.0,15.0,38.9,8.0,,12.0,1148.0,7.0
388,67,2016,,,,,,,,,,,,38.0,,,,38.9,,,12.0,1170.0,
389,67,2011,,,,,,,,,,,,38.0,,,,38.9,,,,,
390,68,2015,,,,,,,,,,,,334.15,,,,26.3,,1265.0,2.0,2481.0,
391,68,2013,,,,,,,,,,,,334.0,,,,26.3,,1269.0,2.0,2479.0,
392,68,2018,,,,,,,,,,,,334.0,,,,26.4,,,2.0,2479.0,
393,68,2017,9.0,5.0,3.0,16.0,13.0,12.0,6.0,34.0,6.0,6.0,13.0,334.0,41.0,43.0,4.0,26.4,12.0,,2.0,2479.0,4.0
394,68,2016,,,,,,,,,,,,334.0,,,,26.4,,,2.0,2479.0,
395,68,2011,,,,,,,,,,,,334.0,,,,26.3,,,,,
396,69,2015,,,,,,,,,,,,3.66,,,,1.0,,380.0,3.0,1118.0,
397,69,2013,,,,,,,,,,,,4.0,,,,1.0,,380.0,4.0,1454.0,
398,69,2018,,,,,,,,,,,,4.0,,,,1.0,,,4.0,1392.0,
399,69,2017,11.0,1.0,9.0,26.0,1.0,23.0,3.0,89.0,7.0,7.0,7.0,4.0,44.0,1.0,1.0,1.0,22.0,,4.0,1390.0,5.0
400,69,2016,,,,,,,,,,,,4.0,,,,1.0,,,3.0,1276.0,
401,69,2011,,,,,,,,,,,,4.0,,,,1.0,,,,,
402,70,2015,,,,,,,,,,,,6.34,,,,2.1,,296.0,4.0,1277.0,
403,70,2013,,,,,,,,,,,,6.0,,,,2.1,,296.0,4.0,1258.0,
404,70,2018,,,,,,,,,,,,6.0,,,,2.1,,,4.0,1284.0,
405,70,2017,1.0,1.0,3.0,9.0,8.0,3.0,1.0,3.0,6.0,4.0,0.0,6.0,52.0,96.0,0.0,2.1,22.0,,4.0,1287.0,3.0
406,70,2016,,,,,,,,,,,,6.0,,,,2.1,,,4.0,1288.0,
407,70,2011,,,,,,,,,,,,6.0,,,,2.1,,,,,
408,71,2015,,,,,,,,,,,,10.25,,,,2.9,,355.0,12.0,4161.0,
409,71,2013,,,,,,,,,,,,10.0,,,,2.9,,355.0,12.0,4121.0,
410,71,2018,,,,,,,,,,,,10.0,,,,2.9,,,12.0,4193.0,
411,71,2017,10.0,4.0,2.0,31.0,7.0,3.0,1.0,5.0,5.0,2.0,65.0,10.0,28.0,23.0,6.0,2.9,2.0,,12.0,4167.0,1.0
412,71,2016,,,,,,,,,,,,10.0,,,,2.9,,,12.0,4178.0,
413,71,2011,,,,,,,,,,,,10.0,,,,2.9,,,,,
414,72,2015,,,,,,,,,,,,299.93,,,,25.8,,1164.0,2.0,2766.0,
415,72,2013,,,,,,,,,,,,300.0,,,,25.8,,1163.0,1.0,1305.0,
416,72,2018,,,,,,,,,,,,300.0,,,,25.8,,,4.0,4320.0,
417,72,2017,5.0,6.0,2.0,19.0,13.0,11.0,1.0,38.0,6.0,3.0,4.0,300.0,34.0,51.0,5.0,25.8,2.0,,3.0,3431.0,2.0
418,72,2016,,,,,,,,,,,,300.0,,,,25.8,,,2.0,2661.0,
419,72,2011,,,,,,,,,,,,300.0,,,,25.8,,,,,
420,73,2015,,,,,,,,,,,,1360.33,,,,33.4,,4078.0,1.0,2855.0,
421,73,2013,,,,,,,,,,,,1360.0,,,,33.4,,4079.0,1.0,2780.0,
422,73,2018,,,,,,,,,,,,1360.0,,,,33.4,,,1.0,3056.0,
423,73,2017,6.0,5.0,3.0,27.0,4.0,5.0,2.0,39.0,7.0,3.0,8.0,1360.0,37.0,44.0,6.0,33.4,10.0,,1.0,2951.0,3.0
424,73,2016,,,,,,,,,,,,1360.0,,,,33.4,,,1.0,2938.0,
425,73,2011,,,,,,,,,,,,1360.0,,,,33.4,,,,,
426,74,2015,,,,,,,,,,,,1.91,,,,1.0,,200.0,6.0,1139.0,
427,74,2013,,,,,,,,,,,,2.0,,,,1.0,,200.0,6.0,1117.0,
428,74,2018,,,,,,,,,,,,2.0,,,,1.0,,,6.0,1136.0,
429,74,2017,1.0,1.0,15.0,8.0,4.0,4.0,2.0,93.0,6.0,6.0,0.0,2.0,44.0,6.0,0.0,1.0,21.0,,6.0,1137.0,5.0
430,74,2016,,,,,,,,,,,,2.0,,,,1.0,,,6.0,1140.0,
431,74,2011,,,,,,,,,,,,2.0,,,,1.0,,,,,
432,75,2015,,,,,,,,,,,,59.02,,,,17.4,,343.0,6.0,2059.0,
433,75,2013,,,,,,,,,,,,20.0,,,,6.0,,339.0,5.0,1787.0,
434,75,2018,,,,,,,,,,,,59.0,,,,17.2,,,6.0,2067.0,
435,75,2017,6.0,14.0,3.0,23.0,19.0,6.0,0.0,48.0,6.0,2.0,4.0,20.0,41.0,24.0,24.0,5.7,8.0,,6.0,2049.0,3.0
436,75,2016,,,,,,,,,,,,20.0,,,,5.7,,,6.0,2059.0,
437,75,2011,,,,,,,,,,,,20.0,,,,6.0,,,,,
438,76,2015,,,,,,,,,,,,251.68,,,,19.4,,1299.0,2.0,3193.0,
439,76,2013,,,,,,,,,,,,252.0,,,,19.4,,1296.0,2.0,2465.0,
440,76,2018,,,,,,,,,,,,252.0,,,,19.4,,,3.0,3390.0,
441,76,2017,5.0,4.0,5.0,22.0,14.0,6.0,4.0,41.0,6.0,6.0,14.0,251.0,40.0,34.0,8.0,19.3,8.0,,3.0,3390.0,4.0
442,76,2016,,,,,,,,,,,,252.0,,,,19.4,,,3.0,3335.0,
443,76,2011,,,,,,,,,,,,252.0,,,,19.4,,,,,
444,77,2015,,,,,,,,,,,,287.34,,,,28.0,,1023.0,6.0,5972.0,
445,77,2013,,,,,,,,,,,,287.0,,,,28.0,,1026.0,5.0,5533.0,
446,77,2018,,,,,,,,,,,,287.0,,,,28.1,,,6.0,5969.0,
447,77,2017,5.0,4.0,2.0,26.0,6.0,4.0,8.0,30.0,5.0,5.0,20.0,287.0,31.0,37.0,5.0,28.1,5.0,,6.0,5969.0,2.0
448,77,2016,,,,,,,,,,,,287.0,,,,28.1,,,6.0,5972.0,
449,77,2011,,,,,,,,,,,,287.0,,,,28.0,,,,,
450,78,2015,,,,,,,,,,,,58.8,,,,9.3,,634.0,3.0,2052.0,
451,78,2013,,,,,,,,,,,,58.0,,,,9.2,,630.0,3.0,1958.0,
452,78,2018,,,,,,,,,,,,59.0,,,,9.3,,,3.0,2068.0,
453,78,2017,7.0,2.0,2.0,23.0,13.0,8.0,4.0,33.0,7.0,7.0,22.0,59.0,29.0,32.0,8.0,9.3,6.0,,3.0,2068.0,3.0
454,78,2016,,,,,,,,,,,,59.0,,,,9.3,,,3.0,2068.0,
455,78,2011,,,,,,,,,,,,58.0,,,,9.2,,,,,
456,79,2015,,,,,,,,,,,,1.4,,,,1.9,,73.0,24.0,1737.0,
457,79,2013,,,,,,,,,,,,1.0,,,,1.9,,73.0,31.0,2282.0,
458,79,2018,,,,,,,,,,,,1.0,,,,1.9,,,31.0,2292.0,
459,79,2017,11.0,1.0,2.0,28.0,12.0,1.0,1.0,1.0,6.0,3.0,72.0,1.0,30.0,26.0,0.0,1.9,2.0,,31.0,2280.0,2.0
460,79,2016,,,,,,,,,,,,1.0,,,,1.9,,,24.0,1744.0,
461,79,2011,,,,,,,,,,,,1.0,,,,1.9,,,,,
462,80,2015,,,,,,,,,,,,363.46,,,,52.8,,689.0,3.0,2196.0,
463,80,2013,,,,,,,,,,,,363.0,,,,52.8,,689.0,3.0,2214.0,
464,80,2018,,,,,,,,,,,,364.0,,,,52.7,,,3.0,2211.0,
465,80,2017,8.0,7.0,2.0,16.0,24.0,6.0,0.0,18.0,10.0,2.0,10.0,364.0,27.0,52.0,19.0,52.7,1.0,,3.0,2218.0,2.0
466,80,2016,,,,,,,,,,,,363.0,,,,52.7,,,3.0,2197.0,
467,80,2011,,,,,,,,,,,,363.0,,,,52.8,,,,,
468,81,2015,,,,,,,,,,,,26.62,,,,13.8,,191.0,6.0,1176.0,
469,81,2013,,,,,,,,,,,,27.0,,,,13.8,,193.0,6.0,1176.0,
470,81,2018,,,,,,,,,,,,27.0,,,,14.0,,,6.0,1207.0,
471,81,2017,18.0,7.0,8.0,29.0,17.0,13.0,4.0,47.0,9.0,8.0,20.0,27.0,40.0,22.0,7.0,14.0,5.0,,6.0,1207.0,5.0
472,81,2016,,,,,,,,,,,,27.0,,,,14.0,,,6.0,1176.0,
473,81,2011,,,,,,,,,,,,27.0,,,,13.8,,,,,
474,82,2015,,,,,,,,,,,,99.24,,,,26.1,,374.0,7.0,2526.0,
475,82,2013,,,,,,,,,,,,99.0,,,,26.1,,380.0,7.0,2526.0,
476,82,2018,,,,,,,,,,,,99.0,,,,26.5,,,9.0,3321.0,
477,82,2017,10.0,7.0,4.0,32.0,10.0,6.0,6.0,39.0,6.0,6.0,14.0,99.0,31.0,34.0,8.0,26.5,3.0,,9.0,3251.0,3.0
478,82,2016,,,,,,,,,,,,99.0,,,,26.5,,,8.0,3175.0,
479,82,2011,,,,,,,,,,,,99.0,,,,26.1,,,,,
480,83,2015,,,,,,,,,,,,1431.52,,,,59.7,,2399.0,0.0,848.0,
481,83,2013,,,,,,,,,,,,1438.0,,,,59.9,,2399.0,0.0,850.0,
482,83,2018,,,,,,,,,,,,1432.0,,,,59.7,,,0.0,882.0,
483,83,2017,18.0,1.0,9.0,30.0,8.0,7.0,2.0,31.0,8.0,5.0,53.0,1432.0,40.0,12.0,2.0,59.7,10.0,,0.0,878.0,4.0
484,83,2016,,,,,,,,,,,,1432.0,,,,59.7,,,0.0,852.0,
485,83,2011,,,,,,,,,,,,1438.0,,,,59.9,,,,,
486,84,2015,,,,,,,,,,,,1204.68,,,,48.5,,2482.0,0.0,695.0,
487,84,2013,,,,,,,,,,,,1205.0,,,,48.5,,2485.0,0.0,728.0,
488,84,2018,,,,,,,,,,,,1205.0,,,,48.5,,,0.0,703.0,
489,84,2017,23.0,3.0,9.0,26.0,14.0,16.0,0.0,73.0,13.0,13.0,19.0,1205.0,45.0,8.0,0.0,48.5,12.0,,0.0,618.0,8.0
490,84,2016,,,,,,,,,,,,1205.0,,,,48.5,,,0.0,635.0,
491,84,2011,,,,,,,,,,,,1205.0,,,,48.5,,,,,
492,85,2015,,,,,,,,,,,,23.66,,,,8.6,,276.0,7.0,1980.0,
493,85,2013,,,,,,,,,,,,24.0,,,,8.6,,276.0,7.0,1965.0,
494,85,2018,,,,,,,,,,,,24.0,,,,8.6,,,7.0,1978.0,
495,85,2017,1.0,1.0,6.0,34.0,4.0,3.0,3.0,2.0,7.0,5.0,0.0,24.0,34.0,95.0,0.0,8.6,9.0,,7.0,1989.0,3.0
496,85,2016,,,,,,,,,,,,24.0,,,,8.6,,,7.0,1993.0,
497,85,2011,,,,,,,,,,,,24.0,,,,8.6,,,,,
498,86,2015,,,,,,,,,,,,1.01,,,,1.0,,99.0,32.0,3129.0,
499,86,2013,,,,,,,,,,,,1.0,,,,1.0,,99.0,29.0,2896.0,
500,86,2018,,,,,,,,,,,,1.0,,,,1.0,,,32.0,3138.0,
501,86,2017,12.0,11.0,2.0,30.0,10.0,5.0,9.0,15.0,6.0,8.0,22.0,1.0,27.0,25.0,29.0,1.0,6.0,,32.0,3144.0,3.0
502,86,2016,,,,,,,,,,,,1.0,,,,1.0,,,32.0,3145.0,
503,86,2011,,,,,,,,,,,,1.0,,,,1.0,,,,,
504,87,2015,,,,,,,,,,,,5.66,,,,2.9,,196.0,8.0,1655.0,
505,87,2013,,,,,,,,,,,,6.0,,,,2.9,,196.0,9.0,1668.0,
506,87,2018,,,,,,,,,,,,6.0,,,,2.9,,,9.0,1698.0,
507,87,2017,3.0,13.0,15.0,13.0,18.0,5.0,9.0,41.0,8.0,17.0,2.0,6.0,45.0,34.0,13.0,2.9,23.0,,9.0,1664.0,2.0
508,87,2016,,,,,,,,,,,,6.0,,,,2.9,,,8.0,1658.0,
509,87,2011,,,,,,,,,,,,6.0,,,,2.9,,,,,
510,88,2015,,,,,,,,,,,,48.32,,,,11.3,,430.0,3.0,1213.0,
511,88,2013,,,,,,,,,,,,48.0,,,,11.3,,430.0,3.0,1279.0,
512,88,2018,,,,,,,,,,,,48.0,,,,11.2,,,3.0,1268.0,
513,88,2017,1.0,15.0,9.0,35.0,19.0,6.0,5.0,9.0,5.0,10.0,0.0,48.0,34.0,61.0,24.0,11.2,15.0,,3.0,1253.0,5.0
514,88,2016,,,,,,,,,,,,48.0,,,,11.3,,,3.0,1214.0,
515,88,2011,,,,,,,,,,,,48.0,,,,11.3,,,,,
516,89,2015,,,,,,,,,,,,17.6,,,,7.4,,238.0,6.0,1531.0,
517,89,2013,,,,,,,,,,,,18.0,,,,7.4,,238.0,6.0,1502.0,
518,89,2018,,,,,,,,,,,,18.0,,,,7.4,,,7.0,1546.0,
519,89,2017,13.0,3.0,12.0,22.0,19.0,5.0,4.0,23.0,10.0,6.0,15.0,18.0,44.0,56.0,2.0,7.4,15.0,,6.0,1542.0,4.0
520,89,2016,,,,,,,,,,,,18.0,,,,7.4,,,6.0,1529.0,
521,89,2011,,,,,,,,,,,,18.0,,,,7.4,,,,,
522,90,2015,,,,,,,,,,,,7.59,,,,3.0,,250.0,8.0,1997.0,
523,90,2013,,,,,,,,,,,,8.0,,,,3.0,,250.0,8.0,1969.0,
524,90,2018,,,,,,,,,,,,8.0,,,,3.0,,,8.0,2016.0,
525,90,2017,12.0,4.0,4.0,18.0,9.0,6.0,4.0,32.0,5.0,5.0,33.0,8.0,33.0,25.0,6.0,3.0,9.0,,8.0,2004.0,3.0
526,90,2016,,,,,,,,,,,,8.0,,,,3.0,,,8.0,2002.0,
527,90,2011,,,,,,,,,,,,8.0,,,,3.0,,,,,
528,91,2015,,,,,,,,,,,,11.62,,,,4.1,,283.0,9.0,2410.0,
529,91,2013,,,,,,,,,,,,12.0,,,,4.1,,283.0,8.0,2369.0,
530,91,2018,,,,,,,,,,,,12.0,,,,4.1,,,9.0,2431.0,
531,91,2017,13.0,0.0,5.0,32.0,10.0,4.0,3.0,42.0,7.0,4.0,29.0,12.0,36.0,27.0,0.0,4.1,10.0,,9.0,2424.0,4.0
532,91,2016,,,,,,,,,,,,12.0,,,,4.1,,,9.0,2411.0,
533,91,2011,,,,,,,,,,,,12.0,,,,4.1,,,,,
534,92,2015,,,,,,,,,,,,53.77,,,,19.9,,272.0,9.0,2381.0,
535,92,2013,,,,,,,,,,,,54.0,,,,19.9,,270.0,7.0,1894.0,
536,92,2018,,,,,,,,,,,,54.0,,,,19.8,,,10.0,2642.0,
537,92,2017,6.0,2.0,1.0,15.0,9.0,7.0,10.0,31.0,4.0,6.0,12.0,54.0,30.0,44.0,3.0,19.8,3.0,,9.0,2406.0,3.0
538,92,2016,,,,,,,,,,,,54.0,,,,19.8,,,9.0,2406.0,
539,92,2011,,,,,,,,,,,,54.0,,,,19.9,,,,,
540,93,2015,,,,,,,,,,,,152.95,,,,26.1,,586.0,2.0,1365.0,
541,93,2013,,,,,,,,,,,,160.0,,,,27.2,,586.0,2.0,1353.0,
542,93,2018,,,,,,,,,,,,153.0,,,,26.1,,,2.0,1344.0,
543,93,2017,18.0,9.0,5.0,24.0,9.0,8.0,1.0,19.0,8.0,4.0,37.0,148.0,32.0,30.0,12.0,25.3,3.0,,2.0,1376.0,3.0
544,93,2016,,,,,,,,,,,,148.0,,,,25.3,,,2.0,1373.0,
545,93,2011,,,,,,,,,,,,160.0,,,,27.2,,,,,
546,94,2015,,,,,,,,,,,,110.82,,,,16.9,,656.0,2.0,1098.0,
547,94,2013,,,,,,,,,,,,111.0,,,,16.9,,656.0,2.0,1089.0,
548,94,2018,,,,,,,,,,,,111.0,,,,16.9,,,2.0,1075.0,
549,94,2017,12.0,1.0,11.0,33.0,17.0,1.0,6.0,1.0,7.0,9.0,24.0,111.0,31.0,69.0,0.0,16.9,13.0,,2.0,1104.0,3.0
550,94,2016,,,,,,,,,,,,111.0,,,,16.9,,,2.0,1101.0,
551,94,2011,,,,,,,,,,,,111.0,,,,16.9,,,,,
552,95,2015,,,,,,,,,,,,12.35,,,,2.8,,442.0,4.0,1673.0,
553,95,2013,,,,,,,,,,,,12.0,,,,2.8,,444.0,4.0,1673.0,
554,95,2018,,,,,,,,,,,,12.0,,,,2.8,,,4.0,1673.0,
555,95,2017,19.0,11.0,3.0,30.0,11.0,2.0,2.0,37.0,7.0,4.0,22.0,12.0,33.0,14.0,25.0,2.8,7.0,,4.0,1673.0,4.0
556,95,2016,,,,,,,,,,,,12.0,,,,2.8,,,4.0,1673.0,
557,95,2011,,,,,,,,,,,,12.0,,,,2.8,,,,,
558,96,2015,,,,,,,,,,,,202.43,,,,28.0,,719.0,6.0,4272.0,
559,96,2013,,,,,,,,,,,,202.0,,,,28.0,,723.0,5.0,3410.0,
560,96,2018,,,,,,,,,,,,202.0,,,,28.2,,,7.0,4681.0,
561,96,2017,6.0,5.0,4.0,26.0,8.0,5.0,1.0,25.0,7.0,2.0,27.0,202.0,29.0,40.0,7.0,28.2,4.0,,6.0,4562.0,2.0
562,96,2016,,,,,,,,,,,,202.0,,,,28.2,,,6.0,4417.0,
563,96,2011,,,,,,,,,,,,202.0,,,,28.0,,,,,
564,97,2015,,,,,,,,,,,,23.69,,,,4.4,,549.0,7.0,3794.0,
565,97,2013,,,,,,,,,,,,24.0,,,,4.4,,544.0,7.0,3782.0,
566,97,2018,,,,,,,,,,,,24.0,,,,4.3,,,7.0,3916.0,
