,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
841,144,2017,,,,,42.0,,,,,,19.3,
842,144,2016,,,,,45.0,22.0,33.0,10.3,,3.4,21.1,
843,144,2015,13.0,6.2,,,23.0,61.0,11.0,28.9,,1.2,10.9,
844,144,2013,21.0,10.3,,,19.0,79.0,83.0,38.9,,9.0,9.4,
845,144,2011,,,,,,,,,,,,
846,145,2018,7.0,4.1,,,36.0,55.0,,32.0,,,21.0,
847,145,2017,,,,,24.0,,,,,,14.1,
848,145,2016,,,,,26.0,87.0,11.0,51.0,,1.7,15.3,
849,145,2015,9.0,5.3,,,34.0,113.0,14.0,66.7,,2.2,20.1,
850,145,2013,5.0,3.0,,,21.0,71.0,14.0,42.6,,2.2,12.6,
851,145,2011,,,,,,,,,,,,
852,146,2018,7.0,3.6,87.0,44.1,78.0,137.0,,69.4,200.0,,39.5,101.3
853,146,2017,6.0,3.0,69.0,35.0,72.0,169.0,,85.7,265.0,,36.5,134.3
854,146,2016,3.0,1.6,77.0,40.9,56.0,94.0,62.0,49.9,284.0,9.3,29.7,150.7
855,146,2015,7.0,3.8,113.0,40.9,38.0,77.0,97.0,41.2,206.0,14.7,20.4,110.3
856,146,2013,10.0,5.5,97.0,53.4,49.0,66.0,95.0,36.3,238.0,14.4,27.0,131.1
857,146,2011,3.0,1.8,90.0,52.9,,65.0,,38.21,,,,
858,147,2018,14.0,5.8,80.0,32.9,96.0,71.0,,29.2,365.0,,39.4,149.9
859,147,2017,14.0,6.3,107.0,47.8,100.0,65.0,,29.0,354.0,,44.7,158.1
860,147,2016,16.0,6.8,92.0,39.3,60.0,69.0,33.0,29.5,336.0,3.1,25.6,143.6
861,147,2015,15.0,6.5,103.0,39.3,64.0,60.0,137.0,26.0,295.0,12.8,27.7,127.7
862,147,2013,6.0,2.7,93.0,41.6,60.0,69.0,57.0,30.9,358.0,5.4,26.9,160.3
863,147,2011,20.0,9.9,114.0,56.3,,94.0,,46.44,,,,
864,148,2018,1.0,0.4,38.0,15.0,69.0,11.0,,4.3,59.0,,27.2,23.2
865,148,2017,2.0,0.8,41.0,16.6,66.0,19.0,,7.7,48.0,,26.8,19.5
866,148,2016,0.0,0.0,22.0,8.9,39.0,22.0,8.0,8.9,49.0,0.9,15.8,19.9
867,148,2015,2.0,0.8,37.0,8.9,39.0,22.0,24.0,8.9,54.0,2.6,15.8,21.9
868,148,2013,1.0,0.4,43.0,17.5,27.0,13.0,11.0,5.3,62.0,1.2,11.0,25.2
869,148,2011,0.0,0.0,56.0,26.1,,10.0,,4.66,,,,
870,149,2018,0.0,0.0,17.0,18.7,49.0,7.0,,7.7,19.0,,54.0,21.0
871,149,2017,1.0,1.1,11.0,12.1,65.0,9.0,,9.9,27.0,,71.7,29.8
872,149,2016,0.0,0.0,16.0,17.6,52.0,8.0,1.0,8.8,27.0,0.2,57.2,29.7
873,149,2015,0.0,0.0,13.0,17.6,49.0,7.0,35.0,7.7,27.0,7.8,53.9,29.7
874,149,2013,2.0,2.6,16.0,20.9,21.0,11.0,4.0,14.4,42.0,1.0,27.5,54.9
875,149,2011,1.0,1.6,7.0,10.9,,9.0,,14.0,,,,
876,150,2018,3.0,1.6,69.0,37.3,41.0,51.0,,27.6,124.0,,22.2,67.0
877,150,2017,5.0,2.7,47.0,25.3,27.0,58.0,,31.2,157.0,,14.5,84.5
878,150,2016,1.0,0.5,82.0,44.3,37.0,55.0,56.0,29.7,160.0,8.2,20.0,86.4
879,150,2015,6.0,3.3,78.0,44.3,24.0,31.0,65.0,16.8,161.0,9.6,13.0,87.3
880,150,2013,4.0,2.2,97.0,52.9,35.0,52.0,60.0,28.4,171.0,8.8,19.1,93.3
881,150,2011,4.0,2.3,126.0,71.7,,37.0,,21.05,,,,
882,151,2018,0.0,0.0,54.0,13.5,93.0,28.0,,7.0,74.0,,23.2,18.5
883,151,2017,1.0,0.3,35.0,8.8,84.0,27.0,,6.8,68.0,,21.2,17.1
884,151,2016,1.0,0.3,60.0,17.3,71.0,11.0,5.0,3.2,64.0,0.4,20.5,18.4
885,151,2015,1.0,0.3,45.0,17.3,52.0,20.0,14.0,5.8,66.0,1.3,15.0,19.0
886,151,2013,3.0,0.9,64.0,18.6,49.0,19.0,13.0,5.5,91.0,1.2,14.3,26.5
887,151,2011,2.0,0.6,56.0,17.4,,29.0,,8.99,,,,
888,152,2018,1.0,1.2,21.0,25.6,23.0,4.0,,4.9,30.0,,28.0,36.5
889,152,2017,5.0,6.2,25.0,31.0,20.0,6.0,,7.4,33.0,,24.8,40.9
890,152,2016,3.0,3.7,23.0,28.5,8.0,6.0,37.0,7.4,56.0,12.6,9.9,69.5
891,152,2015,2.0,2.5,29.0,28.5,24.0,14.0,41.0,17.3,28.0,13.9,29.7,34.7
892,152,2013,1.0,1.2,25.0,30.6,8.0,11.0,7.0,13.5,30.0,2.4,9.8,36.7
893,152,2011,0.0,0.0,56.0,75.5,,18.0,,24.26,,,,
894,153,2018,5.0,1.3,56.0,14.3,79.0,72.0,,18.4,174.0,,20.2,44.5
895,153,2017,6.0,1.5,55.0,14.1,88.0,69.0,,17.6,234.0,,22.5,59.8
896,153,2016,9.0,2.3,62.0,15.9,54.0,99.0,51.0,25.3,256.0,4.2,13.8,65.5
897,153,2015,6.0,1.5,57.0,15.9,64.0,63.0,37.0,16.1,193.0,3.0,16.4,49.4
898,153,2013,7.0,1.8,74.0,18.9,36.0,67.0,20.0,17.1,250.0,1.6,9.2,64.0
899,153,2011,2.0,0.5,74.0,19.7,,77.0,,20.52,,,,
900,154,2018,12.0,4.0,63.0,20.9,81.0,46.0,,15.3,154.0,,26.9,51.2
901,154,2017,3.0,1.0,82.0,27.3,65.0,39.0,,13.0,190.0,,21.6,63.1
902,154,2016,3.0,1.0,69.0,23.0,98.0,36.0,50.0,12.0,125.0,4.4,32.6,41.6
903,154,2015,1.0,0.3,66.0,23.0,74.0,61.0,68.0,20.3,132.0,6.0,24.6,43.9
904,154,2013,6.0,2.0,82.0,27.3,31.0,39.0,63.0,13.0,148.0,5.5,10.3,49.2
905,154,2011,4.0,1.4,79.0,27.1,,42.0,,14.38,,,,
906,155,2018,7.0,1.8,87.0,22.4,74.0,82.0,,21.1,203.0,,19.1,52.3
907,155,2017,14.0,3.6,96.0,24.9,69.0,78.0,,20.2,197.0,,17.9,51.0
908,155,2016,3.0,1.1,112.0,39.2,47.0,54.0,143.0,18.9,194.0,13.8,16.4,67.9
909,155,2015,2.0,0.7,92.0,39.2,51.0,50.0,112.0,18.1,162.0,11.2,18.5,58.7
910,155,2013,5.0,1.9,137.0,50.8,46.0,50.0,113.0,18.6,178.0,11.4,17.1,66.1
911,155,2011,3.0,1.3,127.0,53.3,,50.0,,20.98,,,,
912,156,2018,11.0,2.9,109.0,28.8,73.0,86.0,,22.8,206.0,,19.3,54.5
913,156,2017,12.0,3.3,142.0,38.5,89.0,93.0,,25.2,256.0,,24.1,69.3
914,156,2016,16.0,4.4,144.0,39.2,86.0,70.0,192.0,19.1,274.0,15.3,23.4,74.7
915,156,2015,6.0,1.7,160.0,39.2,73.0,83.0,130.0,23.5,333.0,10.8,20.7,94.2
916,156,2013,11.0,3.3,148.0,44.9,65.0,76.0,92.0,23.0,298.0,7.9,19.7,90.3
917,156,2011,9.0,3.0,136.0,46.0,,79.0,,26.71,,,,
918,157,2018,75.0,58.2,105.0,81.5,238.0,170.0,,131.9,1660.0,,184.6,1287.8
919,157,2017,52.0,40.3,72.0,55.8,242.0,141.0,,109.3,1891.0,,187.6,1465.9
920,157,2016,34.0,26.0,88.0,67.4,186.0,148.0,104.0,113.3,1728.0,36.1,142.4,1323.1
921,157,2015,54.0,44.2,81.0,67.4,168.0,185.0,103.0,151.4,1844.0,35.8,137.5,1509.0
922,157,2013,68.0,39.2,163.0,93.8,125.0,215.0,99.0,123.8,1499.0,25.3,72.0,863.0
923,157,2011,56.0,36.6,122.0,79.7,,259.0,,169.17,,,,
924,158,2018,37.0,9.9,181.0,48.3,117.0,118.0,,31.5,297.0,,31.2,79.3
925,158,2017,29.0,7.8,205.0,55.3,150.0,156.0,,42.1,382.0,,40.4,103.0
926,158,2016,32.0,8.7,193.0,52.7,115.0,151.0,170.0,41.2,429.0,13.2,31.4,117.2
927,158,2015,25.0,6.8,200.0,52.7,104.0,113.0,279.0,30.9,375.0,21.7,28.4,102.5
928,158,2013,26.0,7.2,243.0,67.5,86.0,155.0,135.0,43.0,430.0,10.5,23.9,119.4
929,158,2011,11.0,3.3,219.0,65.0,,153.0,,45.43,,,,
930,159,2018,11.0,9.3,71.0,60.0,53.0,61.0,,51.5,214.0,,44.8,180.7
931,159,2017,17.0,14.4,72.0,60.8,55.0,51.0,,43.1,200.0,,46.5,168.9
932,159,2016,18.0,16.2,75.0,67.4,31.0,58.0,124.0,52.1,282.0,31.2,27.9,253.4
933,159,2015,16.0,14.7,70.0,67.4,48.0,46.0,162.0,42.4,248.0,41.7,44.2,228.4
934,159,2013,17.0,16.4,119.0,115.0,50.0,51.0,53.0,49.3,242.0,13.9,48.3,233.8
935,159,2011,10.0,11.0,117.0,128.7,,43.0,,47.3,,,,
936,160,2018,18.0,6.2,137.0,47.1,124.0,115.0,,39.5,310.0,,42.6,106.5
937,160,2017,26.0,8.9,159.0,54.6,119.0,94.0,,32.3,406.0,,40.9,139.5
938,160,2016,27.0,9.3,178.0,61.3,110.0,118.0,262.0,40.6,481.0,23.7,37.9,165.6
939,160,2015,29.0,10.0,195.0,61.3,99.0,159.0,205.0,54.8,479.0,18.5,34.1,165.1
940,160,2013,11.0,3.8,270.0,94.1,64.0,108.0,169.0,37.7,422.0,15.3,22.3,147.1
941,160,2011,11.0,4.1,237.0,87.6,,152.0,,56.15,,,,
942,161,2018,7.0,2.5,71.0,25.7,52.0,57.0,,20.6,145.0,,18.8,52.5
943,161,2017,4.0,1.5,84.0,31.1,71.0,63.0,,23.3,152.0,,26.3,56.3
944,161,2016,7.0,2.6,49.0,18.3,64.0,70.0,0.0,26.1,161.0,0.0,23.9,60.0
945,161,2015,6.0,2.3,53.0,18.3,57.0,75.0,4.0,28.2,156.0,0.4,21.5,58.7
946,161,2013,3.0,1.1,94.0,35.8,28.0,90.0,1.0,34.3,193.0,0.1,10.7,73.5
947,161,2011,10.0,3.9,69.0,27.1,,59.0,,23.16,,,,
948,162,2018,12.0,6.1,104.0,52.9,65.0,57.0,,29.0,307.0,,33.0,156.0
949,162,2017,12.0,6.1,130.0,66.6,67.0,59.0,,30.2,271.0,,34.3,138.8
950,162,2016,10.0,5.1,166.0,85.3,35.0,78.0,112.0,40.1,266.0,16.1,18.0,136.6
951,162,2015,11.0,5.7,151.0,85.3,30.0,62.0,211.0,32.0,226.0,30.3,15.5,116.5
952,162,2013,8.0,4.2,139.0,72.7,30.0,75.0,96.0,39.3,270.0,13.7,15.7,141.3
953,162,2011,10.0,5.5,163.0,89.5,,73.0,,40.07,,,,
954,163,2018,13.0,8.8,62.0,41.7,110.0,95.0,,63.9,761.0,,74.0,512.1
955,163,2017,7.0,7.8,20.0,22.2,119.0,70.0,,77.7,691.0,,132.1,766.9
956,163,2016,10.0,11.2,40.0,44.8,91.0,70.0,17.0,78.5,536.0,3.2,102.0,600.9
957,163,2015,5.0,5.5,34.0,44.8,94.0,73.0,47.0,80.9,493.0,8.6,104.2,546.6
958,163,2013,5.0,5.8,19.0,22.1,54.0,65.0,51.0,75.6,384.0,9.4,62.8,446.5
959,163,2011,3.0,3.7,61.0,74.6,,79.0,,96.58,,,,
960,164,2018,64.0,14.1,157.0,34.6,172.0,180.0,,39.7,1175.0,,38.0,259.3
961,164,2017,75.0,15.7,144.0,30.1,209.0,208.0,,43.5,1282.0,,43.7,268.1
962,164,2016,85.0,17.7,147.0,30.6,141.0,224.0,136.0,46.7,1216.0,7.7,29.4,253.4
963,164,2015,61.0,13.1,139.0,30.6,115.0,211.0,286.0,45.2,1128.0,16.4,24.6,241.7
964,164,2013,80.0,16.6,234.0,48.6,136.0,261.0,179.0,54.2,1057.0,9.9,28.3,219.7
965,164,2011,59.0,16.1,243.0,66.3,,210.0,,57.31,,,,
966,165,2018,15.0,6.1,75.0,30.4,60.0,104.0,,42.2,386.0,,24.3,156.5
967,165,2017,14.0,5.7,81.0,32.8,41.0,79.0,,32.0,289.0,,16.6,117.2
968,165,2016,19.0,7.7,62.0,25.2,58.0,93.0,106.0,37.9,329.0,11.6,23.6,133.9
969,165,2015,19.0,7.7,107.0,25.2,49.0,71.0,110.0,28.8,360.0,12.1,19.9,146.2
970,165,2013,14.0,5.8,124.0,51.2,44.0,59.0,104.0,24.4,275.0,11.4,18.2,113.6
971,165,2011,16.0,8.0,71.0,35.7,,118.0,,59.27,,,,
972,166,2018,18.0,14.1,76.0,59.7,65.0,99.0,,77.8,329.0,,51.1,258.4
973,166,2017,21.0,16.5,40.0,31.4,46.0,90.0,,70.7,337.0,,36.1,264.7
974,166,2016,8.0,6.3,35.0,27.7,39.0,77.0,22.0,61.0,277.0,4.1,30.9,219.3
975,166,2015,18.0,14.2,43.0,27.7,33.0,60.0,24.0,47.3,235.0,4.5,26.0,185.3
976,166,2013,5.0,4.0,49.0,39.4,21.0,71.0,22.0,57.1,211.0,4.1,16.9,169.6
977,166,2011,5.0,5.3,45.0,47.6,,73.0,,77.17,,,,
978,167,2018,5.0,6.1,39.0,47.9,30.0,44.0,,54.0,136.0,,36.8,166.9
979,167,2017,10.0,12.4,33.0,40.9,42.0,56.0,,69.4,166.0,,52.0,205.7
980,167,2016,8.0,9.9,56.0,69.4,43.0,37.0,11.0,45.9,164.0,3.1,53.3,203.2
981,167,2015,9.0,11.1,49.0,69.4,43.0,42.0,21.0,52.0,209.0,5.8,53.2,258.7
982,167,2013,9.0,11.3,44.0,55.4,16.0,37.0,14.0,46.6,170.0,3.9,20.2,214.1
983,167,2011,8.0,10.5,41.0,53.6,,57.0,,74.51,,,,
984,168,2018,13.0,8.0,84.0,51.9,42.0,46.0,,28.4,120.0,,25.9,74.1
985,168,2017,10.0,6.2,104.0,64.5,53.0,42.0,,26.1,149.0,,32.9,92.4
986,168,2016,7.0,4.4,106.0,65.8,39.0,49.0,153.0,30.4,228.0,24.1,24.2,141.5
987,168,2015,9.0,5.7,134.0,65.8,23.0,40.0,93.0,25.2,258.0,14.7,14.5,162.3
988,168,2013,8.0,5.1,162.0,103.2,26.0,41.0,86.0,26.1,192.0,13.6,16.6,122.3
989,168,2011,4.0,2.8,134.0,93.7,,57.0,,39.86,,,,
990,169,2018,0.0,0.0,17.0,6.1,33.0,28.0,,10.0,37.0,,11.8,13.2
991,169,2017,2.0,0.8,19.0,7.3,33.0,25.0,,9.6,84.0,,12.7,32.3
992,169,2016,0.0,0.0,33.0,13.9,37.0,21.0,1.0,8.9,60.0,0.1,15.6,25.3
993,169,2015,1.0,0.5,63.0,13.9,29.0,15.0,3.0,6.9,47.0,0.4,13.2,21.5
994,169,2013,1.0,0.5,31.0,14.7,15.0,11.0,1.0,5.2,45.0,0.1,7.1,21.3
995,169,2011,2.0,1.0,22.0,11.2,,8.0,,4.06,,,,
996,170,2018,3.0,1.6,43.0,23.2,31.0,35.0,,18.9,85.0,,16.8,46.0
997,170,2017,2.0,1.1,38.0,20.8,38.0,33.0,,18.0,71.0,,20.8,38.8
998,170,2016,0.0,0.0,17.0,9.3,51.0,21.0,2.0,11.5,60.0,0.3,27.9,32.8
999,170,2015,0.0,0.0,11.0,9.3,30.0,23.0,5.0,12.6,46.0,0.8,16.4,25.1
1000,170,2013,1.0,0.6,40.0,21.9,37.0,26.0,2.0,14.2,47.0,0.3,20.3,25.7
1001,170,2011,0.0,0.0,38.0,22.1,,14.0,,8.13,,,,
1002,171,2018,1.0,0.9,32.0,27.9,44.0,67.0,,58.5,138.0,,38.4,120.4
1003,171,2017,3.0,2.6,42.0,36.7,69.0,63.0,,55.0,184.0,,60.2,160.6
1004,171,2016,1.0,1.0,26.0,26.0,47.0,66.0,1.0,66.1,167.0,0.2,47.1,167.2
1005,171,2015,1.0,1.1,27.0,26.0,44.0,44.0,12.0,48.9,137.0,3.0,48.9,152.4
1006,171,2013,1.0,1.1,29.0,31.8,51.0,45.0,2.0,49.4,117.0,0.5,56.0,128.4
1007,171,2011,3.0,3.5,48.0,56.3,,65.0,,76.2,,,,
1008,172,2018,4.0,1.3,29.0,9.4,44.0,58.0,,18.8,145.0,,14.3,47.0
1009,172,2017,1.0,0.3,38.0,12.4,54.0,47.0,,15.3,203.0,,17.6,66.2
1010,172,2016,2.0,0.7,73.0,23.8,44.0,28.0,6.0,9.1,170.0,0.5,14.3,55.4
1011,172,2015,3.0,1.0,55.0,23.8,66.0,42.0,13.0,13.7,208.0,1.2,21.6,67.9
1012,172,2013,3.0,1.0,71.0,24.2,71.0,48.0,3.0,16.4,144.0,0.3,24.2,49.1
1013,172,2011,1.0,0.4,44.0,17.3,,56.0,,22.06,,,,
1014,173,2018,8.0,6.5,64.0,52.2,43.0,36.0,,29.3,128.0,,35.0,104.3
1015,173,2017,7.0,5.7,62.0,50.7,30.0,58.0,,47.4,134.0,,24.5,109.6
1016,173,2016,14.0,11.7,75.0,62.6,24.0,65.0,35.0,54.2,173.0,8.4,20.0,144.3
1017,173,2015,15.0,13.1,61.0,62.6,16.0,55.0,88.0,48.0,108.0,21.8,14.0,94.2
1018,173,2013,9.0,8.4,104.0,96.8,26.0,58.0,91.0,54.0,164.0,23.3,24.2,152.7
1019,173,2011,2.0,2.1,87.0,91.4,,53.0,,55.67,,,,
1020,174,2018,5.0,2.9,102.0,59.8,109.0,64.0,,37.5,126.0,,63.9,73.9
1021,174,2017,7.0,4.1,132.0,76.7,71.0,83.0,,48.2,144.0,,41.2,83.6
1022,174,2016,9.0,5.2,137.0,79.5,70.0,84.0,74.0,48.8,175.0,11.8,40.6,101.6
1023,174,2015,5.0,2.9,131.0,79.5,67.0,92.0,58.0,53.4,196.0,9.3,38.9,113.8
1024,174,2013,7.0,4.0,111.0,64.1,49.0,61.0,22.0,35.2,241.0,3.5,28.3,139.2
1025,174,2011,4.0,2.5,150.0,94.7,,81.0,,51.14,,,,
1026,175,2018,2.0,1.1,31.0,16.9,46.0,19.0,,10.3,36.0,,25.0,19.6
1027,175,2017,0.0,0.0,25.0,13.7,35.0,17.0,,9.3,44.0,,19.2,24.1
1028,175,2016,0.0,0.0,51.0,27.9,46.0,4.0,20.0,2.2,38.0,2.9,25.2,20.8
1029,175,2015,0.0,0.0,53.0,27.9,31.0,8.0,44.0,4.4,61.0,6.4,16.9,33.3
1030,175,2013,0.0,0.0,67.0,37.0,24.0,22.0,10.0,12.1,56.0,1.5,13.2,30.9
1031,175,2011,1.0,0.6,59.0,33.9,,21.0,,12.06,,,,
1032,176,2018,4.0,1.3,50.0,16.5,48.0,10.0,,3.3,67.0,,15.8,22.1
1033,176,2017,0.0,0.0,72.0,23.7,56.0,22.0,,7.3,48.0,,18.5,15.8
1034,176,2016,1.0,0.3,65.0,21.4,45.0,28.0,15.0,9.2,63.0,1.3,14.8,20.8
1035,176,2015,0.0,0.0,69.0,21.4,48.0,16.0,14.0,5.3,59.0,1.2,15.8,19.5
1036,176,2013,0.0,0.0,53.0,17.5,29.0,11.0,13.0,3.6,74.0,1.1,9.6,24.4
1037,176,2011,0.0,0.0,76.0,25.7,,16.0,,5.4,,,,
1038,177,2018,1.0,0.5,45.0,20.6,52.0,17.0,,7.8,34.0,,23.8,15.6
1039,177,2017,0.0,0.0,45.0,23.8,50.0,23.0,,12.2,38.0,,26.5,20.1
1040,177,2016,0.0,0.0,48.0,25.5,47.0,14.0,7.0,7.4,38.0,0.9,25.0,20.2
1041,177,2015,1.0,0.5,45.0,25.5,56.0,10.0,19.0,5.4,47.0,2.4,30.0,25.1
1042,177,2013,0.0,0.0,40.0,21.6,70.0,8.0,17.0,4.3,42.0,2.2,37.9,22.7
1043,177,2011,2.0,1.0,51.0,25.8,,10.0,,5.05,,,,
1044,178,2018,11.0,3.9,56.0,19.7,196.0,213.0,,75.0,326.0,,69.0,114.8
1045,178,2017,10.0,3.7,71.0,26.0,162.0,222.0,,81.1,297.0,,59.2,108.6
1046,178,2016,10.0,3.7,64.0,23.4,123.0,180.0,30.0,65.9,267.0,2.3,45.0,97.7
1047,178,2015,7.0,2.9,69.0,23.4,124.0,111.0,53.0,45.7,283.0,4.5,51.0,116.4
1048,178,2013,8.0,3.8,61.0,28.9,96.0,131.0,2.0,62.0,204.0,0.2,45.4,96.5
1049,178,2011,9.0,4.9,49.0,26.9,,125.0,,68.53,,,,
1050,179,2018,1.0,0.5,38.0,20.1,62.0,26.0,,13.7,75.0,,32.8,39.6
1051,179,2017,2.0,1.3,32.0,20.1,73.0,30.0,,18.8,85.0,,45.7,53.3
1052,179,2016,0.0,0.0,16.0,10.0,49.0,16.0,25.0,10.0,72.0,3.8,30.6,45.0
1053,179,2015,0.0,0.0,27.0,10.0,56.0,22.0,35.0,13.6,91.0,5.3,34.6,56.1
1054,179,2013,0.0,0.0,29.0,18.0,45.0,19.0,7.0,11.8,92.0,1.1,27.9,57.0
1055,179,2011,0.0,0.0,26.0,16.5,,16.0,,10.12,,,,
1056,180,2018,7.0,4.6,80.0,52.0,36.0,66.0,,42.9,137.0,,23.4,89.0
1057,180,2017,7.0,4.6,72.0,46.8,29.0,65.0,,42.3,152.0,,18.9,98.8
1058,180,2016,4.0,2.7,64.0,42.5,33.0,80.0,102.0,53.1,147.0,19.6,21.9,97.5
1059,180,2015,6.0,4.2,98.0,42.5,39.0,42.0,125.0,29.1,134.0,24.8,27.0,92.7
1060,180,2013,3.0,2.3,74.0,56.9,20.0,63.0,85.0,48.5,149.0,17.6,15.4,114.6
1061,180,2011,8.0,6.6,86.0,70.5,,32.0,,26.23,,,,
1062,181,2018,1.0,0.4,52.0,18.0,55.0,53.0,,18.4,131.0,,19.1,45.4
1063,181,2017,2.0,0.7,79.0,27.4,74.0,42.0,,14.6,128.0,,25.7,44.4
1064,181,2016,2.0,0.7,61.0,21.2,56.0,50.0,19.0,17.4,109.0,1.5,19.5,37.9
1065,181,2015,2.0,0.7,71.0,21.2,61.0,39.0,35.0,13.6,156.0,2.8,21.3,54.5
1066,181,2013,2.0,0.7,109.0,39.1,80.0,43.0,10.0,15.4,160.0,0.8,28.7,57.4
1067,181,2011,1.0,0.4,82.0,32.6,,45.0,,17.89,,,,
1068,182,2018,8.0,10.1,39.0,49.3,79.0,68.0,,86.0,218.0,,99.9,275.6
1069,182,2017,14.0,17.7,34.0,43.0,60.0,96.0,,121.4,318.0,,75.9,402.0
1070,182,2016,18.0,22.8,42.0,53.3,49.0,136.0,50.0,172.6,334.0,18.7,62.2,423.9
1071,182,2015,16.0,20.5,44.0,53.3,50.0,83.0,81.0,106.6,391.0,30.2,64.2,501.9
1072,182,2013,9.0,11.6,86.0,110.4,37.0,80.0,40.0,102.7,385.0,14.9,47.5,494.2
1073,182,2011,11.0,14.9,91.0,123.5,,73.0,,99.05,,,,
1074,183,2018,4.0,4.6,48.0,55.1,24.0,14.0,,16.1,129.0,,27.5,147.9
1075,183,2017,3.0,3.4,42.0,48.1,34.0,22.0,,25.2,112.0,,39.0,128.3
1076,183,2016,3.0,3.5,59.0,68.2,18.0,31.0,18.0,35.8,131.0,5.1,20.8,151.5
1077,183,2015,3.0,3.5,65.0,68.2,27.0,28.0,20.0,32.2,166.0,5.7,31.1,191.0
1078,183,2013,2.0,2.4,52.0,61.3,19.0,17.0,34.0,20.1,128.0,9.7,22.4,150.9
1079,183,2011,3.0,3.7,68.0,84.5,,32.0,,39.75,,,,
1080,184,2018,2.0,1.5,49.0,35.7,28.0,21.0,,15.3,50.0,,20.4,36.5
1081,184,2017,2.0,1.5,65.0,47.6,31.0,23.0,,16.9,94.0,,22.7,68.9
1082,184,2016,1.0,0.7,44.0,32.1,23.0,25.0,32.0,18.3,76.0,4.6,16.8,55.5
1083,184,2015,0.0,0.0,51.0,32.1,33.0,37.0,153.0,27.0,110.0,22.1,24.1,80.4
1084,184,2013,2.0,1.5,39.0,29.1,39.0,21.0,32.0,15.7,102.0,4.6,29.1,76.1
1085,184,2011,0.0,0.0,37.0,29.3,,28.0,,22.17,,,,
1086,185,2018,17.0,5.5,59.0,19.1,66.0,73.0,,23.7,298.0,,21.4,96.7
1087,185,2017,13.0,4.2,30.0,9.8,68.0,115.0,,37.4,325.0,,22.1,105.7
1088,185,2016,12.0,3.9,39.0,12.7,57.0,89.0,5.0,29.0,305.0,0.4,18.6,99.5
1089,185,2015,17.0,5.7,38.0,12.7,38.0,74.0,54.0,24.7,292.0,4.0,12.7,97.3
1090,185,2013,11.0,3.7,76.0,25.8,43.0,69.0,6.0,23.4,279.0,0.4,14.6,94.5
1091,185,2011,10.0,3.6,87.0,31.7,,74.0,,26.93,,,,
1092,186,2018,13.0,5.2,120.0,47.8,111.0,98.0,,39.1,207.0,,44.2,82.5
1093,186,2017,11.0,4.4,114.0,45.4,127.0,128.0,,51.0,241.0,,50.6,95.9
1094,186,2016,11.0,4.4,147.0,58.8,66.0,130.0,114.0,52.0,207.0,13.8,26.4,82.8
1095,186,2015,12.0,4.9,131.0,58.8,58.0,76.0,212.0,30.7,209.0,25.6,23.5,84.6
1096,186,2013,12.0,5.0,158.0,65.3,54.0,118.0,228.0,48.7,286.0,27.6,22.3,118.1
1097,186,2011,6.0,2.6,167.0,70.9,,100.0,,42.44,,,,
1098,187,2018,0.0,0.0,17.0,16.9,14.0,17.0,,16.9,27.0,,13.9,26.9
1099,187,2017,1.0,1.0,10.0,10.0,12.0,21.0,,20.9,35.0,,12.0,34.9
1100,187,2016,2.0,2.0,21.0,20.9,25.0,10.0,1.0,10.0,48.0,0.3,24.9,47.8
1101,187,2015,0.0,0.0,35.0,20.9,20.0,11.0,3.0,11.0,36.0,0.7,19.9,35.9
1102,187,2013,1.0,1.0,32.0,31.9,13.0,7.0,1.0,7.0,40.0,0.3,13.0,39.8
1103,187,2011,0.0,0.0,16.0,16.7,,11.0,,11.47,,,,
1104,188,2018,0.0,0.0,43.0,23.6,21.0,31.0,,17.0,89.0,,11.5,48.9
1105,188,2017,2.0,1.2,14.0,8.1,40.0,23.0,,13.4,54.0,,23.3,31.4
1106,188,2016,1.0,0.6,38.0,22.0,21.0,13.0,4.0,7.5,49.0,0.6,12.2,28.4
1107,188,2015,0.0,0.0,18.0,22.0,31.0,21.0,7.0,12.2,45.0,1.0,18.0,26.2
1108,188,2013,1.0,0.6,20.0,11.9,24.0,14.0,7.0,8.3,41.0,1.0,14.2,24.3
1109,188,2011,2.0,1.3,39.0,26.1,,13.0,,8.7,,,,
1110,189,2018,0.0,0.0,9.0,8.8,18.0,24.0,,23.4,56.0,,17.6,54.7
1111,189,2017,1.0,1.0,6.0,5.9,18.0,8.0,,7.8,31.0,,17.6,30.3
1112,189,2016,0.0,0.0,15.0,14.7,19.0,17.0,0.0,16.6,64.0,0.0,18.6,62.5
1113,189,2015,3.0,2.9,12.0,14.7,15.0,13.0,4.0,12.7,73.0,0.9,14.7,71.3
1114,189,2013,1.0,1.0,26.0,25.4,21.0,15.0,0.0,14.7,24.0,0.0,20.5,23.4
1115,189,2011,0.0,0.0,12.0,12.6,,6.0,,6.28,,,,
1116,190,2018,8.0,7.5,94.0,88.4,58.0,42.0,,39.5,136.0,,54.6,127.9
1117,190,2017,8.0,7.7,115.0,110.4,52.0,66.0,,63.3,121.0,,49.9,116.1
1118,190,2016,10.0,9.5,87.0,82.9,47.0,51.0,63.0,48.6,153.0,16.5,44.8,145.9
