,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
2624,450,2016,1.0,0.3,,,45.0,69.0,,17.0,39.0,,11.1,9.6
2625,450,2015,2.0,0.5,,,47.0,18.0,,4.5,62.0,,11.8,15.6
2626,450,2013,1.0,0.3,,,42.0,50.0,,13.3,,,11.2,
2627,450,2011,2.0,0.6,,,,54.0,,15.82,,,,
2628,451,2018,2.0,0.4,15.0,3.3,56.0,19.0,,4.2,129.0,,12.3,28.3
2629,451,2017,3.0,0.7,19.0,4.4,67.0,50.0,,11.5,127.0,,15.4,29.2
2630,451,2016,1.0,0.2,25.0,6.0,47.0,33.0,,7.9,107.0,,11.3,25.7
2631,451,2015,1.0,0.3,48.0,6.0,37.0,34.0,,8.5,121.0,,9.2,30.1
2632,451,2013,0.0,0.0,30.0,8.3,45.0,24.0,,6.6,122.0,,12.4,33.6
2633,451,2011,,,,,,,,,,,,
2634,452,2018,4.0,2.4,65.0,38.2,67.0,58.0,,34.1,54.0,,39.4,31.8
2635,452,2017,2.0,1.2,0.0,0.0,38.0,95.0,,56.1,58.0,,22.4,34.2
2636,452,2016,3.0,1.8,,,34.0,64.0,,37.8,79.0,,20.1,46.6
2637,452,2015,1.0,0.6,,,38.0,6.0,,3.6,66.0,,22.5,39.1
2638,452,2013,0.0,0.0,,,33.0,54.0,,33.4,,,20.4,
2639,452,2011,2.0,1.5,,,,76.0,,55.11,,,,
2640,453,2018,,,,,55.0,,,,,,27.5,
2641,453,2017,,,,,38.0,,,,,,19.0,
2642,453,2016,,,,,33.0,,,,,,16.5,
2643,453,2015,,,,,38.0,,,,,,19.0,
2644,453,2013,,,,,26.0,,,,,,13.0,
2645,453,2011,7.0,3.8,,,,48.0,,25.76,,,,
2646,454,2018,3.0,2.0,,,51.0,2.0,,1.3,,,33.8,
2647,454,2017,,,,,29.0,,,,,,19.2,
2648,454,2016,,,,,28.0,1.0,16.0,0.7,,3.0,18.5,
2649,454,2015,2.0,1.3,,,33.0,8.0,26.0,5.3,,4.8,21.8,
2650,454,2013,1.0,0.7,,,32.0,14.0,23.0,9.2,,4.3,21.1,
2651,454,2011,,,,,,,,,,,,
2652,455,2018,1.0,0.5,,,48.0,6.0,,3.0,,,23.9,
2653,455,2017,,,,,28.0,,,,,,12.4,
2654,455,2016,,,,,39.0,0.0,17.0,0.0,,2.3,19.6,
2655,455,2015,0.0,0.0,,,41.0,19.0,12.0,9.6,,1.6,20.6,
2656,455,2013,1.0,0.5,,,18.0,13.0,19.0,6.5,,2.5,9.1,
2657,455,2011,,,,,,,,,,,,
2658,456,2018,,,,,92.0,,,,,,104.4,
2659,456,2017,0.0,0.0,22.0,25.4,31.0,14.0,,16.2,,,35.8,
2660,456,2016,0.0,0.0,12.0,11.0,30.0,24.0,,22.0,,,27.6,
2661,456,2015,6.0,5.5,7.0,11.0,18.0,24.0,17.0,22.1,72.0,3.1,16.6,66.2
2662,456,2013,7.0,6.4,,,23.0,8.0,,7.3,,,21.0,
2663,456,2011,,,,,,5.0,,4.47,,,,
2664,457,2018,,,,,21.0,,,,,,19.7,
2665,457,2017,0.0,0.0,46.0,43.4,12.0,7.0,,6.6,,,11.3,
2666,457,2016,0.0,0.0,9.0,8.5,19.0,3.0,,2.8,,,18.0,
2667,457,2015,1.0,1.0,31.0,8.5,14.0,5.0,7.0,4.7,18.0,1.9,13.3,17.1
2668,457,2013,1.0,1.0,1.0,1.0,12.0,2.0,,1.9,,,11.3,
2669,457,2011,,,,,,2.0,,1.91,,,,
2670,458,2018,1.0,0.9,23.0,20.4,20.0,21.0,,18.6,,,17.8,
2671,458,2017,,,,,18.0,,,,,,16.0,
2672,458,2016,3.0,2.7,10.0,8.9,8.0,7.0,1.0,6.2,24.0,0.3,7.1,21.3
2673,458,2015,1.0,0.9,18.0,8.9,15.0,6.0,2.0,5.3,15.0,0.5,13.3,13.3
2674,458,2013,1.0,0.9,58.0,51.5,13.0,18.0,8.0,16.0,53.0,2.0,11.5,47.0
2675,458,2011,0.0,0.0,,,,39.0,,35.71,,,,
2676,459,2018,,,,,57.0,,,,,,20.5,
2677,459,2017,1.0,0.4,123.0,44.3,38.0,48.0,,17.3,,,13.7,
2678,459,2016,4.0,1.4,75.0,27.0,37.0,27.0,,9.7,,,13.3,
2679,459,2015,8.0,2.9,53.0,27.0,30.0,26.0,19.0,9.4,71.0,2.0,10.8,25.6
2680,459,2013,6.0,2.2,12.0,4.3,29.0,53.0,,19.1,,,10.4,
2681,459,2011,,,,,,16.0,,6.09,,,,
2682,460,2018,,,,,91.0,,,,,,30.3,
2683,460,2017,11.0,3.7,188.0,62.7,67.0,114.0,,38.0,,,22.4,
2684,460,2016,4.0,1.3,93.0,31.0,72.0,85.0,,28.3,,,24.0,
2685,460,2015,17.0,5.7,125.0,31.0,67.0,80.0,49.0,26.6,266.0,4.5,22.3,88.6
2686,460,2013,16.0,5.4,5.0,1.7,62.0,129.0,,43.6,,,20.9,
2687,460,2011,,,,,,70.0,,25.64,,,,
2688,462,2018,4.0,1.5,67.0,25.6,24.0,22.0,,8.4,62.0,,9.2,23.7
2689,462,2017,1.0,0.4,25.0,10.4,34.0,72.0,,29.9,68.0,,14.1,28.2
2690,462,2016,1.0,0.4,,,35.0,29.0,,12.9,71.0,,15.5,31.5
2691,462,2015,1.0,0.5,,,27.0,9.0,,4.2,85.0,,12.7,39.8
2692,462,2013,2.0,1.0,,,28.0,43.0,,21.2,,,13.8,
2693,462,2011,4.0,2.2,,,,19.0,,10.22,,,,
2694,463,2018,4.0,1.6,48.0,18.8,59.0,47.0,,18.4,57.0,,23.1,22.3
2695,463,2017,2.0,0.8,0.0,0.0,40.0,76.0,,29.8,89.0,,15.7,34.9
2696,463,2016,4.0,1.7,,,48.0,43.0,,18.0,103.0,,20.1,43.1
2697,463,2015,12.0,5.0,,,32.0,12.0,,5.0,90.0,,13.4,37.6
2698,463,2013,3.0,1.3,,,40.0,78.0,,32.8,,,16.8,
2699,463,2011,4.0,1.9,,,,37.0,,17.22,,,,
2700,464,2018,3.0,0.7,39.0,8.5,53.0,24.0,,5.3,63.0,,11.6,13.8
2701,464,2017,2.0,0.5,0.0,0.0,45.0,175.0,,43.6,107.0,,11.2,26.7
2702,464,2016,3.0,0.8,,,50.0,35.0,,9.8,61.0,,14.0,17.1
2703,464,2015,6.0,1.7,,,49.0,6.0,,1.7,66.0,,13.8,18.5
2704,464,2013,1.0,0.3,,,36.0,110.0,,31.3,,,10.2,
2705,464,2011,1.0,0.3,,,,56.0,,17.65,,,,
2706,465,2018,,,,,27.0,,,,,,21.6,
2707,465,2017,1.0,0.8,40.0,32.0,19.0,21.0,,16.8,,,15.2,
2708,465,2016,0.0,0.0,15.0,12.0,23.0,11.0,,8.8,,,18.4,
2709,465,2015,1.0,0.8,27.0,12.0,13.0,15.0,7.0,12.0,59.0,1.4,10.4,47.1
2710,465,2013,2.0,1.6,1.0,0.8,26.0,24.0,,19.2,,,20.8,
2711,465,2011,,,,,,14.0,,10.92,,,,
2712,466,2018,5.0,1.9,68.0,25.9,46.0,24.0,,9.1,51.0,,17.5,19.4
2713,466,2017,3.0,1.2,0.0,0.0,32.0,36.0,,13.8,57.0,,12.3,21.8
2714,466,2016,1.0,0.4,,,41.0,19.0,,7.3,52.0,,15.8,20.1
2715,466,2015,3.0,1.2,,,41.0,7.0,,2.7,46.0,,16.0,18.0
2716,466,2013,2.0,0.8,,,33.0,76.0,,30.2,,,13.1,
2717,466,2011,3.0,1.3,,,,54.0,,22.99,,,,
2718,467,2018,3.0,1.4,40.0,18.5,36.0,92.0,,42.4,44.0,,16.6,20.3
2719,467,2017,1.0,0.5,0.0,0.0,42.0,60.0,,27.7,16.0,,19.4,7.4
2720,467,2016,4.0,1.9,,,37.0,152.0,,70.1,22.0,,17.1,10.2
2721,467,2015,2.0,0.9,,,32.0,2.0,,0.9,15.0,,14.8,6.9
2722,467,2013,0.0,0.0,,,21.0,39.0,,18.1,,,9.7,
2723,467,2011,3.0,1.6,,,,29.0,,15.1,,,,
2724,468,2018,1.0,0.5,2.0,1.0,67.0,3.0,,1.5,14.0,,34.3,7.2
2725,468,2017,0.0,0.0,3.0,1.8,40.0,2.0,,1.2,9.0,,24.0,5.4
2726,468,2016,0.0,0.0,6.0,3.6,39.0,2.0,,1.2,3.0,,23.4,1.8
2727,468,2015,0.0,0.0,1.0,3.6,51.0,0.0,,0.0,7.0,,27.1,3.7
2728,468,2013,0.0,0.0,1.0,0.5,39.0,1.0,,0.5,3.0,,20.6,1.6
2729,468,2011,,,,,,,,,,,,
2730,469,2018,3.0,1.6,4.0,2.1,36.0,6.0,,3.2,60.0,,18.9,31.5
2731,469,2017,2.0,1.1,11.0,5.9,38.0,24.0,,12.8,62.0,,20.3,33.1
2732,469,2016,0.0,0.0,18.0,9.6,27.0,2.0,,1.1,47.0,,14.4,25.0
2733,469,2015,1.0,0.5,32.0,9.6,32.0,27.0,,14.3,52.0,,16.9,27.5
2734,469,2013,1.0,0.5,13.0,7.0,25.0,7.0,,3.7,51.0,,13.4,27.3
2735,469,2011,,,,,,,,,,,,
2736,470,2018,9.0,3.8,26.0,10.9,43.0,10.0,,4.2,,,18.0,
2737,470,2017,,,,,28.0,,,,,,12.0,
2738,470,2016,9.0,3.9,18.0,7.7,30.0,13.0,1.0,5.6,113.0,0.1,12.8,48.4
2739,470,2015,0.0,0.0,42.0,7.7,33.0,20.0,5.0,8.6,57.0,0.5,14.1,24.4
2740,470,2013,3.0,1.3,35.0,15.0,33.0,28.0,4.0,12.0,153.0,0.4,14.1,65.4
2741,470,2011,1.0,0.6,,,,51.0,,28.81,,,,
2742,471,2018,16.0,4.7,64.0,18.8,69.0,62.0,,18.2,,,20.2,
2743,471,2017,,,,,55.0,,,,,,19.8,
2744,471,2016,9.0,3.3,40.0,14.5,45.0,65.0,14.0,23.5,198.0,1.1,16.3,71.5
2745,471,2015,4.0,1.4,66.0,14.5,69.0,62.0,11.0,22.4,174.0,0.9,24.9,62.8
2746,471,2013,4.0,1.4,99.0,35.7,51.0,52.0,33.0,18.7,316.0,2.6,18.4,113.8
2747,471,2011,2.0,0.8,,,,99.0,,40.1,,,,
2748,472,2018,4.0,2.9,46.0,33.8,16.0,1.0,,0.7,,,11.8,
2749,472,2017,,,,,23.0,,,,,,17.2,
2750,472,2016,1.0,0.8,30.0,22.8,16.0,4.0,17.0,3.0,14.0,3.1,12.2,10.6
2751,472,2015,0.0,0.0,16.0,22.8,14.0,3.0,10.0,2.3,11.0,1.9,10.7,8.4
2752,472,2013,0.0,0.0,109.0,84.5,13.0,16.0,6.0,12.4,68.0,1.1,10.1,52.7
2753,472,2011,0.0,0.0,,,,7.0,,6.14,,,,
2754,473,2018,3.0,1.3,14.0,5.9,110.0,54.0,,22.8,217.0,,46.4,91.6
2755,473,2017,2.0,0.9,28.0,12.3,69.0,40.0,,17.6,238.0,,30.3,104.5
2756,473,2016,6.0,2.7,19.0,8.4,65.0,35.0,,15.5,224.0,,28.7,98.9
2757,473,2015,8.0,3.5,43.0,8.4,75.0,36.0,,15.8,217.0,,33.0,95.3
2758,473,2013,5.0,2.2,49.0,21.9,57.0,35.0,,15.7,210.0,,25.5,94.0
2759,473,2011,,,,,,,,,,,,
2760,474,2018,8.0,3.3,56.0,23.3,38.0,26.0,,10.8,,,15.8,
2761,474,2017,,,,,38.0,,,,,,15.8,
2762,474,2016,13.0,5.4,41.0,17.2,38.0,24.0,6.0,10.0,129.0,0.5,15.9,54.0
2763,474,2015,2.0,0.8,69.0,17.2,39.0,25.0,20.0,10.5,70.0,1.7,16.3,29.3
2764,474,2013,3.0,1.3,123.0,51.6,36.0,52.0,7.0,21.8,265.0,0.6,15.1,111.3
2765,474,2011,4.0,1.8,,,,60.0,,27.61,,,,
2766,475,2018,0.0,0.0,15.0,5.3,54.0,11.0,,3.9,68.0,,19.1,24.1
2767,475,2017,0.0,0.0,8.0,2.9,38.0,50.0,,17.8,61.0,,13.5,21.7
2768,475,2016,1.0,0.4,4.0,1.5,34.0,16.0,,5.9,60.0,,12.5,22.0
2769,475,2015,0.0,0.0,35.0,1.5,46.0,19.0,,7.0,64.0,,17.0,23.6
2770,475,2013,0.0,0.0,9.0,3.4,34.0,18.0,,6.9,68.0,,13.0,25.9
2771,475,2011,,,,,,,,,,,,
