,NPA,year,voters_participating,board_committee_participation,311_requests,neighborhood_organizations,voter_participation,311_calls,arts_participating_households,board_committee_participants,arts_participation
616,91,2013,,,32.1,,,761.0,51.0,,6.0
617,91,2016,880.0,,37.4,,73.0,901.0,,,
618,91,2015,186.0,,33.1,1.0,17.0,798.0,,,
619,91,2018,658.0,1.0,,,58.0,,,2.0,
620,91,2017,241.0,0.41,,,16.0,,,1.0,
621,91,2014,527.0,,,1.0,52.0,,,,
622,91,2012,922.0,,,,75.0,,,,
623,92,2013,,,4.0,,,76.0,123.0,,12.0
624,92,2016,990.0,,4.4,,68.0,106.0,,,
625,92,2015,74.0,,3.2,1.0,7.0,76.0,,,
626,92,2018,736.0,0.0,,,57.0,,,1.0,
627,92,2017,178.0,0.42,,,10.0,,,1.0,
628,92,2014,352.0,,,0.0,40.0,,,,
629,92,2012,696.0,,,,80.0,,,,
630,93,2013,,,5.8,,,79.0,33.0,,5.0
631,93,2016,395.0,,6.0,,63.0,82.0,,,
632,93,2015,16.0,,7.2,0.0,3.0,98.0,,,
633,93,2018,193.0,2.0,,,42.0,,,3.0,
634,93,2017,33.0,2.18,,,4.0,,,3.0,
635,93,2014,116.0,,,0.0,27.0,,,,
636,93,2012,341.0,,,,64.0,,,,
637,94,2013,,,58.4,,,636.0,18.0,,5.0
638,94,2016,542.0,,55.1,,75.0,607.0,,,
639,94,2015,124.0,,53.9,2.0,19.0,592.0,,,
640,94,2018,328.0,1.0,,,50.0,,,1.0,
641,94,2017,150.0,0.0,,,18.0,,,0.0,
642,94,2014,348.0,,,3.0,54.0,,,,
643,94,2012,598.0,,,,74.0,,,,
644,95,2013,,,19.3,,,323.0,49.0,,7.0
645,95,2016,565.0,,22.0,,69.0,368.0,,,
646,95,2015,102.0,,18.7,0.0,15.0,313.0,,,
647,95,2018,416.0,1.0,,,58.0,,,1.0,
648,95,2017,132.0,1.2,,,13.0,,,2.0,
649,95,2014,309.0,,,0.0,48.0,,,,
650,95,2012,567.0,,,,67.0,,,,
651,96,2013,,,18.8,,,642.0,90.0,,6.0
652,96,2016,1608.0,,15.9,,73.0,703.0,,,
653,96,2015,178.0,,16.6,1.0,10.0,709.0,,,
654,96,2018,1211.0,0.0,,,58.0,,,1.0,
655,96,2017,364.0,0.44,,,13.0,,,2.0,
656,96,2014,737.0,,,1.0,47.0,,,,
657,96,2012,1298.0,,,,75.0,,,,
658,97,2013,,,21.4,,,810.0,151.0,,10.0
659,97,2016,1691.0,,24.5,,75.0,930.0,,,
660,97,2015,271.0,,21.4,3.0,15.0,813.0,,,
661,97,2018,1299.0,1.0,,,63.0,,,3.0,
662,97,2017,469.0,0.52,,,18.0,,,2.0,
663,97,2014,878.0,,,4.0,51.0,,,,
664,97,2012,1581.0,,,,78.0,,,,
665,98,2013,,,17.5,,,463.0,71.0,,8.0
666,98,2016,1195.0,,29.3,,69.0,825.0,,,
667,98,2015,164.0,,20.8,1.0,11.0,570.0,,,
668,98,2018,1039.0,0.0,,,61.0,,,0.0,
669,98,2017,335.0,0.0,,,17.0,,,0.0,
670,98,2014,613.0,,,1.0,44.0,,,,
671,98,2012,1071.0,,,,80.0,,,,
672,99,2013,,,50.9,,,783.0,129.0,,21.0
673,99,2016,816.0,,57.6,,76.0,884.0,,,
674,99,2015,275.0,,53.0,5.0,29.0,812.0,,,
675,99,2018,713.0,1.0,,,70.0,,,1.0,
676,99,2017,371.0,0.63,,,29.0,,,1.0,
677,99,2014,512.0,,,4.0,57.0,,,,
678,99,2012,821.0,,,,75.0,,,,
679,100,2013,,,51.0,,,851.0,27.0,,4.0
680,100,2016,792.0,,53.2,,65.0,923.0,,,
681,100,2015,202.0,,48.6,1.0,18.0,838.0,,,
682,100,2018,571.0,1.0,,,61.0,,,2.0,
683,100,2017,265.0,1.14,,,21.0,,,2.0,
684,100,2014,526.0,,,1.0,48.0,,,,
685,100,2012,888.0,,,,78.0,,,,
686,101,2013,,,6.6,,,150.0,3.0,,0.0
687,101,2016,346.0,,5.6,,65.0,131.0,,,
688,101,2015,52.0,,4.9,1.0,12.0,115.0,,,
689,101,2018,224.0,0.0,,,46.0,,,1.0,
690,101,2017,95.0,0.43,,,14.0,,,1.0,
691,101,2014,155.0,,,1.0,38.0,,,,
692,101,2012,332.0,,,,74.0,,,,
693,102,2013,,,27.1,,,391.0,18.0,,4.0
694,102,2016,445.0,,28.9,,62.0,427.0,,,
695,102,2015,84.0,,27.2,0.0,13.0,401.0,,,
696,102,2018,313.0,0.0,,,55.0,,,0.0,
697,102,2017,105.0,0.0,,,14.0,,,0.0,
698,102,2014,263.0,,,0.0,45.0,,,,
699,102,2012,451.0,,,,75.0,,,,
700,103,2013,,,20.1,,,304.0,3.0,,1.0
701,103,2016,347.0,,23.0,,61.0,362.0,,,
702,103,2015,37.0,,18.8,0.0,8.0,295.0,,,
703,103,2018,320.0,0.0,,,48.0,,,0.0,
704,103,2017,86.0,0.0,,,11.0,,,0.0,
705,103,2014,180.0,,,0.0,41.0,,,,
706,103,2012,374.0,,,,76.0,,,,
707,105,2013,,,13.4,,,138.0,124.0,,26.0
708,105,2016,1038.0,,10.8,,78.0,184.0,,,
709,105,2015,141.0,,10.6,1.0,15.0,145.0,,,
710,105,2018,777.0,1.0,,,60.0,,,2.0,
711,105,2017,229.0,0.53,,,16.0,,,1.0,
712,105,2014,376.0,,,1.0,49.0,,,,
713,105,2012,546.0,,,,83.0,,,,
714,106,2013,,,15.8,,,249.0,22.0,,3.0
715,106,2016,258.0,,9.5,,54.0,154.0,,,
716,106,2015,21.0,,11.6,0.0,6.0,188.0,,,
717,106,2018,147.0,0.0,,,42.0,,,0.0,
718,106,2017,35.0,0.0,,,6.0,,,0.0,
719,106,2014,97.0,,,0.0,30.0,,,,
720,106,2012,229.0,,,,62.0,,,,
721,107,2013,,,4.0,,,88.0,49.0,,5.0
722,107,2016,598.0,,6.6,,60.0,93.0,,,
723,107,2015,73.0,,3.2,0.0,9.0,72.0,,,
724,107,2018,445.0,0.0,,,49.0,,,0.0,
725,107,2017,99.0,0.0,,,8.0,,,0.0,
726,107,2014,312.0,,,0.0,41.0,,,,
727,107,2012,650.0,,,,78.0,,,,
728,108,2013,,,20.4,,,292.0,52.0,,10.0
729,108,2016,681.0,,23.5,,76.0,337.0,,,
730,108,2015,94.0,,20.4,,12.0,293.0,,,
731,108,2018,542.0,0.0,,,66.0,,,0.0,
732,108,2017,183.0,0.0,,,17.0,,,0.0,
733,108,2014,394.0,,,1.0,52.0,,,,
734,108,2012,663.0,,,,76.0,,,,
735,109,2013,,,15.4,,,354.0,239.0,,28.0
736,109,2016,1245.0,,10.7,,81.0,274.0,,,
737,109,2015,272.0,,10.3,3.0,20.0,253.0,,,
738,109,2018,377.0,0.0,,,67.0,,,0.0,
739,109,2017,118.0,0.75,,,18.0,,,2.0,
740,109,2014,792.0,,,3.0,62.0,,,,
741,109,2012,1126.0,,,,83.0,,,,
742,110,2013,,,12.7,,,236.0,77.0,,10.0
743,110,2016,852.0,,12.8,,79.0,237.0,,,
744,110,2015,138.0,,15.0,2.0,15.0,276.0,,,
745,110,2018,614.0,0.0,,,69.0,,,0.0,
746,110,2017,199.0,0.0,,,18.0,,,0.0,
747,110,2014,532.0,,,3.0,60.0,,,,
748,110,2012,842.0,,,,80.0,,,,
749,111,2013,,,21.4,,,617.0,77.0,,7.0
750,111,2016,1320.0,,21.1,,73.0,632.0,,,
751,111,2015,170.0,,24.5,0.0,12.0,781.0,,,
752,111,2018,1208.0,1.0,,,58.0,,,2.0,
753,111,2017,364.0,0.33,,,16.0,,,1.0,
754,111,2014,600.0,,,0.0,47.0,,,,
755,111,2012,944.0,,,,77.0,,,,
756,112,2013,,,8.6,,,119.0,33.0,,6.0
757,112,2016,820.0,,7.0,,79.0,108.0,,,
758,112,2015,47.0,,7.3,0.0,6.0,107.0,,,
759,112,2018,633.0,0.0,,,64.0,,,0.0,
760,112,2017,159.0,0.0,,,13.0,,,0.0,
761,112,2014,405.0,,,0.0,56.0,,,,
762,112,2012,637.0,,,,82.0,,,,
763,113,2013,,,37.1,,,1398.0,95.0,,7.0
764,113,2016,1895.0,,36.8,,77.0,1501.0,,,
765,113,2015,255.0,,36.3,0.0,13.0,1456.0,,,
766,113,2018,1516.0,0.0,,,61.0,,,2.0,
767,113,2017,535.0,0.24,,,18.0,,,1.0,
768,113,2014,977.0,,,0.0,51.0,,,,
769,113,2012,1644.0,,,,80.0,,,,
770,114,2013,,,26.3,,,318.0,6.0,,2.0
771,114,2016,250.0,,24.4,,56.0,312.0,,,
772,114,2015,23.0,,22.5,1.0,7.0,281.0,,,
773,114,2018,138.0,0.0,,,40.0,,,0.0,
774,114,2017,43.0,0.0,,,8.0,,,0.0,
775,114,2014,97.0,,,1.0,33.0,,,,
776,114,2012,226.0,,,,70.0,,,,
777,115,2013,,,29.3,,,1158.0,361.0,,24.0
778,115,2016,2445.0,,16.8,,79.0,828.0,,,
779,115,2015,475.0,,17.4,2.0,18.0,843.0,,,
780,115,2018,2005.0,1.0,,,66.0,,,3.0,
781,115,2017,815.0,0.61,,,23.0,,,3.0,
782,115,2014,1280.0,,,1.0,53.0,,,,
783,115,2012,2111.0,,,,85.0,,,,
784,116,2013,,,14.4,,,506.0,58.0,,5.0
785,116,2016,1190.0,,15.5,,73.0,600.0,,,
786,116,2015,151.0,,13.7,,13.0,516.0,,,
787,116,2018,1025.0,0.0,,,58.0,,,1.0,
788,116,2017,508.0,0.25,,,25.0,,,1.0,
789,116,2014,524.0,,,1.0,49.0,,,,
790,116,2012,938.0,,,,73.0,,,,
791,117,2013,,,30.9,,,1164.0,82.0,,6.0
792,117,2016,1708.0,,31.1,,73.0,1261.0,,,
793,117,2015,193.0,,31.4,2.0,10.0,1251.0,,,
794,117,2018,1379.0,0.0,,,56.0,,,1.0,
795,117,2017,424.0,0.0,,,14.0,,,0.0,
796,117,2014,854.0,,,2.0,48.0,,,,
797,117,2012,1516.0,,,,79.0,,,,
798,118,2013,,,32.8,,,395.0,106.0,,26.0
799,118,2016,728.0,,31.1,,84.0,391.0,,,
800,118,2015,175.0,,28.0,,22.0,346.0,,,
801,118,2018,637.0,2.0,,,77.0,,,3.0,
802,118,2017,270.0,2.33,,,28.0,,,3.0,
803,118,2014,476.0,,,1.0,64.0,,,,
804,118,2012,679.0,,,,83.0,,,,
805,119,2013,,,47.5,,,637.0,21.0,,5.0
806,119,2016,523.0,,39.1,,74.0,532.0,,,
807,119,2015,107.0,,39.4,3.0,18.0,533.0,,,
808,119,2018,401.0,0.0,,,60.0,,,0.0,
809,119,2017,167.0,0.0,,,19.0,,,0.0,
810,119,2014,314.0,,,3.0,54.0,,,,
811,119,2012,510.0,,,,72.0,,,,
812,120,2013,,,29.5,,,436.0,9.0,,2.0
813,120,2016,616.0,,36.2,,67.0,532.0,,,
814,120,2015,84.0,,30.1,2.0,10.0,454.0,,,
815,120,2018,394.0,0.0,,,49.0,,,0.0,
816,120,2017,149.0,0.0,,,14.0,,,0.0,
817,120,2014,343.0,,,2.0,44.0,,,,
818,120,2012,664.0,,,,76.0,,,,
819,121,2013,,,35.5,,,801.0,59.0,,7.0
820,121,2016,784.0,,34.6,,68.0,789.0,,,
821,121,2015,124.0,,36.4,2.0,13.0,829.0,,,
822,121,2018,512.0,0.0,,,52.0,,,1.0,
823,121,2017,192.0,0.0,,,14.0,,,0.0,
824,121,2014,416.0,,,2.0,46.0,,,,
825,121,2012,834.0,,,,74.0,,,,
826,122,2013,,,,,,,,,
827,122,2016,,,,,,,,,
828,122,2015,,,,0.0,,,,,
829,122,2018,,,,,,,,,
830,122,2017,,,,,,,,,
831,122,2014,,,,0.0,,,,,
832,122,2012,,,,,,,,,
833,123,2013,,,34.7,,,879.0,55.0,,5.0
834,123,2016,1441.0,,41.2,,77.0,1046.0,,,
835,123,2015,569.0,,35.3,6.0,33.0,892.0,,,
836,123,2018,1123.0,1.0,,,67.0,,,3.0,
837,123,2017,666.0,1.18,,,32.0,,,3.0,
838,123,2014,1065.0,,,3.0,63.0,,,,
839,123,2012,1555.0,,,,84.0,,,,
840,124,2013,,,47.0,,,956.0,23.0,,3.0
841,124,2016,801.0,,56.2,,59.0,1150.0,,,
842,124,2015,137.0,,48.7,3.0,12.0,1008.0,,,
843,124,2018,507.0,0.0,,,49.0,,,0.0,
844,124,2017,198.0,0.0,,,14.0,,,0.0,
845,124,2014,482.0,,,3.0,42.0,,,,
846,124,2012,891.0,,,,78.0,,,,
847,125,2013,,,39.2,,,1114.0,41.0,,4.0
848,125,2016,1292.0,,38.6,,66.0,1146.0,,,
849,125,2015,178.0,,37.1,2.0,10.0,1091.0,,,
850,125,2018,880.0,0.0,,,55.0,,,1.0,
851,125,2017,308.0,0.3,,,15.0,,,1.0,
852,125,2014,662.0,,,2.0,41.0,,,,
853,125,2012,1274.0,,,,80.0,,,,
854,126,2013,,,46.9,,,168.0,5.0,,3.0
855,126,2016,400.0,,23.4,,80.0,146.0,,,
856,126,2015,43.0,,34.9,0.0,15.0,188.0,,,
857,126,2018,395.0,4.0,,,64.0,,,4.0,
858,126,2017,128.0,2.7,,,19.0,,,2.0,
859,126,2014,126.0,,,0.0,49.0,,,,
860,126,2012,153.0,,,,85.0,,,,
861,127,2013,,,16.2,,,383.0,32.0,,3.0
862,127,2016,733.0,,18.2,,61.0,436.0,,,
863,127,2015,129.0,,16.4,3.0,14.0,389.0,,,
864,127,2018,413.0,0.0,,,47.0,,,0.0,
865,127,2017,162.0,0.0,,,13.0,,,0.0,
866,127,2014,405.0,,,3.0,45.0,,,,
867,127,2012,817.0,,,,78.0,,,,
868,128,2013,,,31.1,,,888.0,15.0,,2.0
869,128,2016,582.0,,33.4,,53.0,974.0,,,
870,128,2015,78.0,,30.5,2.0,8.0,879.0,,,
871,128,2018,312.0,0.0,,,48.0,,,0.0,
872,128,2017,101.0,0.0,,,11.0,,,0.0,
873,128,2014,319.0,,,1.0,34.0,,,,
874,128,2012,685.0,,,,65.0,,,,
875,129,2013,,,35.8,,,781.0,282.0,,33.0
876,129,2016,1361.0,,36.6,,85.0,815.0,,,
877,129,2015,410.0,,36.2,1.0,28.0,807.0,,,
878,129,2018,1170.0,0.0,,,76.0,,,1.0,
879,129,2017,595.0,0.9,,,34.0,,,2.0,
880,129,2014,967.0,,,1.0,67.0,,,,
881,129,2012,1381.0,,,,86.0,,,,
882,130,2013,,,1.1,,,19.0,157.0,,21.0
883,130,2016,1068.0,,2.3,,81.0,41.0,,,
884,130,2015,61.0,,2.6,3.0,6.0,47.0,,,
885,130,2018,967.0,1.0,,,68.0,,,1.0,
886,130,2017,231.0,0.55,,,14.0,,,1.0,
887,130,2014,600.0,,,3.0,58.0,,,,
888,130,2012,937.0,,,,75.0,,,,
889,131,2013,,,36.3,,,714.0,81.0,,11.0
890,131,2016,902.0,,31.0,,77.0,668.0,,,
891,131,2015,128.0,,29.1,1.0,13.0,619.0,,,
892,131,2018,663.0,0.0,,,60.0,,,1.0,
893,131,2017,239.0,0.0,,,17.0,,,0.0,
894,131,2014,473.0,,,1.0,50.0,,,,
895,131,2012,826.0,,,,72.0,,,,
896,132,2013,,,60.8,,,313.0,51.0,,19.0
897,132,2016,263.0,,46.7,,69.0,246.0,,,
898,132,2015,71.0,,56.0,1.0,22.0,296.0,,,
899,132,2018,240.0,0.0,,,73.0,,,0.0,
900,132,2017,117.0,0.0,,,28.0,,,0.0,
901,132,2014,158.0,,,0.0,50.0,,,,
902,132,2012,274.0,,,,75.0,,,,
903,133,2013,,,30.6,,,327.0,174.0,,28.0
904,133,2016,599.0,,27.5,,83.0,299.0,,,
905,133,2015,174.0,,23.1,2.0,27.0,249.0,,,
906,133,2018,503.0,0.0,,,73.0,,,0.0,
907,133,2017,236.0,0.0,,,28.0,,,0.0,
908,133,2014,361.0,,,2.0,59.0,,,,
909,133,2012,574.0,,,,81.0,,,,
910,134,2013,,,23.8,,,290.0,14.0,,3.0
911,134,2016,416.0,,21.0,,71.0,265.0,,,
912,134,2015,64.0,,19.3,0.0,14.0,242.0,,,
913,134,2018,291.0,0.0,,,57.0,,,0.0,
914,134,2017,94.0,0.0,,,13.0,,,0.0,
915,134,2014,205.0,,,0.0,49.0,,,,
916,134,2012,363.0,,,,75.0,,,,
917,135,2013,,,8.3,,,105.0,11.0,,2.0
918,135,2016,352.0,,11.2,,59.0,142.0,,,
919,135,2015,39.0,,7.9,0.0,8.0,102.0,,,
920,135,2018,216.0,0.0,,,44.0,,,0.0,
921,135,2017,51.0,0.0,,,7.0,,,0.0,
922,135,2014,176.0,,,0.0,39.0,,,,
923,135,2012,378.0,,,,77.0,,,,
924,136,2013,,,24.5,,,498.0,142.0,,18.0
925,136,2016,1101.0,,23.9,,78.0,509.0,,,
926,136,2015,165.0,,23.2,1.0,14.0,486.0,,,
927,136,2018,852.0,0.0,,,62.0,,,0.0,
928,136,2017,311.0,0.0,,,19.0,,,0.0,
929,136,2014,611.0,,,1.0,56.0,,,,
930,136,2012,998.0,,,,83.0,,,,
931,137,2013,,,40.9,,,694.0,24.0,,5.0
932,137,2016,654.0,,37.6,,71.0,647.0,,,
933,137,2015,77.0,,40.9,1.0,10.0,703.0,,,
934,137,2018,440.0,0.0,,,54.0,,,0.0,
935,137,2017,141.0,0.57,,,13.0,,,1.0,
936,137,2014,320.0,,,1.0,46.0,,,,
937,137,2012,602.0,,,,76.0,,,,
938,138,2013,,,52.9,,,405.0,5.0,,2.0
939,138,2016,249.0,,55.7,,67.0,428.0,,,
940,138,2015,47.0,,50.6,1.0,15.0,387.0,,,
941,138,2018,172.0,1.0,,,55.0,,,1.0,
942,138,2017,65.0,1.3,,,14.0,,,1.0,
943,138,2014,133.0,,,1.0,46.0,,,,
944,138,2012,245.0,,,,70.0,,,,
945,139,2013,,,39.8,,,666.0,26.0,,4.0
946,139,2016,674.0,,40.6,,69.0,679.0,,,
947,139,2015,120.0,,37.8,1.0,14.0,629.0,,,
948,139,2018,504.0,0.0,,,58.0,,,0.0,
949,139,2017,184.0,0.0,,,16.0,,,0.0,
950,139,2014,406.0,,,1.0,50.0,,,,
951,139,2012,742.0,,,,81.0,,,,
952,140,2013,,,41.4,,,1111.0,43.0,,5.0
953,140,2016,1197.0,,41.2,,74.0,1214.0,,,
954,140,2015,274.0,,37.4,1.0,20.0,1104.0,,,
955,140,2018,859.0,0.0,,,62.0,,,1.0,
956,140,2017,396.0,0.34,,,22.0,,,1.0,
957,140,2014,712.0,,,1.0,55.0,,,,
958,140,2012,1169.0,,,,78.0,,,,
959,141,2013,,,53.0,,,525.0,3.0,,1.0
960,141,2016,290.0,,43.9,,69.0,424.0,,,
961,141,2015,40.0,,41.5,0.0,12.0,399.0,,,
962,141,2018,166.0,0.0,,,46.0,,,0.0,
963,141,2017,52.0,0.0,,,10.0,,,0.0,
964,141,2014,132.0,,,0.0,42.0,,,,
965,141,2012,268.0,,,,68.0,,,,
966,142,2013,,,29.5,,,763.0,82.0,,7.0
967,142,2016,1013.0,,30.8,,62.0,821.0,,,
968,142,2015,182.0,,31.4,3.0,13.0,828.0,,,
969,142,2018,743.0,0.0,,,57.0,,,0.0,
970,142,2017,284.0,0.0,,,16.0,,,0.0,
971,142,2014,529.0,,,3.0,40.0,,,,
972,142,2012,1062.0,,,,77.0,,,,
973,143,2013,,,45.7,,,619.0,218.0,,36.0
974,143,2016,925.0,,44.4,,86.0,601.0,,,
975,143,2015,389.0,,42.7,2.0,40.0,581.0,,,
976,143,2018,803.0,0.0,,,76.0,,,0.0,
977,143,2017,484.0,0.0,,,40.0,,,0.0,
978,143,2014,632.0,,,2.0,65.0,,,,
979,143,2012,923.0,,,,86.0,,,,
980,144,2013,,,11.2,,,228.0,29.0,,3.0
981,144,2016,752.0,,13.7,,65.0,293.0,,,
982,144,2015,60.0,,12.1,,7.0,255.0,,,
983,144,2018,467.0,0.0,,,44.0,,,0.0,
984,144,2017,123.0,0.0,,,9.0,,,0.0,
985,144,2014,327.0,,,0.0,42.0,,,,
986,144,2012,695.0,,,,78.0,,,,
987,145,2013,,,10.7,,,178.0,41.0,,7.0
988,145,2016,623.0,,8.5,,73.0,145.0,,,
989,145,2015,67.0,,10.6,,9.0,180.0,,,
990,145,2018,430.0,0.0,,,53.0,,,0.0,
991,145,2017,108.0,0.0,,,10.0,,,0.0,
992,145,2014,344.0,,,1.0,51.0,,,,
993,145,2012,622.0,,,,70.0,,,,
994,146,2013,,,31.3,,,569.0,55.0,,9.0
995,146,2016,842.0,,37.0,,76.0,697.0,,,
996,146,2015,196.0,,32.7,4.0,21.0,610.0,,,
997,146,2018,660.0,0.0,,,63.0,,,0.0,
998,146,2017,290.0,0.51,,,22.0,,,1.0,
999,146,2014,492.0,,,4.0,56.0,,,,
1000,146,2012,774.0,,,,75.0,,,,
1001,147,2013,,,29.5,,,660.0,50.0,,5.0
1002,147,2016,971.0,,36.2,,72.0,846.0,,,
1003,147,2015,155.0,,32.7,5.0,14.0,756.0,,,
1004,147,2018,657.0,0.0,,,54.0,,,0.0,
1005,147,2017,252.0,0.0,,,15.0,,,0.0,
1006,147,2014,497.0,,,5.0,48.0,,,,
1007,147,2012,914.0,,,,71.0,,,,
1008,148,2013,,,22.9,,,563.0,253.0,,27.0
1009,148,2016,1349.0,,24.4,,81.0,601.0,,,
1010,148,2015,392.0,,24.8,6.0,26.0,610.0,,,
1011,148,2018,1178.0,1.0,,,72.0,,,3.0,
1012,148,2017,561.0,1.62,,,29.0,,,4.0,
1013,148,2014,885.0,,,7.0,60.0,,,,
1014,148,2012,1339.0,,,,82.0,,,,
1015,149,2013,,,17.3,,,132.0,69.0,,18.0
1016,149,2016,488.0,,6.9,,81.0,63.0,,,
1017,149,2015,108.0,,6.5,0.0,21.0,59.0,,,
1018,149,2018,420.0,0.0,,,70.0,,,0.0,
1019,149,2017,160.0,0.0,,,23.0,,,0.0,
1020,149,2014,268.0,,,0.0,55.0,,,,
1021,149,2012,403.0,,,,84.0,,,,
1022,150,2013,,,37.8,,,692.0,22.0,,3.0
1023,150,2016,769.0,,36.5,,66.0,676.0,,,
1024,150,2015,121.0,,36.7,3.0,12.0,677.0,,,
1025,150,2018,542.0,0.0,,,59.0,,,0.0,
1026,150,2017,200.0,0.0,,,16.0,,,0.0,
1027,150,2014,426.0,,,3.0,45.0,,,,
1028,150,2012,761.0,,,,77.0,,,,
1029,151,2013,,,20.8,,,713.0,281.0,,25.0
1030,151,2016,1717.0,,23.4,,80.0,813.0,,,
1031,151,2015,338.0,,19.2,2.0,19.0,666.0,,,
1032,151,2018,1347.0,1.0,,,64.0,,,2.0,
1033,151,2017,508.0,0.25,,,20.0,,,1.0,
1034,151,2014,848.0,,,2.0,51.0,,,,
1035,151,2012,1509.0,,,,84.0,,,,
1036,152,2013,,,33.5,,,274.0,20.0,,7.0
1037,152,2016,338.0,,37.8,,65.0,305.0,,,
1038,152,2015,57.0,,39.7,1.0,12.0,321.0,,,
1039,152,2018,270.0,0.0,,,61.0,,,0.0,
1040,152,2017,101.0,0.0,,,17.0,,,0.0,
1041,152,2014,184.0,,,1.0,41.0,,,,
1042,152,2012,326.0,,,,72.0,,,,
1043,153,2013,,,23.8,,,930.0,224.0,,18.0
1044,153,2016,1820.0,,25.5,,73.0,996.0,,,
1045,153,2015,395.0,,24.2,4.0,17.0,947.0,,,
1046,153,2018,1489.0,0.0,,,65.0,,,1.0,
1047,153,2017,654.0,0.26,,,24.0,,,1.0,
1048,153,2014,1066.0,,,4.0,48.0,,,,
1049,153,2012,1772.0,,,,82.0,,,,
1050,154,2013,,,22.4,,,673.0,161.0,,14.0
1051,154,2016,1269.0,,20.3,,77.0,609.0,,,
1052,154,2015,269.0,,20.5,2.0,19.0,616.0,,,
1053,154,2018,991.0,1.0,,,66.0,,,2.0,
1054,154,2017,471.0,0.33,,,25.0,,,1.0,
1055,154,2014,756.0,,,4.0,55.0,,,,
1056,154,2012,1327.0,,,,79.0,,,,
1057,155,2013,,,31.8,,,857.0,70.0,,7.0
1058,155,2016,1361.0,,32.8,,68.0,938.0,,,
1059,155,2015,146.0,,33.0,1.0,9.0,911.0,,,
1060,155,2018,941.0,0.0,,,54.0,,,0.0,
1061,155,2017,298.0,0.0,,,14.0,,,0.0,
1062,155,2014,584.0,,,1.0,40.0,,,,
1063,155,2012,1025.0,,,,72.0,,,,
1064,156,2013,,,23.5,,,774.0,89.0,,8.0
1065,156,2016,1546.0,,28.1,,73.0,1030.0,,,
1066,156,2015,191.0,,24.7,1.0,11.0,872.0,,,
1067,156,2018,1192.0,0.0,,,59.0,,,1.0,
1068,156,2017,392.0,0.0,,,15.0,,,0.0,
1069,156,2014,873.0,,,1.0,54.0,,,,
1070,156,2012,1384.0,,,,77.0,,,,
1071,157,2013,,,23.2,,,403.0,11.0,,3.0
1072,157,2016,357.0,,29.3,,41.0,383.0,,,
1073,157,2015,32.0,,25.8,3.0,5.0,315.0,,,
1074,157,2018,242.0,2.0,,,33.0,,,3.0,
1075,157,2017,66.0,0.78,,,6.0,,,1.0,
1076,157,2014,162.0,,,2.0,27.0,,,,
1077,157,2012,506.0,,,,64.0,,,,
1078,158,2013,,,33.6,,,1209.0,43.0,,3.0
1079,158,2016,1638.0,,36.6,,71.0,1341.0,,,
1080,158,2015,263.0,,35.7,3.0,13.0,1304.0,,,
1081,158,2018,1134.0,0.0,,,57.0,,,1.0,
1082,158,2017,394.0,0.27,,,15.0,,,1.0,
1083,158,2014,939.0,,,2.0,49.0,,,,
1084,158,2012,1732.0,,,,79.0,,,,
1085,159,2013,,,59.3,,,614.0,6.0,,2.0
1086,159,2016,394.0,,48.0,,62.0,534.0,,,
1087,159,2015,41.0,,50.7,2.0,8.0,551.0,,,
1088,159,2018,242.0,0.0,,,47.0,,,0.0,
1089,159,2017,77.0,0.0,,,10.0,,,0.0,
1090,159,2014,189.0,,,2.0,40.0,,,,
1091,159,2012,395.0,,,,74.0,,,,
1092,160,2013,,,46.8,,,1342.0,28.0,,3.0
1093,160,2016,1237.0,,48.8,,69.0,1418.0,,,
1094,160,2015,272.0,,47.3,1.0,18.0,1372.0,,,
1095,160,2018,919.0,0.0,,,59.0,,,0.0,
1096,160,2017,379.0,0.0,,,18.0,,,0.0,
1097,160,2014,801.0,,,2.0,52.0,,,,
1098,160,2012,1369.0,,,,76.0,,,,
1099,161,2013,,,5.7,,,149.0,96.0,,9.0
1100,161,2016,886.0,,9.2,,66.0,248.0,,,
1101,161,2015,110.0,,7.6,0.0,10.0,202.0,,,
1102,161,2018,580.0,0.0,,,55.0,,,1.0,
1103,161,2017,192.0,0.37,,,14.0,,,1.0,
1104,161,2014,387.0,,,0.0,42.0,,,,
1105,161,2012,840.0,,,,80.0,,,,
1106,162,2013,,,36.4,,,695.0,39.0,,6.0
1107,162,2016,754.0,,36.5,,71.0,711.0,,,
1108,162,2015,167.0,,31.2,1.0,17.0,606.0,,,
1109,162,2018,550.0,1.0,,,63.0,,,1.0,
1110,162,2017,224.0,0.51,,,19.0,,,1.0,
1111,162,2014,474.0,,,1.0,52.0,,,,
1112,162,2012,786.0,,,,81.0,,,,
1113,163,2013,,,35.0,,,301.0,152.0,,32.0
1114,163,2016,724.0,,49.1,,80.0,438.0,,,
1115,163,2015,168.0,,39.6,4.0,26.0,357.0,,,
1116,163,2018,556.0,0.0,,,66.0,,,0.0,
1117,163,2017,277.0,0.0,,,28.0,,,0.0,
1118,163,2014,338.0,,,2.0,55.0,,,,
1119,163,2012,458.0,,,,79.0,,,,
1120,164,2013,,,20.5,,,987.0,74.0,,4.0
1121,164,2016,785.0,,24.7,,61.0,1185.0,,,
1122,164,2015,158.0,,22.0,5.0,15.0,1029.0,,,
1123,164,2018,538.0,0.0,,,51.0,,,1.0,
