,NPA,year,voters_participating,board_committee_participation,311_requests,neighborhood_organizations,voter_participation,311_calls,arts_participating_households,board_committee_participants,arts_participation
1617,236,2013,,,24.4,,,249.0,264.0,,62.0
1618,236,2016,950.0,,23.6,,83.0,251.0,,,
1619,236,2015,357.0,,24.5,1.0,34.0,260.0,,,
1620,236,2018,809.0,0.0,,,76.0,,,0.0,
1621,236,2017,464.0,0.0,,,38.0,,,0.0,
1622,236,2014,688.0,,,1.0,68.0,,,,
1623,236,2012,904.0,,,,88.0,,,,
1624,237,2013,,,36.2,,,947.0,36.0,,4.0
1625,237,2016,1157.0,,44.6,,67.0,1255.0,,,
1626,237,2015,185.0,,42.2,0.0,13.0,1147.0,,,
1627,237,2018,856.0,0.0,,,56.0,,,0.0,
1628,237,2017,306.0,0.0,,,16.0,,,0.0,
1629,237,2014,573.0,,,0.0,41.0,,,,
1630,237,2012,995.0,,,,74.0,,,,
1631,238,2013,,,42.5,,,1000.0,28.0,,3.0
1632,238,2016,980.0,,45.8,,72.0,1091.0,,,
1633,238,2015,217.0,,45.0,6.0,18.0,1072.0,,,
1634,238,2018,767.0,0.0,,,60.0,,,1.0,
1635,238,2017,339.0,0.84,,,20.0,,,2.0,
1636,238,2014,617.0,,,4.0,52.0,,,,
1637,238,2012,1070.0,,,,74.0,,,,
1638,240,2013,,,40.9,,,666.0,101.0,,12.0
1639,240,2016,723.0,,43.7,,75.0,720.0,,,
1640,240,2015,157.0,,38.0,2.0,19.0,623.0,,,
1641,240,2018,586.0,1.0,,,64.0,,,2.0,
1642,240,2017,255.0,1.2,,,22.0,,,2.0,
1643,240,2014,374.0,,,2.0,50.0,,,,
1644,240,2012,702.0,,,,77.0,,,,
1645,241,2013,,,29.6,,,561.0,371.0,,51.0
1646,241,2016,1332.0,,33.7,,85.0,645.0,,,
1647,241,2015,508.0,,30.0,2.0,34.0,574.0,,,
1648,241,2018,1178.0,1.0,,,79.0,,,2.0,
1649,241,2017,702.0,1.56,,,43.0,,,3.0,
1650,241,2014,917.0,,,2.0,64.0,,,,
1651,241,2012,1270.0,,,,86.0,,,,
1652,242,2013,,,23.1,,,372.0,34.0,,7.0
1653,242,2016,653.0,,27.3,,66.0,454.0,,,
1654,242,2015,82.0,,27.1,1.0,9.0,442.0,,,
1655,242,2018,514.0,1.0,,,61.0,,,1.0,
1656,242,2017,177.0,0.0,,,17.0,,,0.0,
1657,242,2014,349.0,,,1.0,42.0,,,,
1658,242,2012,658.0,,,,79.0,,,,
1659,243,2013,,,26.2,,,33.0,3.0,,6.0
1660,243,2016,57.0,,21.8,,78.0,27.0,,,
1661,243,2015,11.0,,22.6,0.0,16.0,28.0,,,
1662,243,2018,97.0,0.0,,,61.0,,,0.0,
1663,243,2017,18.0,0.0,,,15.0,,,0.0,
1664,243,2014,30.0,,,0.0,47.0,,,,
1665,243,2012,42.0,,,,70.0,,,,
1666,244,2013,,,29.2,,,563.0,70.0,,10.0
1667,244,2016,885.0,,27.5,,69.0,531.0,,,
1668,244,2015,248.0,,35.5,1.0,21.0,684.0,,,
1669,244,2018,705.0,0.0,,,64.0,,,0.0,
1670,244,2017,327.0,0.0,,,25.0,,,0.0,
1671,244,2014,608.0,,,1.0,53.0,,,,
1672,244,2012,957.0,,,,81.0,,,,
1673,245,2013,,,21.9,,,308.0,33.0,,5.0
1674,245,2016,514.0,,25.6,,67.0,368.0,,,
1675,245,2015,102.0,,23.7,1.0,16.0,338.0,,,
1676,245,2018,325.0,0.0,,,51.0,,,0.0,
1677,245,2017,141.0,0.0,,,16.0,,,0.0,
1678,245,2014,281.0,,,1.0,48.0,,,,
1679,245,2012,524.0,,,,80.0,,,,
1680,246,2013,,,22.0,,,516.0,71.0,,6.0
1681,246,2016,879.0,,24.3,,68.0,582.0,,,
1682,246,2015,160.0,,21.2,2.0,15.0,506.0,,,
1683,246,2018,603.0,0.0,,,53.0,,,0.0,
1684,246,2017,239.0,0.0,,,16.0,,,0.0,
1685,246,2014,456.0,,,2.0,46.0,,,,
1686,246,2012,855.0,,,,80.0,,,,
1687,247,2013,,,11.4,,,128.0,3.0,,1.0
1688,247,2016,198.0,,12.6,,52.0,145.0,,,
1689,247,2015,13.0,,12.5,0.0,4.0,143.0,,,
1690,247,2018,103.0,0.0,,,32.0,,,0.0,
1691,247,2017,22.0,0.0,,,5.0,,,0.0,
1692,247,2014,98.0,,,0.0,34.0,,,,
1693,247,2012,245.0,,,,76.0,,,,
1694,248,2013,,,7.9,,,141.0,29.0,,4.0
1695,248,2016,452.0,,10.9,,62.0,197.0,,,
1696,248,2015,25.0,,10.2,0.0,5.0,184.0,,,
1697,248,2018,279.0,1.0,,,44.0,,,1.0,
1698,248,2017,42.0,0.55,,,5.0,,,1.0,
1699,248,2014,166.0,,,0.0,34.0,,,,
1700,248,2012,448.0,,,,79.0,,,,
1701,249,2013,,,12.7,,,208.0,8.0,,2.0
1702,249,2016,199.0,,12.3,,55.0,206.0,,,
1703,249,2015,33.0,,11.7,0.0,11.0,194.0,,,
1704,249,2018,107.0,0.0,,,39.0,,,0.0,
1705,249,2017,37.0,0.0,,,9.0,,,0.0,
1706,249,2014,96.0,,,0.0,33.0,,,,
1707,249,2012,240.0,,,,78.0,,,,
1708,250,2013,,,16.9,,,290.0,92.0,,14.0
1709,250,2016,805.0,,19.3,,77.0,332.0,,,
1710,250,2015,116.0,,17.9,2.0,13.0,308.0,,,
1711,250,2018,643.0,1.0,,,68.0,,,1.0,
1712,250,2017,227.0,0.58,,,18.0,,,1.0,
1713,250,2014,450.0,,,2.0,53.0,,,,
1714,250,2012,748.0,,,,74.0,,,,
1715,251,2013,,,35.3,,,595.0,87.0,,14.0
1716,251,2016,944.0,,34.1,,76.0,625.0,,,
1717,251,2015,157.0,,28.6,1.0,15.0,519.0,,,
1718,251,2018,794.0,1.0,,,66.0,,,1.0,
1719,251,2017,306.0,0.0,,,21.0,,,0.0,
1720,251,2014,559.0,,,1.0,56.0,,,,
1721,251,2012,876.0,,,,86.0,,,,
1722,252,2013,,,27.6,,,288.0,69.0,,20.0
1723,252,2016,556.0,,26.5,,80.0,277.0,,,
1724,252,2015,141.0,,27.2,1.0,23.0,283.0,,,
1725,252,2018,473.0,0.0,,,75.0,,,0.0,
1726,252,2017,230.0,0.0,,,29.0,,,0.0,
1727,252,2014,362.0,,,1.0,61.0,,,,
1728,252,2012,545.0,,,,78.0,,,,
1729,253,2013,,,18.0,,,368.0,226.0,,26.0
1730,253,2016,1127.0,,19.1,,77.0,391.0,,,
1731,253,2015,268.0,,18.6,0.0,21.0,381.0,,,
1732,253,2018,905.0,0.0,,,68.0,,,0.0,
1733,253,2017,407.0,0.49,,,24.0,,,1.0,
1734,253,2014,684.0,,,0.0,57.0,,,,
1735,253,2012,1044.0,,,,82.0,,,,
1736,254,2013,,,14.5,,,79.0,43.0,,13.0
1737,254,2016,319.0,,14.4,,70.0,136.0,,,
1738,254,2015,18.0,,25.3,0.0,6.0,137.0,,,
1739,254,2018,215.0,0.0,,,50.0,,,0.0,
1740,254,2017,49.0,0.0,,,9.0,,,0.0,
1741,254,2014,80.0,,,0.0,38.0,,,,
1742,254,2012,185.0,,,,77.0,,,,
1743,255,2013,,,17.7,,,511.0,284.0,,23.0
1744,255,2016,1536.0,,19.3,,83.0,559.0,,,
1745,255,2015,424.0,,20.3,6.0,25.0,587.0,,,
1746,255,2018,1351.0,1.0,,,71.0,,,2.0,
1747,255,2017,621.0,0.69,,,28.0,,,2.0,
1748,255,2014,1004.0,,,6.0,61.0,,,,
1749,255,2012,1517.0,,,,87.0,,,,
1750,256,2013,,,1.6,,,45.0,202.0,,19.0
1751,256,2016,2076.0,,2.4,,82.0,80.0,,,
1752,256,2015,128.0,,2.6,1.0,7.0,80.0,,,
1753,256,2018,2314.0,1.0,,,66.0,,,6.0,
1754,256,2017,734.0,1.63,,,20.0,,,6.0,
1755,256,2014,904.0,,,1.0,56.0,,,,
1756,256,2012,1324.0,,,,81.0,,,,
1757,257,2013,,,10.7,,,344.0,219.0,,17.0
1758,257,2016,1522.0,,9.5,,70.0,340.0,,,
1759,257,2015,160.0,,11.1,1.0,10.0,401.0,,,
1760,257,2018,1204.0,0.0,,,57.0,,,1.0,
1761,257,2017,302.0,0.25,,,11.0,,,1.0,
1762,257,2014,684.0,,,1.0,46.0,,,,
1763,257,2012,1317.0,,,,78.0,,,,
1764,258,2013,,,46.1,,,1338.0,49.0,,5.0
1765,258,2016,1232.0,,50.1,,72.0,1566.0,,,
1766,258,2015,233.0,,41.5,2.0,16.0,1270.0,,,
1767,258,2018,956.0,0.0,,,59.0,,,0.0,
1768,258,2017,390.0,0.0,,,18.0,,,0.0,
1769,258,2014,707.0,,,1.0,50.0,,,,
1770,258,2012,1201.0,,,,74.0,,,,
1771,259,2013,,,28.5,,,706.0,68.0,,7.0
1772,259,2016,1040.0,,34.2,,68.0,853.0,,,
1773,259,2015,137.0,,26.5,2.0,11.0,660.0,,,
1774,259,2018,767.0,0.0,,,59.0,,,0.0,
1775,259,2017,280.0,0.0,,,17.0,,,0.0,
1776,259,2014,550.0,,,1.0,45.0,,,,
1777,259,2012,955.0,,,,75.0,,,,
1778,260,2013,,,34.7,,,1292.0,88.0,,7.0
1779,260,2016,1664.0,,37.7,,76.0,1421.0,,,
1780,260,2015,472.0,,34.8,8.0,24.0,1302.0,,,
1781,260,2018,1294.0,1.0,,,65.0,,,2.0,
1782,260,2017,656.0,0.8,,,26.0,,,3.0,
1783,260,2014,1121.0,,,5.0,58.0,,,,
1784,260,2012,1800.0,,,,81.0,,,,
1785,261,2013,,,45.8,,,1075.0,118.0,,14.0
1786,261,2016,1142.0,,48.1,,80.0,1130.0,,,
1787,261,2015,273.0,,47.5,1.0,22.0,1116.0,,,
1788,261,2018,933.0,0.0,,,70.0,,,0.0,
1789,261,2017,423.0,0.43,,,25.0,,,1.0,
1790,261,2014,627.0,,,1.0,54.0,,,,
1791,261,2012,1076.0,,,,76.0,,,,
1792,262,2013,,,26.7,,,860.0,318.0,,26.0
1793,262,2016,2002.0,,28.5,,83.0,918.0,,,
1794,262,2015,589.0,,25.4,2.0,27.0,817.0,,,
1795,262,2018,1758.0,0.0,,,75.0,,,1.0,
1796,262,2017,778.0,0.31,,,28.0,,,1.0,
1797,262,2014,1327.0,,,2.0,63.0,,,,
1798,262,2012,1946.0,,,,82.0,,,,
1799,263,2013,,,37.0,,,953.0,274.0,,27.0
1800,263,2016,1631.0,,38.2,,80.0,1019.0,,,
1801,263,2015,552.0,,39.8,4.0,29.0,1048.0,,,
1802,263,2018,1396.0,0.0,,,76.0,,,1.0,
1803,263,2017,711.0,0.37,,,34.0,,,1.0,
1804,263,2014,1110.0,,,4.0,60.0,,,,
1805,263,2012,1521.0,,,,84.0,,,,
1806,264,2013,,,20.3,,,405.0,110.0,,12.0
1807,264,2016,1093.0,,23.9,,76.0,503.0,,,
1808,264,2015,167.0,,18.8,2.0,14.0,392.0,,,
1809,264,2018,851.0,1.0,,,65.0,,,2.0,
1810,264,2017,352.0,0.0,,,22.0,,,0.0,
1811,264,2014,605.0,,,2.0,55.0,,,,
1812,264,2012,969.0,,,,81.0,,,,
1813,265,2013,,,32.2,,,482.0,92.0,,17.0
1814,265,2016,844.0,,33.4,,77.0,500.0,,,
1815,265,2015,231.0,,34.5,4.0,24.0,516.0,,,
1816,265,2018,649.0,0.0,,,68.0,,,0.0,
1817,265,2017,320.0,0.0,,,26.0,,,0.0,
1818,265,2014,498.0,,,2.0,55.0,,,,
1819,265,2012,733.0,,,,76.0,,,,
1820,266,2013,,,14.8,,,425.0,109.0,,10.0
1821,266,2016,1471.0,,26.4,,78.0,758.0,,,
1822,266,2015,193.0,,19.0,1.0,12.0,544.0,,,
1823,266,2018,1142.0,1.0,,,63.0,,,3.0,
1824,266,2017,353.0,0.66,,,16.0,,,2.0,
1825,266,2014,778.0,,,2.0,53.0,,,,
1826,266,2012,1326.0,,,,79.0,,,,
1827,267,2013,,,22.5,,,989.0,221.0,,14.0
1828,267,2016,2290.0,,22.0,,78.0,1014.0,,,
1829,267,2015,246.0,,21.9,5.0,10.0,1006.0,,,
1830,267,2018,1881.0,0.0,,,64.0,,,1.0,
1831,267,2017,604.0,0.0,,,17.0,,,0.0,
1832,267,2014,1055.0,,,5.0,48.0,,,,
1833,267,2012,1932.0,,,,78.0,,,,
1834,268,2013,,,33.5,,,588.0,39.0,,6.0
1835,268,2016,785.0,,38.9,,72.0,695.0,,,
1836,268,2015,204.0,,36.1,2.0,22.0,646.0,,,
1837,268,2018,622.0,0.0,,,62.0,,,0.0,
1838,268,2017,276.0,0.0,,,21.0,,,0.0,
1839,268,2014,502.0,,,2.0,56.0,,,,
1840,268,2012,813.0,,,,76.0,,,,
1841,269,2013,,,25.8,,,715.0,257.0,,21.0
1842,269,2016,1384.0,,28.7,,77.0,801.0,,,
1843,269,2015,428.0,,27.8,1.0,27.0,777.0,,,
1844,269,2018,1227.0,1.0,,,72.0,,,3.0,
1845,269,2017,572.0,1.07,,,30.0,,,3.0,
1846,269,2014,844.0,,,1.0,56.0,,,,
1847,269,2012,1319.0,,,,81.0,,,,
1848,270,2013,,,5.9,,,81.0,9.0,,2.0
1849,270,2016,328.0,,8.2,,57.0,114.0,,,
1850,270,2015,20.0,,9.7,0.0,5.0,134.0,,,
1851,270,2018,191.0,1.0,,,42.0,,,1.0,
1852,270,2017,40.0,1.43,,,6.0,,,2.0,
1853,270,2014,117.0,,,0.0,31.0,,,,
1854,270,2012,346.0,,,,78.0,,,,
1855,271,2013,,,54.7,,,639.0,20.0,,5.0
1856,271,2016,648.0,,51.8,,67.0,631.0,,,
1857,271,2015,177.0,,54.1,6.0,20.0,653.0,,,
1858,271,2018,477.0,1.0,,,65.0,,,1.0,
1859,271,2017,241.0,3.27,,,25.0,,,4.0,
1860,271,2014,442.0,,,6.0,51.0,,,,
1861,271,2012,705.0,,,,80.0,,,,
1862,272,2013,,,5.3,,,77.0,35.0,,4.0
1863,272,2016,437.0,,5.3,,62.0,77.0,,,
1864,272,2015,42.0,,5.3,0.0,7.0,77.0,,,
1865,272,2018,269.0,0.0,,,47.0,,,0.0,
1866,272,2017,54.0,0.0,,,7.0,,,0.0,
1867,272,2014,187.0,,,0.0,39.0,,,,
1868,272,2012,364.0,,,,75.0,,,,
1869,273,2013,,,13.1,,,234.0,78.0,,11.0
1870,273,2016,842.0,,16.5,,74.0,309.0,,,
1871,273,2015,82.0,,12.9,1.0,9.0,242.0,,,
1872,273,2018,676.0,0.0,,,59.0,,,0.0,
1873,273,2017,205.0,0.0,,,15.0,,,0.0,
1874,273,2014,427.0,,,1.0,51.0,,,,
1875,273,2012,731.0,,,,82.0,,,,
1876,274,2013,,,4.3,,,45.0,36.0,,7.0
1877,274,2016,291.0,,5.0,,68.0,53.0,,,
1878,274,2015,23.0,,4.5,0.0,8.0,47.0,,,
1879,274,2018,235.0,0.0,,,54.0,,,0.0,
1880,274,2017,57.0,0.0,,,11.0,,,0.0,
1881,274,2014,117.0,,,0.0,48.0,,,,
1882,274,2012,300.0,,,,83.0,,,,
1883,275,2013,,,15.7,,,331.0,148.0,,17.0
1884,275,2016,1097.0,,16.1,,79.0,341.0,,,
1885,275,2015,284.0,,17.0,3.0,24.0,359.0,,,
1886,275,2018,832.0,1.0,,,66.0,,,3.0,
1887,275,2017,379.0,2.37,,,24.0,,,5.0,
1888,275,2014,640.0,,,3.0,59.0,,,,
1889,275,2012,989.0,,,,81.0,,,,
1890,276,2013,,,27.2,,,536.0,146.0,,22.0
1891,276,2016,1004.0,,28.4,,79.0,560.0,,,
1892,276,2015,199.0,,26.9,1.0,18.0,531.0,,,
1893,276,2018,794.0,0.0,,,67.0,,,0.0,
1894,276,2017,344.0,0.51,,,23.0,,,1.0,
1895,276,2014,585.0,,,1.0,56.0,,,,
1896,276,2012,976.0,,,,82.0,,,,
1897,277,2013,,,26.0,,,397.0,84.0,,15.0
1898,277,2016,1105.0,,17.6,,79.0,353.0,,,
1899,277,2015,157.0,,21.2,1.0,15.0,382.0,,,
1900,277,2018,1036.0,0.0,,,66.0,,,1.0,
1901,277,2017,344.0,0.0,,,20.0,,,0.0,
1902,277,2014,541.0,,,1.0,56.0,,,,
1903,277,2012,750.0,,,,80.0,,,,
1904,278,2013,,,9.1,,,145.0,56.0,,7.0
1905,278,2016,642.0,,12.9,,71.0,207.0,,,
1906,278,2015,56.0,,11.7,0.0,8.0,188.0,,,
1907,278,2018,428.0,1.0,,,54.0,,,1.0,
1908,278,2017,109.0,1.25,,,10.0,,,2.0,
1909,278,2014,263.0,,,0.0,41.0,,,,
1910,278,2012,588.0,,,,81.0,,,,
1911,279,2013,,,0.8,,,12.0,99.0,,11.0
1912,279,2016,667.0,,2.3,,73.0,35.0,,,
1913,279,2015,89.0,,1.7,0.0,12.0,26.0,,,
1914,279,2018,474.0,0.0,,,60.0,,,0.0,
1915,279,2017,137.0,0.0,,,13.0,,,0.0,
1916,279,2014,322.0,,,0.0,48.0,,,,
1917,279,2012,631.0,,,,78.0,,,,
1918,280,2013,,,43.9,,,550.0,18.0,,5.0
1919,280,2016,447.0,,48.2,,68.0,617.0,,,
1920,280,2015,55.0,,41.8,0.0,10.0,533.0,,,
1921,280,2018,271.0,0.0,,,46.0,,,0.0,
1922,280,2017,75.0,0.0,,,9.0,,,0.0,
1923,280,2014,215.0,,,0.0,40.0,,,,
1924,280,2012,431.0,,,,66.0,,,,
1925,281,2013,,,8.9,,,95.0,45.0,,9.0
1926,281,2016,432.0,,12.8,,72.0,137.0,,,
1927,281,2015,44.0,,7.6,0.0,9.0,81.0,,,
1928,281,2018,319.0,0.0,,,58.0,,,0.0,
1929,281,2017,111.0,0.0,,,15.0,,,0.0,
1930,281,2014,208.0,,,0.0,47.0,,,,
1931,281,2012,392.0,,,,74.0,,,,
1932,282,2013,,,32.3,,,453.0,28.0,,6.0
1933,282,2016,624.0,,39.1,,71.0,578.0,,,
1934,282,2015,104.0,,35.2,0.0,13.0,511.0,,,
1935,282,2018,477.0,0.0,,,61.0,,,0.0,
1936,282,2017,178.0,0.0,,,18.0,,,0.0,
1937,282,2014,373.0,,,0.0,50.0,,,,
1938,282,2012,620.0,,,,77.0,,,,
1939,283,2013,,,30.6,,,801.0,76.0,,7.0
1940,283,2016,1256.0,,38.3,,72.0,1018.0,,,
1941,283,2015,227.0,,33.9,3.0,15.0,901.0,,,
1942,283,2018,970.0,0.0,,,64.0,,,0.0,
1943,283,2017,379.0,0.0,,,20.0,,,0.0,
1944,283,2014,695.0,,,2.0,49.0,,,,
1945,283,2012,1179.0,,,,77.0,,,,
1946,284,2013,,,20.1,,,195.0,115.0,,40.0
1947,284,2016,574.0,,24.6,,82.0,237.0,,,
1948,284,2015,127.0,,21.8,1.0,20.0,209.0,,,
1949,284,2018,462.0,0.0,,,72.0,,,0.0,
1950,284,2017,137.0,0.0,,,18.0,,,0.0,
1951,284,2014,349.0,,,1.0,57.0,,,,
1952,284,2012,477.0,,,,83.0,,,,
1953,285,2013,,,,,,,,,
1954,285,2016,,,,,,,,,
1955,285,2015,,,,0.0,,,,,
1956,285,2018,,,,,,,,,
1957,285,2017,,,,,,,,,
1958,285,2014,,,,0.0,,,,,
1959,285,2012,,,,,,,,,
1960,286,2013,,,4.2,,,8.0,5.0,,6.0
1961,286,2016,188.0,,18.2,,58.0,33.0,,,
1962,286,2015,7.0,,9.0,0.0,2.0,17.0,,,
1963,286,2018,116.0,0.0,,,50.0,,,0.0,
1964,286,2017,12.0,0.0,,,3.0,,,0.0,
1965,286,2014,104.0,,,0.0,38.0,,,,
1966,286,2012,202.0,,,,63.0,,,,
1967,287,2013,,,3.9,,,89.0,95.0,,8.0
1968,287,2016,880.0,,2.2,,65.0,52.0,,,
1969,287,2015,46.0,,2.0,,5.0,49.0,,,
1970,287,2018,584.0,0.0,,,48.0,,,1.0,
1971,287,2017,119.0,0.42,,,7.0,,,1.0,
1972,287,2014,321.0,,,0.0,38.0,,,,
1973,287,2012,703.0,,,,76.0,,,,
1974,288,2013,,,8.3,,,183.0,185.0,,19.0
1975,288,2016,1233.0,,9.0,,83.0,204.0,,,
1976,288,2015,219.0,,7.2,,17.0,161.0,,,
1977,288,2018,1033.0,0.0,,,72.0,,,1.0,
1978,288,2017,356.0,1.33,,,21.0,,,3.0,
1979,288,2014,819.0,,,3.0,64.0,,,,
1980,288,2012,1152.0,,,,82.0,,,,
1981,289,2013,,,28.0,,,1022.0,171.0,,13.0
1982,289,2016,1690.0,,29.6,,74.0,1097.0,,,
1983,289,2015,218.0,,29.4,1.0,12.0,1077.0,,,
1984,289,2018,1295.0,1.0,,,56.0,,,2.0,
1985,289,2017,465.0,0.81,,,16.0,,,3.0,
1986,289,2014,779.0,,,0.0,45.0,,,,
1987,289,2012,1527.0,,,,75.0,,,,
1988,290,2013,,,78.0,,,415.0,18.0,,8.0
1989,290,2016,236.0,,48.1,,62.0,467.0,,,
1990,290,2015,52.0,,44.4,0.0,15.0,436.0,,,
1991,290,2018,163.0,2.0,,,49.0,,,1.0,
1992,290,2017,69.0,1.03,,,13.0,,,1.0,
1993,290,2014,156.0,,,0.0,46.0,,,,
1994,290,2012,283.0,,,,66.0,,,,
1995,291,2013,,,10.7,,,284.0,15.0,,2.0
1996,291,2016,483.0,,10.9,,58.0,301.0,,,
1997,291,2015,43.0,,9.7,0.0,7.0,267.0,,,
1998,291,2018,288.0,0.0,,,41.0,,,0.0,
1999,291,2017,81.0,0.0,,,8.0,,,0.0,
2000,291,2014,224.0,,,0.0,37.0,,,,
2001,291,2012,526.0,,,,70.0,,,,
2002,292,2013,,,37.9,,,444.0,4.0,,1.0
2003,292,2016,354.0,,44.8,,61.0,504.0,,,
2004,292,2015,29.0,,40.5,0.0,6.0,460.0,,,
2005,292,2018,190.0,0.0,,,40.0,,,0.0,
2006,292,2017,48.0,0.0,,,7.0,,,0.0,
2007,292,2014,175.0,,,1.0,41.0,,,,
2008,292,2012,356.0,,,,73.0,,,,
2009,293,2013,,,64.3,,,543.0,8.0,,3.0
2010,293,2016,394.0,,73.5,,61.0,648.0,,,
2011,293,2015,53.0,,72.3,2.0,10.0,594.0,,,
2012,293,2018,237.0,0.0,,,50.0,,,0.0,
2013,293,2017,83.0,1.12,,,12.0,,,1.0,
2014,293,2014,205.0,,,2.0,38.0,,,,
2015,293,2012,404.0,,,,72.0,,,,
2016,294,2013,,,43.4,,,430.0,4.0,,1.0
2017,294,2016,400.0,,50.3,,61.0,506.0,,,
2018,294,2015,70.0,,45.8,1.0,13.0,460.0,,,
2019,294,2018,284.0,0.0,,,52.0,,,0.0,
2020,294,2017,110.0,0.0,,,14.0,,,0.0,
2021,294,2014,226.0,,,1.0,43.0,,,,
2022,294,2012,442.0,,,,78.0,,,,
2023,295,2013,,,29.7,,,424.0,14.0,,3.0
2024,295,2016,565.0,,36.7,,69.0,523.0,,,
2025,295,2015,102.0,,31.9,1.0,14.0,454.0,,,
2026,295,2018,383.0,1.0,,,57.0,,,1.0,
2027,295,2017,139.0,0.0,,,15.0,,,0.0,
2028,295,2014,346.0,,,1.0,50.0,,,,
2029,295,2012,616.0,,,,75.0,,,,
2030,296,2013,,,19.4,,,263.0,58.0,,12.0
2031,296,2016,969.0,,25.2,,84.0,418.0,,,
2032,296,2015,182.0,,22.0,2.0,21.0,345.0,,,
2033,296,2018,468.0,1.0,,,68.0,,,2.0,
2034,296,2017,188.0,1.05,,,23.0,,,2.0,
2035,296,2014,496.0,,,2.0,63.0,,,,
2036,296,2012,577.0,,,,80.0,,,,
2037,297,2013,,,26.3,,,116.0,70.0,,48.0
2038,297,2016,303.0,,40.4,,90.0,182.0,,,
2039,297,2015,121.0,,38.9,1.0,38.0,175.0,,,
2040,297,2018,267.0,0.0,,,79.0,,,0.0,
2041,297,2017,159.0,0.0,,,42.0,,,0.0,
2042,297,2014,222.0,,,1.0,70.0,,,,
2043,297,2012,304.0,,,,89.0,,,,
2044,298,2013,,,5.2,,,78.0,54.0,,7.0
2045,298,2016,406.0,,3.3,,61.0,50.0,,,
2046,298,2015,20.0,,4.2,,4.0,63.0,,,
2047,298,2018,146.0,0.0,,,47.0,,,0.0,
2048,298,2017,35.0,0.66,,,9.0,,,1.0,
2049,298,2014,160.0,,,0.0,35.0,,,,
2050,298,2012,397.0,,,,78.0,,,,
2051,299,2013,,,24.8,,,748.0,108.0,,9.0
2052,299,2016,1357.0,,30.3,,72.0,946.0,,,
2053,299,2015,182.0,,23.3,2.0,13.0,718.0,,,
2054,299,2018,1043.0,1.0,,,61.0,,,2.0,
2055,299,2017,333.0,0.3,,,14.0,,,1.0,
2056,299,2014,674.0,,,2.0,49.0,,,,
2057,299,2012,1191.0,,,,70.0,,,,
2058,300,2013,,,1.8,,,19.0,27.0,,5.0
2059,300,2016,392.0,,1.4,,67.0,15.0,,,
2060,300,2015,36.0,,0.4,,8.0,4.0,,,
2061,300,2018,0.0,0.0,,,0.0,,,0.0,
2062,300,2017,0.0,0.0,,,0.0,,,0.0,
2063,300,2014,192.0,,,0.0,48.0,,,,
2064,300,2012,324.0,,,,78.0,,,,
2065,301,2013,,,34.4,,,727.0,86.0,,12.0
2066,301,2016,1142.0,,31.3,,77.0,718.0,,,
2067,301,2015,213.0,,32.4,3.0,18.0,729.0,,,
2068,301,2018,851.0,1.0,,,62.0,,,2.0,
2069,301,2017,364.0,0.84,,,21.0,,,2.0,
2070,301,2014,634.0,,,3.0,58.0,,,,
2071,301,2012,964.0,,,,75.0,,,,
2072,302,2013,,,21.9,,,646.0,253.0,,22.0
2073,302,2016,1431.0,,25.4,,81.0,763.0,,,
2074,302,2015,392.0,,24.9,2.0,24.0,745.0,,,
2075,302,2018,1152.0,0.0,,,70.0,,,0.0,
2076,302,2017,544.0,0.34,,,28.0,,,1.0,
2077,302,2014,860.0,,,2.0,57.0,,,,
2078,302,2012,1383.0,,,,84.0,,,,
2079,303,2013,,,9.3,,,166.0,76.0,,9.0
2080,303,2016,660.0,,12.3,,75.0,222.0,,,
2081,303,2015,109.0,,10.6,0.0,16.0,192.0,,,
2082,303,2018,503.0,0.0,,,59.0,,,0.0,
2083,303,2017,182.0,0.0,,,16.0,,,0.0,
2084,303,2014,293.0,,,0.0,47.0,,,,
2085,303,2012,578.0,,,,75.0,,,,
2086,304,2013,,,2.7,,,33.0,,,
2087,304,2016,157.0,,2.2,,50.0,27.0,,,
2088,304,2015,5.0,,2.1,0.0,2.0,26.0,,,
2089,304,2018,95.0,0.0,,,40.0,,,0.0,
2090,304,2017,16.0,0.0,,,4.0,,,0.0,
2091,304,2014,68.0,,,0.0,28.0,,,,
2092,304,2012,166.0,,,,74.0,,,,
2093,305,2013,,,35.5,,,313.0,11.0,,3.0
2094,305,2016,425.0,,36.6,,76.0,327.0,,,
2095,305,2015,94.0,,37.7,1.0,20.0,338.0,,,
2096,305,2018,306.0,0.0,,,59.0,,,0.0,
2097,305,2017,140.0,0.0,,,21.0,,,0.0,
2098,305,2014,263.0,,,1.0,56.0,,,,
2099,305,2012,428.0,,,,79.0,,,,
2100,306,2013,,,10.6,,,104.0,3.0,,1.0
2101,306,2016,329.0,,13.1,,62.0,195.0,,,
2102,306,2015,30.0,,12.1,0.0,8.0,161.0,,,
2103,306,2018,221.0,0.0,,,45.0,,,0.0,
2104,306,2017,71.0,0.0,,,11.0,,,0.0,
2105,306,2014,134.0,,,0.0,37.0,,,,
2106,306,2012,207.0,,,,76.0,,,,
2107,307,2013,,,35.1,,,1035.0,55.0,,5.0
2108,307,2016,1363.0,,24.4,,73.0,955.0,,,
2109,307,2015,230.0,,32.6,2.0,15.0,968.0,,,
2110,307,2018,1020.0,0.0,,,61.0,,,0.0,
