,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
1784,228,2017,4341.0,0.0,0.0,,0.12,59826.0,88.0,12.0,17283.0,46.0,1,,30387.0,17.0
1785,228,2018,5647.0,0.0,0.0,,1.33,,,,,42.0,11,,45179.0,13.0
1786,228,2016,4341.0,0.0,0.0,,0.12,,,,,46.0,1,,30389.0,17.25
1787,228,2015,4341.0,0.0,0.0,0.1,0.0,,,,,44.0,0,65.0,30389.0,17.25
1788,228,2013,4861.0,,,0.1,0.12,,,,,49.0,1,72.0,29163.0,6.5
1789,228,2011,4861.0,,,0.1,0.0,,,,,47.0,0,76.0,29163.0,13.37
1790,228,2014,,0.0,0.0,0.1,0.0,,,,,,0,68.0,,
1791,228,2012,,,,0.1,0.12,,,,,,1,67.0,,
1792,229,2017,5248.0,2.0,19.0,,0.0,60438.0,95.0,8.0,18361.0,33.0,0,,36736.0,34.0
1793,229,2018,5248.0,1.0,7.0,,0.0,,,,,34.0,0,,36736.0,22.0
1794,229,2016,5248.0,2.0,19.0,,0.07,,,,,32.0,1,,36736.0,41.75
1795,229,2015,5248.0,2.0,19.0,0.1,0.0,,,,,31.0,0,153.0,36736.0,45.1
1796,229,2013,5666.0,,,0.1,0.0,,,,,32.0,0,161.0,33998.0,32.44
1797,229,2011,5666.0,,,0.1,0.07,,,,,30.0,1,73.0,33998.0,25.1
1798,229,2014,,3.0,19.0,0.1,0.3,,,,,,4,143.0,,
1799,229,2012,,,,0.1,0.07,,,,,,1,154.0,,
1800,230,2017,12596.0,50.0,619.0,,1.46,54766.0,96.0,34.0,31891.0,21.0,4,,113364.0,12.0
1801,230,2018,12596.0,51.0,630.0,,0.73,,,,,22.0,2,,113360.0,11.0
1802,230,2016,13084.0,50.0,619.0,,1.09,,,,,22.0,3,,104668.0,13.63
1803,230,2015,13084.0,50.0,620.0,0.4,0.36,,,,,21.0,1,101.0,104668.0,13.37
1804,230,2013,13134.0,,,0.9,1.08,,,,,19.0,3,243.0,105068.0,15.84
1805,230,2011,14045.0,,,1.2,0.72,,,,,19.0,2,343.0,98317.0,21.03
1806,230,2014,,50.0,620.0,0.8,0.36,,,,,,1,215.0,,
1807,230,2012,,,,0.8,0.0,,,,,,0,227.0,,
1808,231,2017,19686.0,0.0,0.0,,0.56,59392.0,93.0,35.0,13510.0,11.0,7,,177174.0,6.0
1809,231,2018,18534.0,0.0,0.0,,0.4,,,,,11.0,5,,185343.0,7.0
1810,231,2016,21300.0,0.0,0.0,,0.96,,,,,12.0,12,,170398.0,7.21
1811,231,2015,21300.0,0.0,0.0,0.7,1.15,,,,,10.0,14,815.0,170398.0,6.92
1812,231,2013,21300.0,,,0.6,0.25,,,,,9.0,3,724.0,170398.0,8.48
1813,231,2011,26457.0,,,0.4,0.25,,,,,9.0,3,474.0,158741.0,9.09
1814,231,2014,,0.0,0.0,0.7,0.25,,,,,,3,846.0,,
1815,231,2012,,,,0.6,1.55,,,,,,19,674.0,,
1816,232,2017,15588.0,26.0,256.0,,5.34,55891.0,95.0,29.0,8660.0,14.0,25,,124704.0,11.0
1817,232,2018,20688.0,18.0,181.0,,1.49,,,,,13.0,7,,206883.0,10.0
1818,232,2016,16307.0,27.0,257.0,,1.71,,,,,15.0,8,,114151.0,14.71
1819,232,2015,16307.0,27.0,257.0,0.4,0.85,,,,,14.0,4,181.0,114151.0,14.39
1820,232,2013,21734.0,,,0.3,0.21,,,,,16.0,1,135.0,108671.0,13.59
1821,232,2011,21734.0,,,0.2,0.21,,,,,14.0,1,81.0,108671.0,15.43
1822,232,2014,,27.0,257.0,0.3,0.21,,,,,,1,130.0,,
1823,232,2012,,,,0.3,0.21,,,,,,1,130.0,,
1824,233,2017,45895.0,51.0,568.0,,4.99,90982.0,93.0,4.0,18311.0,11.0,33,,1101480.0,3.0
1825,233,2018,45964.0,28.0,316.0,,2.42,,,,,11.0,16,,1195064.0,3.0
1826,233,2016,43583.0,50.0,568.0,,3.48,,,,,10.0,23,,1089580.0,2.98
1827,233,2015,41743.0,50.0,568.0,2.4,3.78,,,,,9.0,25,1613.0,1001833.0,2.74
1828,233,2013,44572.0,,,2.4,3.48,,,,,8.0,23,1621.0,980591.0,2.62
1829,233,2011,44572.0,,,2.1,1.36,,,,,6.0,9,1399.0,980591.0,3.28
1830,233,2014,,50.0,568.0,2.4,2.87,,,,,,19,1594.0,,
1831,233,2012,,,,2.4,2.27,,,,,,15,1618.0,,
1832,234,2017,14653.0,17.0,157.0,,0.23,52258.0,92.0,2.0,18019.0,34.0,3,,776609.0,37.0
1833,234,2018,14785.0,19.0,178.0,,1.08,,,,,34.0,14,,798404.0,31.0
1834,234,2016,14747.0,16.0,150.0,,0.7,,,,,33.0,9,,781609.0,44.92
1835,234,2015,14264.0,16.0,151.0,0.7,0.46,,,,,33.0,6,869.0,770234.0,43.36
1836,234,2013,14046.0,,,0.6,0.23,,,,,31.0,3,831.0,772507.0,31.95
1837,234,2011,14328.0,,,0.9,0.31,,,,,29.0,4,1197.0,773697.0,20.04
1838,234,2014,,16.0,151.0,0.7,0.31,,,,,,4,862.0,,
1839,234,2012,,,,0.6,0.7,,,,,,9,783.0,,
1840,235,2017,8047.0,2.0,16.0,,0.0,82854.0,86.0,10.0,16526.0,29.0,0,,24141.0,2.0
1841,235,2018,8047.0,2.0,14.0,,0.41,,,,,30.0,2,,24140.0,2.0
1842,235,2016,8047.0,2.0,16.0,,0.41,,,,,28.0,2,,24140.0,2.34
1843,235,2015,6453.0,24.0,217.0,0.4,0.0,,,,,32.0,0,206.0,19358.0,2.23
1844,235,2013,6453.0,,,0.5,0.0,,,,,31.0,0,229.0,19358.0,3.18
1845,235,2011,6453.0,,,0.3,0.0,,,,,28.0,0,146.0,19358.0,3.52
1846,235,2014,,1.0,5.0,0.4,0.61,,,,,,3,193.0,,
1847,235,2012,,,,0.5,0.61,,,,,,3,242.0,,
1848,236,2017,116799.0,6.0,27.0,,0.28,125714.0,97.0,6.0,31314.0,20.0,2,,817593.0,0.0
1849,236,2018,136156.0,3.0,12.0,,0.7,,,,,22.0,5,,816938.0,0.0
1850,236,2016,116799.0,6.0,25.0,,1.39,,,,,19.0,10,,817596.0,0.75
1851,236,2015,102361.0,6.0,25.0,0.9,0.7,,,,,18.0,5,641.0,818888.0,0.75
1852,236,2013,69537.0,,,0.8,2.5,,,,,18.0,18,605.0,834444.0,1.08
1853,236,2011,68014.0,,,0.6,2.37,,,,,16.0,17,433.0,816165.0,0.75
1854,236,2014,,6.0,25.0,0.8,4.59,,,,,,33,604.0,,
1855,236,2012,,,,0.9,1.25,,,,,,9,618.0,,
1856,237,2017,3695.0,20.0,218.0,,0.1,38269.0,89.0,7.0,5449.0,41.0,1,,70205.0,24.0
1857,237,2018,3695.0,20.0,223.0,,1.15,,,,,42.0,11,,70211.0,21.0
1858,237,2016,3695.0,21.0,218.0,,0.1,,,,,40.0,1,,70211.0,32.52
1859,237,2015,3822.0,22.0,218.0,0.4,0.31,,,,,41.0,3,358.0,68799.0,32.13
1860,237,2013,3402.0,,,0.4,0.84,,,,,37.0,8,394.0,57832.0,24.38
1861,237,2011,3273.0,,,0.2,0.31,,,,,36.0,3,225.0,58916.0,28.42
1862,237,2014,,22.0,218.0,0.4,0.63,,,,,,6,340.0,,
1863,237,2012,,,,0.4,0.1,,,,,,1,385.0,,
1864,238,2017,27183.0,49.0,431.0,,0.73,50375.0,92.0,4.0,15275.0,42.0,4,,679575.0,24.0
1865,238,2018,27689.0,49.0,427.0,,0.36,,,,,41.0,2,,719905.0,21.0
1866,238,2016,27292.0,49.0,432.0,,0.36,,,,,41.0,2,,682305.0,32.17
1867,238,2015,27793.0,49.0,432.0,0.4,0.0,,,,,39.0,0,209.0,722622.0,30.83
1868,238,2013,26783.0,,,0.2,0.0,,,,,36.0,0,118.0,723144.0,25.05
1869,238,2011,27835.0,,,0.2,0.18,,,,,35.0,1,105.0,723702.0,26.08
1870,238,2014,,49.0,431.0,0.2,0.55,,,,,,3,137.0,,
1871,238,2012,,,,0.2,0.73,,,,,,4,99.0,,
1872,240,2017,17543.0,2.0,17.0,,0.76,46270.0,98.0,4.0,9150.0,56.0,3,,508747.0,13.0
1873,240,2018,17543.0,3.0,27.0,,4.07,,,,,57.0,16,,508742.0,13.0
1874,240,2016,17543.0,2.0,17.0,,0.51,,,,,55.0,2,,508742.0,17.96
1875,240,2015,16446.0,2.0,18.0,1.6,1.02,,,,,54.0,4,620.0,509831.0,17.45
1876,240,2013,16450.0,,,1.3,0.51,,,,,54.0,2,498.0,509962.0,15.6
1877,240,2011,11666.0,,,1.6,0.51,,,,,52.0,2,614.0,408310.0,18.73
1878,240,2014,,2.0,18.0,1.8,1.02,,,,,,4,719.0,,
1879,240,2012,,,,1.5,1.27,,,,,,5,601.0,,
1880,241,2017,18677.0,0.0,0.0,,0.18,165625.0,98.0,4.0,28670.0,21.0,1,,56031.0,1.0
1881,241,2018,18677.0,0.0,0.0,,0.18,,,,,22.0,1,,56032.0,0.0
1882,241,2016,18677.0,0.0,0.0,,0.18,,,,,20.0,1,,56032.0,0.57
1883,241,2015,18677.0,0.0,0.0,0.4,0.0,,,,,19.0,0,250.0,56032.0,0.57
1884,241,2013,14806.0,,,0.5,0.7,,,,,18.0,4,288.0,59222.0,0.48
1885,241,2011,11998.0,,,0.3,0.18,,,,,17.0,1,176.0,59990.0,0.11
1886,241,2014,,0.0,0.0,0.4,0.35,,,,,,2,245.0,,
1887,241,2012,,,,0.5,0.35,,,,,,2,273.0,,
1888,242,2017,10159.0,0.0,0.0,,0.0,64395.0,93.0,30.0,17015.0,25.0,0,,20318.0,15.0
1889,242,2018,10159.0,0.0,0.0,,0.0,,,,,26.0,0,,20318.0,14.0
1890,242,2016,10159.0,0.0,0.0,,0.0,,,,,24.0,0,,20318.0,17.02
1891,242,2015,9734.0,0.0,0.0,0.0,0.0,,,,,23.0,0,4.0,19468.0,17.24
1892,242,2013,9734.0,,,0.0,0.36,,,,,21.0,1,4.0,19468.0,17.91
1893,242,2011,9734.0,,,0.2,0.0,,,,,19.0,0,42.0,19468.0,17.42
1894,242,2014,,0.0,0.0,0.0,1.07,,,,,,3,8.0,,
1895,242,2012,,,,0.0,0.0,,,,,,0,8.0,,
1896,243,2017,990.0,0.0,0.0,,0.0,0.0,100.0,0.0,0.0,32.0,0,,990.0,7.0
1897,243,2018,990.0,0.0,0.0,,0.0,,,,,33.0,0,,990.0,3.0
1898,243,2016,990.0,0.0,0.0,,0.0,,,,,31.0,0,,990.0,14.55
1899,243,2015,990.0,0.0,0.0,0.0,0.18,,,,,30.0,1,2.0,990.0,14.55
1900,243,2013,990.0,,,0.0,0.0,,,,,28.0,0,2.0,990.0,9.49
1901,243,2011,990.0,,,0.0,0.0,,,,,26.0,0,0.0,990.0,3.81
1902,243,2014,,0.0,0.0,0.0,0.0,,,,,,0,3.0,,
1903,243,2012,,,,0.0,0.0,,,,,,0,2.0,,
1904,244,2017,,0.0,0.0,,0.0,54375.0,94.0,6.0,11959.0,,0,,,13.0
1905,244,2018,,0.0,0.0,,0.14,,,,,,1,,,11.0
1906,244,2016,,0.0,0.0,,0.14,,,,,,1,,,17.05
1907,244,2015,,0.0,0.0,0.0,0.0,,,,,,0,22.0,,16.4
1908,244,2013,,,,0.0,0.14,,,,,,1,19.0,,16.14
1909,244,2011,,,,0.2,0.0,,,,,,0,148.0,,15.55
1910,244,2014,,0.0,0.0,0.0,0.14,,,,,,1,19.0,,
1911,244,2012,,,,0.0,0.0,,,,,,0,16.0,,
1912,245,2017,4320.0,93.0,599.0,,1.71,45000.0,93.0,43.0,20964.0,43.0,3,,64800.0,30.0
1913,245,2018,4050.0,86.0,556.0,,0.57,,,,,44.0,1,,64794.0,28.0
1914,245,2016,4426.0,93.0,599.0,,0.0,,,,,42.0,0,,66394.0,34.28
1915,245,2015,4422.0,93.0,599.0,0.6,0.0,,,,,41.0,0,97.0,66328.0,31.58
1916,245,2013,4422.0,,,0.6,0.0,,,,,39.0,0,97.0,66328.0,30.65
1917,245,2011,4422.0,,,0.7,1.14,,,,,37.0,2,118.0,66328.0,35.12
1918,245,2014,,93.0,599.0,0.5,1.14,,,,,,2,91.0,,
1919,245,2012,,,,0.6,2.27,,,,,,4,102.0,,
1920,246,2017,15975.0,35.0,423.0,,2.11,30104.0,91.0,10.0,8804.0,22.0,6,,239625.0,20.0
1921,246,2018,17587.0,35.0,422.0,,1.05,,,,,23.0,3,,263809.0,18.0
1922,246,2016,14640.0,35.0,423.0,,2.11,,,,,24.0,6,,263513.0,26.82
1923,246,2015,14114.0,35.0,423.0,2.6,0.7,,,,,23.0,2,737.0,268160.0,25.86
1924,246,2013,13111.0,,,2.4,9.49,,,,,22.0,27,671.0,249115.0,27.14
1925,246,2011,11268.0,,,2.3,0.7,,,,,20.0,2,649.0,236627.0,28.02
1926,246,2014,,35.0,423.0,2.5,0.7,,,,,,2,703.0,,
1927,246,2012,,,,2.2,4.57,,,,,,13,632.0,,
1928,247,2017,35488.0,92.0,415.0,,3.82,26513.0,93.0,7.0,11560.0,29.0,5,,461344.0,30.0
1929,247,2018,36315.0,80.0,361.0,,1.53,,,,,30.0,2,,472095.0,26.0
1930,247,2016,37616.0,92.0,415.0,,3.82,,,,,28.0,5,,489010.0,41.13
1931,247,2015,36956.0,92.0,415.0,5.1,0.0,,,,,27.0,0,662.0,480427.0,40.22
1932,247,2013,36956.0,,,3.6,1.53,,,,,25.0,2,474.0,480427.0,35.95
1933,247,2011,36949.0,,,2.5,1.53,,,,,23.0,2,330.0,480335.0,35.23
1934,247,2014,,92.0,416.0,4.4,0.0,,,,,,0,575.0,,
1935,247,2012,,,,2.8,0.76,,,,,,1,362.0,,
1936,248,2017,9650.0,37.0,306.0,,1.24,27375.0,100.0,0.0,16313.0,40.0,2,,202650.0,23.0
1937,248,2018,9650.0,37.0,306.0,,1.24,,,,,41.0,2,,202652.0,24.0
1938,248,2016,9650.0,37.0,306.0,,4.95,,,,,39.0,8,,202652.0,26.17
1939,248,2015,9627.0,37.0,306.0,1.7,4.33,,,,,38.0,7,278.0,202172.0,25.52
1940,248,2013,9627.0,,,1.8,0.0,,,,,36.0,0,297.0,202172.0,25.29
1941,248,2011,9627.0,,,1.5,54.43,,,,,34.0,88,251.0,202172.0,24.86
1942,248,2014,,37.0,306.0,1.5,0.62,,,,,,1,238.0,,
1943,248,2012,,,,2.0,0.62,,,,,,1,320.0,,
1944,249,2017,5188.0,0.0,0.0,,9.36,33063.0,92.0,11.0,8081.0,35.0,12,,62256.0,31.0
1945,249,2018,5188.0,0.0,0.0,,6.24,,,,,36.0,8,,62250.0,30.0
1946,249,2016,5188.0,0.0,0.0,,0.0,,,,,34.0,0,,62250.0,43.15
1947,249,2015,5188.0,0.0,0.0,2.6,0.78,,,,,33.0,1,328.0,62250.0,41.86
1948,249,2013,5274.0,,,2.9,1.56,,,,,31.0,2,368.0,63285.0,38.8
1949,249,2011,5274.0,,,1.5,77.21,,,,,29.0,99,187.0,63285.0,44.14
1950,249,2014,,0.0,0.0,2.7,1.56,,,,,,2,341.0,,
1951,249,2012,,,,2.8,1.56,,,,,,2,360.0,,
1952,250,2017,2714.0,0.0,0.0,,1.54,56641.0,91.0,37.0,10113.0,13.0,5,,5428.0,6.0
1953,250,2018,2714.0,0.0,0.0,,1.23,,,,,14.0,4,,5428.0,6.0
1954,250,2016,2714.0,0.0,0.0,,0.31,,,,,12.0,1,,5428.0,9.31
1955,250,2015,2714.0,0.0,0.0,0.1,0.0,,,,,11.0,0,21.0,5428.0,9.19
1956,250,2013,3143.0,,,0.1,0.31,,,,,8.0,1,46.0,9430.0,9.51
1957,250,2011,3143.0,,,0.1,0.31,,,,,6.0,1,17.0,9430.0,8.21
1958,250,2014,,0.0,0.0,0.2,0.0,,,,,,0,64.0,,
1959,250,2012,,,,0.1,0.0,,,,,,0,24.0,,
1960,251,2017,736.0,0.0,0.0,,0.0,60833.0,97.0,6.0,24487.0,16.0,0,,736.0,11.0
1961,251,2018,736.0,0.0,0.0,,0.0,,,,,17.0,0,,736.0,11.0
1962,251,2016,736.0,0.0,0.0,,0.33,,,,,15.0,1,,736.0,12.21
1963,251,2015,736.0,0.0,0.0,0.2,0.0,,,,,14.0,0,62.0,736.0,12.34
1964,251,2013,736.0,,,0.2,0.0,,,,,12.0,0,73.0,736.0,9.61
1965,251,2011,736.0,,,0.1,0.0,,,,,10.0,0,30.0,736.0,7.92
1966,251,2014,,0.0,0.0,0.3,0.0,,,,,,0,92.0,,
1967,251,2012,,,,0.2,0.33,,,,,,1,53.0,,
1968,252,2017,1611.0,0.0,0.0,,0.0,74830.0,96.0,38.0,11529.0,54.0,0,,1611.0,4.0
1969,252,2018,1611.0,0.0,0.0,,0.0,,,,,55.0,0,,1611.0,5.0
1970,252,2016,1611.0,0.0,0.0,,0.41,,,,,53.0,1,,1611.0,5.26
1971,252,2015,1611.0,0.0,0.0,1.0,0.0,,,,,52.0,0,237.0,1611.0,5.28
1972,252,2013,1655.0,,,1.0,0.0,,,,,50.0,0,243.0,1655.0,7.1
1973,252,2011,,,,0.1,0.0,,,,,,0,36.0,,4.92
1974,252,2014,,0.0,0.0,1.0,0.0,,,,,,0,244.0,,
1975,252,2012,,,,1.0,0.0,,,,,,0,245.0,,
1976,253,2017,215372.0,32.0,281.0,,6.06,96484.0,98.0,4.0,15332.0,12.0,39,,4522812.0,2.0
1977,253,2018,160965.0,32.0,279.0,,5.13,,,,,13.0,33,,3219292.0,1.0
1978,253,2016,200536.0,32.0,280.0,,8.39,,,,,12.0,54,,4010727.0,1.9
1979,253,2015,159630.0,32.0,280.0,6.8,7.42,,,,,10.0,48,4404.0,3352231.0,1.61
1980,253,2013,192013.0,,,3.9,3.71,,,,,7.0,24,2540.0,4224275.0,1.8
1981,253,2011,113470.0,,,4.2,3.56,,,,,9.0,23,2701.0,2155927.0,2.18
1982,253,2014,,32.0,280.0,5.7,6.18,,,,,,40,3704.0,,
1983,253,2012,,,,3.1,10.51,,,,,,68,2009.0,,
1984,254,2017,105403.0,85.0,532.0,,2.69,43250.0,100.0,0.0,10341.0,21.0,38,,5586359.0,4.0
1985,254,2018,104133.0,85.0,557.0,,3.04,,,,,21.0,43,,5831466.0,4.0
1986,254,2016,103407.0,53.0,300.0,,2.69,,,,,20.0,38,,5480567.25,3.61
1987,254,2015,103330.0,91.0,299.0,11.0,3.39,,,,,19.0,48,15566.0,5269825.594,6.28
1988,254,2013,111843.0,,,8.7,3.25,,,,,17.0,46,12330.0,5592164.0,6.77
1989,254,2011,109315.0,,,8.1,1.63,,,,,16.0,23,11438.0,5465755.0,5.45
1990,254,2014,,91.0,299.0,8.6,4.38,,,,,,62,12169.0,,
1991,254,2012,,,,8.3,2.9,,,,,,41,11788.0,,
1992,255,2017,22930.0,54.0,671.0,,0.42,87434.0,94.0,28.0,27260.0,17.0,2,,91720.0,2.0
1993,255,2018,22930.0,45.0,638.0,,2.74,,,,,18.0,13,,91721.0,2.0
1994,255,2016,19573.0,54.0,671.0,,2.32,,,,,17.0,11,,78292.0,1.35
1995,255,2015,19711.0,54.0,671.0,0.5,0.42,,,,,16.0,2,236.0,78844.0,1.35
1996,255,2013,18455.0,,,0.6,0.63,,,,,13.0,3,266.0,92273.0,2.11
1997,255,2011,18455.0,,,0.5,24.67,,,,,11.0,117,244.0,92273.0,2.11
1998,255,2014,,54.0,671.0,0.8,0.42,,,,,,2,370.0,,
1999,255,2012,,,,0.5,9.07,,,,,,43,258.0,,
2000,256,2017,5120.0,0.0,0.0,,0.71,121520.0,95.0,18.0,19113.0,44.0,29,,46080.0,2.0
2001,256,2018,4929.0,0.0,0.0,,0.12,,,,,35.0,5,,59150.0,2.0
2002,256,2016,5120.0,0.0,0.0,,0.17,,,,,43.0,7,,46081.0,1.14
2003,256,2015,6216.0,0.0,0.0,0.1,0.12,,,,,38.0,5,215.0,43513.0,1.22
2004,256,2013,5299.0,,,0.0,0.2,,,,,38.0,8,136.0,42393.0,1.58
2005,256,2011,5366.0,,,0.0,0.12,,,,,40.0,5,143.0,37560.0,3.62
2006,256,2014,,0.0,0.0,0.1,0.24,,,,,,10,220.0,,
2007,256,2012,,,,0.0,0.1,,,,,,4,139.0,,
2008,257,2017,19258.0,89.0,1459.0,,0.92,97263.0,99.0,2.0,16286.0,9.0,11,,462192.0,3.0
2009,257,2018,18736.0,91.0,1557.0,,0.5,,,,,10.0,6,,468392.0,3.0
2010,257,2016,19223.0,88.0,1279.0,,0.92,,,,,8.0,11,,461342.0,3.98
2011,257,2015,19223.0,88.0,1280.0,1.0,0.67,,,,,7.0,8,1166.0,461342.0,3.91
2012,257,2013,20603.0,,,1.0,1.84,,,,,5.0,22,1176.0,453271.0,4.57
2013,257,2011,22818.0,,,0.5,1.34,,,,,4.0,16,557.0,410719.0,4.36
2014,257,2014,,60.0,852.0,0.9,1.42,,,,,,17,1115.0,,
2015,257,2012,,,,0.9,0.75,,,,,,9,1124.0,,
2016,258,2017,5160.0,0.0,0.0,,0.36,49021.0,94.0,8.0,6924.0,44.0,3,,61920.0,23.0
2017,258,2018,5160.0,0.0,0.0,,0.0,,,,,45.0,0,,61921.0,19.0
2018,258,2016,5160.0,0.0,0.0,,0.24,,,,,43.0,2,,61921.0,29.16
2019,258,2015,5398.0,0.0,0.0,0.4,0.0,,,,,41.0,0,323.0,59373.0,28.75
2020,258,2013,5384.0,,,0.4,0.12,,,,,35.0,1,366.0,59229.0,28.83
2021,258,2011,5384.0,,,0.4,0.36,,,,,33.0,3,304.0,59229.0,27.04
2022,258,2014,,0.0,0.0,0.4,0.12,,,,,,1,366.0,,
2023,258,2012,,,,0.4,0.6,,,,,,5,343.0,,
2024,259,2017,5235.0,49.0,484.0,,0.24,61375.0,97.0,7.0,11673.0,46.0,1,,94230.0,20.0
2025,259,2018,5235.0,49.0,485.0,,0.0,,,,,47.0,0,,94235.0,18.0
2026,259,2016,5235.0,49.0,484.0,,0.0,,,,,45.0,0,,94235.0,22.71
2027,259,2015,5224.0,49.0,484.0,0.3,0.24,,,,,44.0,1,125.0,94037.0,21.95
2028,259,2013,5605.0,,,0.3,0.49,,,,,42.0,2,106.0,100883.0,20.42
2029,259,2011,13173.0,,,0.3,0.0,,,,,40.0,0,139.0,263450.0,19.91
2030,259,2014,,49.0,486.0,0.3,0.24,,,,,,1,103.0,,
2031,259,2012,,,,0.3,0.0,,,,,,0,108.0,,
2032,260,2017,65610.0,8.0,96.0,,0.64,46661.0,91.0,20.0,6808.0,27.0,9,,4133430.0,21.0
2033,260,2018,59527.0,8.0,94.0,,1.21,,,,,28.0,17,,3809706.0,19.0
2034,260,2016,65574.0,8.0,96.0,,1.07,,,,,26.0,15,,4131155.0,28.47
2035,260,2015,64499.0,8.0,97.0,2.9,1.21,,,,,25.0,17,4052.0,4063429.0,27.22
2036,260,2013,65491.0,,,2.8,0.78,,,,,24.0,11,3933.0,4060457.0,23.93
2037,260,2011,67487.0,,,2.8,1.35,,,,,22.0,19,3986.0,4049220.0,23.08
2038,260,2014,,8.0,98.0,2.9,0.92,,,,,,13,4009.0,,
2039,260,2012,,,,3.0,1.78,,,,,,25,4146.0,,
2040,261,2017,,0.0,2.0,,0.0,71820.0,97.0,2.0,4921.0,,0,,,5.0
2041,261,2018,,0.0,0.0,,0.18,,,,,,1,,,6.0
2042,261,2016,,0.0,2.0,,0.0,,,,,,0,,,9.5
2043,261,2015,,0.0,2.0,0.1,0.55,,,,,,3,57.0,,9.16
2044,261,2013,,,,0.1,0.37,,,,,,2,55.0,,8.14
2045,261,2011,,,,0.1,0.0,,,,,,0,73.0,,8.9
2046,261,2014,,0.0,2.0,0.1,0.18,,,,,,1,61.0,,
2047,261,2012,,,,0.1,0.18,,,,,,1,47.0,,
2048,262,2017,34759.0,11.0,132.0,,0.2,129698.0,94.0,16.0,37544.0,27.0,2,,34759.0,1.0
2049,262,2018,34759.0,12.0,154.0,,0.4,,,,,28.0,4,,34759.0,1.0
2050,262,2016,46880.0,0.0,0.0,,0.0,,,,,26.0,0,,46880.0,1.71
2051,262,2015,46880.0,0.0,0.0,0.3,0.3,,,,,25.0,3,267.0,46880.0,1.62
2052,262,2013,46880.0,,,0.2,0.1,,,,,23.0,1,181.0,46880.0,1.03
2053,262,2011,46880.0,,,0.1,0.0,,,,,21.0,0,91.0,46880.0,1.19
2054,262,2014,,0.0,0.0,0.2,1.58,,,,,,16,168.0,,
2055,262,2012,,,,0.2,0.3,,,,,,3,227.0,,
2056,263,2017,13351.0,6.0,63.0,,0.32,120000.0,93.0,5.0,33244.0,22.0,2,,26702.0,2.0
2057,263,2018,13351.0,2.0,21.0,,0.16,,,,,23.0,1,,26701.0,2.0
2058,263,2016,13351.0,20.0,210.0,,0.16,,,,,21.0,1,,26701.0,2.29
2059,263,2015,13351.0,20.0,210.0,0.3,0.0,,,,,20.0,0,159.0,26701.0,2.24
2060,263,2013,13351.0,,,0.3,0.0,,,,,18.0,0,198.0,26701.0,1.98
2061,263,2011,13351.0,,,0.3,0.16,,,,,16.0,1,212.0,26701.0,1.49
2062,263,2014,,20.0,211.0,0.3,0.16,,,,,,1,210.0,,
2063,263,2012,,,,0.3,0.32,,,,,,2,215.0,,
2064,264,2017,3585.0,0.0,0.0,,0.0,66078.0,91.0,4.0,19772.0,24.0,0,,7170.0,10.0
2065,264,2018,3585.0,0.0,0.0,,0.31,,,,,25.0,1,,7170.0,9.0
2066,264,2016,3585.0,0.0,0.0,,0.31,,,,,24.0,1,,7170.0,12.37
2067,264,2015,3585.0,0.0,0.0,0.2,0.31,,,,,22.0,1,65.0,7170.0,12.37
2068,264,2013,3585.0,,,0.2,0.0,,,,,21.0,0,68.0,7170.0,10.62
2069,264,2011,3585.0,,,0.1,0.31,,,,,19.0,1,47.0,7170.0,8.89
2070,264,2014,,0.0,0.0,0.2,0.61,,,,,,2,58.0,,
2071,264,2012,,,,0.2,9.22,,,,,,30,60.0,,
2072,265,2017,,0.0,0.0,,0.72,91310.0,95.0,9.0,13325.0,,2,,,8.0
2073,265,2018,,0.0,0.0,,0.36,,,,,,1,,,6.0
2074,265,2016,,0.0,0.0,,0.0,,,,,,0,,,11.21
2075,265,2015,,0.0,0.0,0.4,0.36,,,,,,1,113.0,,10.36
2076,265,2013,,,,0.5,0.0,,,,,,0,145.0,,7.56
2077,265,2011,,,,0.4,0.36,,,,,,1,119.0,,9.05
2078,265,2014,,0.0,0.0,0.5,0.0,,,,,,0,127.0,,
2079,265,2012,,,,0.5,0.0,,,,,,0,144.0,,
2080,266,2017,12512.0,0.0,0.0,,0.0,75966.0,93.0,3.0,10786.0,32.0,0,,100096.0,8.0
2081,266,2018,14064.0,0.0,0.0,,0.0,,,,,30.0,0,,98451.0,7.0
2082,266,2016,12054.0,0.0,0.0,,0.16,,,,,31.0,3,,96432.0,10.26
2083,266,2015,12054.0,0.0,0.0,0.1,0.11,,,,,30.0,2,260.0,96432.0,10.0
2084,266,2013,12030.0,,,0.1,0.16,,,,,23.0,3,259.0,96240.0,10.03
2085,266,2011,11813.0,,,0.0,0.11,,,,,28.0,2,93.0,94501.0,9.84
2086,266,2014,,0.0,0.0,0.1,0.05,,,,,,1,248.0,,
2087,266,2012,,,,0.1,0.16,,,,,,3,273.0,,
2088,267,2017,105316.0,0.0,0.0,,0.55,81584.0,97.0,5.0,6522.0,22.0,11,,3264796.0,7.0
2089,267,2018,102025.0,0.0,0.0,,0.2,,,,,22.0,4,,3264794.0,6.0
2090,267,2016,105316.0,0.0,0.0,,0.25,,,,,21.0,5,,3264794.0,6.69
