,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
3051,387,2015,21926.0,48.0,455.0,3.3,2.01,,,,,40.0,36,5970.0,5174591.0,59.27
3052,387,2013,22442.0,,,3.0,1.23,,,,,38.0,22,5331.0,5273952.0,53.14
3053,387,2011,21879.0,,,3.4,1.62,,,,,36.0,29,6147.0,5229034.0,43.07
3054,387,2014,,48.0,457.0,3.3,2.52,,,,,,45,5919.0,,
3055,387,2012,,,,3.3,2.35,,,,,,42,5845.0,,
3056,388,2017,18870.0,60.0,871.0,,6.79,53219.0,93.0,25.0,,53.0,27,,1547340.0,9.0
3057,388,2018,21897.0,59.0,873.0,,10.06,,,,,52.0,40,,1707975.0,9.0
3058,388,2016,17230.0,40.0,394.0,,8.55,,,,,55.0,34,,1395590.0,21.02
3059,388,2015,14575.0,39.0,383.0,4.3,2.52,,,,,55.0,10,1724.0,1165998.0,20.21
3060,388,2013,14365.0,,,3.9,0.75,,,,,53.0,3,1551.0,1177935.0,26.44
3061,388,2011,14325.0,,,3.0,1.76,,,,,51.0,7,1179.0,1289288.0,30.14
3062,388,2014,,28.0,229.0,4.3,4.02,,,,,,16,1698.0,,
3063,388,2012,,,,3.9,2.77,,,,,,11,1533.0,,
3064,389,2017,9177.0,47.0,1671.0,,1.36,39103.0,94.0,2.0,,44.0,15,,312018.0,19.0
3065,389,2018,7621.0,51.0,1893.0,,1.64,,,,,45.0,18,,259113.0,18.0
3066,389,2016,9363.0,50.0,1783.0,,2.18,,,,,42.0,24,,308968.0,25.1
3067,389,2015,9176.0,50.0,1773.0,1.0,1.55,,,,,42.0,17,1096.0,302805.0,24.27
3068,389,2013,9278.0,,,1.0,2.91,,,,,41.0,32,1124.0,287603.0,24.06
3069,389,2011,9278.0,,,1.1,2.09,,,,,39.0,23,1186.0,287603.0,23.32
3070,389,2014,,50.0,1775.0,1.0,3.36,,,,,,37,1142.0,,
3071,389,2012,,,,1.0,2.36,,,,,,26,1149.0,,
3072,390,2017,9747.0,1.0,10.0,,1.88,45833.0,97.0,1.0,10806.0,56.0,5,,672543.0,16.0
3073,390,2018,9960.0,3.0,20.0,,3.38,,,,,57.0,9,,667291.0,16.0
3074,390,2016,9747.0,1.0,10.0,,0.75,,,,,55.0,2,,672514.0,22.36
3075,390,2015,9833.0,1.0,10.0,2.2,1.5,,,,,54.0,4,583.0,668630.0,21.86
3076,390,2013,9824.0,,,2.5,2.62,,,,,52.0,7,660.0,658211.0,22.17
3077,390,2011,9825.0,,,1.6,6.0,,,,,50.0,16,432.0,648479.0,23.05
3078,390,2014,,1.0,10.0,2.2,1.5,,,,,,4,584.0,,
3079,390,2012,,,,2.4,1.5,,,,,,4,649.0,,
3080,391,2017,2024.0,0.0,0.0,,0.0,102561.0,94.0,10.0,,52.0,0,,2024.0,3.0
3081,391,2018,2024.0,0.0,0.0,,0.0,,,,,53.0,0,,2024.0,2.0
3082,391,2016,33410.0,0.0,0.0,,0.0,,,,,48.0,0,,66820.0,3.79
3083,391,2015,22293.0,0.0,0.0,0.9,0.18,,,,,42.0,1,497.0,66880.0,3.36
3084,391,2013,22293.0,,,0.9,0.18,,,,,41.0,1,519.0,66880.0,2.19
3085,391,2011,22293.0,,,0.7,0.0,,,,,38.0,0,388.0,66880.0,2.84
3086,391,2014,,0.0,0.0,0.9,0.0,,,,,,0,494.0,,
3087,391,2012,,,,0.8,0.0,,,,,,0,459.0,,
3088,392,2017,27338.0,44.0,1813.0,,3.07,140870.0,96.0,1.0,,53.0,45,,1421576.0,1.0
3089,392,2018,27338.0,41.0,1708.0,,5.79,,,,,54.0,85,,1421583.0,0.0
3090,392,2016,27338.0,44.0,1815.0,,3.27,,,,,52.0,48,,1421583.0,0.62
3091,392,2015,27679.0,44.0,1809.0,3.0,2.59,,,,,52.0,38,4354.0,1577679.0,0.58
3092,392,2013,29181.0,,,2.3,2.8,,,,,49.0,41,3382.0,1663326.0,0.61
3093,392,2011,29160.0,,,2.2,3.61,,,,,47.0,53,3212.0,1662139.0,0.67
3094,392,2014,,44.0,1778.0,2.3,3.2,,,,,,47,3371.0,,
3095,392,2012,,,,2.3,2.18,,,,,,32,3404.0,,
3096,393,2017,20767.0,74.0,1979.0,,4.71,87209.0,97.0,4.0,,39.0,47,,2180535.0,6.0
3097,393,2018,21508.0,66.0,1761.0,,4.01,,,,,39.0,40,,2301308.0,5.0
3098,393,2016,18636.0,75.0,1999.0,,6.81,,,,,39.0,68,,1919529.0,7.88
3099,393,2015,18406.0,76.0,2138.0,6.3,5.41,,,,,38.0,54,6313.0,1914237.0,7.22
3100,393,2013,20009.0,,,6.3,3.31,,,,,36.0,33,6239.0,2180935.0,7.4
3101,393,2011,20004.0,,,5.3,3.21,,,,,35.0,32,5334.0,2200406.0,10.02
3102,393,2014,,76.0,2222.0,6.5,4.61,,,,,,46,6462.0,,
3103,393,2012,,,,5.8,3.11,,,,,,31,5791.0,,
3104,394,2017,18403.0,26.0,381.0,,0.51,39346.0,91.0,4.0,,41.0,2,,239239.0,11.0
3105,394,2018,16934.0,33.0,481.0,,0.25,,,,,39.0,1,,237081.0,10.0
3106,394,2016,18403.0,27.0,383.0,,1.53,,,,,40.0,6,,239235.0,13.77
3107,394,2015,18723.0,27.0,383.0,5.1,0.51,,,,,39.0,2,1997.0,243403.0,13.29
3108,394,2013,18723.0,,,5.1,2.29,,,,,37.0,9,1988.0,243403.0,14.82
3109,394,2011,18723.0,,,2.3,7.9,,,,,35.0,31,890.0,243403.0,14.89
3110,394,2014,,26.0,374.0,5.0,1.78,,,,,,7,1964.0,,
3111,394,2012,,,,5.4,0.51,,,,,,2,2131.0,,
3112,395,2017,22767.0,18.0,118.0,,1.27,73906.0,99.0,2.0,13818.0,17.0,8,,978981.0,4.0
3113,395,2018,22478.0,13.0,126.0,,4.76,,,,,18.0,30,,989048.0,3.0
3114,395,2016,22756.0,23.0,154.0,,1.74,,,,,16.0,11,,978502.0,5.08
3115,395,2015,22769.0,23.0,154.0,2.6,3.49,,,,,15.0,22,1607.0,979075.0,4.81
3116,395,2013,22769.0,,,2.4,1.27,,,,,13.0,8,1516.0,979075.0,5.42
3117,395,2011,22842.0,,,2.0,1.27,,,,,12.0,8,1250.0,982196.0,5.78
3118,395,2014,,23.0,153.0,2.4,1.59,,,,,,10,1541.0,,
3119,395,2012,,,,2.2,4.76,,,,,,30,1367.0,,
3120,396,2017,3594.0,0.0,0.0,,0.07,71354.0,98.0,3.0,7919.0,25.0,3,,14376.0,8.0
3121,396,2018,3594.0,0.0,0.0,,0.02,,,,,26.0,1,,14375.0,8.0
3122,396,2016,3594.0,0.0,0.0,,0.02,,,,,25.0,1,,14375.0,8.86
3123,396,2015,3594.0,0.0,0.0,0.0,0.0,,,,,23.0,0,96.0,14375.0,8.73
3124,396,2013,3594.0,,,0.0,0.02,,,,,21.0,1,131.0,14375.0,10.15
3125,396,2011,3594.0,,,0.0,0.09,,,,,19.0,4,68.0,14375.0,8.83
3126,396,2014,,0.0,0.0,0.0,0.0,,,,,,0,89.0,,
3127,396,2012,,,,0.0,0.02,,,,,,1,97.0,,
3128,397,2017,20885.0,100.0,1127.0,,1.33,95493.0,99.0,29.0,29489.0,15.0,2,,417700.0,3.0
3129,397,2018,20885.0,100.0,1127.0,,0.66,,,,,16.0,1,,417698.0,3.0
3130,397,2016,20885.0,100.0,1128.0,,1.99,,,,,15.0,3,,417698.0,2.97
3131,397,2015,20825.0,100.0,1086.0,9.0,5.32,,,,,13.0,8,1350.0,416494.0,3.09
3132,397,2013,20825.0,,,10.4,23.25,,,,,11.0,35,1565.0,416494.0,3.77
3133,397,2011,20825.0,,,8.4,7.31,,,,,9.0,11,1272.0,416494.0,3.6
3134,397,2014,,100.0,921.0,11.8,13.95,,,,,,21,1779.0,,
3135,397,2012,,,,9.0,72.42,,,,,,109,1355.0,,
3136,398,2017,20749.0,2.0,10.0,,0.36,44271.0,85.0,51.0,43920.0,29.0,1,,103745.0,4.0
3137,398,2018,20749.0,2.0,10.0,,0.36,,,,,30.0,1,,103744.0,2.0
3138,398,2016,20749.0,2.0,9.0,,1.08,,,,,28.0,3,,103744.0,2.23
3139,398,2015,20749.0,2.0,9.0,1.8,0.72,,,,,27.0,2,494.0,103744.0,2.18
3140,398,2013,29394.0,,,0.2,0.36,,,,,26.0,1,53.0,146972.0,5.27
3141,398,2011,29394.0,,,0.2,39.46,,,,,24.0,110,42.0,146972.0,5.39
3142,398,2014,,2.0,8.0,1.5,0.72,,,,,,2,417.0,,
3143,398,2012,,,,0.3,1.08,,,,,,3,80.0,,
3144,399,2017,36992.0,80.0,865.0,,1.23,80160.0,97.0,6.0,18801.0,16.0,8,,998784.0,2.0
3145,399,2018,35706.0,78.0,855.0,,1.38,,,,,17.0,9,,999778.0,2.0
3146,399,2016,36992.0,82.0,866.0,,2.91,,,,,15.0,19,,998789.0,2.37
3147,399,2015,35328.0,84.0,866.0,4.0,2.76,,,,,15.0,18,2595.0,953843.0,2.31
3148,399,2013,35423.0,,,3.5,2.0,,,,,13.0,13,2294.0,956426.0,3.41
3149,399,2011,34155.0,,,2.7,1.69,,,,,12.0,11,1758.0,888040.0,3.28
3150,399,2014,,84.0,866.0,3.6,4.15,,,,,,27,2345.0,,
3151,399,2012,,,,3.4,1.54,,,,,,10,2227.0,,
3152,400,2017,2164.0,26.0,231.0,,0.75,114609.0,95.0,15.0,22225.0,34.0,5,,4328.0,1.0
3153,400,2018,2164.0,26.0,231.0,,0.0,,,,,35.0,0,,4328.0,1.0
3154,400,2016,2164.0,26.0,229.0,,0.3,,,,,33.0,2,,4328.0,0.99
3155,400,2015,2164.0,26.0,229.0,0.3,0.3,,,,,32.0,2,193.0,4328.0,0.83
3156,400,2013,2164.0,,,0.3,0.0,,,,,30.0,0,173.0,4328.0,1.43
3157,400,2011,1536.0,,,0.1,0.15,,,,,28.0,1,76.0,3072.0,1.65
3158,400,2014,,26.0,229.0,0.3,0.15,,,,,,1,170.0,,
3159,400,2012,,,,0.3,0.15,,,,,,1,173.0,,
3160,401,2017,12523.0,12.0,100.0,,0.11,68125.0,98.0,2.0,12155.0,27.0,1,,175322.0,6.0
3161,401,2018,15557.0,12.0,100.0,,0.22,,,,,28.0,2,,217795.0,5.0
3162,401,2016,12523.0,12.0,100.0,,0.55,,,,,27.0,5,,175324.0,5.25
3163,401,2015,12523.0,12.0,100.0,0.6,0.0,,,,,26.0,0,546.0,175324.0,5.25
3164,401,2013,12319.0,,,0.5,2.77,,,,,25.0,25,462.0,172466.0,5.54
3165,401,2011,12705.0,,,0.3,0.22,,,,,23.0,2,235.0,177866.0,5.07
3166,401,2014,,12.0,100.0,0.4,0.33,,,,,,3,375.0,,
3167,401,2012,,,,0.5,0.44,,,,,,4,448.0,,
3168,402,2017,23176.0,1.0,5.0,,0.0,65357.0,96.0,0.0,19188.0,33.0,0,,139056.0,3.0
3169,402,2018,23176.0,0.0,0.0,,0.1,,,,,34.0,1,,139056.0,3.0
3170,402,2016,22043.0,1.0,5.0,,0.1,,,,,32.0,1,,132256.0,3.79
3171,402,2015,19871.0,1.0,5.0,0.3,0.1,,,,,29.0,1,281.0,139099.0,3.79
3172,402,2013,22391.0,,,0.2,0.2,,,,,16.0,2,196.0,134345.0,3.01
3173,402,2011,22391.0,,,0.2,0.2,,,,,14.0,2,179.0,134345.0,3.36
3174,402,2014,,0.0,0.0,0.2,0.0,,,,,,0,218.0,,
3175,402,2012,,,,0.2,0.1,,,,,,1,185.0,,
3176,403,2017,13386.0,19.0,135.0,,0.22,89837.0,97.0,3.0,28034.0,16.0,4,,200790.0,1.0
3177,403,2018,14306.0,22.0,161.0,,0.61,,,,,17.0,11,,214589.0,1.0
3178,403,2016,15055.0,19.0,134.0,,0.61,,,,,16.0,11,,210765.0,2.95
3179,403,2015,10622.0,19.0,129.0,0.4,0.45,,,,,18.0,8,676.0,148704.0,2.96
3180,403,2013,11545.0,,,0.2,0.45,,,,,17.0,8,326.0,150087.0,3.96
3181,403,2011,11571.0,,,0.1,0.28,,,,,12.0,5,260.0,150423.0,4.55
3182,403,2014,,18.0,114.0,0.2,0.34,,,,,,6,355.0,,
3183,403,2012,,,,0.2,0.39,,,,,,7,291.0,,
3184,404,2017,9415.0,64.0,547.0,,0.73,62645.0,90.0,15.0,29740.0,57.0,3,,310695.0,14.0
3185,404,2018,8983.0,66.0,565.0,,0.73,,,,,58.0,3,,314395.0,13.0
3186,404,2016,9290.0,75.0,641.0,,1.71,,,,,56.0,7,,306564.0,14.96
3187,404,2015,9516.0,72.0,612.0,1.0,1.71,,,,,54.0,7,410.0,304499.0,14.69
3188,404,2013,9251.0,,,0.8,2.2,,,,,50.0,9,319.0,296047.0,14.08
3189,404,2011,9293.0,,,0.5,0.49,,,,,48.0,2,186.0,297372.0,13.67
3190,404,2014,,72.0,613.0,0.9,0.73,,,,,,3,348.0,,
3191,404,2012,,,,0.8,1.47,,,,,,6,323.0,,
3192,405,2017,59050.0,37.0,514.0,,0.87,83934.0,97.0,4.0,13352.0,19.0,5,,413350.0,3.0
3193,405,2018,56029.0,36.0,496.0,,0.7,,,,,21.0,4,,448234.0,2.0
3194,405,2016,59907.0,37.0,514.0,,0.52,,,,,18.0,3,,419350.0,3.37
3195,405,2015,59050.0,37.0,509.0,0.5,0.52,,,,,17.0,3,311.0,413350.0,3.17
3196,405,2013,21122.0,,,0.5,0.17,,,,,14.0,1,286.0,147856.0,4.54
3197,405,2011,22191.0,,,0.3,0.52,,,,,13.0,3,193.0,133146.0,7.18
3198,405,2014,,37.0,509.0,0.4,0.17,,,,,,1,243.0,,
3199,405,2012,,,,0.4,0.17,,,,,,1,240.0,,
3200,406,2017,11307.0,21.0,190.0,,0.07,82038.0,94.0,5.0,29698.0,32.0,1,,135684.0,3.0
3201,406,2018,11307.0,19.0,198.0,,0.29,,,,,33.0,4,,135688.0,2.0
3202,406,2016,11307.0,17.0,143.0,,0.22,,,,,31.0,3,,135688.0,4.62
3203,406,2015,10876.0,15.0,127.0,0.4,0.29,,,,,30.0,4,483.0,130509.0,4.43
3204,406,2013,10876.0,,,0.4,0.15,,,,,28.0,2,561.0,130509.0,3.3
3205,406,2011,11728.0,,,0.3,0.22,,,,,28.0,3,359.0,129009.0,2.58
3206,406,2014,,12.0,98.0,0.4,0.36,,,,,,5,484.0,,
3207,406,2012,,,,0.3,0.29,,,,,,4,446.0,,
3208,407,2017,7424.0,24.0,172.0,,0.27,63313.0,100.0,0.0,10593.0,42.0,4,,185600.0,6.0
3209,407,2018,7660.0,23.0,173.0,,0.33,,,,,44.0,5,,183841.0,5.0
3210,407,2016,7735.0,24.0,175.0,,0.6,,,,,41.0,9,,193376.0,6.6
3211,407,2015,7672.0,24.0,173.0,0.4,0.6,,,,,40.0,9,523.0,191810.0,6.63
3212,407,2013,7647.0,,,0.3,0.27,,,,,38.0,4,488.0,191186.0,5.64
3213,407,2011,7647.0,,,0.3,0.54,,,,,38.0,8,377.0,191186.0,7.05
3214,407,2014,,25.0,172.0,0.3,0.2,,,,,,3,456.0,,
3215,407,2012,,,,0.3,0.33,,,,,,5,431.0,,
3216,408,2017,21224.0,43.0,466.0,,0.36,93333.0,99.0,4.0,12620.0,23.0,4,,488152.0,3.0
3217,408,2018,20888.0,45.0,488.0,,0.27,,,,,23.0,3,,501321.0,3.0
3218,408,2016,21906.0,43.0,461.0,,0.63,,,,,23.0,7,,481927.0,3.54
3219,408,2015,21920.0,43.0,461.0,0.9,0.36,,,,,22.0,4,991.0,482237.0,3.46
3220,408,2013,22849.0,,,0.9,0.09,,,,,21.0,1,950.0,479819.0,3.83
3221,408,2011,22902.0,,,0.8,0.36,,,,,19.0,4,905.0,480939.0,3.06
3222,408,2014,,44.0,464.0,0.9,0.27,,,,,,3,953.0,,
3223,408,2012,,,,1.0,0.27,,,,,,3,1089.0,,
3224,409,2017,14415.0,27.0,287.0,,0.54,154173.0,97.0,8.0,32806.0,24.0,5,,317130.0,0.0
3225,409,2018,14561.0,27.0,287.0,,0.22,,,,,25.0,2,,320338.0,0.0
3226,409,2016,14156.0,27.0,284.0,,0.98,,,,,23.0,9,,311442.0,0.64
3227,409,2015,14156.0,27.0,282.0,0.6,0.7,,,,,22.0,7,626.0,311442.0,0.6
3228,409,2013,14058.0,,,0.4,0.6,,,,,20.0,6,435.0,309266.0,0.87
3229,409,2011,13774.0,,,0.5,0.91,,,,,18.0,9,465.0,303020.0,1.41
3230,409,2014,,27.0,276.0,0.5,0.4,,,,,,4,506.0,,
3231,409,2012,,,,0.5,0.4,,,,,,4,468.0,,
3232,410,2017,18891.0,21.0,208.0,,1.22,55568.0,93.0,22.0,35688.0,18.0,3,,188910.0,1.0
3233,410,2018,20355.0,21.0,208.0,,2.44,,,,,19.0,6,,203546.0,1.0
3234,410,2016,19839.0,21.0,208.0,,8.55,,,,,17.0,21,,198394.0,2.27
3235,410,2015,18823.0,21.0,208.0,3.8,3.42,,,,,16.0,9,985.0,188230.0,2.27
3236,410,2013,17646.0,,,1.1,4.56,,,,,17.0,12,301.0,194103.0,1.16
3237,410,2011,17638.0,,,2.9,3.04,,,,,15.0,8,759.0,194015.0,2.4
3238,410,2014,,21.0,208.0,1.0,1.52,,,,,,4,275.0,,
3239,410,2012,,,,6.4,2.66,,,,,,7,1675.0,,
3240,411,2017,22236.0,21.0,131.0,,8.23,95903.0,91.0,26.0,5361.0,16.0,43,,1111800.0,6.0
3241,411,2018,24086.0,21.0,131.0,,2.87,,,,,17.0,15,,1204300.0,4.0
3242,411,2016,22236.0,21.0,131.0,,7.65,,,,,15.0,40,,1111781.0,8.4
3243,411,2015,20925.0,21.0,130.0,2.7,0.96,,,,,15.0,5,1386.0,1025330.0,8.33
3244,411,2013,21307.0,,,1.9,1.15,,,,,13.0,6,996.0,1022724.0,8.67
3245,411,2011,20896.0,,,1.7,0.19,,,,,11.0,1,909.0,982094.0,9.55
3246,411,2014,,21.0,131.0,2.1,9.95,,,,,,52,1087.0,,
3247,411,2012,,,,1.8,0.77,,,,,,4,929.0,,
3248,412,2017,32311.0,0.0,0.0,,0.05,81250.0,100.0,0.0,63065.0,25.0,1,,807775.0,2.0
3249,412,2018,33550.0,0.0,0.0,,0.3,,,,,26.0,6,,805199.0,3.0
3250,412,2016,33490.0,0.0,0.0,,0.3,,,,,25.0,6,,803769.0,3.26
3251,412,2015,34797.0,0.0,0.0,0.2,0.15,,,,,25.0,3,333.0,800321.0,3.3
3252,412,2013,33969.0,,,0.2,0.25,,,,,25.0,5,306.0,781282.0,2.29
3253,412,2011,34808.0,,,0.1,0.5,,,,,24.0,10,269.0,765774.0,4.3
3254,412,2014,,0.0,0.0,0.2,0.2,,,,,,4,449.0,,
3255,412,2012,,,,0.1,0.3,,,,,,6,271.0,,
3256,413,2017,12188.0,0.0,0.0,,0.17,136378.0,95.0,3.0,46823.0,37.0,2,,365640.0,1.0
3257,413,2018,12188.0,0.0,0.0,,0.17,,,,,38.0,2,,365652.0,1.0
3258,413,2016,12188.0,0.0,0.0,,0.17,,,,,36.0,2,,365652.0,1.56
3259,413,2015,11659.0,0.0,0.0,0.5,0.08,,,,,35.0,1,554.0,349775.0,1.56
3260,413,2013,11620.0,,,0.4,0.17,,,,,33.0,2,499.0,336976.0,1.16
3261,413,2011,11620.0,,,0.3,0.08,,,,,31.0,1,405.0,336976.0,1.17
3262,413,2014,,0.0,0.0,0.4,0.42,,,,,,5,497.0,,
3263,413,2012,,,,0.4,0.0,,,,,,0,441.0,,
3264,416,2017,15378.0,100.0,893.0,,2.83,50000.0,98.0,5.0,2722.0,12.0,6,,492096.0,3.0
3265,416,2018,15378.0,100.0,893.0,,4.72,,,,,13.0,10,,492098.0,4.0
3266,416,2016,15733.0,100.0,893.0,,3.3,,,,,11.0,7,,487733.0,4.43
3267,416,2015,15977.0,100.0,893.0,6.0,3.3,,,,,11.0,7,1262.0,479314.0,4.0
3268,416,2013,15920.0,,,4.2,3.78,,,,,9.0,8,898.0,461687.0,5.05
3269,416,2011,14451.0,,,6.8,6.14,,,,,8.0,13,1437.0,375737.0,6.65
3270,416,2014,,100.0,893.0,4.0,6.61,,,,,,14,844.0,,
3271,416,2012,,,,4.4,2.83,,,,,,6,935.0,,
3272,417,2017,27238.0,52.0,409.0,,0.58,89704.0,93.0,4.0,7354.0,16.0,4,,81714.0,3.0
3273,417,2018,16391.0,51.0,418.0,,0.0,,,,,17.0,0,,49174.0,3.0
3274,417,2016,27238.0,58.0,416.0,,0.29,,,,,15.0,2,,81714.0,4.0
3275,417,2015,14658.0,64.0,416.0,0.4,0.15,,,,,14.0,1,258.0,43975.0,4.04
3276,417,2013,14658.0,,,0.6,0.29,,,,,12.0,2,395.0,43975.0,4.85
3277,417,2011,3118.0,,,0.6,0.0,,,,,11.0,0,427.0,6236.0,4.62
3278,417,2014,,65.0,423.0,0.5,0.58,,,,,,4,362.0,,
3279,417,2012,,,,0.6,0.0,,,,,,0,405.0,,
3280,418,2017,21190.0,40.0,464.0,,1.18,117983.0,97.0,2.0,19379.0,17.0,10,,741650.0,2.0
3281,418,2018,21197.0,41.0,484.0,,0.94,,,,,18.0,8,,741911.0,2.0
3282,418,2016,20716.0,40.0,464.0,,2.47,,,,,16.0,21,,704344.0,1.36
3283,418,2015,20757.0,40.0,464.0,1.4,1.3,,,,,15.0,11,1217.0,705748.0,1.33
3284,418,2013,20616.0,,,1.2,0.95,,,,,13.0,8,1032.0,700944.0,2.3
3285,418,2011,20616.0,,,1.1,1.54,,,,,11.0,13,890.0,700944.0,1.97
3286,418,2014,,40.0,464.0,1.3,0.24,,,,,,2,1072.0,,
3287,418,2012,,,,1.2,0.71,,,,,,6,1011.0,,
3288,419,2017,2088.0,0.0,0.0,,0.0,125015.0,98.0,2.0,12380.0,21.0,0,,2088.0,0.0
3289,419,2018,2088.0,0.0,0.0,,0.53,,,,,22.0,3,,2088.0,0.0
3290,419,2016,2088.0,0.0,0.0,,0.18,,,,,20.0,1,,2088.0,0.42
3291,419,2015,2088.0,0.0,0.0,0.2,0.18,,,,,19.0,1,121.0,2088.0,0.42
3292,419,2013,2088.0,,,0.2,0.18,,,,,17.0,1,115.0,2088.0,0.97
3293,419,2011,2088.0,,,0.2,0.18,,,,,15.0,1,86.0,2088.0,1.02
3294,419,2014,,0.0,0.0,0.2,0.0,,,,,,0,138.0,,
3295,419,2012,,,,0.2,0.35,,,,,,2,98.0,,
3296,420,2017,16526.0,33.0,369.0,,0.38,88906.0,95.0,3.0,16782.0,16.0,5,,313994.0,2.0
3297,420,2018,16526.0,32.0,356.0,,0.31,,,,,17.0,4,,313996.0,2.0
3298,420,2016,16526.0,33.0,369.0,,0.77,,,,,15.0,10,,313996.0,2.52
3299,420,2015,16537.0,33.0,369.0,0.5,0.38,,,,,14.0,5,695.0,314207.0,2.5
3300,420,2013,16282.0,,,0.4,0.38,,,,,12.0,5,533.0,309357.0,2.42
3301,420,2011,16094.0,,,0.4,0.46,,,,,10.0,6,510.0,305793.0,3.06
3302,420,2014,,34.0,369.0,0.4,0.62,,,,,,8,581.0,,
3303,420,2012,,,,0.5,0.46,,,,,,6,651.0,,
3304,421,2017,4124.0,0.0,0.0,,0.14,126458.0,93.0,5.0,22395.0,26.0,1,,28868.0,1.0
3305,421,2018,4124.0,0.0,0.0,,0.14,,,,,27.0,1,,28866.0,1.0
3306,421,2016,4124.0,0.0,0.0,,0.0,,,,,25.0,0,,28866.0,1.75
3307,421,2015,4621.0,0.0,0.0,0.1,0.14,,,,,24.0,1,38.0,32349.0,1.87
3308,421,2013,5109.0,,,0.1,0.0,,,,,20.0,0,54.0,35765.0,2.51
3309,421,2011,5109.0,,,0.1,0.0,,,,,18.0,0,89.0,35765.0,3.27
3310,421,2014,,0.0,0.0,0.1,0.14,,,,,,1,50.0,,
3311,421,2012,,,,0.1,0.14,,,,,,1,53.0,,
3312,422,2017,51628.0,28.0,251.0,,1.33,52823.0,95.0,23.0,3875.0,19.0,42,,3562332.0,13.0
3313,422,2018,51948.0,21.0,216.0,,1.3,,,,,18.0,41,,3740253.0,10.0
3314,422,2016,51662.0,23.0,185.0,,1.59,,,,,19.0,50,,3358009.0,14.77
3315,422,2015,51474.0,23.0,185.0,1.8,1.24,,,,,18.0,39,5761.0,3345840.0,14.4
3316,422,2013,54343.0,,,1.7,0.89,,,,,16.0,28,5408.0,3206246.0,18.1
3317,422,2011,55868.0,,,1.1,0.82,,,,,15.0,26,3587.0,3072716.0,15.65
3318,422,2014,,32.0,185.0,1.8,1.49,,,,,,47,5691.0,,
3319,422,2012,,,,1.5,0.82,,,,,,26,4725.0,,
3320,423,2017,12932.0,2.0,18.0,,0.07,99688.0,95.0,18.0,7038.0,38.0,2,,284504.0,2.0
3321,423,2018,12783.0,2.0,16.0,,0.17,,,,,39.0,5,,281216.0,2.0
3322,423,2016,12198.0,2.0,18.0,,0.07,,,,,37.0,2,,280563.0,4.4
3323,423,2015,12621.0,2.0,18.0,0.1,0.07,,,,,37.0,2,371.0,277666.0,4.43
3324,423,2013,12336.0,,,0.1,0.1,,,,,35.0,3,348.0,271398.0,4.6
3325,423,2011,12125.0,,,0.2,0.14,,,,,33.0,4,475.0,266740.0,6.28
3326,423,2014,,2.0,17.0,0.2,0.07,,,,,,2,604.0,,
3327,423,2012,,,,0.1,0.07,,,,,,2,382.0,,
3328,424,2017,93871.0,42.0,327.0,,0.0,146098.0,99.0,7.0,33859.0,32.0,0,,657097.0,1.0
3329,424,2018,82561.0,42.0,332.0,,0.18,,,,,33.0,2,,660485.0,1.0
3330,424,2016,82453.0,42.0,328.0,,0.09,,,,,29.0,1,,659625.0,1.36
3331,424,2015,82453.0,42.0,327.0,3.3,0.18,,,,,28.0,2,3661.0,659625.0,1.3
3332,424,2013,82453.0,,,2.8,0.9,,,,,26.0,10,3160.0,659625.0,1.01
3333,424,2011,82172.0,,,3.1,0.54,,,,,25.0,6,3434.0,657375.0,1.56
3334,424,2014,,43.0,329.0,3.2,0.54,,,,,,6,3559.0,,
3335,424,2012,,,,1.9,0.36,,,,,,4,2063.0,,
3336,425,2017,1705.0,0.0,0.0,,0.0,78929.0,98.0,35.0,38520.0,23.0,0,,5115.0,2.0
3337,425,2018,1705.0,0.0,0.0,,0.0,,,,,24.0,0,,5116.0,2.0
3338,425,2016,1705.0,0.0,0.0,,0.0,,,,,22.0,0,,5116.0,2.27
3339,425,2015,1705.0,0.0,0.0,0.0,0.0,,,,,21.0,0,65.0,5116.0,2.31
3340,425,2013,1705.0,,,0.0,0.0,,,,,19.0,0,39.0,5116.0,2.74
3341,425,2011,1705.0,,,0.1,0.0,,,,,17.0,0,88.0,5116.0,2.25
3342,425,2014,,0.0,0.0,0.0,0.0,,,,,,0,37.0,,
3343,425,2012,,,,0.0,0.06,,,,,,1,37.0,,
3344,426,2017,37360.0,0.0,0.0,,2.2,71625.0,92.0,2.0,16165.0,23.0,11,,859280.0,6.0
3345,426,2018,39108.0,0.0,0.0,,3.0,,,,,25.0,15,,860369.0,7.0
3346,426,2016,38371.0,0.0,0.0,,1.4,,,,,23.0,7,,844169.0,6.6
3347,426,2015,43984.0,0.0,0.0,3.0,1.2,,,,,22.0,6,1511.0,967642.0,6.41
3348,426,2013,38230.0,,,2.7,3.2,,,,,21.0,16,1345.0,841060.0,7.77
3349,426,2011,39268.0,,,2.4,0.0,,,,,19.0,0,1187.0,824638.0,6.21
3350,426,2014,,0.0,0.0,3.1,2.6,,,,,,13,1547.0,,
3351,426,2012,,,,2.6,1.8,,,,,,9,1278.0,,
