,NPA,year,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,park_proximate_units,low_birthweight,pharmacy_proximate_units,pharmacy_proximity,public_health_insurance,age_of_death,low_cost_healthcare_proximate_units,low_cost_healthcare_proximity,park_proximity
2209,282,2017,,0.0,,0.0,57.0,,0.0,0.0,21.0,,0.0,0.0,11.0
2210,282,2016,2.8,0.0,63.9,0.0,55.0,19.4,0.0,0.0,,68.0,0.0,0.0,11.0
2211,282,2015,,0.0,,0.0,55.0,,0.0,0.0,23.0,,,,11.0
2212,282,2014,8.1,0.0,59.5,0.0,,2.7,,,15.0,71.0,,,
2213,282,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2214,282,2013,,,,,52.0,,0.0,0.0,,,,,10.0
2215,282,2012,2.6,,59.0,,,7.7,,,,71.0,,,
2216,283,2018,,243.0,,23.0,749.0,,0.0,0.0,,,0.0,0.0,71.0
2217,283,2017,,314.0,,23.0,650.0,,319.0,30.0,20.0,,0.0,0.0,62.0
2218,283,2016,0.0,314.0,56.5,30.0,608.0,4.8,319.0,30.0,,70.0,0.0,0.0,58.0
2219,283,2015,,314.0,,30.0,608.0,,319.0,30.0,22.0,,,,58.0
2220,283,2014,3.0,0.0,51.5,0.0,,9.1,,,17.0,63.0,,,
2221,283,2011,,0.0,,0.0,,,322.0,30.0,,,,,
2222,283,2013,,,,,610.0,,321.0,31.0,,,,,58.0
2223,283,2012,1.8,,78.9,,,12.3,,,,58.0,,,
2224,284,2018,,407.0,,58.0,2.0,,409.0,58.0,,,0.0,0.0,0.0
2225,284,2017,,3.0,,58.0,2.0,,0.0,0.0,1.0,,0.0,0.0,1.0
2226,284,2016,0.0,0.0,85.7,0.0,2.0,0.0,0.0,0.0,,83.0,0.0,0.0,1.0
2227,284,2015,,0.0,,0.0,2.0,,0.0,0.0,1.0,,,,1.0
2228,284,2014,0.0,2.0,66.7,1.0,,0.0,,,1.0,,,,
2229,284,2011,,2.0,,1.0,,,2.0,1.0,,,,,
2230,284,2013,,,,,2.0,,2.0,1.0,,,,,1.0
2231,284,2012,0.0,,90.9,,,9.1,,,,74.0,,,
2232,285,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2233,285,2017,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2234,285,2016,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2235,285,2015,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0
2236,285,2014,,0.0,,0.0,,,,,,,,,
2237,285,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2238,285,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2239,285,2012,,,,,,,,,,,,,
2240,286,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2241,286,2017,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2242,286,2016,3.2,0.0,51.6,0.0,0.0,12.9,0.0,0.0,,64.0,0.0,0.0,0.0
2243,286,2015,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0
2244,286,2014,8.8,0.0,29.4,0.0,,8.8,,,,67.0,,,
2245,286,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2246,286,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2247,286,2012,8.0,,60.0,,,4.0,,,,66.0,,,
2248,287,2018,,1227.0,,99.0,957.0,,1234.0,100.0,,,948.0,77.0,77.0
2249,287,2017,,1133.0,,99.0,937.0,,1213.0,100.0,14.0,,929.0,77.0,77.0
2250,287,2016,2.7,1133.0,66.2,93.0,938.0,4.1,1214.0,100.0,,66.0,1188.0,98.0,77.0
2251,287,2015,,1131.0,,92.0,960.0,,1232.0,100.0,16.0,,,,78.0
2252,287,2014,1.8,1131.0,50.9,92.0,,1.8,,,15.0,71.0,,,
2253,287,2011,,1164.0,,99.0,,,1177.0,100.0,,,,,
2254,287,2013,,,,,960.0,,1232.0,100.0,,,,,78.0
2255,287,2012,3.7,,64.8,,,9.3,,,,67.0,,,
2256,288,2018,,204.0,,20.0,232.0,,130.0,13.0,,,2.0,0.0,23.0
2257,288,2017,,244.0,,20.0,204.0,,139.0,14.0,4.0,,2.0,0.0,21.0
2258,288,2016,1.9,532.0,69.2,53.0,234.0,3.9,140.0,14.0,,80.0,2.0,0.0,24.0
2259,288,2015,,529.0,,53.0,234.0,,240.0,24.0,5.0,,,,24.0
2260,288,2014,2.0,514.0,70.0,53.0,,8.0,,,4.0,75.0,,,
2261,288,2011,,193.0,,20.0,,,225.0,23.0,,,,,
2262,288,2013,,,,,228.0,,225.0,23.0,,,,,23.0
2263,288,2012,2.1,,83.0,,,2.1,,,,72.0,,,
2264,289,2018,,331.0,,24.0,938.0,,331.0,24.0,,,48.0,4.0,69.0
2265,289,2017,,108.0,,24.0,904.0,,108.0,8.0,10.0,,64.0,5.0,69.0
2266,289,2016,0.0,108.0,74.3,8.0,704.0,7.3,108.0,8.0,,65.0,61.0,5.0,54.0
2267,289,2015,,108.0,,8.0,408.0,,108.0,8.0,12.0,,,,32.0
2268,289,2014,0.0,108.0,70.2,8.0,,4.8,,,7.0,63.0,,,
2269,289,2011,,250.0,,19.0,,,108.0,8.0,,,,,
2270,289,2013,,,,,410.0,,108.0,8.0,,,,,32.0
2271,289,2012,0.0,,83.0,,,10.6,,,,69.0,,,
2272,290,2018,,4.0,,2.0,33.0,,19.0,7.0,,,76.0,30.0,13.0
2273,290,2017,,4.0,,2.0,189.0,,17.0,4.0,21.0,,77.0,19.0,46.0
2274,290,2016,5.0,214.0,55.0,52.0,189.0,15.0,16.0,4.0,,63.0,76.0,18.0,46.0
2275,290,2015,,219.0,,53.0,190.0,,17.0,4.0,25.0,,,,46.0
2276,290,2014,18.2,220.0,54.5,53.0,,45.5,,,74.0,63.0,,,
2277,290,2011,,3.0,,1.0,,,16.0,7.0,,,,,
2278,290,2013,,,,,6.0,,17.0,4.0,,,,,1.0
2279,290,2012,0.0,,52.9,,,5.9,,,,70.0,,,
2280,291,2018,,0.0,,0.0,965.0,,0.0,0.0,,,0.0,0.0,97.0
2281,291,2017,,0.0,,0.0,962.0,,0.0,0.0,34.0,,0.0,0.0,96.0
2282,291,2016,3.9,0.0,44.8,0.0,962.0,3.9,0.0,0.0,,52.0,0.0,0.0,96.0
2283,291,2015,,0.0,,0.0,962.0,,0.0,0.0,38.0,,,,96.0
2284,291,2014,4.2,0.0,46.3,0.0,,12.6,,,31.0,31.0,,,
2285,291,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2286,291,2013,,,,,962.0,,0.0,0.0,,,,,96.0
2287,291,2012,5.9,,51.8,,,14.1,,,,48.0,,,
2288,292,2018,,0.0,,0.0,405.0,,0.0,0.0,,,0.0,0.0,100.0
2289,292,2017,,0.0,,0.0,406.0,,90.0,22.0,44.0,,0.0,0.0,100.0
2290,292,2016,9.8,0.0,52.9,0.0,409.0,7.8,87.0,21.0,,53.0,0.0,0.0,100.0
2291,292,2015,,0.0,,0.0,416.0,,87.0,21.0,49.0,,,,100.0
2292,292,2014,6.3,0.0,52.1,0.0,,12.5,,,40.0,62.0,,,
2293,292,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2294,292,2013,,,,,415.0,,0.0,0.0,,,,,100.0
2295,292,2012,7.0,,58.1,,,11.6,,,,71.0,,,
2296,293,2018,,132.0,,38.0,352.0,,0.0,0.0,,,285.0,81.0,100.0
2297,293,2017,,201.0,,38.0,353.0,,0.0,0.0,40.0,,287.0,81.0,100.0
2298,293,2016,2.8,202.0,38.9,57.0,354.0,5.6,0.0,0.0,,68.0,280.0,79.0,100.0
2299,293,2015,,203.0,,57.0,355.0,,0.0,0.0,55.0,,,,100.0
2300,293,2014,3.0,203.0,36.4,57.0,,12.1,,,35.0,68.0,,,
2301,293,2011,,143.0,,40.0,,,0.0,0.0,,,,,
2302,293,2013,,,,,354.0,,0.0,0.0,,,,,100.0
2303,293,2012,4.5,,72.7,,,22.7,,,,63.0,,,
2304,294,2018,,119.0,,25.0,470.0,,119.0,25.0,,,111.0,23.0,99.0
2305,294,2017,,0.0,,25.0,475.0,,0.0,0.0,44.0,,110.0,23.0,100.0
2306,294,2016,15.2,0.0,42.4,0.0,430.0,24.2,0.0,0.0,,62.0,112.0,26.0,100.0
2307,294,2015,,0.0,,0.0,431.0,,0.0,0.0,49.0,,,,100.0
2308,294,2014,16.0,0.0,48.0,0.0,,16.0,,,36.0,60.0,,,
2309,294,2011,,118.0,,27.0,,,0.0,0.0,,,,,
2310,294,2013,,,,,433.0,,0.0,0.0,,,,,100.0
2311,294,2012,8.7,,60.9,,,13.0,,,,60.0,,,
2312,295,2018,,103.0,,20.0,516.0,,0.0,0.0,,,0.0,0.0,100.0
2313,295,2017,,83.0,,20.0,515.0,,0.0,0.0,40.0,,139.0,27.0,100.0
2314,295,2016,0.0,83.0,58.3,16.0,521.0,16.7,0.0,0.0,,72.0,139.0,27.0,100.0
2315,295,2015,,83.0,,16.0,521.0,,0.0,0.0,45.0,,,,100.0
2316,295,2014,14.6,83.0,66.7,16.0,,14.6,,,36.0,69.0,,,
2317,295,2011,,16.0,,4.0,,,0.0,0.0,,,,,
2318,295,2013,,,,,521.0,,0.0,0.0,,,,,100.0
2319,295,2012,11.1,,73.3,,,17.8,,,,59.0,,,
2320,296,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2321,296,2017,,0.0,,0.0,0.0,,7.0,1.0,12.0,,0.0,0.0,0.0
2322,296,2016,2.1,6.0,70.2,1.0,0.0,6.4,7.0,1.0,,77.0,6.0,1.0,0.0
2323,296,2015,,6.0,,1.0,0.0,,7.0,1.0,16.0,,,,0.0
2324,296,2014,0.0,6.0,73.0,1.0,,5.4,,,9.0,77.0,,,
2325,296,2011,,0.0,,0.0,,,10.0,2.0,,,,,
2326,296,2013,,,,,0.0,,10.0,2.0,,,,,0.0
2327,296,2012,0.0,,95.8,,,8.3,,,,66.0,,,
2328,297,2018,,53.0,,35.0,0.0,,130.0,87.0,,,130.0,87.0,0.0
2329,297,2017,,67.0,,35.0,0.0,,128.0,85.0,,,128.0,85.0,0.0
2330,297,2016,0.0,67.0,80.0,45.0,0.0,0.0,128.0,85.0,,,128.0,85.0,0.0
2331,297,2015,,67.0,,45.0,0.0,,128.0,85.0,2.0,,,,0.0
2332,297,2014,0.0,67.0,85.7,45.0,,0.0,,,2.0,,,,
2333,297,2011,,58.0,,38.0,,,128.0,85.0,,,,,
2334,297,2013,,,,,0.0,,128.0,85.0,,,,,0.0
2335,297,2012,0.0,,75.0,,,0.0,,,,,,,
2336,298,2018,,798.0,,100.0,636.0,,798.0,100.0,,,798.0,100.0,80.0
2337,298,2017,,798.0,,100.0,636.0,,798.0,100.0,19.0,,797.0,100.0,80.0
2338,298,2016,0.0,798.0,60.9,100.0,636.0,8.7,798.0,100.0,,79.0,797.0,100.0,80.0
2339,298,2015,,798.0,,100.0,636.0,,798.0,100.0,18.0,,,,80.0
2340,298,2014,0.0,798.0,50.0,100.0,,13.9,,,14.0,63.0,,,
2341,298,2011,,799.0,,100.0,,,799.0,100.0,,,,,
2342,298,2013,,,,,636.0,,798.0,100.0,,,,,80.0
2343,298,2012,2.6,,55.3,,,5.3,,,,74.0,,,
2344,299,2018,,0.0,,0.0,147.0,,0.0,0.0,,,0.0,0.0,11.0
2345,299,2017,,0.0,,0.0,147.0,,387.0,31.0,17.0,,0.0,0.0,12.0
2346,299,2016,4.1,0.0,65.0,0.0,147.0,6.2,382.0,32.0,,61.0,125.0,11.0,12.0
2347,299,2015,,0.0,,0.0,147.0,,382.0,33.0,22.0,,,,13.0
2348,299,2014,1.5,0.0,53.6,0.0,,5.8,,,15.0,62.0,,,
2349,299,2011,,0.0,,0.0,,,383.0,34.0,,,,,
2350,299,2013,,,,,191.0,,383.0,33.0,,,,,17.0
2351,299,2012,3.9,,75.0,,,9.2,,,,50.0,,,
2352,300,2018,,576.0,,100.0,1.0,,576.0,100.0,,,569.0,99.0,0.0
2353,300,2017,,576.0,,100.0,0.0,,569.0,99.0,12.0,,569.0,99.0,0.0
2354,300,2016,0.0,569.0,65.4,99.0,0.0,7.7,576.0,100.0,,86.0,569.0,99.0,0.0
2355,300,2015,,576.0,,100.0,0.0,,576.0,100.0,13.0,,,,0.0
2356,300,2014,0.0,576.0,48.7,100.0,,10.3,,,17.0,86.0,,,
2357,300,2011,,566.0,,99.0,,,573.0,100.0,,,,,
2358,300,2013,,,,,0.0,,576.0,100.0,,,,,0.0
2359,300,2012,14.3,,54.3,,,17.1,,,,85.0,,,
2360,301,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2361,301,2017,,0.0,,0.0,0.0,,0.0,0.0,13.0,,0.0,0.0,0.0
2362,301,2016,2.0,0.0,70.0,0.0,0.0,10.0,0.0,0.0,,,42.0,5.0,0.0
2363,301,2015,,0.0,,0.0,0.0,,0.0,0.0,18.0,,,,0.0
2364,301,2014,0.0,0.0,63.8,0.0,,8.6,,,12.0,75.0,,,
2365,301,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2366,301,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2367,301,2012,2.2,,71.7,,,8.7,,,,62.0,,,
2368,302,2018,,622.0,,52.0,525.0,,280.0,23.0,,,247.0,20.0,44.0
2369,302,2017,,625.0,,52.0,525.0,,567.0,47.0,8.0,,241.0,20.0,44.0
2370,302,2016,1.2,625.0,79.3,52.0,525.0,1.2,567.0,47.0,,59.0,241.0,20.0,44.0
2371,302,2015,,625.0,,52.0,525.0,,294.0,24.0,10.0,,,,44.0
2372,302,2014,2.8,625.0,76.4,52.0,,5.7,,,8.0,60.0,,,
2373,302,2011,,705.0,,59.0,,,27.0,2.0,,,,,
2374,302,2013,,,,,525.0,,294.0,24.0,,,,,44.0
2375,302,2012,0.9,,84.1,,,13.1,,,,69.0,,,
2376,303,2018,,871.0,,91.0,117.0,,831.0,87.0,,,0.0,0.0,12.0
2377,303,2017,,757.0,,91.0,55.0,,773.0,86.0,13.0,,0.0,0.0,6.0
2378,303,2016,2.0,757.0,72.6,84.0,55.0,13.7,775.0,86.0,,79.0,4.0,0.0,6.0
2379,303,2015,,757.0,,84.0,55.0,,770.0,86.0,16.0,,,,6.0
2380,303,2014,0.0,757.0,64.3,84.0,,8.9,,,10.0,78.0,,,
2381,303,2011,,806.0,,90.0,,,757.0,84.0,,,,,
2382,303,2013,,,,,55.0,,770.0,86.0,,,,,6.0
2383,303,2012,0.0,,87.8,,,14.6,,,,83.0,,,
2384,304,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
2385,304,2017,,0.0,,0.0,0.0,,0.0,0.0,29.0,,0.0,0.0,0.0
2386,304,2016,5.5,0.0,50.9,0.0,0.0,12.7,0.0,0.0,,26.0,0.0,0.0,0.0
2387,304,2015,,0.0,,0.0,0.0,,0.0,0.0,38.0,,,,0.0
2388,304,2014,7.4,0.0,51.9,0.0,,13.0,,,33.0,,,,
2389,304,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2390,304,2013,,,,,0.0,,0.0,0.0,,,,,0.0
2391,304,2012,8.3,,56.3,,,4.2,,,,,,,
2392,305,2018,,164.0,,40.0,244.0,,0.0,0.0,,,0.0,0.0,60.0
2393,305,2017,,164.0,,40.0,168.0,,164.0,40.0,22.0,,0.0,0.0,41.0
2394,305,2016,8.0,164.0,48.0,40.0,178.0,16.0,164.0,40.0,,81.0,0.0,0.0,44.0
2395,305,2015,,164.0,,40.0,179.0,,164.0,40.0,26.0,,,,44.0
2396,305,2014,0.0,0.0,45.8,0.0,,8.3,,,17.0,73.0,,,
2397,305,2011,,0.0,,0.0,,,164.0,40.0,,,,,
2398,305,2013,,,,,179.0,,164.0,40.0,,,,,44.0
2399,305,2012,7.4,,77.8,,,0.0,,,,68.0,,,
2400,306,2018,,0.0,,0.0,482.0,,0.0,0.0,,,0.0,0.0,99.0
2401,306,2017,,0.0,,0.0,408.0,,0.0,0.0,44.0,,0.0,0.0,99.0
2402,306,2016,2.7,0.0,46.0,0.0,407.0,12.2,0.0,0.0,,60.0,0.0,0.0,99.0
2403,306,2015,,0.0,,0.0,350.0,,0.0,0.0,55.0,,,,98.0
2404,306,2014,4.8,0.0,54.0,0.0,,7.9,,,76.0,64.0,,,
2405,306,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2406,306,2013,,,,,355.0,,0.0,0.0,,,,,99.0
2407,306,2012,7.7,,67.3,,,17.3,,,,,,,
2408,307,2018,,15.0,,1.0,62.0,,586.0,41.0,,,379.0,26.0,4.0
2409,307,2017,,288.0,,1.0,62.0,,428.0,30.0,16.0,,428.0,30.0,4.0
2410,307,2016,3.2,288.0,64.2,20.0,62.0,8.4,569.0,39.0,,66.0,428.0,30.0,4.0
2411,307,2015,,288.0,,26.0,0.0,,569.0,52.0,27.0,,,,0.0
2412,307,2014,9.4,288.0,50.0,26.0,,6.3,,,18.0,77.0,,,
2413,307,2011,,13.0,,1.0,,,574.0,52.0,,,,,
2414,307,2013,,,,,0.0,,573.0,52.0,,,,,0.0
2415,307,2012,11.0,,64.4,,,6.8,,,,64.0,,,
2416,308,2018,,212.0,,43.0,306.0,,338.0,68.0,,,58.0,12.0,62.0
2417,308,2017,,128.0,,43.0,346.0,,338.0,68.0,4.0,,80.0,16.0,70.0
2418,308,2016,0.0,128.0,71.4,26.0,346.0,0.0,338.0,68.0,,74.0,80.0,16.0,70.0
2419,308,2015,,128.0,,26.0,346.0,,338.0,68.0,4.0,,,,70.0
2420,308,2014,0.0,128.0,73.3,27.0,,2.2,,,4.0,67.0,,,
2421,308,2011,,206.0,,50.0,,,338.0,82.0,,,,,
2422,308,2013,,,,,335.0,,338.0,70.0,,,,,70.0
2423,308,2012,0.0,,84.4,,,0.0,,,,,,,
2424,309,2018,,0.0,,0.0,221.0,,0.0,0.0,,,0.0,0.0,36.0
2425,309,2017,,0.0,,0.0,221.0,,0.0,0.0,5.0,,0.0,0.0,36.0
2426,309,2016,0.0,0.0,74.2,0.0,220.0,0.0,0.0,0.0,,73.0,0.0,0.0,36.0
2427,309,2015,,0.0,,0.0,215.0,,0.0,0.0,6.0,,,,35.0
2428,309,2014,0.0,0.0,72.7,0.0,,4.5,,,6.0,74.0,,,
2429,309,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2430,309,2013,,,,,212.0,,0.0,0.0,,,,,35.0
2431,309,2012,0.0,,93.5,,,3.2,,,,72.0,,,
2432,310,2018,,439.0,,53.0,149.0,,552.0,67.0,,,350.0,43.0,18.0
2433,310,2017,,537.0,,53.0,122.0,,453.0,55.0,7.0,,318.0,39.0,15.0
2434,310,2016,0.0,537.0,68.0,65.0,122.0,12.0,551.0,67.0,,84.0,317.0,39.0,15.0
2435,310,2015,,537.0,,65.0,120.0,,551.0,67.0,8.0,,,,15.0
2436,310,2014,0.0,537.0,76.2,66.0,,0.0,,,6.0,81.0,,,
2437,310,2011,,446.0,,55.0,,,552.0,68.0,,,,,
2438,310,2013,,,,,117.0,,551.0,67.0,,,,,14.0
2439,310,2012,2.0,,82.0,,,6.0,,,,75.0,,,
2440,311,2018,,39.0,,7.0,569.0,,41.0,7.0,,,325.0,57.0,100.0
2441,311,2017,,0.0,,7.0,571.0,,4.0,1.0,33.0,,324.0,57.0,100.0
2442,311,2016,0.0,0.0,60.0,0.0,573.0,17.5,4.0,1.0,,76.0,0.0,0.0,100.0
2443,311,2015,,0.0,,0.0,577.0,,6.0,1.0,39.0,,,,100.0
2444,311,2014,3.3,0.0,46.7,0.0,,26.7,,,31.0,78.0,,,
2445,311,2011,,41.0,,7.0,,,6.0,1.0,,,,,
2446,311,2013,,,,,581.0,,6.0,1.0,,,,,100.0
2447,311,2012,9.4,,56.3,,,12.5,,,,71.0,,,
2448,312,2018,,481.0,,77.0,564.0,,506.0,81.0,,,51.0,8.0,91.0
2449,312,2017,,461.0,,77.0,563.0,,528.0,85.0,35.0,,73.0,12.0,91.0
2450,312,2016,4.5,401.0,40.3,64.0,563.0,4.5,528.0,85.0,,59.0,73.0,12.0,91.0
2451,312,2015,,402.0,,65.0,563.0,,529.0,85.0,43.0,,,,90.0
2452,312,2014,7.1,403.0,41.1,65.0,,7.1,,,34.0,66.0,,,
2453,312,2011,,431.0,,69.0,,,529.0,85.0,,,,,
2454,312,2013,,,,,564.0,,530.0,85.0,,,,,90.0
2455,312,2012,16.3,,69.4,,,14.3,,,,54.0,,,
2456,313,2018,,0.0,,0.0,103.0,,0.0,0.0,,,0.0,0.0,18.0
2457,313,2017,,1.0,,0.0,23.0,,0.0,0.0,20.0,,0.0,0.0,4.0
2458,313,2016,3.7,0.0,46.3,0.0,95.0,16.7,0.0,0.0,,64.0,0.0,0.0,17.0
2459,313,2015,,0.0,,0.0,95.0,,0.0,0.0,26.0,,,,17.0
2460,313,2014,4.4,0.0,47.8,0.0,,4.3,,,19.0,65.0,,,
2461,313,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2462,313,2013,,,,,95.0,,0.0,0.0,,,,,17.0
2463,313,2012,0.0,,62.7,,,13.6,,,,64.0,,,
2464,314,2018,,0.0,,0.0,892.0,,188.0,20.0,,,7.0,1.0,95.0
2465,314,2017,,0.0,,0.0,860.0,,109.0,12.0,26.0,,0.0,0.0,92.0
2466,314,2016,1.7,0.0,50.9,0.0,898.0,6.0,109.0,12.0,,58.0,30.0,3.0,96.0
2467,314,2015,,0.0,,0.0,913.0,,110.0,12.0,36.0,,,,96.0
2468,314,2014,7.6,0.0,50.0,0.0,,9.3,,,35.0,65.0,,,
2469,314,2011,,0.0,,0.0,,,110.0,12.0,,,,,
2470,314,2013,,,,,913.0,,110.0,12.0,,,,,96.0
2471,314,2012,11.9,,59.4,,,7.9,,,,62.0,,,
2472,315,2018,,490.0,,49.0,931.0,,994.0,100.0,,,0.0,0.0,94.0
2473,315,2017,,208.0,,49.0,339.0,,402.0,100.0,5.0,,0.0,0.0,84.0
2474,315,2016,3.6,215.0,82.1,54.0,334.0,0.0,397.0,100.0,,,287.0,72.0,84.0
2475,315,2015,,214.0,,54.0,333.0,,396.0,100.0,3.0,,,,84.0
2476,315,2014,0.0,213.0,77.8,54.0,,16.7,,,3.0,73.0,,,
2477,315,2011,,143.0,,45.0,,,320.0,100.0,,,,,
2478,315,2013,,,,,395.0,,395.0,100.0,,,,,100.0
2479,315,2012,4.0,,96.0,,,4.0,,,,,,,
2480,316,2018,,1051.0,,73.0,1340.0,,1139.0,79.0,,,1206.0,83.0,92.0
2481,316,2017,,1167.0,,73.0,1330.0,,1169.0,81.0,26.0,,1220.0,84.0,92.0
2482,316,2016,6.1,1167.0,44.2,81.0,1323.0,11.7,1245.0,86.0,,67.0,1220.0,84.0,91.0
2483,316,2015,,1167.0,,81.0,1323.0,,1188.0,82.0,33.0,,,,91.0
2484,316,2014,8.3,1167.0,52.4,81.0,,8.3,,,31.0,59.0,,,
2485,316,2011,,990.0,,68.0,,,1180.0,81.0,,,,,
2486,316,2013,,,,,1323.0,,1180.0,81.0,,,,,91.0
2487,316,2012,6.3,,51.0,,,11.9,,,,65.0,,,
2488,317,2018,,0.0,,0.0,308.0,,0.0,0.0,,,0.0,0.0,100.0
2489,317,2017,,0.0,,0.0,308.0,,0.0,0.0,48.0,,0.0,0.0,100.0
2490,317,2016,7.5,0.0,47.5,0.0,308.0,25.0,0.0,0.0,,66.0,0.0,0.0,100.0
2491,317,2015,,0.0,,0.0,305.0,,0.0,0.0,55.0,,,,100.0
2492,317,2014,3.9,0.0,43.1,0.0,,25.5,,,42.0,65.0,,,
2493,317,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2494,317,2013,,,,,305.0,,0.0,0.0,,,,,100.0
2495,317,2012,10.6,,59.6,,,17.0,,,,62.0,,,
2496,318,2018,,227.0,,29.0,61.0,,272.0,35.0,,,0.0,0.0,8.0
2497,318,2017,,266.0,,29.0,61.0,,267.0,35.0,9.0,,0.0,0.0,8.0
2498,318,2016,0.0,188.0,80.4,27.0,61.0,10.9,189.0,27.0,,72.0,3.0,0.0,9.0
2499,318,2015,,188.0,,27.0,60.0,,189.0,27.0,6.0,,,,9.0
2500,318,2014,0.0,188.0,85.1,27.0,,4.3,,,3.0,74.0,,,
2501,318,2011,,155.0,,22.0,,,190.0,27.0,,,,,
2502,318,2013,,,,,60.0,,189.0,27.0,,,,,9.0
2503,318,2012,2.5,,87.5,,,7.5,,,,74.0,,,
2504,319,2018,,143.0,,13.0,266.0,,143.0,13.0,,,0.0,0.0,25.0
2505,319,2017,,153.0,,13.0,261.0,,153.0,14.0,19.0,,0.0,0.0,24.0
2506,319,2016,5.3,153.0,57.9,14.0,266.0,7.9,143.0,13.0,,68.0,0.0,0.0,25.0
2507,319,2015,,153.0,,14.0,270.0,,143.0,13.0,23.0,,,,25.0
2508,319,2014,3.6,153.0,57.8,14.0,,7.2,,,18.0,71.0,,,
2509,319,2011,,73.0,,7.0,,,71.0,7.0,,,,,
2510,319,2013,,,,,270.0,,143.0,13.0,,,,,25.0
2511,319,2012,4.4,,57.4,,,4.4,,,,76.0,,,
2512,320,2018,,376.0,,83.0,452.0,,271.0,60.0,,,272.0,60.0,100.0
2513,320,2017,,308.0,,83.0,445.0,,254.0,57.0,3.0,,279.0,63.0,100.0
2514,320,2016,0.0,308.0,79.1,69.0,446.0,4.7,255.0,57.0,,75.0,280.0,63.0,100.0
2515,320,2015,,329.0,,70.0,467.0,,316.0,68.0,7.0,,,,100.0
2516,320,2014,0.0,344.0,85.0,72.0,,2.5,,,12.0,75.0,,,
2517,320,2011,,243.0,,51.0,,,282.0,59.0,,,,,
2518,320,2013,,,,,476.0,,281.0,59.0,,,,,100.0
2519,320,2012,0.0,,93.5,,,6.5,,,,68.0,,,
2520,321,2018,,0.0,,0.0,479.0,,0.0,0.0,,,0.0,0.0,100.0
2521,321,2017,,0.0,,0.0,476.0,,0.0,0.0,44.0,,0.0,0.0,100.0
2522,321,2016,0.0,0.0,38.9,0.0,478.0,16.7,0.0,0.0,,66.0,1.0,0.0,100.0
2523,321,2015,,0.0,,0.0,477.0,,0.0,0.0,47.0,,,,100.0
2524,321,2014,7.3,0.0,51.2,0.0,,12.2,,,40.0,58.0,,,
2525,321,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2526,321,2013,,,,,473.0,,0.0,0.0,,,,,100.0
2527,321,2012,0.0,,69.4,,,13.9,,,,68.0,,,
2528,322,2018,,0.0,,0.0,11.0,,0.0,0.0,,,0.0,0.0,3.0
2529,322,2017,,0.0,,0.0,8.0,,0.0,0.0,22.0,,0.0,0.0,2.0
2530,322,2016,3.6,0.0,60.7,0.0,8.0,10.7,0.0,0.0,,64.0,0.0,0.0,2.0
2531,322,2015,,0.0,,0.0,8.0,,0.0,0.0,29.0,,,,2.0
2532,322,2014,4.4,0.0,60.9,0.0,,17.4,,,22.0,61.0,,,
2533,322,2011,,0.0,,0.0,,,0.0,0.0,,,,,
2534,322,2013,,,,,8.0,,0.0,0.0,,,,,2.0
2535,322,2012,7.1,,64.3,,,3.6,,,,59.0,,,
2536,323,2018,,381.0,,43.0,74.0,,192.0,21.0,,,0.0,0.0,8.0
2537,323,2017,,210.0,,43.0,72.0,,257.0,29.0,26.0,,0.0,0.0,8.0
2538,323,2016,7.2,265.0,45.8,30.0,72.0,8.4,257.0,29.0,,68.0,0.0,0.0,8.0
2539,323,2015,,265.0,,30.0,72.0,,257.0,29.0,34.0,,,,8.0
2540,323,2014,6.4,265.0,56.4,30.0,,7.7,,,26.0,62.0,,,
2541,323,2011,,373.0,,42.0,,,380.0,43.0,,,,,
2542,323,2013,,,,,72.0,,257.0,29.0,,,,,8.0
