,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
980,126.0,2015,,,17.0,,,,,,,,12.1,,,,,,,0.27,,,,,,20.42
981,126.0,2013,,3867.0,12.0,908.0,,24.3,,46.6,,111655.0,8.5,4.0,,,36.0,,9.0,0.27,13.0,852.0,148.0,,61.0,20.18
982,126.0,2011,,,11.0,,,,,,,,18.6,,,,,,,0.0,,,,,,0.0
983,126.0,2014,,9833.0,,,,,,,,,,,,,,,,,,,,,53.0,
984,127.0,2012,,,,1089.0,,,210.1,,122.3,1049656.0,,,,46.8,,,,,,,,56.1,,
985,127.0,2018,,43755.0,126.0,,,,,,,,28.1,,,,,,,,,,,,150.0,
986,127.0,2017,60.0,,131.0,,3.34,,,,,,29.2,,25.88,,,11.0,,0.0,,,,,,0.0
987,127.0,2016,,45853.0,131.0,,,,,,,,29.2,,,,,,,0.01,,,,,157.0,1.2
988,127.0,2015,,,130.0,,,,,,,,29,,,,,,,0.83,,,,,,100.0
989,127.0,2013,,41499.0,136.0,1223.0,,53.2,,37.7,,1183463.0,30.3,7.9,,,51.0,,174.0,0.84,178.0,13835.0,2587.0,,147.0,100.0
990,127.0,2011,,,137.0,,,,,,,,7.8,,,,,,,0.01,,,,,,0.72
991,127.0,2014,,42738.0,,,,,,,,,,,,,,,,,,,,,148.0,
992,128.0,2012,,,,1211.0,,,164.4,,133.6,973496.0,,,,61.2,,,,,,,,67.0,,
993,128.0,2018,,64541.0,54.0,,,,,,,,20.1,,,,,,,,,,,,129.0,
994,128.0,2017,62.0,,54.0,,2.03,,,,,,20.1,,16.66,,,12.0,,0.0,,,,,,0.0
995,128.0,2016,,69853.0,55.0,,,,,,,,20.5,,,,,,,0.0,,,,,141.0,0.0
996,128.0,2015,,,55.0,,,,,,,,20.5,,,,,,,0.0,,,,,,0.0
997,128.0,2013,,64091.0,54.0,1338.0,,27.7,,27.5,,1090100.0,20.1,8.6,,,50.0,,149.0,0.0,232.0,18604.0,4640.0,,132.0,0.0
998,128.0,2011,,,55.0,,,,,,,,30.5,,,,,,,0.02,,,,,,1.32
999,128.0,2014,,65728.0,,,,,,,,,,,,,,,,,,,,,124.0,
1000,129.0,2012,,,,1506.0,,,344.6,,241.5,1318820.0,,,,71.0,,,,,,,,70.4,,
1001,129.0,2018,,144878.0,71.0,,,,,,,,14.6,,,,,,,,,,,,203.0,
1002,129.0,2017,88.0,,71.0,,0.76,,,,,,14.6,,4.01,,,12.0,,3.0,,,,,,100.0
1003,129.0,2016,,166173.0,71.0,,,,,,,,14.6,,,,,,,3.04,,,,,230.0,100.0
1004,129.0,2015,,,70.0,,,,,,,,14.4,,,,,,,3.04,,,,,,100.0
1005,129.0,2013,,151746.0,71.0,1455.0,,50.3,,49.6,,1270197.0,14.6,9.8,,,44.0,,377.0,3.06,667.0,27252.0,7364.0,,213.0,100.0
1006,129.0,2011,,,74.0,,,,,,,,20.5,,,,,,,1.56,,,,,,50.92
1007,129.0,2014,,153565.0,,,,,,,,,,,,,,,,,,,,,215.0,
1008,130.0,2012,,,,1775.0,,,2901.4,,680.4,1304834.0,,,,80.2,,,,,,,,74.5,,
1009,130.0,2018,,50247.0,134.0,,,,,,,,3.7,,,,,,,,,,,,214.0,
1010,130.0,2017,88.0,,128.0,,,,,,,,3.5,,,,,11.0,,0.0,,,,,,0.0
1011,130.0,2016,,43132.0,125.0,,,,,,,,3.5,,,,,,,0.0,,,,,373.0,0.0
1012,130.0,2015,,,119.0,,,,,,,,3.3,,,,,,,0.0,,,,,,0.0
1013,130.0,2013,,30363.0,118.0,1593.0,,,,,,1159646.0,3.3,,,,61.0,,,0.0,,33734.0,,,375.0,0.0
1014,130.0,2011,,,109.0,,,,,,,,15.3,,,,,,,0.0,,,,,,0.0
1015,130.0,2014,,35394.0,,,,,,,,,,,,,,,,,,,,,377.0,
1016,131.0,2012,,,,1105.0,,,125.8,,83.6,759466.0,,,,46.5,,,,,,,,46.2,,
1017,131.0,2018,,105345.0,42.0,,,,,,,,15.5,,,,,,,,,,,,142.0,
1018,131.0,2017,88.0,,42.0,,0.0,,,,,,15.5,,0.0,,,13.0,,1.1,,,,,,91.67
1019,131.0,2016,,105995.0,42.0,,,,,,,,15.5,,,,,,,0.0,,,,,142.0,0.0
1020,131.0,2015,,,42.0,,,,,,,,15.5,,,,,,,0.0,,,,,,0.0
1021,131.0,2013,,97740.0,39.0,991.0,,46.6,,26.3,,694585.0,14.4,6.9,,,49.0,,323.0,0.0,228.0,26060.0,4759.0,,141.0,0.0
1022,131.0,2011,,,39.0,,,,,,,,3,,,,,,,1.14,,,,,,98.27
1023,131.0,2014,,103462.0,,,,,,,,,,,,,,,,,,,,,140.0,
1024,132.0,2012,,,,831.0,,,116.2,,53.7,221118.0,,,,61.6,,,,,,,,74.5,,
1025,132.0,2018,,24110.0,36.0,,,,,,,,19.1,,,,,,,,,,,,92.0,
1026,132.0,2017,81.0,,35.0,,3.29,,,,,,18.6,,42.41,,,53.0,,2.6,,,,,,100.0
1027,132.0,2016,,26785.0,33.0,,,,,,,,17.5,,,,,,,1.98,,,,,99.0,77.04
1028,132.0,2015,,,33.0,,,,,,,,17.5,,,,,,,0.14,,,,,,5.53
1029,132.0,2013,,26098.0,32.0,798.0,,45.8,,47.2,,219313.0,17,7.6,,,43.0,,122.0,1.35,173.0,9558.0,2009.0,,100.0,50.4
1030,132.0,2011,,,32.0,,,,,,,,14.4,,,,,,,0.57,,,,,,21.28
1031,132.0,2014,,26420.0,,,,,,,,,,,,,,,,,,,,,95.0,
1032,133.0,2012,,,,901.0,,,101.9,,86.0,572165.0,,,,64.3,,,,,,,,70.0,,
1033,133.0,2018,,38390.0,33.0,,,,,,,,20.8,,,,,,,,,,,,161.0,
1034,133.0,2017,91.0,,33.0,,2.1,,,,,,20.8,,32.57,,,24.0,,4.1,,,,,,100.0
1035,133.0,2016,,43478.0,33.0,,,,,,,,20.8,,,,,,,4.11,,,,,179.0,100.0
1036,133.0,2015,,,33.0,,,,,,,,20.8,,,,,,,2.47,,,,,,60.09
1037,133.0,2013,,41173.0,32.0,960.0,,54.6,,35.5,,611464.0,20.2,7.2,,,38.0,,130.0,2.49,111.0,16179.0,1707.0,,175.0,59.76
1038,133.0,2011,,,32.0,,,,,,,,17,,,,,,,3.68,,,,,,88.13
1039,133.0,2014,,41497.0,,,,,,,,,,,,,,,,,,,,,171.0,
1040,134.0,2012,,,,1124.0,,,66.8,,49.2,500045.0,,,,57.8,,,,,,,,61.4,,
1041,134.0,2018,,35980.0,22.0,,,,,,,,19,,,,,,,,,,,,173.0,
1042,134.0,2017,100.0,,21.0,,0.0,,,,,,18.2,,0.0,,,36.0,,0.4,,,,,,20.0
1043,134.0,2016,,29736.0,22.0,,,,,,,,19,,,,,,,2.02,,,,,162.0,100.0
1044,134.0,2015,,,22.0,,,,,,,,19,,,,,,,1.62,,,,,,80.04
1045,134.0,2013,,26897.0,22.0,1005.0,,54.5,,31.2,,449104.0,19,7.2,,,46.0,,97.0,1.62,73.0,2519.0,1276.0,,155.0,79.89
1046,134.0,2011,,,22.0,,,,,,,,20.2,,,,,,,0.0,,,,,,0.0
1047,134.0,2014,,28258.0,,,,,,,,,,,,,,,,,,,,,152.0,
1048,135.0,2012,,,,1020.0,,,66.9,,39.4,542628.0,,,,47.4,,,,,,,,66.5,,
1049,135.0,2018,,,57.0,,,,,,,,40.4,,,,,,,,,,,,,
1050,135.0,2017,76.0,,57.0,,0.0,,,,,,40.4,,0.0,,,22.0,,0.7,,,,,,100.0
1051,135.0,2016,,,57.0,,,,,,,,40.4,,,,,,,0.71,,,,,,100.0
1052,135.0,2015,,,57.0,,,,,,,,40.4,,,,,,,0.71,,,,,,100.0
1053,135.0,2013,,,58.0,1007.0,,,,,,538480.0,41.1,,,,38.0,,,0.71,,3882.0,,,,100.0
1054,135.0,2011,,,58.0,,,,,,,,19,,,,,,,0.71,,,,,,98.88
1055,135.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
1056,136.0,2012,,,,1180.0,,,363.8,,184.7,861664.0,,,,52.8,,,,,,,,49.1,,
1057,136.0,2018,,104255.0,53.0,,,,,,,,7.7,,,,,,,,,,,,132.0,
1058,136.0,2017,98.0,,53.0,,0.0,,,,,,7.7,,0.0,,,23.0,,0.0,,,,,,0.0
1059,136.0,2016,,109005.0,52.0,,,,,,,,7.5,,,,,,,0.0,,,,,136.0,0.0
1060,136.0,2015,,,51.0,,,,,,,,7.4,,,,,,,0.0,,,,,,0.0
1061,136.0,2013,,97396.0,49.0,1042.0,,59.1,,30.9,,769341.0,7.1,6.9,,,53.0,,349.0,0.0,230.0,36555.0,4064.0,,135.0,0.0
1062,136.0,2011,,,45.0,,,,,,,,41.1,,,,,,,0.0,,,,,,0.0
1063,136.0,2014,,104316.0,,,,,,,,,,,,,,,,,,,,,135.0,
1064,137.0,2012,,,,1101.0,,,312.4,,100.2,696806.0,,,,42.9,,,,,,,,49.2,,
1065,137.0,2018,,72220.0,124.0,,,,,,,,17.7,,,,,,,,,,,,137.0,
1066,137.0,2017,89.0,,122.0,,0.0,,,,,,17.4,,0.0,,,36.0,,0.0,,,,,,0.0
1067,137.0,2016,,75757.0,89.0,,,,,,,,12.7,,,,,,,0.0,,,,,143.0,0.0
1068,137.0,2015,,,86.0,,,,,,,,11.8,,,,,,,0.0,,,,,,0.0
1069,137.0,2013,,63693.0,84.0,1174.0,,41.7,,25.9,,749097.0,11.5,4.1,,,42.0,,215.0,0.0,100.0,17244.0,2117.0,,127.0,0.0
1070,137.0,2011,,,83.0,,,,,,,,6.5,,,,,,,0.0,,,,,,0.0
1071,137.0,2014,,73005.0,,,,,,,,,,,,,,,,,,,,,135.0,
1072,138.0,2012,,,,1243.0,,,225.1,,69.7,274752.0,,,,44.3,,,,,,,,64.5,,
1073,138.0,2018,,29510.0,123.0,,,,,,,,24.2,,,,,,,,,,,,127.0,
1074,138.0,2017,68.0,,121.0,,2.43,,,,,,23.8,,23.97,,,31.0,,1.9,,,,,,100.0
1075,138.0,2016,,30904.0,121.0,,,,,,,,23.8,,,,,,,0.0,,,,,134.0,0.0
1076,138.0,2015,,,120.0,,,,,,,,23.6,,,,,,,0.0,,,,,,0.0
1077,138.0,2013,,26508.0,128.0,1029.0,,46.2,,49.7,,237763.0,25.2,12.0,,,47.0,,110.0,0.0,258.0,6873.0,2848.0,,121.0,0.0
1078,138.0,2011,,,119.0,,,,,,,,11.4,,,,,,,0.0,,,,,,0.0
1079,138.0,2014,,29756.0,,,,,,,,,,,,,,,,,,,,,125.0,
1080,139.0,2012,,,,1070.0,,,339.4,,95.8,556548.0,,,,53.3,,,,,,,,47.6,,
1081,139.0,2018,,84637.0,56.0,,,,,,,,8.8,,,,,,,,,,,,182.0,
1082,139.0,2017,71.0,,55.0,,4.31,,,,,,8.6,,27.88,,,40.0,,2.2,,,,,,91.67
1083,139.0,2016,,62268.0,55.0,,,,,,,,8.6,,,,,,,0.0,,,,,135.0,0.0
1084,139.0,2015,,,54.0,,,,,,,,8.5,,,,,,,0.0,,,,,,0.0
1085,139.0,2013,,60287.0,54.0,989.0,,35.4,,23.5,,521416.0,8.5,5.8,,,42.0,,172.0,0.0,121.0,12652.0,2819.0,,137.0,0.0
1086,139.0,2011,,,55.0,,,,,,,,23.4,,,,,,,0.0,,,,,,0.0
1087,139.0,2014,,61027.0,,,,,,,,,,,,,,,,,,,,,130.0,
1088,140.0,2012,,,,1178.0,,,607.1,,398.7,1168856.0,,,,58.1,,,,,,,,64.6,,
1089,140.0,2018,,131025.0,118.0,,,,,,,,11.3,,,,,,,,,,,,143.0,
1090,140.0,2017,85.0,,118.0,,3.1,,,,,,11.3,,12.06,,,9.0,,0.5,,,,,,12.5
1091,140.0,2016,,130111.0,118.0,,,,,,,,11.3,,,,,,,0.0,,,,,140.0,0.0
1092,140.0,2015,,,115.0,,,,,,,,11,,,,,,,0.0,,,,,,0.0
1093,140.0,2013,,124871.0,112.0,1118.0,,43.1,,34.3,,1094765.0,10.7,7.4,,,45.0,,405.0,0.0,437.0,26930.0,6984.0,,139.0,0.0
1094,140.0,2011,,,116.0,,,,,,,,8.6,,,,,,,0.0,,,,,,0.0
1095,140.0,2014,,131546.0,,,,,,,,,,,,,,,,,,,,,139.0,
1096,141.0,2012,,,,1140.0,,,171.3,,43.1,360087.0,,,,25.1,,,,,,,,49.1,,
1097,141.0,2018,,31186.0,193.0,,,,,,,,28.4,,,,,,,,,,,,124.0,
1098,141.0,2017,88.0,,191.0,,2.0,,,,,,28.1,,11.41,,,55.0,,0.3,,,,,,10.34
1099,141.0,2016,,30547.0,191.0,,,,,,,,28.1,,,,,,,0.32,,,,,124.0,10.88
1100,141.0,2015,,,191.0,,,,,,,,28,,,,,,,0.32,,,,,,10.93
1101,141.0,2013,,29496.0,192.0,1052.0,,32.8,,24.4,,325128.0,28.2,6.7,,,52.0,,88.0,0.32,81.0,6180.0,1818.0,,121.0,10.9
1102,141.0,2011,,,194.0,,,,,,,,11.1,,,,,,,0.0,,,,,,0.0
1103,141.0,2014,,30840.0,,,,,,,,,,,,,,,,,,,,,109.0,
1104,142.0,2012,,,,946.0,,,163.2,,83.4,1213370.0,,,,36.9,,,,,,,,52.5,,
1105,142.0,2018,,39925.0,167.0,,,,,,,,37.8,,,,,,,,,,,,149.0,
1106,142.0,2017,81.0,,166.0,,0.0,,,,,,37.6,,0.0,,,15.0,,3.0,,,,,,100.0
1107,142.0,2016,,39968.0,166.0,,,,,,,,37.6,,,,,,,3.04,,,,,161.0,100.0
1108,142.0,2015,,,165.0,,,,,,,,37.3,,,,,,,3.04,,,,,,100.0
1109,142.0,2013,,34129.0,166.0,886.0,,47.2,,51.5,,1139632.0,37.6,5.5,,,33.0,,197.0,3.05,216.0,10909.0,2300.0,,148.0,100.0
1110,142.0,2011,,,167.0,,,,,,,,28.5,,,,,,,1.56,,,,,,51.0
1111,142.0,2014,,36082.0,,,,,,,,,,,,,,,,,,,,,138.0,
1112,143.0,2012,,,,1400.0,,,176.9,,144.0,851413.0,,,,60.4,,,,,,,,64.2,,
1113,143.0,2018,,72117.0,62.0,,,,,,,,21.2,,,,,,,,,,,,202.0,
1114,143.0,2017,96.0,,62.0,,2.21,,,,,,21.2,,14.89,,,29.0,,,,,,,,
1115,143.0,2016,,78413.0,61.0,,,,,,,,20.8,,,,,,,,,,,,221.0,
1116,143.0,2015,,,60.0,,,,,,,,20.5,,,,,,,,,,,,,
1117,143.0,2013,,69870.0,61.0,1328.0,,67.8,,41.6,,808606.0,20.8,9.9,,,58.0,,328.0,,365.0,27801.0,4801.0,,201.0,
1118,143.0,2011,,,61.0,,,,,,,,37.8,,,,,,,,,,,,,
1119,143.0,2014,,72245.0,,,,,,,,,,,,,,,,,,,,,204.0,
1120,144.0,2012,,,,,,,118.8,,73.4,,,,,48.4,,,,,,,,44.9,,
1121,144.0,2018,,24209.0,52.0,,,,,,,,21.2,,,,,,,,,,,,132.0,
1122,144.0,2017,87.0,,52.0,,0.0,,,,,,21.2,,0.0,,,23.0,,0.0,,,,,,0.0
1123,144.0,2016,,26651.0,52.0,,,,,,,,21.2,,,,,,,0.0,,,,,144.0,0.0
1124,144.0,2015,,,50.0,,,,,,,,20.4,,,,,,,0.0,,,,,,0.0
1125,144.0,2013,,19760.0,48.0,,,48.6,,20.0,,,19.5,10.4,,,43.0,,148.0,0.0,116.0,4968.0,3178.0,,139.0,0.0
1126,144.0,2011,,,48.0,,,,,,,,20.8,,,,,,,0.0,,,,,,0.0
1127,144.0,2014,,21465.0,,,,,,,,,,,,,,,,,,,,,121.0,
1128,145.0,2012,,,,,,,292.9,,133.7,,,,,56.3,,,,,,,,58.4,,
1129,145.0,2018,,52303.0,78.0,,,,,,,,15,,,,,,,,,,,,142.0,
1130,145.0,2017,82.0,,78.0,,0.0,,,,,,15,,0.0,,,18.0,,0.0,,,,,,0.0
1131,145.0,2016,,55555.0,78.0,,,,,,,,15,,,,,,,0.0,,,,,151.0,0.0
1132,145.0,2015,,,77.0,,,,,,,,14.8,,,,,,,0.0,,,,,,0.0
1133,145.0,2013,,53202.0,75.0,,,61.3,,29.0,,,14.4,6.8,,,48.0,,96.0,0.0,57.0,8970.0,1073.0,,149.0,0.0
1134,145.0,2011,,,72.0,,,,,,,,19.5,,,,,,,0.11,,,,,,5.35
1135,145.0,2014,,54963.0,,,,,,,,,,,,,,,,,,,,,148.0,
1136,146.0,2012,,,,1224.0,,,203.3,,145.6,760382.0,,,,46.8,,,,,,,,54.7,,
1137,146.0,2018,,97521.0,81.0,,,,,,,,18.7,,,,,,,,,,,,158.0,
1138,146.0,2017,88.0,,81.0,,0.0,,,,,,18.7,,0.0,,,30.0,,0.0,,,,,,0.0
1139,146.0,2016,,95592.0,81.0,,,,,,,,18.6,,,,,,,0.0,,,,,153.0,0.0
1140,146.0,2015,,,79.0,,,,,,,,18.2,,,,,,,0.0,,,,,,0.0
1141,146.0,2013,,86719.0,77.0,1106.0,,50.5,,27.8,,691032.0,17.7,7.0,,,49.0,,294.0,0.0,206.0,23186.0,4071.0,,152.0,0.0
1142,146.0,2011,,,79.0,,,,,,,,13.8,,,,,,,0.02,,,,,,0.45
1143,146.0,2014,,86643.0,,,,,,,,,,,,,,,,,,,,,145.0,
1144,147.0,2012,,,,959.0,,,263.2,,187.9,986817.0,,,,57.8,,,,,,,,60.0,,
1145,147.0,2018,,67750.0,78.0,,,,,,,,17.1,,,,,,,,,,,,145.0,
1146,147.0,2017,97.0,,77.0,,0.0,,,,,,16.9,,0.0,,,20.0,,0.0,,,,,,0.0
1147,147.0,2016,,67634.0,77.0,,,,,,,,16.9,,,,,,,0.0,,,,,145.0,0.0
1148,147.0,2015,,,75.0,,,,,,,,16.5,,,,,,,0.0,,,,,,0.0
1149,147.0,2013,,56824.0,74.0,861.0,,43.0,,31.1,,897708.0,16.2,7.2,,,45.0,,240.0,0.0,229.0,20934.0,4030.0,,142.0,0.0
1150,147.0,2011,,,73.0,,,,,,,,18.2,,,,,,,0.08,,,,,,3.52
1151,147.0,2014,,56959.0,,,,,,,,,,,,,,,,,,,,,127.0,
1152,148.0,2012,,,,1283.0,,,349.0,,255.7,1185546.0,,,,58.5,,,,,,,,63.3,,
1153,148.0,2018,,128361.0,93.0,,,,,,,,15.6,,,,,,,,,,,,200.0,
1154,148.0,2017,90.0,,91.0,,5.23,,,,,,15.3,,30.91,,,15.0,,0.0,,,,,,0.0
1155,148.0,2016,,140028.0,88.0,,,,,,,,14.7,,,,,,,0.94,,,,,228.0,87.85
1156,148.0,2015,,,88.0,,,,,,,,14.7,,,,,,,0.94,,,,,,87.77
1157,148.0,2013,,118725.0,88.0,1246.0,,78.0,,46.9,,1161496.0,14.7,10.1,,,55.0,,477.0,0.0,527.0,39298.0,6155.0,,203.0,0.0
1158,148.0,2011,,,83.0,,,,,,,,16,,,,,,,0.0,,,,,,0.0
1159,148.0,2014,,122902.0,,,,,,,,,,,,,,,,,,,,,210.0,
1160,149.0,2012,,,,938.0,,,92.5,,22.7,335807.0,,,,33.5,,,,,,,,31.0,,
1161,149.0,2018,,18934.0,52.0,,,,,,,,18.8,,,,,,,,,,,,125.0,
1162,149.0,2017,97.0,,52.0,,0.0,,,,,,18.8,,0.0,,,27.0,,,,,,,,
1163,149.0,2016,,17802.0,52.0,,,,,,,,18.8,,,,,,,,,,,,117.0,
1164,149.0,2015,,,52.0,,,,,,,,18.8,,,,,,,,,,,,,
1165,149.0,2013,,16804.0,47.0,970.0,,57.3,,46.1,,361640.0,17,7.7,,,33.0,,30.0,,34.0,12216.0,402.0,,118.0,
1166,149.0,2011,,,44.0,,,,,,,,13.9,,,,,,,,,,,,,
1167,149.0,2014,,18903.0,,,,,,,,,,,,,,,,,,,,,126.0,
1168,150.0,2012,,,,1053.0,,,371.9,,101.9,724664.0,,,,66.6,,,,,,,,46.2,,
1169,150.0,2018,,69328.0,43.0,,,,,,,,7.7,,,,,,,,,,,,133.0,
1170,150.0,2017,76.0,,43.0,,2.18,,,,,,7.7,,17.92,,,21.0,,0.0,,,,,,0.0
1171,150.0,2016,,74310.0,43.0,,,,,,,,7.7,,,,,,,0.0,,,,,143.0,0.0
1172,150.0,2015,,,43.0,,,,,,,,7.7,,,,,,,0.0,,,,,,0.0
1173,150.0,2013,,65787.0,43.0,990.0,,34.9,,33.3,,675305.0,7.7,6.6,,,45.0,,184.0,0.0,212.0,18194.0,3491.0,,133.0,0.0
1174,150.0,2011,,,45.0,,,,,,,,15.9,,,,,,,0.0,,,,,,0.0
1175,150.0,2014,,68664.0,,,,,,,,,,,,,,,,,,,,,133.0,
1176,151.0,2012,,,,1237.0,,,156.5,,87.9,1216025.0,,,,29.3,,,,,,,,30.0,,
1177,151.0,2018,,177911.0,123.0,,,,,,,,23,,,,,,,,,,,,192.0,
1178,151.0,2017,94.0,,120.0,,1.03,,,,,,22.4,,5.86,,,20.0,,,,,,,,
1179,151.0,2016,,197456.0,118.0,,,,,,,,22,,,,,,,,,,,,208.0,
1180,151.0,2015,,,117.0,,,,,,,,21.9,,,,,,,,,,,,,
1181,151.0,2013,,169495.0,108.0,1212.0,,36.3,,32.6,,1261710.0,20.2,7.9,,,50.0,,337.0,,439.0,54857.0,7375.0,,188.0,
1182,151.0,2011,,,100.0,,,,,,,,8.1,,,,,,,,,,,,,
1183,151.0,2014,,171960.0,,,,,,,,,,,,,,,,,,,,,189.0,
1184,152.0,2012,,,,1089.0,,,325.5,,117.2,303940.0,,,,55.0,,,,,,,,54.5,,
1185,152.0,2018,,37328.0,24.0,,,,,,,,4,,,,,,,,,,,,134.0,
1186,152.0,2017,93.0,,24.0,,0.02,,,,,,4,,0.22,,,41.0,,1.1,,,,,,19.64
1187,152.0,2016,,32410.0,23.0,,,,,,,,3.9,,,,,,,1.15,,,,,132.0,20.54
1188,152.0,2015,,,23.0,,,,,,,,3.9,,,,,,,0.0,,,,,,0.0
1189,152.0,2013,,34761.0,23.0,1023.0,,53.1,,18.1,,285492.0,3.9,6.0,,,49.0,,148.0,0.0,55.0,10304.0,1666.0,,136.0,0.0
1190,152.0,2011,,,23.0,,,,,,,,18.7,,,,,,,0.0,,,,,,0.0
1191,152.0,2014,,33648.0,,,,,,,,,,,,,,,,,,,,,127.0,
1192,153.0,2012,,,,1280.0,,,335.1,,180.5,1559890.0,,,,41.2,,,,,,,,40.5,,
1193,153.0,2018,,226972.0,125.0,,,,,,,,15.4,,,,,,,,,,,,187.0,
1194,153.0,2017,89.0,,125.0,,7.74,,,,,,15.4,,33.82,,,14.0,,1.1,,,,,,28.95
1195,153.0,2016,,223232.0,124.0,,,,,,,,15.3,,,,,,,1.14,,,,,195.0,29.69
1196,153.0,2015,,,124.0,,,,,,,,15.3,,,,,,,0.0,,,,,,0.0
1197,153.0,2013,,214640.0,123.0,1177.0,,64.8,,26.8,,1445664.0,15.1,6.0,,,67.0,,771.0,0.0,348.0,79183.0,7119.0,,178.0,0.0
1198,153.0,2011,,,128.0,,,,,,,,3.9,,,,,,,0.74,,,,,,19.13
1199,153.0,2014,,222164.0,,,,,,,,,,,,,,,,,,,,,182.0,
1200,154.0,2012,,,,1095.0,,,320.0,,122.9,1262678.0,,,,43.8,,,,,,,,38.2,,
1201,154.0,2018,,108222.0,92.0,,,,,,,,12.6,,,,,,,,,,,,148.0,
1202,154.0,2017,86.0,,93.0,,0.19,,,,,,12.7,,1.12,,,14.0,,,,,,,,
1203,154.0,2016,,111606.0,93.0,,,,,,,,12.7,,,,,,,,,,,,163.0,
1204,154.0,2015,,,91.0,,,,,,,,12.5,,,,,,,,,,,,,
1205,154.0,2013,,106952.0,98.0,1025.0,,66.8,,25.2,,1187068.0,13.4,5.7,,,52.0,,484.0,,192.0,37807.0,4168.0,,148.0,
1206,154.0,2011,,,95.0,,,,,,,,15.8,,,,,,,,,,,,,
1207,154.0,2014,,111206.0,,,,,,,,,,,,,,,,,,,,,151.0,
1208,155.0,2012,,,,1071.0,,,649.3,,162.7,1013392.0,,,,52.1,,,,,,,,43.7,,
1209,155.0,2018,,124846.0,97.0,,,,,,,,7.8,,,,,,,,,,,,136.0,
1210,155.0,2017,91.0,,97.0,,2.48,,,,,,7.8,,15.93,,,9.0,,0.2,,,,,,3.77
1211,155.0,2016,,132294.0,91.0,,,,,,,,7.3,,,,,,,0.18,,,,,142.0,3.37
1212,155.0,2015,,,78.0,,,,,,,,6.3,,,,,,,0.0,,,,,,0.0
1213,155.0,2013,,113588.0,74.0,1032.0,,30.2,,25.4,,982212.0,5.9,5.4,,,48.0,,223.0,0.0,183.0,29518.0,3959.0,,145.0,0.0
1214,155.0,2011,,,74.0,,,,,,,,13,,,,,,,0.18,,,,,,3.42
1215,155.0,2014,,116573.0,,,,,,,,,,,,,,,,,,,,,132.0,
1216,156.0,2012,,,,1102.0,,,544.3,,140.0,1199425.0,,,,48.7,,,,,,,,36.5,,
1217,156.0,2018,,164570.0,80.0,,,,,,,,7.2,,,,,,,,,,,,137.0,
1218,156.0,2017,93.0,,81.0,,0.0,,,,,,7.3,,0.0,,,18.0,,0.0,,,,,,0.0
1219,156.0,2016,,165242.0,80.0,,,,,,,,7.2,,,,,,,0.0,,,,,136.0,0.0
1220,156.0,2015,,,78.0,,,,,,,,7,,,,,,,0.0,,,,,,0.0
1221,156.0,2013,,140706.0,75.0,1001.0,,22.7,,22.1,,1103791.0,6.7,5.5,,,48.0,,203.0,0.0,199.0,45458.0,4926.0,,133.0,0.0
1222,156.0,2011,,,73.0,,,,,,,,5.9,,,,,,,0.0,,,,,,0.0
1223,156.0,2014,,166654.0,,,,,,,,,,,,,,,,,,,,,141.0,
1224,157.0,2012,,,,790.0,,,99.7,,27.9,334112.0,,,,17.4,,,,,,,,44.0,,
1225,157.0,2018,,20446.0,193.0,,,,,,,,33.8,,,,,,,,,,,,108.0,
1226,157.0,2017,64.0,,192.0,,1.27,,,,,,33.6,,7.57,,,22.0,,,,,,,,
1227,157.0,2016,,17811.0,187.0,,,,,,,,32.7,,,,,,,,,,,,97.0,
1228,157.0,2015,,,185.0,,,,,,,,32.3,,,,,,,0.26,,,,,,100.0
1229,157.0,2013,,19419.0,195.0,730.0,,23.8,,19.6,,313171.0,34.1,5.3,,,58.0,,66.0,0.26,52.0,9912.0,1459.0,,104.0,100.0
1230,157.0,2011,,,185.0,,,,,,,,6.5,,,,,,,0.0,,,,,,0.0
1231,157.0,2014,,18538.0,,,,,,,,,,,,,,,,,,,,,84.0,
1232,158.0,2012,,,,1006.0,,,373.4,,129.9,1138713.0,,,,30.6,,,,,,,,36.4,,
1233,158.0,2018,,167152.0,266.0,,,,,,,,21.6,,,,,,,,,,,,133.0,
1234,158.0,2017,77.0,,265.0,,5.33,,,,,,21.5,,22.61,,,19.0,,1.7,,,,,,42.5
1235,158.0,2016,,167032.0,263.0,,,,,,,,21.4,,,,,,,1.69,,,,,132.0,41.83
1236,158.0,2015,,,263.0,,,,,,,,21.5,,,,,,,1.69,,,,,,41.83
1237,158.0,2013,,166272.0,262.0,965.0,,42.6,,24.4,,1192190.0,21.4,6.2,,,43.0,,350.0,2.67,226.0,40705.0,5078.0,,141.0,64.65
1238,158.0,2011,,,265.0,,,,,,,,32.3,,,,,,,0.0,,,,,,0.0
1239,158.0,2014,,153830.0,,,,,,,,,,,,,,,,,,,,,123.0,
