,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
1240,159.0,2012,,,,1034.0,,,348.5,,49.9,322483.0,,,,71.3,,,,,,,,61.4,,
1241,159.0,2018,,36259.0,60.0,,,,,,,,12.3,,,,,,,,,,,,129.0,
1242,159.0,2017,74.0,,59.0,,1.65,,,,,,12.1,,13.99,,,27.0,,0.2,,,,,,33.33
1243,159.0,2016,,34236.0,59.0,,,,,,,,12.1,,,,,,,0.0,,,,,132.0,0.0
1244,159.0,2015,,,51.0,,,,,,,,10.4,,,,,,,2.06,,,,,,76.79
1245,159.0,2013,,32264.0,47.0,974.0,,28.7,,21.5,,312569.0,9.6,7.1,,,38.0,,78.0,0.0,76.0,7010.0,1935.0,,129.0,0.0
1246,159.0,2011,,,35.0,,,,,,,,21.7,,,,,,,0.0,,,,,,0.0
1247,159.0,2014,,32441.0,,,,,,,,,,,,,,,,,,,,,106.0,
1248,160.0,2012,,,,1274.0,,,327.7,,158.6,1405296.0,,,,42.2,,,,,,,,50.9,,
1249,160.0,2018,,114184.0,128.0,,,,,,,,16.5,,,,,,,,,,,,135.0,
1250,160.0,2017,87.0,,125.0,,1.43,,,,,,16.1,,6.78,,,20.0,,2.3,,,,,,79.31
1251,160.0,2016,,118073.0,124.0,,,,,,,,16,,,,,,,0.0,,,,,136.0,0.0
1252,160.0,2015,,,123.0,,,,,,,,15.8,,,,,,,0.0,,,,,,0.0
1253,160.0,2013,,117658.0,122.0,2132.0,,48.4,,31.1,,2330731.0,15.7,6.9,,,48.0,,411.0,0.0,334.0,31709.0,5876.0,,144.0,0.0
1254,160.0,2011,,,125.0,,,,,,,,7.2,,,,,,,0.0,,,,,,0.0
1255,160.0,2014,,115932.0,,,,,,,,,,,,,,,,,,,,,135.0,
1256,161.0,2012,,,,1311.0,,,164.2,,143.4,1423347.0,,,,55.8,,,,,,,,58.7,,
1257,161.0,2018,,22881.0,69.0,,,,,,,,23.5,,,,,,,,,,,,183.0,
1258,161.0,2017,84.0,,69.0,,0.0,,,,,,23.5,,0.0,,,22.0,,2.0,,,,,,100.0
1259,161.0,2016,,22221.0,66.0,,,,,,,,22.4,,,,,,,2.01,,,,,218.0,100.0
1260,161.0,2015,,,65.0,,,,,,,,22.1,,,,,,,2.01,,,,,,100.0
1261,161.0,2013,,15542.0,65.0,1421.0,,80.9,,38.3,,1608781.0,22.1,6.3,,,50.0,,70.0,2.01,38.0,8635.0,544.0,,190.0,100.0
1262,161.0,2011,,,65.0,,,,,,,,16.1,,,,,,,2.01,,,,,,100.0
1263,161.0,2014,,18272.0,,,,,,,,,,,,,,,,,,,,,192.0,
1264,162.0,2012,,,,1221.0,,,188.6,,132.3,831586.0,,,,51.2,,,,,,,,62.0,,
1265,162.0,2018,,100480.0,59.0,,,,,,,,16,,,,,,,,,,,,147.0,
1266,162.0,2017,91.0,,59.0,,1.74,,,,,,16,,10.88,,,25.0,,,,,,,,
1267,162.0,2016,,99623.0,59.0,,,,,,,,16,,,,,,,,,,,,146.0,
1268,162.0,2015,,,59.0,,,,,,,,16,,,,,,,,,,,,,
1269,162.0,2013,,95869.0,59.0,1079.0,,49.0,,32.4,,732932.0,16,6.8,,,44.0,,337.0,,276.0,14195.0,4663.0,,145.0,
1270,162.0,2011,,,60.0,,,,,,,,22.1,,,,,,,,,,,,,
1271,162.0,2014,,98646.0,,,,,,,,,,,,,,,,,,,,,142.0,
1272,163.0,2012,,,,861.0,,,70.8,,30.7,447502.0,,,,40.7,,,,,,,,54.9,,
1273,163.0,2018,,28156.0,64.0,,,,,,,,36.8,,,,,,,,,,,,115.0,
1274,163.0,2017,90.0,,63.0,,6.72,,,,,,36.2,,54.81,,,19.0,,,,,,,,
1275,163.0,2016,,30701.0,60.0,,,,,,,,34.5,,,,,,,,,,,,128.0,
1276,163.0,2015,,,60.0,,,,,,,,34.5,,,,,,,,,,,,,
1277,163.0,2013,,23778.0,57.0,1071.0,,59.4,,46.3,,563535.0,32.7,6.2,,,46.0,,121.0,,107.0,12460.0,1267.0,,122.0,
1278,163.0,2011,,,57.0,,,,,,,,16.3,,,,,,,,,,,,,
1279,163.0,2014,,27145.0,,,,,,,,,,,,,,,,,,,,,109.0,
1280,164.0,2012,,,,1304.0,,,329.6,,130.1,2297155.0,,,,51.4,,,,,,,,55.8,,
1281,164.0,2018,,59731.0,163.0,,,,,,,,25.4,,,,,,,,,,,,131.0,
1282,164.0,2017,52.0,,163.0,,11.28,,,,,,25.4,,58.95,,,12.0,,1.1,,,,,,100.0
1283,164.0,2016,,63803.0,163.0,,,,,,,,25.4,,,,,,,1.14,,,,,135.0,100.0
1284,164.0,2015,,,163.0,,,,,,,,25.4,,,,,,,0.0,,,,,,0.0
1285,164.0,2013,,59106.0,161.0,977.0,,31.0,,38.3,,1714806.0,25.1,7.4,,,47.0,,170.0,1.14,283.0,21319.0,4050.0,,142.0,100.0
1286,164.0,2011,,,163.0,,,,,,,,32.7,,,,,,,1.14,,,,,,100.0
1287,164.0,2014,,63277.0,,,,,,,,,,,,,,,,,,,,,133.0,
1288,165.0,2012,,,,1329.0,,,78.0,,49.0,1185358.0,,,,43.2,,,,,,,,45.7,,
1289,165.0,2018,,38367.0,49.0,,,,,,,,27.1,,,,,,,,,,,,155.0,
1290,165.0,2017,67.0,,48.0,,0.0,,,,,,26.6,,0.0,,,18.0,,,,,,,,
1291,165.0,2016,,38289.0,48.0,,,,,,,,26.6,,,,,,,,,,,,154.0,
1292,165.0,2015,,,48.0,,,,,,,,26.6,,,,,,,,,,,,,
1293,165.0,2013,,36318.0,46.0,2252.0,,53.7,,45.4,,1999403.0,25.5,6.5,,,39.0,,136.0,,137.0,7090.0,1653.0,,151.0,
1294,165.0,2011,,,48.0,,,,,,,,25.4,,,,,,,,,,,,,
1295,165.0,2014,,38025.0,,,,,,,,,,,,,,,,,,,,,149.0,
1296,166.0,2012,,,,999.0,,,73.3,,45.7,517244.0,,,,48.4,,,,,,,,52.3,,
1297,166.0,2018,,15821.0,38.0,,,,,,,,25.1,,,,,,,,,,,,158.0,
1298,166.0,2017,81.0,,38.0,,1.06,,,,,,25.1,,23.77,,,48.0,,,,,,,,
1299,166.0,2016,,15276.0,38.0,,,,,,,,25.1,,,,,,,,,,,,146.0,
1300,166.0,2015,,,38.0,,,,,,,,25.1,,,,,,,,,,,,,
1301,166.0,2013,,14530.0,38.0,947.0,,61.5,,36.8,,487683.0,25.1,8.0,,,29.0,,65.0,,57.0,6447.0,850.0,,146.0,
1302,166.0,2011,,,38.0,,,,,,,,26.6,,,,,,,,,,,,,
1303,166.0,2014,,15024.0,,,,,,,,,,,,,,,,,,,,,147.0,
1304,167.0,2012,,,,1102.0,,,111.0,,28.4,388933.0,,,,60.3,,,,,,,,52.6,,
1305,167.0,2018,,16397.0,39.0,,,,,,,,21.2,,,,,,,,,,,,172.0,
1306,167.0,2017,86.0,,38.0,,1.81,,,,,,20.7,,29.99,,,29.0,,,,,,,,
1307,167.0,2016,,15692.0,38.0,,,,,,,,20.7,,,,,,,,,,,,163.0,
1308,167.0,2015,,,38.0,,,,,,,,20.7,,,,,,,,,,,,,
1309,167.0,2013,,15999.0,29.0,1121.0,,56.4,,38.6,,397945.0,15.8,8.0,,,53.0,,55.0,,54.0,2027.0,772.0,,178.0,
1310,167.0,2011,,,29.0,,,,,,,,25.1,,,,,,,,,,,,,
1311,167.0,2014,,16788.0,,,,,,,,,,,,,,,,,,,,,179.0,
1312,168.0,2012,,,,1129.0,,,121.3,,96.5,684287.0,,,,53.1,,,,,,,,62.9,,
1313,168.0,2018,,58516.0,48.0,,,,,,,,21,,,,,,,,,,,,134.0,
1314,168.0,2017,72.0,,48.0,,2.57,,,,,,21,,21.86,,,23.0,,,,,,,,
1315,168.0,2016,,61424.0,48.0,,,,,,,,21,,,,,,,,,,,,138.0,
1316,168.0,2015,,,48.0,,,,,,,,21,,,,,,,,,,,,,
1317,168.0,2013,,64660.0,48.0,991.0,,28.3,,25.2,,600839.0,21,7.5,,,51.0,,125.0,,153.0,15825.0,3322.0,,150.0,
1318,168.0,2011,,,49.0,,,,,,,,15.8,,,,,,,,,,,,,
1319,168.0,2014,,61088.0,,,,,,,,,,,,,,,,,,,,,136.0,
1320,169.0,2012,,,,1091.0,,,77.2,,37.3,796778.0,,,,31.6,,,,,,,,23.7,,
1321,169.0,2018,,100933.0,62.0,,,,,,,,25.3,,,,,,,,,,,,238.0,
1322,169.0,2017,86.0,,62.0,,0.0,,,,,,25.3,,0.0,,,17.0,,0.0,,,,,,0.0
1323,169.0,2016,,112071.0,62.0,,,,,,,,25.3,,,,,,,0.0,,,,,259.0,0.0
1324,169.0,2015,,,61.0,,,,,,,,24.9,,,,,,,0.0,,,,,,0.0
1325,169.0,2013,,97062.0,50.0,1048.0,,58.3,,47.9,,805212.0,20.4,5.6,,,41.0,,241.0,0.0,203.0,30233.0,2324.0,,230.0,0.0
1326,169.0,2011,,,47.0,,,,,,,,21.5,,,,,,,0.0,,,,,,0.0
1327,169.0,2014,,92092.0,,,,,,,,,,,,,,,,,,,,,216.0,
1328,170.0,2012,,,,1308.0,,,221.6,,59.2,779776.0,,,,46.6,,,,,,,,37.1,,
1329,170.0,2018,,104462.0,92.0,,,,,,,,19.4,,,,,,,,,,,,230.0,
1330,170.0,2017,88.0,,92.0,,3.57,,,,,,19.4,,32.08,,,17.0,,,,,,,,
1331,170.0,2016,,116625.0,89.0,,,,,,,,18.7,,,,,,,,,,,,257.0,
1332,170.0,2015,,,89.0,,,,,,,,18.7,,,,,,,,,,,,,
1333,170.0,2013,,99484.0,100.0,1341.0,,39.7,,38.3,,875751.0,21,8.3,,,56.0,,170.0,,250.0,34640.0,3568.0,,227.0,
1334,170.0,2011,,,84.0,,,,,,,,19.2,,,,,,,,,,,,,
1335,170.0,2014,,96506.0,,,,,,,,,,,,,,,,,,,,,218.0,
1336,171.0,2012,,,,1081.0,,,92.7,,44.0,431349.0,,,,32.4,,,,,,,,49.7,,
1337,171.0,2018,,29846.0,96.0,,,,,,,,33.5,,,,,,,,,,,,222.0,
1338,171.0,2017,100.0,,97.0,,1.19,,,,,,33.9,,29.11,,,28.0,,,,,,,,
1339,171.0,2016,,30223.0,96.0,,,,,,,,33.5,,,,,,,,,,,,221.0,
1340,171.0,2015,,,96.0,,,,,,,,33.5,,,,,,,,,,,,,
1341,171.0,2013,,30248.0,94.0,1008.0,,60.8,,39.7,,403185.0,32.8,7.0,,,61.0,,108.0,,89.0,11129.0,1231.0,,226.0,
1342,171.0,2011,,,92.0,,,,,,,,17.7,,,,,,,,,,,,,
1343,171.0,2014,,27914.0,,,,,,,,,,,,,,,,,,,,,207.0,
1344,172.0,2012,,,,1109.0,,,272.0,,34.5,1106302.0,,,,28.9,,,,,,,,16.9,,
1345,172.0,2018,,123240.0,165.0,,,,,,,,17.5,,,,,,,,,,,,178.0,
1346,172.0,2017,91.0,,142.0,,0.02,,,,,,15.1,,0.15,,,11.0,,0.0,,,,,,0.0
1347,172.0,2016,,129338.0,142.0,,,,,,,,15.1,,,,,,,0.0,,,,,191.0,0.0
1348,172.0,2015,,,142.0,,,,,,,,15.1,,,,,,,0.0,,,,,,0.0
1349,172.0,2013,,119086.0,137.0,1081.0,,69.0,,53.7,,1124374.0,14.5,6.8,,,50.0,,397.0,0.0,381.0,41131.0,3893.0,,183.0,0.0
1350,172.0,2011,,,122.0,,,,,,,,32.1,,,,,,,0.0,,,,,,0.0
1351,172.0,2014,,118832.0,,,,,,,,,,,,,,,,,,,,,181.0,
1352,173.0,2012,,,,985.0,,,185.2,,74.1,311209.0,,,,48.8,,,,,,,,57.0,,
1353,173.0,2018,,53088.0,69.0,,,,,,,,18.2,,,,,,,,,,,,132.0,
1354,173.0,2017,91.0,,69.0,,0.0,,,,,,18.2,,0.0,,,39.0,,0.0,,,,,,0.0
1355,173.0,2016,,52725.0,69.0,,,,,,,,18.2,,,,,,,,,,,,132.0,
1356,173.0,2015,,,68.0,,,,,,,,17.9,,,,,,,,,,,,,
1357,173.0,2013,,48032.0,63.0,986.0,,34.4,,20.5,,316477.0,16.6,6.7,,,42.0,,114.0,,84.0,9109.0,2230.0,,137.0,
1358,173.0,2011,,,64.0,,,,,,,,12.9,,,,,,,,,,,,,
1359,173.0,2014,,50936.0,,,,,,,,,,,,,,,,,,,,,124.0,
1360,174.0,2012,,,,1143.0,,,2032.2,,423.8,684430.0,,,,63.9,,,,,,,,63.9,,
1361,174.0,2018,,66570.0,303.0,,,,,,,,9.5,,,,,,,,,,,,144.0,
1362,174.0,2017,78.0,,279.0,,4.07,,,,,,8.8,,19.94,,,18.0,,2.3,,,,,,28.75
1363,174.0,2016,,64437.0,256.0,,,,,,,,8.1,,,,,,,2.33,,,,,152.0,29.23
1364,174.0,2015,,,239.0,,,,,,,,7.5,,,,,,,2.61,,,,,,32.83
1365,174.0,2013,,68087.0,217.0,1093.0,,49.7,,31.8,,645841.0,6.8,5.7,,,45.0,,193.0,2.61,129.0,20652.0,2219.0,,150.0,32.64
1366,174.0,2011,,,211.0,,,,,,,,16.9,,,,,,,1.74,,,,,,21.67
1367,174.0,2014,,79069.0,,,,,,,,,,,,,,,,,,,,,159.0,
1368,175.0,2012,,,,1391.0,,,377.0,,291.2,934751.0,,,,72.3,,,,,,,,76.5,,
1369,175.0,2018,,108751.0,65.0,,,,,,,,12.5,,,,,,,,,,,,161.0,
1370,175.0,2017,93.0,,65.0,,0.0,,,,,,12.5,,0.0,,,17.0,,1.3,,,,,,100.0
1371,175.0,2016,,116930.0,64.0,,,,,,,,12.3,,,,,,,1.28,,,,,171.0,100.0
1372,175.0,2015,,,64.0,,,,,,,,12.3,,,,,,,1.28,,,,,,100.0
1373,175.0,2013,,115061.0,63.0,1318.0,,48.5,,44.0,,881986.0,12.1,8.4,,,55.0,,322.0,1.28,447.0,29323.0,5558.0,,168.0,100.0
1374,175.0,2011,,,66.0,,,,,,,,6.6,,,,,,,1.28,,,,,,100.0
1375,175.0,2014,,112460.0,,,,,,,,,,,,,,,,,,,,,163.0,
1376,176.0,2012,,,,1142.0,,,174.0,,137.7,1317132.0,,,,37.1,,,,,,,,39.1,,
1377,176.0,2018,,161492.0,90.0,,,,,,,,19.2,,,,,,,,,,,,166.0,
1378,176.0,2017,94.0,,89.0,,1.83,,,,,,19,,8.98,,,16.0,,0.0,,,,,,0.0
1379,176.0,2016,,177172.0,89.0,,,,,,,,19,,,,,,,0.0,,,,,180.0,0.0
1380,176.0,2015,,,89.0,,,,,,,,19,,,,,,,0.0,,,,,,0.0
1381,176.0,2013,,162655.0,89.0,1145.0,,65.6,,42.8,,1374551.0,19,7.3,,,55.0,,609.0,0.0,532.0,60976.0,6806.0,,168.0,0.0
1382,176.0,2011,,,94.0,,,,,,,,12.7,,,,,,,0.0,,,,,,0.0
1383,176.0,2014,,156010.0,,,,,,,,,,,,,,,,,,,,,160.0,
1384,177.0,2012,,,,1720.0,,,343.0,,273.7,1196769.0,,,,67.7,,,,,,,,68.8,,
1385,177.0,2018,,109046.0,78.0,,,,,,,,15.4,,,,,,,,,,,,190.0,
1386,177.0,2017,83.0,,79.0,,2.81,,,,,,15.6,,15.12,,,29.0,,0.0,,,,,,0.0
1387,177.0,2016,,116696.0,77.0,,,,,,,,15.2,,,,,,,2.49,,,,,200.0,56.59
1388,177.0,2015,,,76.0,,,,,,,,15,,,,,,,2.4,,,,,,54.68
1389,177.0,2013,,105220.0,77.0,1775.0,,76.4,,40.5,,1242787.0,15.2,8.7,,,51.0,,489.0,2.4,413.0,26907.0,5584.0,,188.0,54.5
1390,177.0,2011,,,77.0,,,,,,,,20.1,,,,,,,0.0,,,,,,0.0
1391,177.0,2014,,105706.0,,,,,,,,,,,,,,,,,,,,,186.0,
1392,178.0,2012,,,,874.0,,,955.5,,103.5,868300.0,,,,47.3,,,,,,,,60.0,,
1393,178.0,2018,,29828.0,397.0,,,,,,,,19.6,,,,,,,,,,,,98.0,
1394,178.0,2017,59.0,,392.0,,7.55,,,,,,19.4,,40.29,,,12.0,,2.0,,,,,,35.71
1395,178.0,2016,,17948.0,378.0,,,,,,,,18.7,,,,,,,2.99,,,,,115.0,53.2
1396,178.0,2015,,,375.0,,,,,,,,18.6,,,,,,,3.72,,,,,,58.67
1397,178.0,2013,,19094.0,366.0,900.0,,56.9,,38.9,,853980.0,18.1,7.5,,,48.0,,87.0,3.03,81.0,6368.0,1140.0,,130.0,46.81
1398,178.0,2011,,,367.0,,,,,,,,15.2,,,,,,,0.0,,,,,,0.0
1399,178.0,2014,,19944.0,,,,,,,,,,,,,,,,,,,,,119.0,
1400,179.0,2012,,,,1296.0,,,338.0,,275.4,787700.0,,,,67.4,,,,,,,,73.6,,
1401,179.0,2018,,99943.0,92.0,,,,,,,,18.3,,,,,,,,,,,,159.0,
1402,179.0,2017,91.0,,91.0,,0.68,,,,,,18.1,,2.95,,,24.0,,0.6,,,,,,35.29
1403,179.0,2016,,103788.0,91.0,,,,,,,,18.1,,,,,,,1.69,,,,,167.0,100.0
1404,179.0,2015,,,90.0,,,,,,,,17.9,,,,,,,1.69,,,,,,99.77
1405,179.0,2013,,101431.0,88.0,1302.0,,74.1,,44.3,,848716.0,17.5,8.3,,,64.0,,466.0,1.8,424.0,37669.0,5245.0,,164.0,99.2
1406,179.0,2011,,,90.0,,,,,,,,18.2,,,,,,,1.29,,,,,,71.16
1407,179.0,2014,,100835.0,,,,,,,,,,,,,,,,,,,,,159.0,
1408,180.0,2012,,,,1062.0,,,156.0,,96.7,465071.0,,,,52.1,,,,,,,,65.1,,
1409,180.0,2018,,74960.0,65.0,,,,,,,,21.7,,,,,,,,,,,,151.0,
1410,180.0,2017,71.0,,65.0,,0.0,,,,,,21.7,,0.0,,,20.0,,0.1,,,,,,100.0
1411,180.0,2016,,74597.0,65.0,,,,,,,,21.7,,,,,,,0.12,,,,,149.0,100.0
1412,180.0,2015,,,64.0,,,,,,,,21.4,,,,,,,0.0,,,,,,0.0
1413,180.0,2013,,61560.0,67.0,957.0,,50.7,,33.7,,418062.0,22.4,7.4,,,44.0,,238.0,0.0,215.0,15262.0,3493.0,,135.0,0.0
1414,180.0,2011,,,58.0,,,,,,,,17.9,,,,,,,0.0,,,,,,0.0
1415,180.0,2014,,67027.0,,,,,,,,,,,,,,,,,,,,,134.0,
1416,181.0,2012,,,,1471.0,,,538.6,,273.7,1778924.0,,,,52.8,,,,,,,,58.9,,
1417,181.0,2018,,147752.0,167.0,,,,,,,,16.4,,,,,,,,,,,,208.0,
1418,181.0,2017,86.0,,167.0,,0.0,,,,,,16.4,,0.0,,,11.0,,2.7,,,,,,40.3
1419,181.0,2016,,159621.0,167.0,,,,,,,,16.4,,,,,,,5.19,,,,,222.0,100.0
1420,181.0,2015,,,165.0,,,,,,,,16.2,,,,,,,5.19,,,,,,100.0
1421,181.0,2013,,141075.0,167.0,1394.0,,68.4,,40.6,,1689675.0,16.4,8.2,,,67.0,,512.0,5.21,457.0,43352.0,6160.0,,201.0,99.88
1422,181.0,2011,,,157.0,,,,,,,,19.4,,,,,,,0.72,,,,,,13.88
1423,181.0,2014,,145276.0,,,,,,,,,,,,,,,,,,,,,205.0,
1424,182.0,2012,,,,1268.0,,,49.0,,20.8,325815.0,,,,22.5,,,,,,,,34.7,,
1425,182.0,2018,,26680.0,45.0,,,,,,,,20.7,,,,,,,,,,,,125.0,
1426,182.0,2017,91.0,,44.0,,3.94,,,,,,20.2,,45.58,,,28.0,,,,,,,,
1427,182.0,2016,,28713.0,40.0,,,,,,,,18.4,,,,,,,,,,,,133.0,
1428,182.0,2015,,,44.0,,,,,,,,20.2,,,,,,,,,,,,,
1429,182.0,2013,,29254.0,45.0,1121.0,,40.8,,23.4,,288115.0,20.6,6.5,,,37.0,,88.0,,60.0,4467.0,1396.0,,140.0,
1430,182.0,2011,,,37.0,,,,,,,,15.4,,,,,,,,,,,,,
1431,182.0,2014,,29459.0,,,,,,,,,,,,,,,,,,,,,136.0,
1432,183.0,2012,,,,1133.0,,,121.9,,64.4,426091.0,,,,54.6,,,,,,,,61.2,,
1433,183.0,2018,,22629.0,39.0,,,,,,,,17.5,,,,,,,,,,,,141.0,
1434,183.0,2017,100.0,,38.0,,0.48,,,,,,17,,7.77,,,68.0,,,,,,,,
1435,183.0,2016,,21575.0,38.0,,,,,,,,17,,,,,,,,,,,,134.0,
1436,183.0,2015,,,38.0,,,,,,,,17,,,,,,,,,,,,,
1437,183.0,2013,,21204.0,38.0,1013.0,,52.2,,50.1,,373817.0,17,7.0,,,53.0,,90.0,,109.0,4234.0,1197.0,,138.0,
1438,183.0,2011,,,39.0,,,,,,,,17,,,,,,,,,,,,,
1439,183.0,2014,,21520.0,,,,,,,,,,,,,,,,,,,,,129.0,
1440,184.0,2012,,,,966.0,,,144.3,,93.9,655164.0,,,,61.7,,,,,,,,66.5,,
1441,184.0,2018,,79183.0,39.0,,,,,,,,16.7,,,,,,,,,,,,119.0,
1442,184.0,2017,90.0,,39.0,,7.03,,,,,,16.7,,65.31,,,12.0,,1.2,,,,,,100.0
1443,184.0,2016,,82473.0,37.0,,,,,,,,15.8,,,,,,,1.16,,,,,121.0,100.0
1444,184.0,2015,,,35.0,,,,,,,,15,,,,,,,1.16,,,,,,100.0
1445,184.0,2013,,76079.0,35.0,911.0,,43.7,,42.2,,615723.0,15,6.8,,,43.0,,291.0,0.52,350.0,26071.0,4550.0,,116.0,43.84
1446,184.0,2011,,,37.0,,,,,,,,17.5,,,,,,,0.22,,,,,,18.29
1447,184.0,2014,,77194.0,,,,,,,,,,,,,,,,,,,,,115.0,
1448,185.0,2012,,,,981.0,,,41.4,,24.9,1170397.0,,,,31.7,,,,,,,,34.0,,
1449,185.0,2018,,,61.0,,,,,,,,46.7,,,,,,,,,,,,,
1450,185.0,2017,67.0,,61.0,,0.0,,,,,,46.7,,0.0,,,11.0,,,,,,,,
1451,185.0,2016,,,61.0,,,,,,,,46.7,,,,,,,,,,,,,
1452,185.0,2015,,,61.0,,,,,,,,46.7,,,,,,,,,,,,,
1453,185.0,2013,,,64.0,938.0,,,,,,1114939.0,49,,,,,,,,,,,,,
1454,185.0,2011,,,64.0,,,,,,,,15.8,,,,,,,,,,,,,
1455,185.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
1456,186.0,2012,,,,1194.0,,,380.5,,199.4,955179.0,,,,59.9,,,,,,,,65.7,,
1457,186.0,2018,,116657.0,101.0,,,,,,,,15.9,,,,,,,,,,,,146.0,
1458,186.0,2017,78.0,,101.0,,0.0,,,,,,15.9,,0.0,,,10.0,,2.9,,,,,,43.28
1459,186.0,2016,,120446.0,99.0,,,,,,,,15.6,,,,,,,3.13,,,,,148.0,46.72
1460,186.0,2015,,,99.0,,,,,,,,15.6,,,,,,,2.0,,,,,,29.83
1461,186.0,2013,,116684.0,99.0,1108.0,,56.3,,26.7,,882183.0,15.6,7.1,,,44.0,,449.0,2.03,276.0,15508.0,5672.0,,153.0,28.02
1462,186.0,2011,,,98.0,,,,,,,,49,,,,,,,1.79,,,,,,24.66
1463,186.0,2014,,118438.0,,,,,,,,,,,,,,,,,,,,,147.0,
1464,187.0,2012,,,,1287.0,,,43.8,,31.8,547171.0,,,,28.0,,,,,,,,32.5,,
1465,187.0,2018,,62299.0,45.0,,,,,,,,28.5,,,,,,,,,,,,202.0,
1466,187.0,2017,71.0,,45.0,,0.0,,,,,,28.5,,0.0,,,32.0,,,,,,,,
1467,187.0,2016,,71402.0,44.0,,,,,,,,27.9,,,,,,,,,,,,227.0,
1468,187.0,2015,,,44.0,,,,,,,,28.1,,,,,,,,,,,,,
1469,187.0,2013,,63160.0,38.0,1256.0,,76.2,,37.6,,554062.0,24.3,8.9,,,53.0,,225.0,,180.0,21066.0,2633.0,,205.0,
1470,187.0,2011,,,39.0,,,,,,,,15.4,,,,,,,,,,,,,
1471,187.0,2014,,63715.0,,,,,,,,,,,,,,,,,,,,,206.0,
1472,188.0,2012,,,,1135.0,,,188.9,,118.8,831116.0,,,,52.0,,,,,,,,56.5,,
1473,188.0,2018,,78542.0,58.0,,,,,,,,16,,,,,,,,,,,,197.0,
1474,188.0,2017,82.0,,54.0,,0.0,,,,,,14.9,,0.0,,,20.0,,,,,,,,
1475,188.0,2016,,74806.0,48.0,,,,,,,,13.2,,,,,,,,,,,,217.0,
1476,188.0,2015,,,48.0,,,,,,,,13.2,,,,,,,,,,,,,
1477,188.0,2013,,60889.0,48.0,1055.0,,50.7,,30.7,,806053.0,13.2,7.6,,,52.0,,156.0,,131.0,19421.0,2342.0,,205.0,
1478,188.0,2011,,,50.0,,,,,,,,24.9,,,,,,,,,,,,,
1479,188.0,2014,,58953.0,,,,,,,,,,,,,,,,,,,,,193.0,
1480,189.0,2012,,,,846.0,,,25.8,,20.9,313926.0,,,,31.5,,,,,,,,37.1,,
1481,189.0,2018,,16202.0,20.0,,,,,,,,24.4,,,,,,,,,,,,306.0,
1482,189.0,2017,90.0,,20.0,,2.74,,,,,,24.4,,68.91,,,32.0,,0.0,,,,,,0.0
1483,189.0,2016,,19831.0,20.0,,,,,,,,24.4,,,,,,,0.2,,,,,371.0,100.0
1484,189.0,2015,,,20.0,,,,,,,,24.4,,,,,,,0.2,,,,,,100.0
1485,189.0,2013,,17811.0,22.0,823.0,,64.7,,37.3,,314471.0,26.8,8.5,,,33.0,,35.0,0.2,31.0,14508.0,461.0,,336.0,100.0
1486,189.0,2011,,,20.0,,,,,,,,13.8,,,,,,,0.0,,,,,,0.0
1487,189.0,2014,,18622.0,,,,,,,,,,,,,,,,,,,,,351.0,
1488,190.0,2012,,,,1132.0,,,232.3,,69.8,384764.0,,,,34.9,,,,,,,,47.0,,
1489,190.0,2018,,45296.0,105.0,,,,,,,,15.8,,,,,,,,,,,,132.0,
1490,190.0,2017,57.0,,103.0,,0.4,,,,,,15.5,,2.11,,,40.0,,,,,,,,
1491,190.0,2016,,48005.0,103.0,,,,,,,,15.5,,,,,,,,,,,,141.0,
1492,190.0,2015,,,103.0,,,,,,,,15.5,,,,,,,,,,,,,
1493,190.0,2013,,41445.0,101.0,1099.0,,32.0,,14.9,,393264.0,15.2,5.3,,,39.0,,121.0,,55.0,5303.0,2005.0,,131.0,
1494,190.0,2011,,,102.0,,,,,,,,24.4,,,,,,,,,,,,,
1495,190.0,2014,,46370.0,,,,,,,,,,,,,,,,,,,,,129.0,
1496,191.0,2012,,,,1007.0,,,208.7,,119.7,963917.0,,,,49.2,,,,,,,,51.8,,
1497,191.0,2018,,102863.0,54.0,,,,,,,,12.7,,,,,,,,,,,,133.0,
1498,191.0,2017,88.0,,54.0,,0.0,,,,,,12.7,,0.0,,,19.0,,0.0,,,,,,0.0
1499,191.0,2016,,114844.0,54.0,,,,,,,,12.7,,,,,,,1.47,,,,,144.0,44.95
1500,191.0,2015,,,53.0,,,,,,,,12.5,,,,,,,1.47,,,,,,44.93
1501,191.0,2013,,102491.0,52.0,950.0,,40.1,,28.3,,907710.0,12.2,6.0,,,46.0,,297.0,0.0,230.0,33087.0,4469.0,,134.0,0.0
1502,191.0,2011,,,54.0,,,,,,,,15.3,,,,,,,0.0,,,,,,0.0
1503,191.0,2014,,103259.0,,,,,,,,,,,,,,,,,,,,,132.0,
1504,192.0,2012,,,,1063.0,,,572.6,,204.7,1068789.0,,,,41.2,,,,,,,,51.3,,
