,Unnamed: 0,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
784,784,127,2016,City of Charlotte,B-1SCD,R-4,NC,no,NO,12.5,CMUD,CMUD,YES,Mixed Use Activity Center,East,,,Sanders_Sonja,2015/10/21 00:00:00+00,2016/04/25 00:00:00+00,App,3.3,650.0,48.8,66.0,8.9,29.0,78.0,29.2,157.0,67.4,93.0,54.37,31.5,29.4,10.0,733.0,3.0,61.0,26.4,5.0,2400.0,476.0,1.08,1.4
785,785,127,2014,QuikTrip,B-1SCD,B-1(CD),CD,no,NO,2.28,CMUD,CMUD,YES,Mixed Use Activity Center,East,Osborne_Alysia,Dixon_Bridget,Fortune_Solomon,2014/04/28 00:00:00+00,2014/09/15 00:00:00+00,App,6.3,650.0,54.5,66.0,8.9,29.0,84.0,29.2,148.0,75.99,64.0,43.03797468354431,34.42622950819672,18.181818181818183,11.014492753623188,405.0,3.0,45.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
786,786,132,2019,"Sharon Academy Properties, LLC",R-4,INST,NC,no,NO,4.12,CMUD,CMUD,YES,Wedge,South,Scott Correll,Grant Meacci,John Kinley,2019/11/15 07:34:04+00,2020/05/18 16:38:48+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
787,787,137,2015,Harold J. Jordan,R-4,INST(CD),CD,no,NO,0.504,CMUD,CMUD,YES,Wedge,Northwest,,Goodwin_Alan,Lyte-Graham_Claire,2014/11/19 00:00:00+00,2015/03/16 00:00:00+00,Den,-1.0,0.0,-1.0,0.0,-1.0,45.0,-1.0,11.8,-1.0,74.83,95.0,37.1212121212121,38.94,59.26,8.515283842794759,77.0,1.0,10.0,19.8,2.0,1719.0,70.0,1.11,1.3
788,788,138,2020,The Creek Kids Zone,INST(CD),INST,NC,no,NO,3.11,CMUD,CMUD,YES,Corridor,Central,Molly Kaminski,Grant Meacci,Michael Russell,,2020/06/15 00:00:00+00,Def,0.0,0.0,50.0,0.0,7.1,32.0,69.0,23.700000000000003,125.0,64.97666666666667,79.66666666666667,33.3301404853129,19.770256410256412,30.0,21.427591260325062,81.66666666666667,1.0,25.0,7.0,2.0,766.5,66.5,1.18,1.3
789,789,138,2014,Snider Fleet Solutions,I-2,I-1,NC,no,NO,6.26,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,,2014/03/24 00:00:00+00,2014/07/21 00:00:00+00,App,0.0,0.0,50.0,0.0,7.1,23.0,69.0,23.700000000000003,125.0,63.57,83.0,41.379310344827594,19.230769230769234,40.0,20.13888888888889,133.0,1.0,46.0,7.0,2.0,766.5,66.0,1.18,1.3
790,790,138,2017,"Hornet Moving, LLC",I-1,I-2(CD),CD,no,NO,1.62,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2017/12/18 00:00:00+00,2018/04/16 00:00:00+00,App,0.0,0.0,50.0,0.0,7.1,37.0,69.0,23.8,125.0,68.0,71.0,22.5,21.9,20.0,24.0,65.0,1.0,14.0,7.0,2.0,768.0,66.5,1.18,1.3
791,791,138,2019,Branful LLC,NS,NS,CD,SPA,NO,1.554,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/10/01 15:08:31+00,2020/02/17 00:00:00+00,App,0.0,0.0,50.0,0.0,7.1,32.0,69.0,23.700000000000003,125.0,64.97666666666667,79.66666666666667,33.3301404853129,19.770256410256412,30.0,21.427591260325062,81.66666666666667,1.0,25.0,7.0,2.0,766.5,66.5,1.18,1.3
792,792,138,2015,Charlotte Merlane FDS 713525,R-4,NS,NC,no,NO,1.84,CMUD,CMUD,YES,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/25 00:00:00+00,2016/01/19 00:00:00+00,App,0.0,0.0,50.0,0.0,7.1,36.0,69.0,23.6,125.0,63.36,85.0,36.1111111111111,18.18,30.0,20.1438848920863,47.0,1.0,15.0,7.0,2.0,765.0,67.0,1.18,1.3
793,793,138,2019,Branful LLC,B-1(CD),NS,CD,no,NO,1.554,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/10/01 15:08:31+00,2020/02/17 00:00:00+00,App,0.0,0.0,50.0,0.0,7.1,32.0,69.0,23.700000000000003,125.0,64.97666666666667,79.66666666666667,33.3301404853129,19.770256410256412,30.0,21.427591260325062,81.66666666666667,1.0,25.0,7.0,2.0,766.5,66.5,1.18,1.3
794,794,139,2016,Durban Group,B-1,B-1(CD),CD,no,NO,1.31,CMUD,CMUD,YES,,,,,,2016/03/28 00:00:00+00,,Wd,0.0,90.0,67.4,14.0,15.2,-1.0,68.0,8.6,135.0,66.2,94.0,35.09,26.0,27.3,10.0,674.0,-1.0,69.0,19.5,3.0,1674.0,-1.0,1.16,1.3
795,795,139,2016,Durban Group,R-4,B-1(CD),CD,no,NO,1.31,CMUD,CMUD,YES,,,,,,2016/03/28 00:00:00+00,,Wd,0.0,90.0,67.4,14.0,15.2,-1.0,68.0,8.6,135.0,66.2,94.0,35.09,26.0,27.3,10.0,674.0,-1.0,69.0,19.5,3.0,1674.0,-1.0,1.16,1.3
796,796,140,2019,"Apollo Holding Company, LLC",R-17MF,MUDD-O,CD,no,NO,9.0,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2019/03/11 13:26:49+00,2019/11/18 00:00:00+00,App,3.3,143.0,55.7,13.0,9.8,23.0,67.0,11.300000000000002,140.0,72.83333333333333,83.66666666666667,29.153333333333336,28.0,31.066666666666663,15.666666666666666,663.0,-1.0,39.333333333333336,13.5,3.0,2923.3333333333335,-1.0,1.18,1.3999999999999997
797,797,140,2017,"LAXMI Hotels Group, Inc",B-1(CD),O-1(CD),CD,no,NO,5.4,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/06/15 00:00:00+00,2018/06/18 00:00:00+00,App,3.3,143.0,55.7,13.0,9.8,23.0,67.0,11.3,140.0,73.0,81.0,31.9,29.2,28.1,16.0,396.0,-1.0,22.0,13.5,3.0,2913.0,-1.0,1.18,1.4
798,798,140,2016,"Royal Panthera, LLC",R-17MF,O-2(CD),CD,no,NO,3.3,CMUD,CMUD,YES,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2016/06/10 00:00:00+00,2017/11/20 00:00:00+00,App,3.3,143.0,55.7,13.0,9.8,23.0,67.0,11.3,140.0,72.5,89.0,23.66,25.6,37.0,15.0,1197.0,-1.0,74.0,13.5,3.0,2944.0,-1.0,1.18,1.4
799,799,140,2017,"LAXMI Hotels Group, Inc",R-3,O-1(CD),CD,no,NO,5.4,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/06/15 00:00:00+00,2018/06/18 00:00:00+00,App,3.3,143.0,55.7,13.0,9.8,23.0,67.0,11.3,140.0,73.0,81.0,31.9,29.2,28.1,16.0,396.0,-1.0,22.0,13.5,3.0,2913.0,-1.0,1.18,1.4
800,800,140,2019,Venkata Ammi Reddy,O-1(CD),O-1(CD) ,CD,SPA,NO,1.89,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/09/03 08:27:10+00,2020/01/21 00:00:02+00,App,3.3,143.0,55.7,13.0,9.8,23.0,67.0,11.300000000000002,140.0,72.83333333333333,83.66666666666667,29.153333333333336,28.0,31.066666666666663,15.666666666666666,663.0,-1.0,39.333333333333336,13.5,3.0,2923.3333333333335,-1.0,1.18,1.3999999999999997
801,801,141,2018,"Brookshire Boulevard Investments, LLC",I-2,I-1,NC,no,NO,1.06,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/09/24 00:00:00+00,2019/01/22 10:39:11+00,App,8.9,0.0,44.4,0.0,11.1,34.0,57.0,28.4,124.0,65.5,100.0,23.215000000000003,22.05,27.3,16.0,166.0,-1.0,46.0,12.5,1.0,951.0,-1.0,1.31,1.4
802,802,141,2016,QuikTrip Corporation,B-2(CD),B-1(CD),CD,no,NO,1.85,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,8.9,0.0,44.4,0.0,11.1,34.0,57.0,28.1,124.0,67.0,100.0,23.53,19.1,27.3,18.0,290.0,-1.0,69.0,12.5,1.0,967.0,-1.0,1.31,1.4
803,803,141,2017,QuikTrip Corporation,R-5,B-1(CD),CD,no,NO,2.045,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/22 00:00:00+00,,Wd,8.9,0.0,44.4,0.0,11.1,34.0,57.0,28.1,124.0,64.0,100.0,22.9,25.0,27.3,14.0,52.0,-1.0,10.0,12.5,1.0,952.0,-1.0,1.31,1.4
804,804,141,2016,QuikTrip Corporation,R-5,B-1(CD),CD,no,NO,1.85,CMUD,CMUD,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,8.9,0.0,44.4,0.0,11.1,34.0,57.0,28.1,124.0,67.0,100.0,23.53,19.1,27.3,18.0,290.0,-1.0,69.0,12.5,1.0,967.0,-1.0,1.31,1.4
805,805,141,2017,QuikTrip Corporation,B-1(CD),B-1(CD),CD,SPA,NO,2.045,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/22 00:00:00+00,,Wd,8.9,0.0,44.4,0.0,11.1,34.0,57.0,28.1,124.0,64.0,100.0,22.9,25.0,27.3,14.0,52.0,-1.0,10.0,12.5,1.0,952.0,-1.0,1.31,1.4
806,806,142,2017,"Doggett Concrete, Inc.",I-1,I-2(CD),CD,no,NO,5.8,CMUD,CMUD,YES,Corridor,South,Main_Kent,Grant Meacci,John Kinley,2017/02/27 00:00:00+00,2017/09/18 00:00:00+00,App,-1.0,533.0,-1.0,14.0,-1.0,21.0,-1.0,37.6,-1.0,74.0,85.0,34.1,26.9,46.8,18.0,284.0,-1.0,16.0,1.9,6.0,2676.0,-1.0,1.16,1.5
807,807,142,2017,"Atlantic Coast Contractors, Inc",I-1,I-2(CD),CD,no,NO,4.34,CMUD,CMUD,YES,Corridor,South,Kent Main,Grant Meacci,John Kinley,2017/11/21 00:00:00+00,2018/03/19 00:00:00+00,App,-1.0,533.0,-1.0,14.0,-1.0,21.0,-1.0,37.6,-1.0,74.0,85.0,34.1,26.9,46.8,18.0,284.0,-1.0,16.0,1.9,6.0,2676.0,-1.0,1.16,1.5
808,808,143,2015,CitiSculpt,R-3,UR-2(CD),CD,no,NO,2.93,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,John Kinley,2015/08/14 00:00:00+00,,Wd,0.0,56.0,86.1,9.0,2.3,3.0,76.0,20.5,221.0,89.86,100.0,80.9523809523809,94.74,100.0,4.3165467625899305,389.0,2.0,40.0,2.5,5.0,1362.0,9.0,1.07,1.6
809,809,143,2015,CitiSculpt,R-3,UR-2(CD),CD,no,NO,2.93,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,John Kinley,2015/08/14 00:00:00+00,,Wd,0.0,56.0,86.1,9.0,2.3,3.0,76.0,20.5,221.0,89.86,100.0,80.9523809523809,94.74,100.0,4.3165467625899305,389.0,2.0,40.0,2.5,5.0,1362.0,9.0,1.07,1.6
810,810,143,2016,NVR Homes,R-3,UR-2(CD),CD,no,NO,2.97,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2016/06/24 00:00:00+00,2016/10/17 00:00:00+00,App,0.0,56.0,86.1,9.0,2.3,3.0,76.0,20.8,221.0,88.1,100.0,94.59,87.8,100.0,4.0,925.0,2.0,86.0,1.6,5.0,1354.0,9.0,1.05,1.5
811,811,148,2017,"Sinacori Builders, LLC",R-3,UR-2(CD),CD,no,NO,0.83,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,Fortune_Solomon,2017/12/18 00:00:00+00,2018/06/18 00:00:00+00,App,-1.0,466.0,-1.0,0.0,-1.0,2.0,-1.0,15.3,-1.0,93.0,100.0,92.5,81.4,83.3,5.0,561.0,-1.0,29.0,4.0,4.0,2465.0,-1.0,1.08,1.4
812,812,149,2017,"Bill & Yaa Enterprises, Inc.",R-3,INST(CD),CD,no,NO,2.7,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2017/02/25 00:00:00+00,,Wd,-1.0,151.0,-1.0,0.0,-1.0,6.0,-1.0,18.8,125.0,89.0,-1.0,82.5,65.4,70.0,8.0,160.0,-1.0,23.0,11.4,3.0,907.0,-1.0,1.22,1.3
813,813,149,2019,"Chelsea Building Group, LLC",R-3,R-6,NC,no,NO,3.31,CMUD,CMUD,YES,Wedge,South,Scott Correll,Grant Meacci,John Kinley,2019/01/22 08:36:45+00,,Wd,-1.0,75.5,-1.0,0.0,-1.0,6.0,-1.0,18.8,125.0,89.0,-1.0,82.5,65.4,70.0,8.0,290.0,-1.0,46.5,11.4,3.0,907.0,-1.0,1.22,1.3
814,814,149,2018,"Llewellyn Development, LLC",R-3,R-6,NC,no,NO,2.7,CMUD,CMUD,YES,Wedge,South,Kent Main,Grant Meacci,John Kinley,2018/08/17 00:00:00+00,2018/12/17 00:00:00+00,App,-1.0,0.0,-1.0,0.0,-1.0,6.0,-1.0,18.8,125.0,89.0,-1.0,82.5,65.4,70.0,8.0,420.0,-1.0,70.0,11.4,3.0,907.0,-1.0,1.22,1.3
815,815,151,2014,George W. Macon,R-3,O-1(CD),CD,no,NO,4.98,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,2013/10/28 00:00:00+00,2014/11/17 00:00:00+00,App,0.0,0.0,78.1,0.0,5.5,4.0,69.0,22.099999999999998,189.0,94.99,96.0,83.58974358974359,76.77725118483413,73.91304347826086,5.118601747815232,848.0,2.0,51.0,3.2999999999999994,6.333333333333333,3637.3333333333335,-1.0,1.16,1.5
816,816,151,2015,"Taylor/Theus Development Holdings, LLC",R-3,BD(CD),CD,no,NO,5.57,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,John Kinley,2015/04/27 00:00:00+00,,Den,0.0,0.0,76.89999999999999,0.0,5.1000000000000005,6.0,73.66666666666667,21.9,195.33333333333334,93.35,98.0,81.7647058823529,81.36,75.0,3.61111111111111,338.0,2.0,19.0,3.3,6.0,3472.0,-1.0,1.16,1.5
817,817,151,2016,"Taylor/Theus Holdings, Inc.",R-3,I-1(CD),CD,no,NO,5.67,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2016/03/23 00:00:00+00,2016/07/18 00:00:00+00,App,0.0,0.0,74.5,0.0,4.3,4.5,83.0,22.0,208.0,94.1,94.0,81.32,78.2,97.7,2.0,1717.0,2.0,80.0,3.3,6.0,3472.0,-1.0,1.16,1.5
818,818,151,2014,George W. Macon,MX-2,O-1(CD),CD,no,NO,4.98,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Fortune_Solomon,2013/10/28 00:00:00+00,2014/11/17 00:00:00+00,App,0.0,0.0,78.1,0.0,5.5,4.0,69.0,22.099999999999998,189.0,94.99,96.0,83.58974358974359,76.77725118483413,73.91304347826086,5.118601747815232,848.0,2.0,51.0,3.2999999999999994,6.333333333333333,3637.3333333333335,-1.0,1.16,1.5
819,819,151,2017,Century Communities,R-3,MX-2(INNOV),CD,no,YES,36.0,CMUD,CMUD,YES,Wedge,South,Kent Main,Grant Meacci,John Kinley,2017/10/23 00:00:00+00,2018/04/16 00:00:00+00,App,0.0,0.0,76.89999999999999,11.0,5.1000000000000005,4.0,73.66666666666667,22.4,195.33333333333334,93.0,98.0,78.2,81.4,80.0,4.0,508.0,2.0,20.0,3.3,7.0,3968.0,-1.0,1.16,1.5
820,820,153,2017,Mattamy Homes,R-3,UR-2(CD),CD,no,NO,20.6,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/22 00:00:00+00,2018/01/26 00:00:00+00,App,0.0,555.0,77.0,44.0,12.2,11.0,68.0,15.4,195.0,72.0,94.0,44.0,51.2,59.3,6.0,654.0,-1.0,24.0,9.2,5.0,3911.0,-1.0,1.08,1.5
821,821,153,2016,"Charter Properties, Inc./Browder Group Real Estate",RE-3(CD),MUDD-O,CD,no,NO,65.7,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/22 00:00:00+00,2017/10/16 00:00:00+00,App,0.0,553.0,77.0,45.0,12.2,11.0,68.0,15.3,195.0,73.7,95.0,45.31,57.4,58.1,6.0,1820.0,-1.0,73.0,9.2,5.0,3908.0,-1.0,1.08,1.5
822,822,153,2017,"High Family Partnership I, LP",O-1(CD),UR-2(CD),CD,no,NO,11.75,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/27 00:00:00+00,2018/04/16 00:00:00+00,App,0.0,555.0,77.0,44.0,12.2,11.0,68.0,15.4,195.0,72.0,94.0,44.0,51.2,59.3,6.0,654.0,-1.0,24.0,9.2,5.0,3911.0,-1.0,1.08,1.5
823,823,153,2016,"Charter Properties, Inc./Browder Group Real Estate",R-3,MUDD-O,CD,no,NO,65.7,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/22 00:00:00+00,2017/10/16 00:00:00+00,App,0.0,553.0,77.0,45.0,12.2,11.0,68.0,15.3,195.0,73.7,95.0,45.31,57.4,58.1,6.0,1820.0,-1.0,73.0,9.2,5.0,3908.0,-1.0,1.08,1.5
824,824,153,2016,"Charter Properties, Inc./Browder Group Real Estate",RE-1,MUDD-O,CD,no,NO,65.7,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/22 00:00:00+00,2017/10/16 00:00:00+00,App,0.0,553.0,77.0,45.0,12.2,11.0,68.0,15.3,195.0,73.7,95.0,45.31,57.4,58.1,6.0,1820.0,-1.0,73.0,9.2,5.0,3908.0,-1.0,1.08,1.5
825,825,153,2016,"Charter Properties, Inc./Browder Group Real Estate",R-3,R-12MF(CD),CD,no,NO,65.7,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/22 00:00:00+00,2017/10/16 00:00:00+00,App,0.0,553.0,77.0,45.0,12.2,11.0,68.0,15.3,195.0,73.7,95.0,45.31,57.4,58.1,6.0,1820.0,-1.0,73.0,9.2,5.0,3908.0,-1.0,1.08,1.5
826,826,154,2017,"Lockard Development, Inc.",NS,MUDD-O,CD,no,NO,8.914,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/25 00:00:00+00,2018/01/26 00:00:00+00,App,1.1,549.0,64.4,42.0,12.2,7.0,71.0,12.7,155.5,78.0,97.0,55.8,37.2,52.4,10.0,471.0,-1.0,25.0,9.9,4.0,3009.0,-1.0,1.05,1.7
827,827,154,2019,ABP Development LLC,R-4,R-8MF(CD),CD,no,NO,8.5,CMUD,CMUD,YES,Wedge,North,Erin Brooks,Grant Meacci,Michael Russell,2019/10/16 08:43:23+00,2020/03/16 00:00:00+00,App,1.1,529.75,64.4,43.25,12.2,7.0,71.0,12.675,155.5,77.03333333333333,98.0,57.526666666666664,40.03333333333334,49.73333333333333,9.333333333333334,800.5,-1.0,48.25,9.9,4.0,3008.25,-1.0,1.05,1.675
828,828,154,2016,"CitiSculpt, LLC",NS,NS,CD,SPA,NO,3.65,,,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/09/28 00:00:00+00,2016/02/15 00:00:00+00,App,1.1,535.0,64.4,47.0,12.2,7.0,71.0,12.7,163.0,75.1,100.0,60.98,45.7,44.4,8.0,1269.0,-1.0,77.0,9.9,4.0,3006.0,-1.0,1.05,1.6
829,829,154,2018,Laurel Street Residential,R-3,UR-2(CD),CD,no,NO,3.31,CMUD,CMUD,YES,Wedge,Northwest,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/11/20 08:52:32+00,,Wd,1.1,486.0,64.4,42.0,12.2,7.0,71.0,12.6,148.0,77.03333333333333,98.0,57.526666666666664,40.03333333333334,49.73333333333333,9.333333333333334,991.0,-1.0,66.0,9.9,4.0,3009.0,-1.0,1.05,1.7
830,830,154,2019,"SCOC-Mallard Crossing, LLC",B-1(CD),B-1(CD) ,CD,SPA,NO,8.43,CMUD,CMUD,YES,Mixed Use Activity Center,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/08/16 10:51:29+00,2020/01/21 00:00:02+00,App,1.1,529.75,64.4,43.25,12.2,7.0,71.0,12.675,155.5,77.03333333333333,98.0,57.526666666666664,40.03333333333334,49.73333333333333,9.333333333333334,800.5,-1.0,48.25,9.9,4.0,3008.25,-1.0,1.05,1.675
831,831,154,2017,"Lockard Development, Inc.",NS SPA,MUDD-O,CD,no,NO,8.914,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/25 00:00:00+00,2018/01/26 00:00:00+00,App,1.1,549.0,64.4,42.0,12.2,7.0,71.0,12.7,155.5,78.0,97.0,55.8,37.2,52.4,10.0,471.0,-1.0,25.0,9.9,4.0,3009.0,-1.0,1.05,1.7
832,832,155,2017,"Trevi Partner, LLC",CC,UR-C(CD),CD,no,NO,23.3,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/21 00:00:00+00,2017/09/18 00:00:00+00,App,1.0,486.0,63.4,27.0,5.9,13.0,52.0,7.8,140.0,71.0,93.0,40.0,31.5,26.9,12.0,298.0,-1.0,14.0,36.6,3.0,3861.0,-1.0,1.05,1.3
833,833,155,2017,"Trevi Partner, LLC",UR-C(CD),UR-C(CD),CD,SPA,NO,23.3,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/21 00:00:00+00,2017/09/18 00:00:00+00,App,1.0,486.0,63.4,27.0,5.9,13.0,52.0,7.8,140.0,71.0,93.0,40.0,31.5,26.9,12.0,298.0,-1.0,14.0,36.6,3.0,3861.0,-1.0,1.05,1.3
834,834,155,2016,"Trevi Partners, LLC",CC,UR-C(CD),CD,no,NO,15.86,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/05/25 00:00:00+00,2016/10/17 00:00:00+00,App,1.0,53.0,63.4,5.0,5.9,13.0,52.0,7.3,142.0,68.7,88.0,39.36,30.3,33.3,10.0,1361.0,-1.0,68.0,37.2,2.0,2859.0,-1.0,1.05,1.2
835,835,155,2016,"Trevi Partners, LLC",UR-C(CD),UR-C(CD),CD,no,NO,15.86,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/06/25 00:00:00+00,2016/10/17 00:00:00+00,App,1.0,53.0,63.4,5.0,5.9,13.0,52.0,7.3,142.0,68.7,88.0,39.36,30.3,33.3,10.0,1361.0,-1.0,68.0,37.2,2.0,2859.0,-1.0,1.05,1.2
836,836,155,2018,K Sade Ventures,R-3,MX-1,CD,no,NO,93.86,CMUD,CMUD,NO,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/12/05 12:57:17+00,2019/10/21 08:50:04+00,App,1.0,386.0,63.4,27.0,5.9,13.0,52.0,7.8,136.0,69.85,90.5,39.68,30.9,30.099999999999998,11.0,941.0,-1.0,54.0,37.2,3.0,3881.0,-1.0,1.05,1.3
837,837,156,2018,"Dependable Development, Inc.",B-2,MX-2,CD,no,NO,10.0,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/05/14 00:00:00+00,2019/01/22 10:18:27+00,App,-1.0,386.0,-1.0,30.0,-1.0,-1.0,-1.0,7.2,137.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1192.0,-1.0,59.0,29.7,3.0,3780.0,-1.0,1.08,1.2
838,838,156,2018,"Dependable Development, Inc.",I-1,MX-2,CD,no,NO,10.0,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/05/14 00:00:00+00,2019/01/22 10:19:09+00,App,-1.0,386.0,-1.0,30.0,-1.0,-1.0,-1.0,7.2,137.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1192.0,-1.0,59.0,29.7,3.0,3780.0,-1.0,1.08,1.2
839,839,157,2018,"SBBH,LLC",I-2,MUDD-O,CD,no,NO,3.148,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/03/20 00:00:00+00,2018/07/16 00:00:00+00,App,4.6,197.0,40.9,71.0,18.2,58.5,59.0,33.8,108.0,62.305,68.0,19.271290605794547,15.692307692307693,23.375714285714285,27.73027302730273,242.0,2.5,33.0,6.7,2.0,1289.0,87.0,1.29,1.5
840,840,157,2015,"The Salvation Army, A Georgia Corp.",O-6(CD),MUDD-O,CD,no,NO,2.61,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Dixon_Bridget,Fortune_Solomon,2014/11/05 00:00:00+00,2015/01/20 00:00:00+00,App,4.6,214.0,40.9,74.0,18.2,63.0,59.0,32.3,96.0,62.37,73.0,17.6470588235294,16.0,18.18,29.7029702970297,32.0,3.0,5.0,6.7,2.0,1222.0,86.0,1.29,1.5
841,841,157,2014,City of Charlotte,I-2,MUDD-O,CD,no,NO,5.59,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,,2014/04/28 00:00:00+00,2015/03/16 00:00:00+00,App,4.6,317.0,40.9,81.0,18.2,54.0,59.0,33.05,84.0,62.24,63.0,20.8955223880597,15.384615384615385,28.57142857142857,25.75757575757576,162.0,2.0,27.0,6.7,2.0,1255.5,88.0,1.29,1.5
842,842,157,2019,Tara Ellerbe - Elite,I-2,MUDD-O,CD,no,NO,0.33,CMUD,CMUD,YES,Corridor,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/09/18 11:18:17+00,2020/02/17 00:00:00+00,App,4.6,242.66666666666666,40.9,75.33333333333333,18.2,58.5,59.0,33.05,96.0,62.305,68.0,19.271290605794547,15.692307692307693,23.375714285714285,27.73027302730273,145.33333333333334,2.5,21.666666666666668,6.7,2.0,1255.5,87.0,1.29,1.5
