,Unnamed: 0,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
330,330,88,2019,DRB Group,I-2(CD),UR-C(CD),CD,no,NO,11.48,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/11/27 08:36:26+00,2020/05/18 16:48:49+00,App,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,14.7,113.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,333.0,-1.0,52.0,11.2,3.0,1268.0,-1.0,1.21,1.8
331,331,91,2014,Charlotte-Mecklenburg Planning Department,No Zoning,R-4,NC,no,NO,9.0,CMUD,CMUD,NO,Wedge,East,Osborne_Alysia,Dixon_Bridget,Sanders_Sonja,2014/08/25 00:00:00+00,2015/09/21 00:00:00+00,App,6.6,0.0,65.6,0.0,3.3,22.0,62.0,-1.0,161.0,71.01,88.0,35.22727272727273,32.97872340425532,44.444444444444436,13.856812933025402,527.0,1.0,52.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
332,332,93,2017,WaterWalk Real Estate Services LLC,I-1,O-2(CD),CD,no,NO,5.75,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/15 00:00:00+00,2018/04/16 00:00:00+00,App,-1.0,620.0,-1.0,99.0,-1.0,20.0,-1.0,23.4,-1.0,56.0,100.0,32.7,23.8,22.2,14.0,33.0,-1.0,4.0,25.3,2.0,1376.0,-1.0,1.23,1.3
333,333,93,2017,WaterWalk Real Estate Services LLC,B-D(CD),O-2(CD),CD,no,NO,5.75,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/15 00:00:00+00,2018/04/16 00:00:00+00,App,-1.0,620.0,-1.0,99.0,-1.0,20.0,-1.0,23.4,-1.0,56.0,100.0,32.7,23.8,22.2,14.0,33.0,-1.0,4.0,25.3,2.0,1376.0,-1.0,1.23,1.3
334,334,93,2020,RIAB Properties LLC,R-3,O-2,NC,no,NO,2.962,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,-1.0,620.0,-1.0,99.0,-1.0,20.0,-1.0,23.4,-1.0,56.0,100.0,32.7,23.8,22.2,14.0,33.0,-1.0,4.0,25.3,2.0,1376.0,-1.0,1.23,1.3
335,335,93,2020,RIAB Properties LLC,I-1,O-2,NC,no,NO,2.962,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,-1.0,620.0,-1.0,99.0,-1.0,20.0,-1.0,23.4,-1.0,56.0,100.0,32.7,23.8,22.2,14.0,33.0,-1.0,4.0,25.3,2.0,1376.0,-1.0,1.23,1.3
336,336,94,2016,Central Piedmont Community College,INST,O-1,NC,no,NO,8.11,CMUD,CMUD,YES,Corridor,South,Main_Kent,Grant Meacci,John Kinleyi,2016/05/18 00:00:00+00,2016/10/17 00:00:00+00,App,8.3,124.0,36.1,33.0,11.1,-1.0,65.0,20.0,149.0,79.9,88.0,19.05,28.3,31.3,17.0,542.0,-1.0,75.0,16.9,2.0,1101.0,-1.0,1.27,1.5
337,337,94,2019,"C4 Investments, LLC",INST,R-22MF,NC,no,NO,10.54,CMUD,CMUD,YES,Corridor,South,Kent Main,Grant Meacci,John Kinley,2018/12/19 13:12:02+00,2019/05/20 14:35:31+00,App,8.3,124.0,36.1,33.0,11.1,-1.0,65.0,20.0,149.0,79.9,88.0,19.05,28.3,31.3,17.0,542.0,-1.0,75.0,16.9,2.0,1101.0,-1.0,1.27,1.5
338,338,94,2016,Central Piedmont Community College,B-1(CD),INST,NC,no,NO,10.6,CMUD,CMUD,YES,Corridor,South,Main_Kent,Grant Meacci,John Kinleyi,2016/05/18 00:00:00+00,2016/10/17 00:00:00+00,App,8.3,124.0,36.1,33.0,11.1,-1.0,65.0,20.0,149.0,79.9,88.0,19.05,28.3,31.3,17.0,542.0,-1.0,75.0,16.9,2.0,1101.0,-1.0,1.27,1.5
339,339,96,2015,Whitehall Corporate Ctr. Dev. Limited Partnership,MUDD-O,MUDD-O,CD,SPA,NO,15.16,CMUD,CMUD,YES,Mixed Use Activity Center,Southwest,Catherine Stutts,Dixon_Bridget,Lyte-Graham_Claire,2015/03/23 00:00:00+00,2015/10/19 00:00:00+00,App,-1.0,769.0,-1.0,43.0,-1.0,15.0,-1.0,22.7,-1.0,52.22,76.0,43.137254901960794,26.47,48.28,11.2334801762115,178.0,1.0,10.0,28.0,6.0,4272.0,100.0,1.17,1.3
340,340,96,2015,Whitehall Corporate Ctr. Dev. Limited Partnership,BP(CD),MUDD-O,CD,no,NO,15.16,CMUD,CMUD,YES,Mixed Use Activity Center,Southwest,Catherine Stutts,Dixon_Bridget,Lyte-Graham_Claire,2015/03/23 00:00:00+00,2015/10/19 00:00:00+00,App,-1.0,769.0,-1.0,43.0,-1.0,15.0,-1.0,22.7,-1.0,52.22,76.0,43.137254901960794,26.47,48.28,11.2334801762115,178.0,1.0,10.0,28.0,6.0,4272.0,100.0,1.17,1.3
341,341,97,2015,SIM USA,INST(CD),INST(CD),CD,SPA,NO,108.86,CMUD,CMUD,YES,Wedge,Southwest,,Dixon_Bridget,,2014/10/26 00:00:00+00,2015/02/18 00:00:00+00,App,-1.0,66.0,-1.0,4.0,-1.0,10.0,-1.0,16.2,-1.0,58.37,91.0,50.4132231404959,36.27,65.22,10.2908277404922,271.0,3.0,15.0,4.4,7.0,3794.0,67.0,1.08,1.3
342,342,98,2017,"JDSI, LLC by Judson Stringfellow",R-3,R-6,NC,no,NO,13.99,CMUD,CMUD,YES,Wedge,East,Amanda Rosen,Monica Holmes,Sonja Sanders,2017/09/25 00:00:00+00,2018/03/19 00:00:00+00,App,-1.0,9.0,-1.0,1.0,-1.0,20.0,-1.0,4.9,-1.0,68.0,100.0,43.2,35.3,28.2,11.0,335.0,-1.0,17.0,29.0,2.0,2862.0,-1.0,1.08,1.1
343,343,98,2017,"JDSI, LLC by Judson Stringfellow",R-3,R-6,NC,no,NO,13.99,CMUD,CMUD,YES,Wedge,East,Amanda Rosen,Monica Holmes,Sonja Sanders,2017/09/25 00:00:00+00,2018/03/19 00:00:00+00,App,-1.0,9.0,-1.0,1.0,-1.0,20.0,-1.0,4.9,-1.0,68.0,100.0,43.2,35.3,28.2,11.0,335.0,-1.0,17.0,29.0,2.0,2862.0,-1.0,1.08,1.1
344,344,98,2019,"JDSI, LLC",NS,R-8,NC,no,NO,14.25,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Grant Meacci,Will Linville,2019/05/20 08:50:28+00,2019/11/18 13:53:52+00,App,-1.0,9.0,-1.0,1.0,-1.0,20.0,-1.0,4.9,-1.0,68.0,100.0,43.2,35.3,28.2,11.0,335.0,-1.0,17.0,29.0,2.0,2862.0,-1.0,1.08,1.1
345,345,100,2017,Mecklenburg County Park and Recreation,I-1,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,-1.0,260.0,-1.0,35.0,-1.0,32.0,-1.0,20.9,-1.0,73.0,81.0,28.1,24.0,39.1,19.0,265.0,-1.0,21.0,2.8,2.0,1748.0,-1.0,1.05,1.3
346,346,100,2017,Mecklenburg County Park and Recreation,R-17MF,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,-1.0,260.0,-1.0,35.0,-1.0,32.0,-1.0,20.9,-1.0,73.0,81.0,28.1,24.0,39.1,19.0,265.0,-1.0,21.0,2.8,2.0,1748.0,-1.0,1.05,1.3
347,347,100,2017,Mecklenburg County Park and Recreation,B-1,INST(CD),CD,no,NO,90.45,CMUD,CMUD,YES,Corridor,East,Sanders_Sonja,Monica Holmes,Sanders_Sonja,2017/04/13 00:00:00+00,2017/10/16 00:00:00+00,App,-1.0,260.0,-1.0,35.0,-1.0,32.0,-1.0,20.9,-1.0,73.0,81.0,28.1,24.0,39.1,19.0,265.0,-1.0,21.0,2.8,2.0,1748.0,-1.0,1.05,1.3
348,348,103,2015,"Carolina States Regional Center, LLC",B-2,TOD-RO,CD,no,NO,15.43,CMUD,CMUD,YES,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,,2014/11/24 00:00:00+00,2015/05/18 00:00:00+00,App,-1.0,0.0,-1.0,0.0,-1.0,40.0,-1.0,19.2,-1.0,76.89,85.0,26.923076923076895,14.81,46.67,10.5263157894737,37.0,0.0,8.0,19.4,12.0,1567.0,729.0,1.08,1.5
349,349,109,2018,Andy Bilmanis,BP,BD-CD,CD,no,NO,7.37,CMUD,CMUD,NO,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Lyte-Graham_Claire,2018/03/21 00:00:00+00,,Wd,-1.0,392.0,-1.0,40.0,-1.0,-1.0,-1.0,10.5,206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,377.0,-1.0,67.0,16.4,2.0,2676.0,-1.0,1.12,1.2
350,350,110,2016,"MT Island Promenade, LLC",NS,NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
351,351,110,2016,"MT Island Promenade, LLC",NS,O1(CD),CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
352,352,110,2016,"MT Island Promenade, LLC",BD(CD),CC,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
353,353,110,2016,"MT Island Promenade, LLC",NS,CC,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
354,354,110,2017,Sean Brady,R-3,R-12MF,NC,no,NO,8.557,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/27 00:00:00+00,2018/03/19 00:00:00+00,App,0.0,251.0,66.7,32.0,25.5,8.0,68.0,5.7,133.33333333333334,64.0,100.0,45.7,35.2,18.2,13.0,199.0,-1.0,18.0,20.1,1.0,1870.0,-1.0,1.08,1.1
355,355,110,2018,James Poutier,R-3,NS,CD,no,NO,5.5,CMUD,CMUD,YES,Mixed Use Activity Center,North,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/10/15 09:22:26+00,2019/09/16 08:16:00+00,App,0.0,246.0,66.7,32.0,25.5,8.0,68.0,6.2,136.0,70.32,90.4,42.828,49.52000000000001,50.28,12.2,614.0,-1.0,69.0,20.1,1.0,1865.0,-1.0,1.13,1.2
356,356,110,2016,"MT Island Promenade, LLC",NS,NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
357,357,110,2019,Novant Health,NS,O-1(CD),CD,no,NO,33.16,CMUD,CMUD,YES,Mixed Use Activity Center,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/04/08 15:33:28+00,2019/09/16 08:42:23+00,App,0.0,250.54545454545453,66.7,32.72727272727273,25.5,8.0,68.0,5.672727272727273,133.33333333333334,70.32,90.4,42.828,49.52000000000001,50.28,12.2,711.6363636363636,-1.0,67.0,20.099999999999998,1.0,1859.3636363636363,-1.0,1.0845454545454547,1.1818181818181817
358,358,110,2016,"MT Island Promenade, LLC",R-3,O1(CD),CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
359,359,110,2016,"MT Island Promenade, LLC",BD(CD),NS,CD,SPA,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
360,360,110,2016,"MT Island Promenade, LLC",BD(CD),MUDD-O,CD,no,NO,125.13,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,0.0,251.0,66.7,33.0,25.5,8.0,68.0,5.6,133.0,71.9,88.0,42.11,53.1,58.3,12.0,852.0,-1.0,79.0,20.1,1.0,1856.0,-1.0,1.08,1.2
361,361,110,2017,"Saturday Night, LLC",R-3,I-1(CD),CD,no,NO,3.78,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/02/24 00:00:00+00,2017/12/18 00:00:00+00,App,0.0,251.0,66.7,32.0,25.5,8.0,68.0,5.7,133.33333333333334,64.0,100.0,45.7,35.2,18.2,13.0,199.0,-1.0,18.0,20.1,1.0,1870.0,-1.0,1.08,1.1
362,362,111,2016,Foundry Commercial,I-2(CD),I-1,CD,no,NO,23.7,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,John Kinley,2016/07/22 00:00:00+00,2016/10/17 00:00:00+00,App,0.0,0.0,62.3,0.0,9.4,16.0,63.0,14.6,170.0,52.8,87.0,43.59,41.6,48.6,5.0,1320.0,0.0,73.0,37.9,4.0,3002.0,28.0,1.19,1.3
363,363,111,2015,"Averitt Express, Inc.",I-1,I-2(CD),CD,SPA,NO,15.88,CMUD,CMUD,YES,Industrial Activity Center,Southwest,John Kinley,Dixon_Bridget,Lyte-Graham_Claire,2014/12/22 00:00:00+00,2015/04/20 00:00:00+00,App,0.0,0.0,62.29999999999999,0.0,9.4,16.0,63.0,13.6,170.0,52.49,87.0,48.148148148148096,41.24,40.0,7.124681933842241,170.0,0.0,12.0,37.5,4.0,3194.0,28.0,1.19,1.3
364,364,111,2016,"Horizons at Steele Creek, LLC",R-3,R-17MF(CD),CD,no,NO,3.2,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/12/28 00:00:00+00,2016/06/20 00:00:00+00,App,0.0,0.0,62.3,0.0,9.4,16.0,63.0,14.6,170.0,52.8,87.0,43.59,41.6,48.6,5.0,1320.0,0.0,73.0,37.9,4.0,3002.0,28.0,1.19,1.3
365,365,111,2016,Foundry Commercial,R-3,I-1,CD,no,NO,23.7,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,John Kinley,2016/07/22 00:00:00+00,2016/10/17 00:00:00+00,App,0.0,0.0,62.3,0.0,9.4,16.0,63.0,14.6,170.0,52.8,87.0,43.59,41.6,48.6,5.0,1320.0,0.0,73.0,37.9,4.0,3002.0,28.0,1.19,1.3
366,366,113,2019,"JDSI, LLC",R-3,R-8,NC,no,NO,33.4848,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/01/10 11:40:49+00,2019/04/15 00:00:00+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
367,367,113,2019,"JDSI, LLC",I-1,R-8,NC,no,NO,33.4848,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/01/10 11:40:49+00,2019/04/15 00:00:00+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
368,368,113,2019,"JDSI, LLC",R-3,R-6,NC,no,NO,33.4848,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/01/10 11:40:49+00,2019/04/15 00:00:00+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
369,369,113,2019,"JDSI, LLC",I-1,R-6,NC,no,NO,33.4848,CMUD,CMUD,YES,Wedge,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/01/10 11:40:49+00,2019/04/15 00:00:00+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
370,370,114,2019,"Regal Estates, LLC",R-4,R-8MF,NC,no,NO,0.85,CMUD,CMUD,YES,Industrial Activity Center,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/08/22 11:00:53+00,2020/01/21 00:00:02+00,App,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
371,371,116,2019,City of Charlotte,I-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
372,372,116,2019,City of Charlotte,I-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
373,373,116,2019,City of Charlotte,B-2(CD),TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
374,374,116,2019,City of Charlotte,CC,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
375,375,116,2019,City of Charlotte,I-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
376,376,116,2019,City of Charlotte,R-22MF,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Wedge,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
377,377,116,2019,City of Charlotte,R-4,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
378,378,116,2019,City of Charlotte,B-2(CD),TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
379,379,116,2019,City of Charlotte,B-1,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
380,380,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
381,381,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
382,382,116,2019,City of Charlotte,B-1,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
383,383,116,2019,"Blu South, LLC",R-4,R-8,NC,no,NO,6.17,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/04/22 10:05:18+00,2019/11/18 13:55:59+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
384,384,116,2019,City of Charlotte,O-1(CD),TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 09:21:38+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
